MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIt is good that we can talk after I spent so long\nsilently watching over you, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x08\x06マルス\nYour master must have been an incredible\ndancer. I can see it in the way you move.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nHe gave me so much. But he's joined the stars\nin the sky, and I can never give anything back.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06マルス\nYour dancing creates joy all around you, and\nsurely that can be seen even from the stars.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nI have been told you are an excellent royal\nsoldier. I am grateful to have you at my side.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nEvery soul here is helping to restore peace to\nElusia, which means I must do my part as well.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08リンデン\nIf you need my skills, just let me know. Making\npastries with thunder is a specialty of mine!\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06マルス\nWhat fascinating uses people devise for magic!\nYour talents will be in demand, even in peace.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIs that a portrait you gaze upon?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nYes, it's of my late wife. I always keep it close\nwherever I go.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nIsn't she lovely? I'm proud to have given the\nbest years of my life to this wonderful woman.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06マルス\nAs you should be. I cannot see my own beloved\nright now, but I still feel her, connected to me.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nYou have been defending Brodia for a long time.\nI will be relying on your experience.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nザフィーア\nYou fight with us now, which means you fight\nfor Brodia too. Consider me grateful.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nWould you mind sparring with me sometime?\nI like to train against the toughest opposition.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06マルス\nCall on me whenever you wish. It would be\nmy honor.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nI grew up in a fishing village. Peaceful place...\nuntil Elusia came through and killed my family.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06マルス\nI know that pain well. Is that what motivated\nyou to become a royal soldier?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nNo, that was always my dream. Would've rather\nhad my parents alive to see it, but...here I am.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06マルス\nYour feelings for your family led to our meeting,\nand for that I am grateful.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nThank you, Marth, for fighting beside me.\nEspecially after what I did before.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06マルス\nDo not apologize. You are a good person.\nFrom now on, we fight together.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nSometimes I wonder if it's really OK for me to\nbe here. What if...I'm meant to be alone?\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06マルス\nOh, Veyle, do not ever question your place here.\nYou are precious to every one of us.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nI finally know what it's like to feel happy, Marth.\nFor the first time in my life, I feel like I belong.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06マルス\nYou have been through so very much. But now,\nyou are surrounded by allies and friends.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nThank you for your kind words. I just hope...you\nalso think of me as a friend.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x08\x06マルス\nI do. And our friendship will last forever. You\nwill never have to be alone again, Veyle.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nI am grateful for your allegiance. With you by\nmy side, I shall atone for my past crimes.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06マルス\nYou are a warrior with a righteous heart, and\nI am proud to join your cause.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nI come from the kingdom of Firene. That is\nwhere I learned to treasure those close to me.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06マルス\nThose very feelings are what saved Veyle from\ndarkness. I am glad you're here.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle has been in good spirits of late.\nThis place is good for her.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06マルス\nVeyle is lucky to have your friendship\nand support.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nWe have so many more companions than in\nthe past, and for that I am very grateful.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06マルス\nThe bonds of today pave the path to our future.\nWe walk that path together, my friend.\x0E\x04\x00\x00
