MSID_Hp_5	HP +5
MSID_MarthRing_Sheeda	Sympathetic
MSID_H_MarthRing_Sheeda	If foe initiates combat and if\nunit's HP is 50% or less, unit\ntakes 5 less damage.
MSID_MarthRing_Nabarl	Deadly Blade
MSID_H_MarthRing_Nabarl	If unit initiates combat with a sword,\ngrants Crit+10 during combat.
MSID_SigludRing_Celice	Battlewise
MSID_H_SigludRing_Celice	Grants a stacking Crit+1 each time\nunit initiates combat and defeats a\nfoe. Bonus lasts for the rest of the\nbattle. (Max +10)
MSID_SigludRing_Diadora	Renewal
MSID_H_SigludRing_Diadora	Unit recovers 5 HP each turn.
MSID_CelicaRing_Alm	Windsweep
MSID_H_CelicaRing_Alm	If unit initiates combat with a sword,\nfoe may not counterattack. \nTrigger %=Lck.
MSID_CelicaRing_Mae	Great Thunder
MSID_H_CelicaRing_Mae	If unit uses Thunder, Elthunder, or\nThoron, deals +20% damage.
MSID_MicaiahRing_Sothe	Bane
MSID_H_MicaiahRing_Sothe	May reduce foe's HP to 1.\nTrigger %=half of Dex. (Certain\nfoes are immune to this effect.)
MSID_MicaiahRing_Erincia	Mercy
MSID_H_MicaiahRing_Erincia	If dealing enough damage to defeat\nfoe, instead leaves foe with 1 HP.
MSID_RoyRing_Lilina	Raging Fire
MSID_H_RoyRing_Lilina	If unit uses Fire, Elfire, or Bolganone,\ndeals +20% damage.
MSID_RoyRing_Dieck	Strong Arm
MSID_H_RoyRing_Dieck	Grants Hit+20 while unit is equipped\nwith a smash weapon.
MSID_LeafRing_Fin	Miracle
MSID_H_LeafRing_Fin	Avoids foe's attack when unit would\nbe defeated. Trigger %=Lck.\n(Max 50%)
MSID_LeafRing_Olwen	Dire Thunder
MSID_H_LeafRing_Olwen	When unit initiates combat with\nThunder equipped, unit attacks\ntwice. (Excludes Elthunder and\nThoron.)
MSID_LucinaRing_Chrom	Rightful Ruler
MSID_H_LucinaRing_Chrom	Adds +5% to trigger rate for all skills\nwith trigger rates.
MSID_LucinaRing_Lissa	Healtouch
MSID_H_LucinaRing_Lissa	When unit heals an ally with a staff,\nrestores +5 HP to target.
MSID_LinRing_Eliwod	Draw Back
MSID_H_LinRing_Eliwod	Use to move 1 space away from\nadjacent ally and pull the ally along.
MSID_H_LinRing_Eliwod_CMD	Pulls unit and 1 ally back.
MSID_LinRing_Nino	Giga Excalibur
MSID_H_LinRing_Nino	If unit initiates combat with\nExcalibur, deals +20% damage.
MSID_IkeRing_Senerio	Wind Adept
MSID_H_IkeRing_Senerio	If unit initiates combat with Wind\nequipped, unit may attack twice.\nTrigger %=Dex. (Excludes Elwind\nand Excalibur.)
MSID_IkeRing_Wayu	Shove
MSID_H_IkeRing_Wayu	Use to push an adjacent ally with\nless Bld 1 space away.
MSID_H_IkeRing_Wayu_CMD	Push a smaller ally 1 space.
MSID_BylethRing_Edelgard	Flickering Flower
MSID_H_BylethRing_Edelgard	If unit initiates combat, freezes foe.\nTrigger % = total damage dealt.
MSID_BylethRing_Dimitri	Paraselene
MSID_H_BylethRing_Dimitri	Use to make an attack against an\nadjacent foe, then move 1 space\naway from that foe after combat.
MSID_H_BylethRing_Dimitri_CMD	Attack, then move back.
MSID_BylethRing_Claude	Wind God
MSID_H_BylethRing_Claude	If unit's HP=100%, grants range +1\nwith bows.
MSID_KamuiRing_Marks	Chivalry
MSID_H_KamuiRing_Marks	If unit initiates combat while foe's\nHP=100%, unit deals +2 damage\nand takes 2 less damage.
MSID_KamuiRing_Ryoma	Bushido
MSID_H_KamuiRing_Ryoma	If unit's level is higher than foe's,\ngrants Crit+10 during combat, and\nunit deals +2 damage and takes 2\nless damage.
MSID_EirikRing_Marica	Lethality
MSID_H_EirikRing_Marica	When landing a critical hit, instantly\nkills foe. Trigger %=30. (Excludes\ncertain powerful foes.)
MSID_EirikRing_Heanius	Sure Strike
MSID_H_EirikRing_Heanius	If unit initiates combat, attacks are\nguaranteed to hit. Trigger %=Dex
MSID_SpecialRing_Alfonse	Spur Attack
MSID_H_SpecialRing_Alfonse	Grants Atk+2 to adjacent allies.
MSID_SpecialRing_Sharena	Fortify Def
MSID_H_SpecialRing_Sharena	Grants Def+2 to adjacent allies for\n1 turn at start of player phase.
MSID_SpecialRing_Anna	Spur Res
MSID_H_SpecialRing_Anna	Grants Res+2 to adjacent allies.
MSID_SombreBarrier1	Fell Barrier
MSID_H_SombreBarrier1	A barrier created by Dark Emblems.\nNullifies Effective: Fell Dragon and\nprevents 50% of damage to unit.
MSID_SombreBarrier2	Fell Barrier+
MSID_H_SombreBarrier2	A barrier created by Dark Emblems.\nNullifies Effective: Fell Dragon and\nprevents 70% of damage to unit.
MSID_SombreBarrier3	Fell Barrier++
MSID_H_SombreBarrier3	A barrier created by Dark Emblems.\nNullifies Effective: Fell Dragon and\nprevents 85% of damage to unit.
MSID_SombreBarrier4	Fell Barrier+++
MSID_H_SombreBarrier4	A barrier created by Dark Emblems.\nNullifies Effective: Fell Dragon and\nprevents all damage to unit.
MSID_SombreBarrier1_Normal	Dark Barrier
MSID_H_SombreBarrier1_Normal	A barrier created by Dark Emblems.\nPrevents 20% of damage to unit.
MSID_SombreBarrier2_Normal	Dark Barrier+
MSID_H_SombreBarrier2_Normal	A barrier created by Dark Emblems.\nPrevents 40% of damage to unit.
MSID_SombreBarrier3_Normal	Dark Barrier++
MSID_H_SombreBarrier3_Normal	A barrier created by Dark Emblems.\nPrevents 60% of damage to unit.
MSID_SombreBarrier4_Normal	Dark Barrier+++
MSID_H_SombreBarrier4_Normal	A barrier created by Dark Emblems.\nPrevents 80% of damage to unit.
MSID_ChainAttackDamageWeaken	Bond Breaker
MSID_H_ChainAttackDamageWeaken	Makes enemy chain attack accuracy\nalways 30%. Reduces damage taken.
MSID_SnakeVenom	Poison Strike
MSID_H_SnakeVenom	If unit initiates combat, deals damage\nto foe equal to 20% of their max HP\nafter combat.
MSID_SighOfDeath	Savage Blow
MSID_H_SighOfDeath	If unit initiates combat, deals damage\nto foes within 2 spaces equal to 20%\nof their max HP after combat.
MSID_SwordKilling	Swordbreaker
MSID_H_SwordKilling	If unit's HP is 50% or higher at start\nof combat and foe has a sword\nequipped, unit can follow up and foe\ncannot follow up.
MSID_LanceKilling	Lancebreaker
MSID_H_LanceKilling	If unit's HP is 50% or higher at start\nof combat and foe has a lance\nequipped, unit can follow up and foe\ncannot follow up.
MSID_AxeKilling	Axebreaker
MSID_H_AxeKilling	If unit's HP is 50% or higher at start\nof combat and foe has an axe\nequipped, unit can follow up and foe\ncannot follow up.
MSID_MagicKilling	Tomebreaker
MSID_H_MagicKilling	If unit's HP is 50% or higher at start\nof combat and foe has a tome\nequipped, unit can follow up and foe\ncannot follow up.
MSID_BowKilling	Bowbreaker
MSID_H_BowKilling	If unit's HP is 50% or higher at start\nof combat and foe has a bow\nequipped, unit can follow up and foe\ncannot follow up.
MSID_KnifeKilling	Knifebreaker
MSID_H_KnifeKilling	If unit's HP is 50% or higher at start\nof combat and foe has a knife\nequipped, unit can follow up and foe\ncannot follow up.
MSID_PranaKilling	Artbreaker
MSID_H_PranaKilling	If unit's HP is 50% or higher at start\nof combat and foe has an art\nequipped, unit can follow up and foe\ncannot follow up.
MSID_PowerSeal	Seal Strength
MSID_H_PowerSeal	If unit initiates combat, inflicts Str-6\non foe after combat. (Penalty shrinks\nby 1 each turn.)
MSID_MagicSeal	Seal Magic
MSID_H_MagicSeal	If unit initiates combat, inflicts Mag-6\non foe after combat. (Penalty shrinks\nby 1 each turn.)
MSID_DefenseSeal	Seal Defense
MSID_H_DefenseSeal	If unit initiates combat, inflicts Def-6\non foe after combat. (Penalty shrinks\nby 1 each turn.)
MSID_SpeedSeal	Seal Speed
MSID_H_SpeedSeal	If unit initiates combat, inflicts Spd-6\non foe after combat. (Penalty shrinks\nby 1 each turn.)
MSID_MagicDefenseSeal	Seal Resistance
MSID_H_MagicDefenseSeal	If unit initiates combat, inflicts Res-6\non foe after combat. (Penalty shrinks\nby 1 each turn.)
MSID_DemonStance	Fierce Stance
MSID_H_DemonStance	If foe initiates combat, grants Str+6\nduring combat.
MSID_VajraStance	Steady Stance
MSID_H_VajraStance	If foe initiates combat, grants Def+6\nduring combat.
MSID_SwallowStance	Darting Stance
MSID_H_SwallowStance	If foe initiates combat, grants Spd+6\nduring combat.
MSID_MingMirrorStance	Warding Stance
MSID_H_MingMirrorStance	If foe initiates combat, grants Res+6\nduring combat.
MSID_Deadline	Life and Death
MSID_H_Deadline	Unit deals +10 damage and takes\n+10 damage during combat.
MSID_EnhancedCompatibility	Triangle Adept
MSID_H_EnhancedCompatibility	When unit has weapon advantage,\nalways follows up. When unit has\ndisadvantage, foe always follows up.
MSID_CatBites	Cornered Beast
MSID_H_CatBites	If unit's HP is 50% or less at start of\ncombat, grants Crit+30 during\ncombat.
MSID_SelfDestruction	Self-Destruct
MSID_H_SelfDestruction	If unit's HP is 50% or less at the\nstart of player phase, unit dies and\ndeals 50% of its max HP to foes\nwithin 2 spaces.
MSID_BreakInvalid	Unbreakable
MSID_H_BreakInvalid	Prevents unit from being broken.
MSID_Immovable	Anchor
MSID_H_Immovable	Unit cannot be moved by skills,\nsmash weapons, etc.
MSID_CurseOfNihility	Void Curse
MSID_H_CurseOfNihility	Foes do not earn EXP fighting\nthis unit.
MSID_ClearStreamHit	Duelist's Blow
MSID_H_ClearStreamHit	When unit initiates combat, grants\nAvo+30 during combat.
MSID_SwallowHit	Darting Blow
MSID_H_SwallowHit	When unit initiates combat, grants\nSpd+5 during combat.
MSID_DemonHit	Death Blow
MSID_H_DemonHit	When unit initiates combat, grants\nCrit+20 during combat.
MSID_BadBirdHit	Certain Blow
MSID_H_BadBirdHit	When unit initiates combat, grants\nHit+40 during combat.
MSID_VajraHit	Armored Blow
MSID_H_VajraHit	When unit initiates combat, unit\ntakes 10 less physical damage\nduring combat.
MSID_MingMirrorHit	Warding Blow
MSID_H_MingMirrorHit	When unit initiates combat, unit\ntakes 20 less magical damage\nduring combat.
MSID_FrenzyHit	Spirit Strike
MSID_H_FrenzyHit	When unit hits with an attack, inflicts\n-5 to foe's engage meter.
MSID_EffectResistance	Stalwart
MSID_H_EffectResistance	Reduces damage from effectiveness.
MSID_EffectInvalid	Unwavering
MSID_H_EffectInvalid	Negates damage from effectiveness.
MSID_Expert_1	Veteran
MSID_H_Expert_1	Prevents unit from being broken.\nReduces damage from effectiveness.
MSID_Expert_2	Veteran+
MSID_H_Expert_2	Prevents unit from being broken.\nNegates damage from effectiveness.
MSID_SkillSuccession	Skill Inheritance
MSID_H_SkillSuccession	Unit can inherit this Emblem's skills.
MSID_EngageContinueTurn	Strong Bond
MSID_H_EngageContinueTurn	Unit stays engaged 1 additional turn.
MSID_EngageCount	Deep Synergy
MSID_H_EngageCount	Unit's engage meter is shortened\none step.
MSID_RefineGodWeapon_Effect_Fly	Effective: Flying
MSID_RefineGodWeapon_Effect_Horse	Effective: Cavalry
MSID_RefineGodWeapon_Effect_Armor	Effective: Armored
MSID_RefineGodWeapon_Effect_Dragon	Effective: Dragon
MSID_RefineGodWeapon_Effect_Morph	Effective: Corrupted
MSID_H_Effect_Fly	Vulnerable to weapons with\nEffective: Flying.
MSID_H_Effect_Horse	Vulnerable to weapons with\nEffective: Cavalry.
MSID_H_Effect_Armor	Vulnerable to weapons with\nEffective: Armored.
MSID_H_Effect_Dragon	Vulnerable to weapons with\nEffective: Dragon.
MSID_H_Effect_Morph	Vulnerable to weapons with\nEffective: Corrupted.
MSID_H_Effect_EvilDragon	Vulnerable to weapons with\nEffective: Fell Dragon.
MSID_H_Effect_Mediuth	Attacks from Marth count as\nEffective against this unit.
MSID_H_Effect_Duma	Attacks from Celica count as\nEffective against this unit.
MSID_H_Effect_Loptous	Attacks from Sigurd count as\nEffective against this unit.
MSID_H_Effect_Veld	Attacks from Leif count as\nEffective against this unit.
MSID_H_Effect_Idenn	Attacks from Roy count as\nEffective against this unit.
MSID_H_Effect_Nergal	Attacks from Lyn count as\nEffective against this unit.
MSID_H_Effect_Fodeth	Attacks from Eirika or Ephraim count\nas Effective against this unit.
MSID_H_Effect_Ashnard	Attacks from Ike count as\nEffective against this unit.
MSID_H_Effect_Astarte	Attacks from Micaiah count as\nEffective against this unit.
MSID_H_Effect_Gimle	Attacks from Lucina count as\nEffective against this unit.
MSID_H_Effect_Hydra	Attacks from Corrin count as\nEffective against this unit.
MSID_H_Effect_Nemesis	Attacks from Byleth count as\nEffective against this unit.
