MSID_Hp_5	HP+5
MSID_H_JobSkill_BowKnight	이동하지 않고 직접 공격 시\n명중+40.
MSID_JobSkill_General	바꾸기
MSID_H_JobSkill_General	인접한 아군과 위치를 바꾸는\n｢바꾸기｣ 커맨드 사용 가능.
MSID_H_JobSkill_General_CMD	아군과 위치를 바꾼다
MSID_JobSkill_GrateKnight	호위
MSID_H_JobSkill_GrateKnight	아군과 적 사이에 자신이 있을 경우\n받는 대미지-3.
MSID_JobSkill_Paladin	우회
MSID_H_JobSkill_Paladin	인접한 아군의 반대편 칸으로 이동하는\n｢우회｣ 커맨드 사용 가능.
MSID_H_JobSkill_Paladin_CMD	아군의 반대편으로 이동한다
MSID_JobSkill_WolfKnight	발목 잡기
MSID_H_JobSkill_WolfKnight	단검으로 직접 공격 시\n1턴 동안 상대의 이동-2.
MSID_JobSkill_GriffinKnight	이동 보조
MSID_H_JobSkill_GriffinKnight	자신의 칸을 포함한 주위 1칸 지형의\n이동 코스트를 1로 한다.
MSID_JobSkill_DragonKnight	급습
MSID_H_JobSkill_DragonKnight	상대가 진입할 수 없는 지형에서 공격했을 때\n속도+5.
MSID_JobSkill_Thief	통과하기
MSID_H_JobSkill_Thief	적을 지나쳐서 이동할 수 있다.
MSID_JobSkill_Sage	마력 증폭
MSID_H_JobSkill_Sage	마도서로 직접 공격 시\n주위 1칸 이내에 있는 마도서를 장비한\n아군의 수만큼 공격력이 상승한다.
MSID_JobSkill_MageKnight	불합리한 법
MSID_H_JobSkill_MageKnight	직접 공격 시\n적과 공격 종류(물리 공격·마도서)가\n다를 경우, 속도+3.
MSID_JobSkill_MasterMonk	기의 확산
MSID_H_JobSkill_MasterMonk	지팡이를 통해 HP 회복을 받았을 때\n주위 1칸 이내에 있는 아군의 HP를\n회복량의 50%만큼 회복.
MSID_JobSkill_HighPriest	자기 회복
MSID_H_JobSkill_HighPriest	회복 계열 지팡이를 사용할 상대로\n자기 자신을 선택할 수 있게 된다.
MSID_JobSkill_DragonKing	신룡의 기운
MSID_H_JobSkill_DragonKing	자신의 인게이지 카운트 최대치-1.
MSID_JobSkill_ShadowPrincess	사룡의 기운
MSID_H_JobSkill_ShadowPrincess	턴 개시와 동시에\n자신의 인게이지 카운트+1.
MSID_JobSkill_ShadowDragon	사룡의 기운<어둠>
MSID_H_JobSkill_ShadowDragon	턴 개시와 동시에 주위 2칸 이내에 있는\n적의 인게이지 카운트-1.
MSID_JobSkill_Avenir	금련
MSID_H_JobSkill_Avenir	기술%로 물리 공격의 대미지를 반감한다.
MSID_JobSkill_Fleurage	화려한 불꽃
MSID_H_JobSkill_Fleurage	기술%로 마법 공격에는 힘의 절반을\n그 외의 공격에는 마력의 절반을\n대미지에 추가한다.
MSID_JobSkill_Successeur	태양
MSID_H_JobSkill_Successeur	기술%로 적에게 입힌 대미지의 절반만큼\nHP를 회복한다.
MSID_JobSkill_Tirailleur	월광
MSID_H_JobSkill_Tirailleur	기술%로 적의 수비·마방을 반감해서 공격.
MSID_JobSkill_Lindwurm	허공
MSID_H_JobSkill_Lindwurm	마도서로 공격했을 때\n기술%로 적의 마력의 절반을\n대미지에 추가한다.
MSID_JobSkill_Sleipnir	거목
MSID_H_JobSkill_Sleipnir	지팡이를 사용했을 때\n기술%로 사용 횟수를 소비하지 않는다.
MSID_JobSkill_Pitchfork	모래 진영
MSID_H_JobSkill_Pitchfork	물리 공격을 했을 때\n기술%로 수비의 150%만큼의 수치를\n힘 대신 공격에 계산한다.
MSID_JobSkill_Cupido	수경
MSID_H_JobSkill_Cupido	반격했을 때\n기술%로 자신이 받은 대미지의 절반을\n상대에게 입히는 대미지에 추가한다.
MSID_JobSkill_Melusine	마법검
MSID_H_JobSkill_Melusine	검으로 공격했을 때 입히는 대미지를\n상대의 ｢수비와 마방의 평균치｣로 계산한다.
MSID_JobSkill_Dancer	특별한 춤
MSID_H_JobSkill_Dancer	｢춤추기｣를 아군에게 사용했을 때\n1턴 동안 대상 아군의 기술·속도·행운+3.
MSID_MarthRing_Sheeda	전도사
MSID_H_MarthRing_Sheeda	자신의 HP가 50% 이하일 경우\n적에게 공격받았을 때, 받는 대미지-5.
MSID_MarthRing_Nabarl	필살 검
MSID_H_MarthRing_Nabarl	검을 장비하고 직접 공격 시\n필살+10.
MSID_SigludRing_Celice	백전 연마
MSID_H_SigludRing_Celice	직접 공격으로 적을 쓰러뜨릴 때마다\n필살+1(최대+10, 전투 맵 종료까지).
MSID_SigludRing_Diadora	회복
MSID_H_SigludRing_Diadora	매턴 HP 5 회복.
MSID_CelicaRing_Alm	바람 베기
MSID_H_CelicaRing_Alm	검으로 공격했을 때\n행운% 확률로 상대에게 반격당하지 않는다.
MSID_CelicaRing_Mae	굉뢰
MSID_H_CelicaRing_Mae	선더·엘 선더·트론 사용 시\n대미지 120％.
MSID_MicaiahRing_Sothe	순살
MSID_H_MicaiahRing_Sothe	(기술÷2)% 확률로 상대의 HP를 1로 만든다.\n(일부 강력한 적은 대상 외)
MSID_MicaiahRing_Erincia	자비
MSID_H_MicaiahRing_Erincia	상대를 전투 불능으로 만들 수 있는\n대미지를 입혔을 때, HP를 1 남긴다.
MSID_RoyRing_Lilina	업화
MSID_H_RoyRing_Lilina	파이어·엘 파이어·볼케논 사용 시\n대미지 120％.
MSID_RoyRing_Dieck	강완
MSID_H_RoyRing_Dieck	스매시 무기 사용 시, 명중+20.
MSID_LeafRing_Fin	기도
MSID_H_LeafRing_Fin	상대에게 전투 불능이 되는 양의\n대미지를 받을 때, 행운% 확률로\n공격을 회피한다(최대 50%).
MSID_LeafRing_Olwen	다임 선더
MSID_H_LeafRing_Olwen	선더로 직접 공격 시\n2연속 공격이 된다.\n(엘 선더·트론은 대상 외)
MSID_LucinaRing_Chrom	왕의 그릇
MSID_H_LucinaRing_Chrom	확률로 발동하는 스킬의 발동률+5%.
MSID_LucinaRing_Lissa	치유의 마음
MSID_H_LucinaRing_Lissa	지팡이를 사용해 아군을 회복시켰을 때\nHP 회복량+5.
MSID_LinRing_Eliwod	끌어당기기
MSID_H_LinRing_Eliwod	인접한 아군을 자신의 위치로 이동시키고\n자신도 1칸 이동하는\n｢끌어당기기｣ 커맨드 사용 가능.
MSID_H_LinRing_Eliwod_CMD	아군과 함께 1칸 뒤로 이동한다
MSID_LinRing_Nino	기가스칼리버
MSID_H_LinRing_Nino	엑스칼리버로 직접 공격 시\n대미지 120%.
MSID_IkeRing_Senerio	선풍
MSID_H_IkeRing_Senerio	윈드 사용 시에만 기술% 확률로\n2연속 공격이 된다.
MSID_IkeRing_Wayu	밀어내기
MSID_H_IkeRing_Wayu	자신보다 체격이 작은 인접 아군을 밀어 1칸\n이동시키는 ｢밀어내기｣ 커맨드 사용 가능.
MSID_H_IkeRing_Wayu_CMD	자신보다 작은 아군을 1칸 민다
MSID_BylethRing_Edelgard	섬화
MSID_H_BylethRing_Edelgard	직접 공격 시\n｢입힌 총 대미지｣% 확률로\n상대를 프리즈 상태로 만든다.
MSID_BylethRing_Dimitri	환월
MSID_H_BylethRing_Dimitri	인접해서 전투한 뒤, 자신이 1칸 뒤로\n이동하는 ｢환월｣ 커맨드 사용 가능.
MSID_H_BylethRing_Dimitri_CMD	전투 후, 1칸 뒤로 이동한다
MSID_BylethRing_Claude	풍신
MSID_H_BylethRing_Claude	자신의 HP가 최대치일 때\n활의 사정거리+1.
MSID_KamuiRing_Marks	기사도
MSID_H_KamuiRing_Marks	상대의 HP가 최대치일 때\n입히는 대미지+2, 받는 대미지-2.
MSID_KamuiRing_Ryoma	무사도
MSID_H_KamuiRing_Ryoma	상대보다 레벨이 높을 경우, 필살+10,\n입히는 대미지+2, 받는 대미지-2.
MSID_EirikRing_Marica	멸살
MSID_H_EirikRing_Marica	필살의 일격 발생 시\n30% 확률로 상대를 전투 불능으로 만든다.\n(일부 강력한 적은 대상 외)
MSID_EirikRing_Heanius	필적
MSID_H_EirikRing_Heanius	직접 공격 시, 기술% 확률로\n그 공격이 반드시 명중하게 된다.
MSID_SpecialRing_Alfonse	공격의 문장
MSID_H_SpecialRing_Alfonse	인접한 아군의 공격력+2.
MSID_SpecialRing_Sharena	수비의 고무
MSID_H_SpecialRing_Sharena	아군 페이즈 개시와 동시에\n인접한 아군의 수비+2.
MSID_SpecialRing_Anna	마방의 문장
MSID_H_SpecialRing_Anna	인접한 아군의 마방+2.
MSID_SombreBarrier1	상암의 결계
MSID_H_SombreBarrier1	어둠의 문장사가 생성하는 결계.\n사룡 유효를 무효화한다.\n받는 대미지-50%.
MSID_SombreBarrier2	상암의 결계+
MSID_H_SombreBarrier2	어둠의 문장사가 생성하는 결계.\n사룡 유효를 무효화한다.\n받는 대미지-70%.
MSID_SombreBarrier3	상암의 결계++
MSID_H_SombreBarrier3	어둠의 문장사가 생성하는 결계.\n사룡 유효를 무효화한다.\n받는 대미지-85%.
MSID_SombreBarrier4	상암의 결계+++
MSID_H_SombreBarrier4	어둠의 문장사가 생성하는 결계.\n사룡 유효를 무효화한다.\n받는 대미지를 0으로 만든다.
MSID_SombreBarrier1_Normal	어둠의 결계
MSID_H_SombreBarrier1_Normal	어둠의 문장사가 생성하는 결계.\n받는 대미지-20％.
MSID_SombreBarrier2_Normal	어둠의 결계+
MSID_H_SombreBarrier2_Normal	어둠의 문장사가 생성하는 결계.\n받는 대미지-40％.
MSID_SombreBarrier3_Normal	어둠의 결계++
MSID_H_SombreBarrier3_Normal	어둠의 문장사가 생성하는 결계.\n받는 대미지-60％.
MSID_SombreBarrier4_Normal	어둠의 결계+++
MSID_H_SombreBarrier4_Normal	어둠의 문장사가 생성하는 결계.\n받는 대미지-80％.
MSID_ChainAttackDamageWeaken	인연을 가르는 자
MSID_H_ChainAttackDamageWeaken	적의 체인 어택 명중률을\n반드시 30%로 만들고,\n받는 대미지를 감소시킨다.
MSID_SnakeVenom	뱀독
MSID_H_SnakeVenom	직접 공격 시\n적에게 최대 HP의 20%만큼 대미지를 입힌다.
MSID_SighOfDeath	죽음의 한숨
MSID_H_SighOfDeath	직접 공격 시, 주위 2칸 이내에 있는\n적에게 최대 HP의 20%만큼 대미지를 입힌다.
MSID_SwordKilling	검 킬러
MSID_H_SwordKilling	HP가 50% 이상일 때, 적의 무기가 검이라면\n자신은 추격하며, 적은 추격할 수 없다.
MSID_LanceKilling	창 킬러
MSID_H_LanceKilling	HP가 50% 이상일 때, 적의 무기가 창이라면\n자신은 추격하며, 적은 추격할 수 없다.
MSID_AxeKilling	도끼 킬러
MSID_H_AxeKilling	HP가 50% 이상일 때, 적의 무기가 도끼라면\n자신은 추격하며, 적은 추격할 수 없다.
MSID_MagicKilling	마법 킬러
MSID_H_MagicKilling	HP가 50% 이상일 때,\n적의 무기가 마도서라면\n자신은 추격하며, 적은 추격할 수 없다.
MSID_BowKilling	활 킬러
MSID_H_BowKilling	HP가 50% 이상일 때, 적의 무기가 활이라면\n자신은 추격하며, 적은 추격할 수 없다.
MSID_KnifeKilling	단검 킬러
MSID_H_KnifeKilling	HP가 50% 이상일 때,\n적의 무기가 단검이라면\n자신은 추격하며, 적은 추격할 수 없다.
MSID_PranaKilling	체술 킬러
MSID_H_PranaKilling	HP가 50% 이상일 때,\n적의 무기가 체술이라면\n자신은 추격하며, 적은 추격할 수 없다.
MSID_PowerSeal	힘 봉인
MSID_H_PowerSeal	직접 공격 시\n전투 후 상대의 힘-6.\n(효과는 1턴에 1씩 회복된다)
MSID_MagicSeal	마력 봉인
MSID_H_MagicSeal	직접 공격 시\n전투 후 상대의 마력-6.\n(효과는 1턴에 1씩 회복된다)
MSID_DefenseSeal	수비 봉인
MSID_H_DefenseSeal	직접 공격 시\n전투 후 상대의 수비-6.\n(효과는 1턴에 1씩 회복된다)
MSID_SpeedSeal	속도 봉인
MSID_H_SpeedSeal	직접 공격 시\n전투 후 상대의 속도-6.\n(효과는 1턴에 1씩 회복된다)
MSID_MagicDefenseSeal	마방 봉인
MSID_H_MagicDefenseSeal	직접 공격 시\n전투 후 상대의 마방-6.\n(효과는 1턴에 1씩 회복된다)
MSID_DemonStance	귀신의 자세
MSID_H_DemonStance	적에게 공격받았을 때, 힘+6.
MSID_VajraStance	금강의 자세
MSID_H_VajraStance	적에게 공격받았을 때, 수비+6.
MSID_SwallowStance	비연의 자세
MSID_H_SwallowStance	적에게 공격받았을 때, 속도+6.
MSID_MingMirrorStance	명경의 자세
MSID_H_MingMirrorStance	적에게 공격받았을 때, 마방+6.
MSID_Deadline	사선
MSID_H_Deadline	입히는 대미지+10.\n받는 대미지+10.
MSID_EnhancedCompatibility	상성 격화
MSID_H_EnhancedCompatibility	유리한 무기로 공격하면 추격한다.\n불리한 무기일 때는 추격을 받는다.
MSID_CatBites	고양이 물기
MSID_H_CatBites	HP 50% 이하일 경우, 필살+30.
MSID_SelfDestruction	자폭
MSID_H_SelfDestruction	아군 페이즈 개시와 동시에 HP가 50%\n이하일 때, 주위 2칸 이내에 있는 적에게\n자신의 최대 HP 50%만큼의 대미지를\n입히고 소멸한다.
MSID_BreakInvalid	브레이크 무효
MSID_H_BreakInvalid	브레이크 상태에 빠지지 않는다.
MSID_Immovable	이동 효과 무효
MSID_H_Immovable	스킬이나 스매시 등의 효과로\n이동시킬 수 없다.
MSID_CurseOfNihility	허무의 저주
MSID_H_CurseOfNihility	이 유닛과의 전투로는\n경험치를 얻을 수 없다.
MSID_ClearStreamHit	청류의 일격
MSID_H_ClearStreamHit	직접 공격 시, 회피+30.
MSID_SwallowHit	비연의 일격
MSID_H_SwallowHit	직접 공격 시, 속도+5.
MSID_DemonHit	귀신의 일격
MSID_H_DemonHit	직접 공격 시, 필살+20.
MSID_BadBirdHit	흉조의 일격
MSID_H_BadBirdHit	직접 공격 시, 명중+40.
MSID_VajraHit	금강의 일격
MSID_H_VajraHit	직접 공격 시\n물리 공격으로 받는 대미지-10.
MSID_MingMirrorHit	명경의 일격
MSID_H_MingMirrorHit	직접 공격 시\n마법 공격으로 받는 대미지-20.
MSID_FrenzyHit	스피릿 스트라이크
MSID_H_FrenzyHit	직접 공격 시\n전투 후 상대의 인게이지 카운트-5.
MSID_EffectResistance	특효 내성
MSID_H_EffectResistance	특효 대미지를 감소시킨다.
MSID_EffectInvalid	특효 무효
MSID_H_EffectInvalid	모든 특효의 효과를 받지 않는다.
MSID_Expert_1	숙련자
MSID_H_Expert_1	브레이크 상태가 되지 않고\n특효 대미지를 감소시킨다.
MSID_Expert_2	숙련자+
MSID_H_Expert_2	브레이크 상태가 되지 않고\n모든 특효를 받지 않는다.
MSID_SkillSuccession	스킬 계승 해방
MSID_H_SkillSuccession	문장사의 방에서 문장사로부터\n｢스킬 계승｣을 할 수 있게 된다.
MSID_EngageContinueTurn	끊을 수 없는 인연
MSID_H_EngageContinueTurn	인게이지 상태 지속 턴+1.
MSID_EngageCount	이심전심
MSID_H_EngageCount	인게이지 카운트 최대치 -1.
MSID_RefineGodWeapon_Effect_Fly	비행 특효
MSID_RefineGodWeapon_Effect_Horse	기마 특효
MSID_RefineGodWeapon_Effect_Armor	중갑 특효
MSID_RefineGodWeapon_Effect_Dragon	용 특효
MSID_RefineGodWeapon_Effect_Morph	이형 특효
MSID_H_Effect_Fly	비행 특효에 영향을 받는다.
MSID_H_Effect_Horse	기마 특효에 영향을 받는다.
MSID_H_Effect_Armor	중갑 특효에 영향을 받는다.
MSID_H_Effect_Dragon	용 특효에 영향을 받는다.
MSID_H_Effect_Morph	이형 특효에 영향을 받는다.
MSID_H_Effect_EvilDragon	사룡 유효에 영향을 받는다.
MSID_H_Effect_Mediuth	마르스의 공격이 특효가 된다.
MSID_H_Effect_Duma	세리카의 공격이 특효가 된다.
MSID_H_Effect_Loptous	시구르드의 공격이 특효가 된다.
MSID_H_Effect_Veld	리프의 공격이 특효가 된다.
MSID_H_Effect_Idenn	로이의 공격이 특효가 된다.
MSID_H_Effect_Nergal	린의 공격이 특효가 된다.
MSID_H_Effect_Fodeth	에이리카(에브라임)의 공격이 특효가 된다.
MSID_H_Effect_Ashnard	아이크의 공격이 특효가 된다.
MSID_H_Effect_Astarte	미카야의 공격이 특효가 된다.
MSID_H_Effect_Gimle	루키나의 공격이 특효가 된다.
MSID_H_Effect_Hydra	카무이의 공격이 특효가 된다.
MSID_H_Effect_Nemesis	벨레트의 공격이 특효가 된다.
