MID_TUT_CATEGORY_TITLE_Battle	전투
MID_TUT_HUB_ME_SQUAT_1	｢\x0E\x08\x02\x0E\x0CStickL\x0E\x08\x02\x0E\x0CStickR을 기울인다｣\n｢\x0E\x08\x02\x0E\x0CStickL\x0E\x08\x02\x0E\x0CStickR을 1회 회전시킨다｣\n이 두 가지 조작을 마스터합시다
MID_TUT_HUB_ME_SQUAT_2	노려라 Perfect Body!
MID_TUT_HUB_ARENA_OPEN	｢단련의 방｣을 이용할 수 있게 되었습니다
MID_TUT_HUB_ARENA_TITLE	단련의 방
MID_TUT_HUB_ARENA_0	｢단련의 방｣에서는 동료를 선택하고\n모의전을 치러 ｢경험치｣와\n｢인연 경험치｣를 획득할 수 있습니다
MID_TUT_HUB_ARENA_1	｢일반 단련｣은 동료와 치르는 모의전입니다\n무료지만 횟수 제한이 있으며,\n상대는 랜덤으로 결정됩니다
MID_TUT_HUB_ARENA_2	｢특별 지명 단련｣은 문장사와 함께 하는 모의전입니다\n｢인연의 조각｣을 소비하지만 횟수는 무제한이며\n지명한 상대는 반드시 인연 레벨이 상승합니다
MID_TUT_HUB_ANIMAL_OPEN	｢동물 보호｣를 할 수 있게 되었습니다
MID_TUT_HUB_ANIMAL_TITLE	동물
MID_TUT_HUB_ANIMAL_0	산책 중에 만난 ｢동물｣을 소중하게 보호해\n솔라넬로 데리고 올 수 있습니다
MID_TUT_HUB_ANIMAL_1	보호한 동물은 ｢동물 축사｣에서 ｢방목｣을 선택하면\n목장에서 교감을 나눌 수 있으며\n식재료 등을 떨어뜨리기도 합니다
MID_TUT_HUB_ANIMAL_2	카페테라스 게시판에서\n각국에 투자하여 사육 방법을 배우면\n보호할 수 있는 동물이 늘어납니다
MID_TUT_HUB_AMIIBO_OPEN	｢amiibo 스폿｣이 개방되었습니다
MID_TUT_HUB_AMIIBO_TITLE	amiibo 스폿
MID_TUT_HUB_AMIIBO_0	｢amiibo 스폿｣에서\namiibo를 읽어 들이는 것으로\n아이템 등의 특전을 받을 수 있습니다
MID_TUT_HUB_AMIIBO_1	파이어 엠블렘 관련 amiibo를 읽어 들인 경우\n특별한 보상을 받을 수 있습니다
MID_TUT_HUB_DRILLINGSHOP_OPEN	｢연성점｣과 ｢액세서리점｣이 오픈했습니다
MID_TUT_HUB_DRILLINGSHOP_TITLE	연성점
MID_TUT_HUB_DRILLINGSHOP_0	｢연성점｣에서는 소재 및 골드와 맞바꿔\n무기를 강화할 수 있습니다
MID_TUT_HUB_DRILLINGSHOP_1	｢연성·진화｣는 무기의 성능을 향상시키거나\n더 강한 다른 무기를 만들 수 있습니다
MID_TUT_HUB_DRILLINGSHOP_2	｢문장 각인｣에서는 무기에 문장사의 힘을 부여할 수\n있습니다. 문장사마다 원하는 무기 하나에만 각인을\n할 수 있으며, 다른 무기로 각인을 옮길 수 있습니다
MID_TUT_HUB_DRILLINGSHOP_3	｢소재 교환｣에서는 연성용 소재를\n다른 소재로 교환할 수 있습니다
MID_TUT_HUB_ACCESSORYSHOP_TITLE	액세서리점
MID_TUT_HUB_ACCESSORYSHOP_0	｢액세서리점｣에서는 솔라넬에서 입고 다닐\n｢옷｣이나 ｢장식품｣을 소재 및 골드와 맞바꿔\n제작할 수 있습니다
MID_TUT_HUB_ACCESSORYSHOP_1	한 번 제작한 액세서리는\n일부 특별한 것을 제외하면\n누구나 입을 수 있습니다
MID_TUT_HUB_ACCESSORYSHOP_2	스토리를 진행하면\n제작할 수 있는 품목이 더 늘어납니다
MID_TUT_HUB_COOK_OPEN	｢카페테라스｣에서 ｢요리｣를 할 수 있게 되었습니다
MID_TUT_HUB_COOK_TITLE	요리
MID_TUT_HUB_COOK_0	식사 당번에게 ｢요리｣를 부탁해\n동료와 함께 식사할 수 있습니다
MID_TUT_HUB_COOK_1	좋은 요리가 완성됐을 경우에는\n다음 출격 중에 모든 동료의 능력이 강화됩니다
MID_TUT_HUB_COOK_2	또한, 초대한 동료끼리의\n지원도가 상승합니다
MID_TUT_HUB_COOK_3	더욱이 식사 후에는 아이템 ｢도시락｣을 받을 수 있습니다\n(출격 중에 사용하면 HP를 회복할 수 있습니다)
MID_TUT_HUB_CAPERIDGE_OPEN	｢시련의 별채｣가 개방되었습니다
MID_TUT_HUB_CAPERIDGE_TITLE	시련의 별채
MID_TUT_HUB_CAPERIDGE_0	｢시련의 별채｣에서는\n다양한 ｢시련｣에 도전할 수 있으며\n승리하면 보상을 받을 수 있습니다
MID_TUT_HUB_CAPERIDGE_1	｢연전의 시련｣은\n연속으로 맵을 클리어하는 시련입니다\n도전할 난이도를 선택할 수 있습니다
MID_TUT_HUB_CAPERIDGE_2	｢계전의 시련｣은 네트워크를 통해\n다른 플레이어와 협력해서 하나의 맵을\n릴레이로 플레이합니다
MID_TUT_HUB_CAPERIDGE_3	｢이계의 시련｣은 자신이 편집한 맵으로\n다른 플레이어의 부대와 네트워크를 통해 대전합니다
MID_TUT_HUB_FISHING_OPEN	｢낚시｣를 할 수 있게 되었습니다!
MID_TUT_HUB_FISHING_TITLE	낚시
MID_TUT_HUB_FISHING_0	｢낚시｣ 액티비티를 즐길 수 있습니다\n원하는 곳에서 \x0E\x08\x02\x04\x02A로 낚싯줄을 드리웁시다\n(큰 파문 아래에는 큰 물고기가 있을지도 모릅니다)
MID_TUT_HUB_FISHING_1	찌가 완전히 잠긴 타이밍에\n\x0E\x08\x02\x04\x02A를 누르면 물고기가 히트합니다
MID_TUT_HUB_FISHING_2	물고기가 날뛰기 시작하면 반대 방향으로 \x0E\x08\x02\x0E\x0CStickL을 기울입시다\n적절하게 당기지 않으면 물고기가 도망쳐 버립니다
MID_TUT_HUB_FISHING_3	바로 앞까지 끌어당겼을 때가 찬스입니다\n\x0E\x08\x02\x04\x02A를 연타해 물고기의 체력을 줄입시다
MID_TUT_HUB_FISHING_4	물고기의 체력이 0이 되면 낚시 성공입니다!\n새로운 낚싯대를 획득하면 큰 물고기가 낚일지도 모릅니다
MID_TUT_HUB_DRAGONRIDE_OPEN	｢드래곤 슈터｣를 할 수 있게 되었습니다!
MID_TUT_HUB_DRAGONRIDE_TITLE	드래곤 슈터
MID_TUT_HUB_DRAGONRIDE_0	｢드래곤 슈터｣는\n드래곤에 올라타 떠 있는 표적을 파괴해\n고득점을 노리는 액티비티입니다
MID_TUT_HUB_DRAGONRIDE_1	특별한 표적을 이용해서 베스트 스코어를 노립시다!\n(스토리를 진행하면 새로운 난이도가 개방됩니다)
MID_TUT_HUB_FLEAMARKET_OPEN	｢벼룩시장｣이 오픈했습니다
MID_TUT_HUB_FLEAMARKET_TITLE	벼룩시장
MID_TUT_HUB_FLEAMARKET_0	｢벼룩시장｣에서는 일반적인 가게에서 볼 수 없는\n특이한 상품을 구입할 수 있습니다
MID_TUT_HUB_FLEAMARKET_1	물품이 변경되기도 하므로\n종종 들러 확인해 봅시다
MID_TUT_HUB_FORTUNE_OPEN	｢점쟁이 오두막｣이 오픈했습니다
MID_TUT_HUB_FORTUNE_TITLE	점쟁이 오두막
MID_TUT_HUB_FORTUNE_0	｢점쟁이 오두막｣에서는 세아다스가\n카드를 이용해 운세를 점쳐 줍니다
MID_TUT_HUB_FORTUNE_1	밤에만 이용할 수 있습니다\n이용하려면 해가 지고 나서 방문합시다
MID_TUT_HUB_PROFILE_OPEN	｢활동 기록관｣을 이용할 수 있게 되었습니다
MID_TUT_HUB_CAPERIDGE_DETAIL_TITLE	시련 중 출격
MID_TUT_HUB_CAPERIDGE_DETAIL_0	각각의 ｢시련｣에서 동료가 출격하고 있는 동안에\n발생한 ｢상태의 변화｣나 ｢소비한 아이템｣,\n｢쓰러진 동료｣ 등은 플레이 후에 모두 원래대로 돌아옵니다
MID_TUT_HUB_CAPERIDGE_DETAIL_1	플레이 후에 보상으로 받은 아이템과\n경험치는 획득할 수 있습니다
MID_TUT_HUB_CAPERIDGE_DETAIL_2	보상 획득을 목표로\n아이템을 아낌없이 사용하며\n클리어해 보십시오
MID_TUT_CHALLENGE_TITLE	연전의 시련
MID_TUT_CHALLENGE_0	｢연전의 시련｣은 연속으로 전투를 플레이하면서\n클리어하는 시련입니다
MID_TUT_CHALLENGE_1	정해진 수의 맵을 전부 클리어하면\n보상으로 소재를 받을 수 있으며\n출격한 아군에게 경험치를 부여합니다
MID_TUT_CHALLENGE_2	연전 맵을 고를 때 난이도를 설정할 수 있으며\n높은 난이도로 플레이하면 클리어 후에\n더 좋은 보상을 받을 수 있습니다
MID_TUT_RELAY_TITLE	계전의 시련
MID_TUT_RELAY_0	｢계전의 시련｣은 하나의 맵을 일정 턴으로\n다른 플레이어와 릴레이로 교대하면서\n클리어하는 시련입니다
MID_TUT_RELAY_1	｢새로 시작｣을 선택하면 티켓을 소비해\n｢계전의 시련｣을 개시합니다
MID_TUT_RELAY_2	｢계승하기｣를 선택하면\n누군가의 플레이를 계승하여 플레이합니다
MID_TUT_RELAY_3	｢결과 확인｣을 선택하면\n자신이 참가한 데이터의 리플레이를 확인할 수 있으며\n전투가 완료된 경우에는 보상을 획득할 수 있습니다
MID_TUT_RELAY_ENTRY_PANEL_TITLE	엔트리 패널
MID_TUT_RELAY_ENTRY_PANEL_0	아군은 ｢엔트리 패널｣과\n그 주변에 위치한 4개의 칸에\n최대 5명까지 출격시킬 수 있습니다
MID_TUT_RELAY_ENTRY_PANEL_1	맵 안에는 기동되지 않은\n엔트리 패널이 다수 존재하며\n그 위에 아군을 대기시키면 기동할 수 있습니다
MID_TUT_RELAY_ENTRY_PANEL_2	기동하면 그다음에 계승한 플레이어가\n그곳에서 아군을 출격시킬 수 있게 되므로\n가능한 한 기동해 둡시다
MID_TUT_RELAY_DATA_TAKEOVER_TITLE	데이터 계승
MID_TUT_RELAY_DATA_TAKEOVER_0	정해진 턴 수로 플레이하면서\n다음 턴을 다른 플레이어한테 맡기고\n계승 방법을 설정할 수 있습니다
MID_TUT_RELAY_DATA_TAKEOVER_1	계승 방법에는 이하의 2종류가 있습니다\n｢공개｣ 누구나 계승할 수 있습니다\n｢비공개｣ ID를 획득해 입력하면 계승할 수 있습니다
MID_TUT_RELAY_DATA_TAKEOVER_2	계승 후의 전투 상황과 승패는\n｢결과 확인｣에서 확인할 수 있습니다
MID_TUT_RELAY_NEWDATA_TITLE	새로 시작
MID_TUT_RELAY_NEWDATA_0	새롭게 데이터를 작성해\n맵의 시작부터 시련을 개시합니다
MID_TUT_RELAY_NEWDATA_1	｢맵 정보｣를 보면서\n시작하고 싶은 맵을 선택해 주십시오
MID_TUT_RELAY_NEWDATA_2	맵을 선택하면 출격 준비 상태가 되며\n｢전투 개시｣를 누르면\n티켓이 소비되면서 시련이 시작됩니다
MID_TUT_RELAY_TAKEOVER_TITLE	계승하기
MID_TUT_RELAY_TAKEOVER_0	누군가의 데이터를 계승해\n시련을 도중부터 플레이합니다\n계승 방법은 ｢랜덤｣과 ｢ID 입력｣이 있습니다
MID_TUT_RELAY_TAKEOVER_1	｢랜덤｣에서는 자동으로 선택된\n다른 플레이어의 데이터를 계승해 플레이합니다
MID_TUT_RELAY_TAKEOVER_2	｢ID 입력｣에서는 ID를 입력해\n특정 플레이어의 데이터를\n계승해 플레이할 수 있습니다
MID_TUT_RELAY_TAKEOVER_3	｢전투 개시｣를 선택하면 시련이 시작됩니다
MID_TUT_RELAY_FINISH_TITLE	결과 확인
MID_TUT_RELAY_FINISH_0	자신이 참가한 ｢계전의 시련｣의 데이터를 보면서\n플레이 상황을 확인할 수 있습니다\n완료 시 보상을 획득할 수 있습니다
MID_TUT_RELAY_FINISH_1	자신과 다른 플레이어의\n리플레이를 확인할 수 있습니다\n(미완료 상태일 경우 일부만 볼 수 있습니다)
MID_TUT_RELAY_FINISH_2	보상은 패배 시에도 획득할 수 있지만\n승리하면 더 좋은 보상을 획득할 수 있습니다
MID_TUT_MATCH_TITLE	이계의 시련
MID_TUT_MATCH_0	선택한 맵이나 편집한 맵으로\n다른 플레이어 부대와 대전하는 시련입니다
MID_TUT_MATCH_1	｢간편 대전｣에서는\n원하는 맵을 선택해 대전합니다
MID_TUT_MATCH_2	｢본격 대전｣에서는 자신이 편집한 맵을\n공개하거나, 누군가가 공개한 맵과\n자신의 맵을 연결해 대전할 수 있습니다
MID_TUT_MATCH_3	어느 쪽이든 대전 후 보상을\n획득할 수 있습니다
MID_TUT_MATCH_EASY_TITLE	간편 대전
MID_TUT_MATCH_EASY_0	원하는 맵을 선택해 공격 부대를 출격시켜\n다른 플레이어의 부대와 대전합니다\n상대는 ｢랜덤｣, ｢친구｣, ｢ID 입력｣ 중에서 고를 수 있습니다
MID_TUT_MATCH_EASY_1	｢랜덤｣에서는\n대전할 부대가 자동으로 선택됩니다
MID_TUT_MATCH_EASY_2	｢친구｣에서는\n친구 등록한 플레이어의 부대가 표시되며\n그중, 대전할 부대를 선택할 수 있습니다
MID_TUT_MATCH_EASY_3	｢ID 입력｣에서는\nID를 입력해 특정 플레이어의 부대와\n대전할 수 있습니다
MID_TUT_MATCH_SERIOUS_TITLE	본격 대전
MID_TUT_MATCH_SERIOUS_0	편집한 맵을 공개하거나\n다른 플레이어가 공개한 맵과\n자신의 맵을 연결해 대전할 수 있습니다
MID_TUT_MATCH_SERIOUS_1	우선 ｢맵 편집｣에서\n자신의 맵을 만들어 봅시다
MID_TUT_MATCH_EDIT_ATTACK_TITLE	편집한 맵에서 대전
MID_TUT_MATCH_EDIT_ATTACK_0	편집한 맵을 이용해 대전할 수 있습니다
MID_TUT_MATCH_EDIT_ATTACK_1	｢대전 개시｣를 선택하면 자신이 편집한 맵과\n다른 플레이어가 공개한 맵을 연결한 뒤,\n그곳에 공격 부대를 출격시켜 대전을 시작합니다
MID_TUT_MATCH_EDIT_ATTACK_2	방어전이 발생했을 경우\n｢결과 확인｣에서 그 결과와\n리플레이를 확인할 수 있습니다
MID_TUT_MATCH_EDIT_ATTACK_3	｢모의전｣을 선택하면 자신이 편집한 맵에서\n자신의 공격 부대로 테스트 플레이를 진행해\n맵의 완성 상태를 확인할 수 있습니다
MID_TUT_MATCH_ATTACK_TITLE	대전 개시
MID_TUT_MATCH_ATTACK_0	다른 플레이어가 공개한 맵과 자신의 맵을 연결한 뒤,\n공격 부대를 보내 대전할 수 있습니다
MID_TUT_MATCH_ATTACK_1	｢랜덤｣에서는 자동으로 선택된\n다른 플레이어의 맵에서 대전할 수 있습니다
MID_TUT_MATCH_ATTACK_2	｢친구｣에서는\n친구 등록한 플레이어의 맵이 표시되며\n그중, 대전할 맵을 선택할 수 있습니다
MID_TUT_MATCH_ATTACK_3	｢ID 입력｣에서는\nID를 입력한 특정 플레이어의\n맵에서 대전할 수 있습니다
MID_TUT_MATCH_EDIT_TITLE	맵 편집
MID_TUT_MATCH_EDIT_0	대전에 사용할 맵을 만듭니다\n전투 방식을 생각해 맵에 다양한\n지형을 배치합시다
MID_TUT_MATCH_EDIT_1	\x0E\x08\x02\x04\x02X로 지형 리스트를 열어\n\x0E\x08\x02\x04\x02A로 배치할 수 있습니다\n(\x0E\x08\x02\x04\x02L\x0E\x08\x02\x04\x02R로 직접 선택할 수도 있습니다)
MID_TUT_MATCH_EDIT_2	만든 맵을 저장하면 적이 쳐들어와\n｢방어전｣이 발생할 수 있습니다\n방어도 고려해 맵을 만들어 봅시다
MID_TUT_MATCH_EDIT_3	방어전에 사용할 ｢방어 부대｣ 설정과\n만든 맵을 저장하려면\n\x0E\x08\x02\x0A\x08Plus로 메뉴를 여십시오
MID_TUT_MATCH_EDIT_SAVE_TITLE	방어 부대 설정 및 맵 저장
MID_TUT_MATCH_EDIT_SAVE_0	방어전이 발생할 때 자동으로 싸우는\n｢방어 부대｣는 메뉴에서 유닛을 편성해\n장비와 배치 변경 설정을 할 수 있습니다
MID_TUT_MATCH_EDIT_SAVE_1	아군에게 커서를 올리고 \x0E\x08\x02\x04\x02A를 누르면\n행동 타입을 변경할 수 있습니다
MID_TUT_MATCH_EDIT_SAVE_2	｢방어 부대｣로 설정한 유닛은\n｢공격 부대｣에 넣을 수 없으므로 주의합시다
MID_TUT_MATCH_EDIT_SAVE_3	지형과 방어 부대의 배치를 완료하면\n｢맵 저장｣을 선택해\n만든 맵을 저장합시다
MID_TUT_MATCH_EDIT_SAVE_4	｢편집 종료｣를 선택하면\n맵 편집이 완료됩니다
MID_TUT_MATCH_REPLAY_TITLE	결과 확인(리플레이)
MID_TUT_MATCH_REPLAY_0	편집한 맵을 공개하면\n그곳에 다른 플레이어가 쳐들어와\n｢방어전｣이 발생하기도 합니다
MID_TUT_MATCH_REPLAY_1	｢방어전｣이 발생했을 경우\n승패 결과를 확인할 수 있습니다
MID_TUT_MATCH_REPLAY_2	전투가 어떻게 치러졌는지\n리플레이를 볼 수 있습니다
MID_TUT_MATCH_REPLAY_3	보상은 패배 시에도 획득할 수 있지만\n승리하면 더 좋은 보상을 획득할 수 있습니다
MID_TUT_MATCH_MOCKCOMBAT_TITLE	모의전
MID_TUT_MATCH_MOCKCOMBAT_0	자신이 편집한 맵을 테스트 플레이하면서\n완성 상태를 확인할 수 있습니다
MID_TUT_MATCH_MOCKCOMBAT_1	자신의 맵에 공격 부대를 보내\n방어 부대와 대전합니다
MID_TUT_MATCH_MOCKCOMBAT_2	개선 사항이 발견되면\n｢맵 편집｣에서 맵을 수정합시다
MID_TUT_TIPS_Marth	문장사 마르스
MID_TUT_TIPS_Siglud	문장사 시구르드
MID_TUT_TIPS_Celica	문장사 세리카
MID_TUT_TIPS_Micaiah	문장사 미카야
MID_TUT_TIPS_Roy	문장사 로이
MID_TUT_TIPS_Lin	문장사 린
MID_TUT_TIPS_Ike	문장사 아이크
MID_TUT_TIPS_Lucina	문장사 루키나
MID_TUT_TIPS_Leaf	문장사 리프
MID_TUT_TIPS_Kamui	문장사 카무이
MID_TUT_TIPS_Eirik	문장사 에이리카
MID_TUT_TIPS_Ephraim	문장사 에브라임
MID_TUT_TIPS_Byleth	문장사 벨레트
MID_TUT_TIPS_TUTORIAL	기초 지식
MID_TUT_TIPS_ITEM	소비 아이템
MID_TUT_TIPS_WEAPON	무기
MID_TUT_TIPS_KIZUNA	산책
MID_TUT_TIPS_HUB	솔라넬
MID_TUT_TIPS_GMAP	월드 맵
MID_TUT_TIPS_ENCOUNTER	조우전
MID_TUT_TIPS_UNIT_SKILL	(\x0E\x01\x00\x00의 개인 스킬)
MID_TUT_TIPS_GOD_SKILL	(\x0E\x01\x00\x00의 문장사 스킬)
MID_TUT_TIPS_UNIT_ITEM	(\x0E\x01\x00\x00의 전용 무기)
MID_TUT_TIPS_GOD_ITEM	(\x0E\x01\x00\x00의 인게이지 무기)
MID_TIPS_TUTORIAL_1	한번 확인한 튜토리얼은 ｢시스템｣의 ｢튜토리얼｣에서 언제나 확인할 수 있다.
MID_TIPS_TUTORIAL_2	전투 애니메이션의 ON/OFF는 ｢시스템｣의 ｢환경 설정｣에서 설정할 수 있다.
MID_TIPS_TUTORIAL_3	전투 맵에서 \x0E\x08\x02\x06\x04ZL을 누르면 모든 적의 공격 범위가 표시된다.
MID_TIPS_TUTORIAL_4	적에게 커서를 올리고 \x0E\x08\x02\x04\x02A를 누르면 위험 범위가 표시된다.
MID_TIPS_TUTORIAL_5	행동을 마치지 않은 아군이 남아 있어도 메뉴의 ｢종료｣로 아군 페이즈를 종료할 수 있다.
MID_TIPS_TUTORIAL_6	\x0E\x08\x02\x04\x02Y를 길게 누르면 대화를 빨리 넘길 수 있다.
MID_TIPS_TUTORIAL_7	경험치가 100이 되면 레벨이 올라 아군의 능력이 상승한다.
MID_TIPS_TUTORIAL_8	\x0E\x08\x02\x04\x02X를 누르면 아이템이나 스킬의 상세 정보를 확인할 수 있다.
MID_TIPS_TUTORIAL_9	유닛에 커서를 올리고 \x0E\x08\x02\x0C\nMinus를 누르면 능력의 상세 정보를 확인할 수 있다.
MID_TIPS_TUTORIAL_10	전투 맵에서 \x0E\x08\x02\x06\x04ZR을 길게 누르면 유닛 정보의 종류나 맵 표시를 변경할 수 있다.
MID_TIPS_TUTORIAL_50	전투 맵에서 \x0E\x08\x02\x06\x04ZR을 누르면 유닛의 보조 정보가 표시된다.
MID_TIPS_TUTORIAL_11	무기의 ｢무게｣가 유닛의 ｢체격｣보다 크면, 차이만큼 ｢속도｣가 떨어진다.
MID_TIPS_TUTORIAL_12	｢행운｣이 높을수록 적의 필살의 일격에 당할 확률이 낮아진다.
MID_TIPS_TUTORIAL_13	｢수풀｣이나 ｢숲｣ 등의 지형에서 싸우면 적의 공격을 피할 확률이 상승한다.
MID_TIPS_ITEM_0	HP는 ｢상처약｣이나 ｢라이브｣ 등으로 회복할 수 있다.
MID_TIPS_ITEM_1	｢상처약｣과 ｢지팡이｣ 등의 아이템은 사용할 수 있는 횟수가 0이 되면 사라진다.
MID_TIPS_TUTORIAL_14	｢위임｣을 선택하면 전투 방침에 따라 아군이 자동으로 행동한다.
MID_TIPS_TUTORIAL_15	적이 검을 쓴다면 ｢창｣, 창을 쓴다면 ｢도끼｣, 도끼를 쓴다면 ｢검｣으로 공격해서 브레이크시킬 수 있다.
MID_TIPS_TUTORIAL_51	활·마도서·단검을 장비한 적은 ｢체술｣로 공격하면 브레이크시킬 수 있다.
MID_TIPS_TUTORIAL_16	브레이크된 적은 한 번 전투를 하거나 다음 턴이 되기 전까지 반격할 수 없다.
MID_TIPS_TUTORIAL_17	｢인게이지 기술｣은 체인 가드로 막을 수 없다.
MID_TIPS_SKILL_0	｢인연 레벨｣이 상승하면 싱크로·인게이지 중의 능력이 강화되고 사용할 수 있는 스킬이 늘어난다.
MID_TIPS_SKILL_1	｢인게이지 카운트｣는 전투를 치르면 차오른다.
MID_TIPS_SKILL_28	｢문장의 기운｣이 있는 곳에서 대기하면 인게이지 카운트가 최대로 차오른다.
MID_TIPS_SKILL_2	마르스의 인게이지 기술 ｢스타 러시｣는 전투 스타일이 [용족]일 때 공격 횟수가 늘어난다.
MID_TIPS_ITEM_2	체술 장비 시 공격력은 ｢힘｣과 ｢마력｣ 2가지 기본 능력의 영향을 받는다.
MID_TIPS_TUTORIAL_18	아군은 각각 도움이 되는 고유 스킬을 지니고 있다. 자세한 정보는 \x0E\x08\x02\x04\x02X를 눌러 확인할 수 있다.
MID_TIPS_TUTORIAL_19	｢부대표｣에서는 아군의 병과나 레벨을 목록 형태로 확인할 수 있다.
MID_TIPS_TUTORIAL_20	아군끼리 인접한 상태에서 전투를 치르면 서로의 지원도가 상승한다.
MID_TIPS_TUTORIAL_21	아군 선택 중에 \x0E\x08\x02\x04\x02L\x0E\x08\x02\x04\x02R을 누르면 장비한 무기를 교체할 수 있다.
MID_TIPS_TUTORIAL_22	\x0E\x08\x02\x12\x10DropItem이 있는 적을 쓰러뜨리면 가지고 있는 아이템을 획득할 수 있다.
MID_TIPS_ITEM_3	활은 ｢비행 특효｣를 가지고 있어 비행하는 적에게 큰 대미지를 입힌다.
MID_TIPS_ITEM_4	중갑병은 ｢수비｣가 높아서 마법으로 공격하는 편이 대미지를 입히기 쉽다.
MID_TIPS_OTHER_33	게임의 난이도는 ｢마이 베드｣의 ｢난이도 변경｣에서 변경할 수 있다.
MID_TIPS_TUTORIAL_24	적이 도달하기 전에 민가를 ｢방문｣하면 보상을 받을 수 있다.
MID_TIPS_TUTORIAL_25	｢요새｣나 ｢방어 바닥｣에서 대기한 유닛은 턴마다 HP가 회복되며 무기 상성에 의해 브레이크되지 않는다.
MID_TIPS_TUTORIAL_27	\x0E\x06\x03\x00\x0E\x0A\x04\x08\x02이\x02가 사용할 수 있는 ｢수송대｣는 인접한 아군도 사용할 수 있다.
MID_TIPS_TUTORIAL_28	인연 레벨이 상승하면 ｢인연 회화｣가 발생하고 인연 회화를 확인하면 ｢인연 레벨｣이 거듭 상승한다.
MID_TIPS_TUTORIAL_29	아군끼리 지원도가 상승하면 ｢지원 회화｣가 발생하고 지원 회화를 확인하면 ｢지원 레벨｣이 상승한다.
MID_TIPS_TUTORIAL_30	아군끼리 ｢지원 레벨｣이 상승하면 서로가 인접하여 싸울 때 능력이 상승한다.
MID_TIPS_TUTORIAL_32	적을 브레이크시킬 수 있으면 적의 무기 아이콘에 \x0E\x08\x02\x18\x16EquipCancel표시가 생긴다.
MID_TIPS_TUTORIAL_33	유닛에 \x0E\x08\x02 \x1EBalloonCritical가 표시될 때는 필살의 일격이 발생할 확률이 높다.
MID_TIPS_TUTORIAL_34	｢용의 시간석｣을 사용하면 행동하기 이전 시점으로 되돌아가 다시 행동할 수 있다.
MID_TIPS_ITEM_5	활과 마법 외에도 ｢투척창｣과 ｢투척도끼｣처럼 멀리 떨어진 적을 공격할 수 있는 무기가 있다.
MID_TIPS_ITEM_6	마도서 ｢서지｣는 근접 공격만 가능하지만 반드시 명중한다.
MID_TIPS_OTHER_0	전투에서 활약한 동료와 대화하면 ｢인연의 조각｣을 받을 수 있다.
MID_TIPS_OTHER_1	획득한 정석과 식재료는 ｢연성｣이나 ｢요리｣에서 사용할 수 있다.
MID_TIPS_OTHER_2	｢문장사의 방｣에서 ｢인연의 조각｣을 사용해 인연의 반지를 정제할 수 있다.
MID_TIPS_OTHER_3	\x0E\x08\x02\x04\x02X를 눌러 원하는 곳으로 빠르게 이동할 수 있다.
MID_TIPS_OTHER_4	상대가 좋아하는 것을 ｢선물｣하면 지원도가 더 크게 상승한다.
MID_TIPS_OTHER_6	｢사운드박스｣를 사용해 흐르는 음악을 원하는 것으로 변경할 수 있다.
MID_TIPS_OTHER_7	｢마이 룸｣에서는 지원 회화를 보거나 무비, 음악을 감상할 수 있다.
MID_TIPS_OTHER_8	｢마이 베드｣에서 휴식을 취하면 동료 중 한 사람이 깨우러 와 준다.
MID_TIPS_OTHER_9	｢문장사의 방｣에서 ｢SP｣와 ｢인연의 조각｣으로 ｢스킬 계승｣과 ｢인연의 반지 정제｣를 할 수 있다.
MID_TIPS_OTHER_10	솔라넬에 오래전부터 살고 있는 수호신은 ｢인연의 조각｣을 만들어 낼 수 있다고 알려져 있다.
MID_TIPS_OTHER_11	｢드래곤 슈터｣에서 높은 스코어를 기록하면 ｢인연의 조각｣을 많이 획득할 수 있다.
MID_TIPS_OTHER_12	｢근육 체조｣를 하면 다음 출격 중에 \x0E\x06\x03\x00의 능력이 약간 강화된다.
MID_TIPS_OTHER_32	판매할 물품은 \x0E\x08\x02\x06\x04ZR로 복수 선택할 수 있으며 한꺼번에 판매할 수 있다.
MID_TIPS_TUTORIAL_35	적이 보물 상자의 내용물을 가져가도 도망치기 전에 격파하면 획득할 수 있다.
MID_TIPS_TUTORIAL_36	문은 파괴하거나 시프의 ｢문 열쇠｣ 커맨드를 이용하면 지나갈 수 있다.
MID_TIPS_ITEM_8	｢HP의 약｣ 등의 강화 아이템은 출격 중 아군의 능력을 상승시킨다.
MID_TIPS_ITEM_9	｢나이트 킬러｣처럼 ｢기마 특효｣를 지닌 무기는 기마 계열 적에게 큰 대미지를 입힌다.
MID_TIPS_OTHER_13	솔라넬에 데리고 온 동물을 ｢목장｣에서 방목하면 식재료를 떨어뜨리기도 한다.
MID_TIPS_OTHER_15	월드 맵에서는 ｢조우전｣이나 ｢훈련｣이 발생하며, 참가하면 경험치와 골드를 획득할 수 있다.
MID_TIPS_OTHER_16	｢단련의 방｣에서 아군이나 문장사와 전투를 치르면 인연이 깊어지며 경험치도 획득할 수 있다.
MID_TIPS_OTHER_17	｢훈련｣에 출격한 아군은 클리어 후 추가 경험치를 획득할 수 있다.
MID_TIPS_TUTORIAL_39	전투 스타일 [용족] 유닛은 인게이지했을 때 다채로운 추가 효과를 얻을 수 있다.
MID_TIPS_TUTORIAL_40	전투 스타일 [연계] 유닛은 아군을 원호하는 ｢체인 어택｣을 할 수 있다.
