MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nVous avez une force considérable, Roy. Ce n'est\npas étonnant que Brodia ait été chargé de votre\nprotection.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ロイ\nJe parie que vous avez utilisé du piment !\nCette teinte rouge est révélatrice.\nEh bien, ça a l'air d'arracher !\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nRoy, regardez cette fleur. N'a-t-elle pas\nune superbe couleur ?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ロイ\nOui, elle est effectivement magnifique.\nC'est une de vos fleurs préférées ?\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nC'est une fleur de piment. Je me suis dit\nqu'à défaut de pouvoir y goûter, vous aimeriez\nla regarder.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ロイ\nC'est une très gentille attention, Bunet.\nMerci de m'avoir aidé à savourer le piment,\nne serait-ce que spirituellement.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nHé, Roy. J'ai des marchandises de premier\nchoix en stock ! Si vous achetez quelque chose,\nje vous ferai peut-être même un rabais.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x06\x04ロイ\nMerci de penser à moi, mais les Emblèmes\nne peuvent pas transporter d'argent. J'en suis\ndésolé.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nIl paraît qu'un festival va bientôt avoir lieu.\nVous voulez qu'on y aille ensemble ?\nOn va bien s'amuser !\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04ロイ\nUn festival est l'occasion de voir des gens\nen paix, pour changer. J'en serais enchanté !\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nOh... Ça craint.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04ロイ\nQu'est-ce qui ne va pas ? À voir votre tête,\non dirait que vous venez de perdre une fortune.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nJe pensais que ce truc se vendrait comme\ndes petits pains, mais personne en veut...\nQu'est-ce que je vais faire ?!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04ロイ\nUn marchand m'a dit une fois « Le temps, c'est\nde l'argent. » Alors vite, cherchons des amis\npour nous aider à les vendre !\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nAvec votre aide, Roy, je sais qu'on va pouvoir\nsauver des tas de gens en plus !\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04ロイ\nJe vais tâcher d'être à la hauteur de vos\nattentes. J'espère être assez fort pour faire\nla différence.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nRoy, est-ce que vous pensez que je m'améliore\nsur le champ de bataille ?\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, sans aucun doute. Pour tout vous dire,\nj'ai le sentiment de devoir faire bien des efforts\nne serait-ce que pour rester à votre niveau.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nVotre savoir-faire médical nous a été d'un grand\nsecours. On voit que vous avez étudié.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nMerci, Roy ! Mais j'ai encore du chemin à faire\navant d'être un vrai docteur.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x06\x04ロイ\nNe soyez pas si modeste. Nous avons besoin\nde talents comme les vôtres dans notre combat\npour la paix.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nVous avez raison ! Je vais continuer à étudier\net à travailler dur pour que les gens de mon\nîle soient fiers de moi !\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nAvec vous à mes côtés, Roy, j'ai l'impression\nde pouvoir surmonter n'importe quoi.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04ロイ\nJe pourrais dire la même chose à votre sujet.\nJe crois que nous formons un redoutable duo,\nYunaka.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nÇa vous dérange si j'examine votre épée, Roy ?\nJe voudrais voir un truc.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x06\x04ロイ\nJe vous en prie. Son nom est la Lame du Sceau.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nPardonnez cet excès de nombrilisme, Roy,\nmais est-ce que vous me trouvez utile ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04ロイ\nBien entendu. Il est évident que tout le monde\ncompte sur vos qualités, autant au combat\nqu'en dehors.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nVous pensez ? C'est entièrement grâce à vous !\nJe suis tellement reconnaissante pour tout\nce que vous avez fait pour moi !\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04ロイ\nNe m'attribuez pas tout le mérite, Yunaka.\nVous faites de l'excellent travail. Et votre\nbonne humeur est contagieuse.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nLe destin a voulu que nous combattions côte\nà côte, Roy. Pour célébrer cette rencontre,\nj'aimerais vous montrer une de mes danses.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04ロイ\nJ'en serais honoré, Seadall. Vous avez la\nréputation d'être un excellent danseur. J'ai\nhâte de pouvoir le constater par moi-même.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nQuel sandwich ! Infiniment plus somptueux que\nce dont je me sustente en général pour ma\ndanse ! Quel tendre jambon ! Y goûterai-je ?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x06\x04ロイ\nHa ha, c'est vous le devin, Seadall.\nÀ vous de me le dire.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nEn consultant l'avenir, j'ai vu... j'ai vu la\nsouffrance s'abattre sur nos amis.\nJe ne veux pas que cela arrive.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x06\x04ロイ\nPersonne ne souhaite souffrir ou partir\nà la guerre. Mais nos amis se battent\nafin de pouvoir un jour vivre en paix.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nJe ferai tout mon possible pour que cette paix\nadvienne. Roy, danserez-vous avec moi sur\nle champ de bataille ?\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x06\x04ロイ\nBien entendu. Je mettrai tout mon pouvoir\nau service de vos danses afin de protéger\nnos amis.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リンデン\nQuel genre de magie peut bien attirer un\nEmblème hors de son anneau ? Je devrais\npeut-être mener quelques expériences.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x06\x04ロイ\nJe ne suis pas sûr d'aimer la façon dont\nvous dites « expériences »...\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nEncore un livre ? Décidément, vous êtes\nun grand lecteur.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nEn effet. Même à mon âge, j'ai beaucoup à\napprendre dans les livres. Voulez-vous que\nje vous fasse la lecture ?\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nLindon ! Je viens d'entendre un énorme bruit.\nEst-ce que tout va bien ?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nOh, c'est juste une expérience magique qui\nne s'est pas déroulée comme prévu. Comme\nquoi, on en apprend tous les jours !\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x06\x04ロイ\nCe n'est pas le moment de plaisanter, le feu\nva s'étendre si on ne l'éteint pas rapidement !\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nAh, ça, sans doute. Roy, je vous laisse trouver le\nmoyen d'empêcher les flammes de se propager\npendant que je vais chercher de l'eau.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nザフィーア\nC'est un honneur qu'on m'ait confié l'Anneau\nde l'Emblème de Brodia. Et maintenant, Roy,\nallons casser des têtes.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x06\x04ロイ\nTout à fait, Saphir. Essayons juste de nous\nconcentrer sur les têtes qui le méritent.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIntéressante, votre technique de pêche, Saphir.\nLe commun des mortels utiliserait une canne\net une ligne...\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nPourquoi m'embarrasser de ces fadaises alors\nque je sais parfaitement attraper le poisson\nà mains nues ?\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nザフィーア\nRoy, vous m'avez fourni la puissance pour\ndéfendre mon pays et mes amis. Je risque\npas de l'oublier.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x06\x04ロイ\nJe vous ai apporté de la puissance, Saphir,\nc'est vrai. Mais tout le mérite ne me revient pas.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x06\x04ロイ\nVous avez toujours eu la force de vous battre\npour vos amis et votre pays. Je vous ai juste\ndonné un coup de pouce.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nHé hé, arrêtez, vous allez me faire rougir.\nAllez, remettons-nous au boulot.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRoy, je veux faire tout mon possible pour\nrétablir la paix. M'y aiderez-vous ?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x06\x04ロイ\nBien entendu, Veyle. Ma force est vôtre pour\naussi longtemps que vous en aurez besoin.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRoy, regardez ! Je n'ai jamais vu d'aliment\naussi rouge. Ça doit être diablement épicé\net divinement bon.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x06\x04ロイ\nMais enfin, Veyle... L'aspect, l'odeur,\nla sensation de brûlure ! Tout indique\nque personne ne devrait en manger.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRoy, merci de combattre à mes côtés et de\nme prêter votre force.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x06\x04ロイ\nVous n'avez pas à me remercier, Veyle.\nJe m'efforce juste de me montrer à la hauteur\nde vos ambitions.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nAidez-moi à faire le bien pour les gens de\nce monde. C'est tout ce que je demande.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x06\x04ロイ\nComptez sur moi. Je serai à vos côtés jusqu'à\nce que chacun de vos rêves soit devenu réalité.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06モーヴ\nEmblème Roy. C'est un honneur de me\nbattre à vos côtés, Messire.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x06\x04ロイ\nL'honneur est réciproque. Il n'est pas si\ncommun d'être aussi fier d'un frère d'armes.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nEncore en train de vous entraîner. Vous devriez\nvraiment songer à prendre une pause. Il n'est\npas bon de vous pousser ainsi à l'extrême.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nUne pause ? Mais que peut-on bien faire\ndurant une pause ?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nÀ force de combattre à vos côtés, j'ai appris\nà connaître un homme au grand cœur, même\nsi vous prétendez le contraire.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nJe ne supporte pas de voir souffrir les faibles\ntout en sachant qu'il est en mon pouvoir de\nles sauver.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x06\x04ロイ\nBeaucoup partagent ce principe, mais peu sont\nceux à l'appliquer. Vous avez tout mon respect\npour cela.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nJe vous en remercie. Vous avez su me\nrappeler que je ne faisais pas uniquement\ndes erreurs.\x0E\x04\x00\x00
