MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nC'est étrange... Cela ne fait pas longtemps que\nnous combattons ensemble, et pourtant il me\nsemble que nous nous comprenons très bien.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nElle est de votre famille, alors je ne doute pas\nqu'elle soit formidable. J'organiserais une\nénorme fiesta en son honneur, si elle était là !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パンドロ\nIl y a aussi un Dragon divin dans votre monde,\nn'est-ce pas ? Est-il semblable au nôtre ?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06クロム\nPas vraiment. Il s'agit plutôt d'une entité\nque l'on vénère, le plus souvent dénuée\nde toute consistance physique.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06クロム\nSi je comprends bien, les Dragons divins\nd'autres temps et d'autres mondes n'ont\nguère en commun que leur nom.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nEn effet... Je me demande si le Dragon déchu\nest différent, lui aussi. Nous avons bien des\nrécits à confronter !\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nHmm, ce bleu éclatant... Vous seriez plutôt\nun dessert qu'un plat principal.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06クロム\nJe suis censé prendre ça comme un\ncompliment ? Vous voulez que je vous décrive\naussi la teinte de Daraen, tant qu'à faire ?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nIl faut que je sache si les Bracelets d'Emblèmes\nont un goût différent des anneaux. Cela vous\ndérange, si je le lèche ?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06クロム\nPardon ? Mais il n'en est pas question !\nDaraen s'y trouve toujours ! Franchement,\nvous êtes un phénomène...\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nUn jour, je rêve de rouvrir l'auberge de\nmes parents. Mais il faut d'abord que\nje m'améliore.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06クロム\nAh, vous êtes donc un chef. Voilà qui explique\nvotre obsession du goût et de la présentation.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nEt si je veux un jour faire un plat inspiré du\nlien qui vous unit à Daraen, je dois absolument\ngoûter votre bracelet. Je vous en prie...\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06クロム\nEt si nous nous préoccupions avant tout de\ngagner les combats ? Nous pourrions ainsi\nrestaurer la paix et l'auberge de vos parents.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nAh, bienvenue ! Je n'ai pas encore ouvert\nla boutique. Vous devez être impatient de\nfaire vos emplettes, pour arriver si tôt !\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06クロム\nAnna... C'est toi ? Non, impossible.\nMon esprit me joue des tours.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nOn m'a prévenue qu'un dénommé Chrom\navait la vilaine manie de casser des choses,\nalors attention, on touche avec les yeux !\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06クロム\nNe t'en fais pas, je ne suis quand même pas\nmaladroit à ce point. Du moins je l'espère...\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nDites, Chrom, vous avez des sœurs, pas vrai ?\nElles ne vous manquent pas trop ?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06クロム\nJe me demande souvent ce qu'elles deviennent,\nmais je sais que je les reverrai vite après avoir\naccompli mon devoir ici.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nC'est réconfortant, comme perspective. Moi\naussi, des fois, j'aimerais savoir si tout le\nmonde va bien et s'ils s'inquiètent pour moi.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06クロム\nÊtre séparé de sa famille est une épreuve.\nS'il t'arrive de te sentir seule, sache que\nnous serons toujours là, Daraen et moi.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nJe sais que tu n'es encore qu'un enfant, mais\ntu es quand même bien petit. Et plutôt chétif,\ncomme ma petite sœur.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nJe suis pas petit ! Et puis je vais grandir,\nd'abord ! Je vais vous rattraper en moins\nde deux, vous allez voir !\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nJe trouve tes talents de médecin\nimpressionnants, Jean, et je suis sûr\nque Daraen sera d'accord avec moi.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nJ'aimerais bien discuter avec votre tacticien,\nil pourrait m'apprendre plein de trucs sur la\nmédecine militaire.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nL'un de mes compagnons d'armes était\ncapable de concocter des remèdes simples,\nmais ta technique à toi est irréprochable.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nOh, vraiment ? Une médecine d'un autre\nmonde... Je suis curieux de savoir quels\ngenres d'herbes il utilisait. Vous le savez ?\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06クロム\nIl préparait surtout des potions pour les\nmaux de ventre, et ses herbes étaient...\nvertes et duveteuses.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nY en a plein, des feuilles vertes et duveteuses.\nOn va aller en chercher ensemble, et on\nreviendra pas avant d'en avoir trouvé !\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ユナカ\nMerci de m'avoir tirée d'affaire, Chrom.\nJ'étais pratiquement encerclée !\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06クロム\nIl n'y a pas de quoi. Comment vous étiez-vous\nretrouvée dans cette situation, à propos ?\nQue cherchiez-vous à accomplir ?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nVotre collection d'armes rares est absolument\nincroyable. À quoi vous sert tout cet arsenal ?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, à rien, en fait. J'ai juste une passion pour\nles objets tranchants. Dites... je pourrais jeter\nun œil à votre épée ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nVous n'êtes pas une soldate ordinaire, Yunaka.\nCela fait un moment que je l'ai remarqué...\nQui êtes-vous, exactement ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nM-Moi ? Je n'ai rien de particulier. Je suis juste\nune fille qui aime les trucs pointus, et qui imite\nles gens pour amuser la galerie.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06クロム\nTrès bien. Je ne cherchais pas à être indiscret.\nMais si jamais vous avez envie de vous confier\nà quelqu'un, je suis là.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nOh, tout va très bien pour moi. Mais j'apprécie\nl'intention, Chrom. Je vous en remercie.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nVous êtes danseur ? J'ai connu une personne\nparticulièrement timide qui aurait adoré\nconnaître le secret de votre réussite.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nVous pouvez lui dire que chacun a\nle pouvoir de devenir ce qu'il veut.\nLes esprits des cartes ont parlé.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08セアダス\nLes étoiles ont parlé, c'est un jour favorable\nà l'apprentissage. Pourriez-vous m'enseigner\nles méthodes divinatoires de votre monde ?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06クロム\nJe sais qu'on peut lire l'avenir dans les pétales\nde fleurs, et... Il y a eu cet étrange examen de\ncompatibilité qu'un vieil homme nous a proposé.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nVotre façon de danser est envoûtante,\nvous avez dû vous exercer longuement\npour atteindre une telle maîtrise.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nC'est le fruit d'une concentration et d'un\nentraînement rigoureux, certes, mais c'est\nmon défunt maître qui m'a appris à danser.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nJ'ai une dette envers lui, et je compte l'honorer\nen captivant mon public à la ville comme à la\nscène, c'est à dire sur le champ de bataille.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06クロム\nJe ne doute pas que votre maître soit\naussi impressionné que moi par vos\nchorégraphies exaltées.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nHm... Il ne reste plus qu'un ingrédient à\nincorporer, mais où l'ai-je donc égaré ?\nJe n'ai décidément plus toute ma tête.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06クロム\nJe suis désolé, mais il faut bien que quelqu'un\nvous le dise : je crois qu'il est dans votre main.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nLa magie ne trouve pas uniquement son utilité\nau combat, bien au contraire. Par exemple,\nc'est idéal pour préparer des gâteaux.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06クロム\nVous avez su découvrir de nombreux usages\ninattendus et fascinants pour vos sorts, vous\nêtes vraiment un expert dans ce domaine.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nMon roi était entièrement dévoué à ses sujets.\nMême quand il souffrait dans sa chair, c'est\nà eux qu'allaient d'abord ses pensées.\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nMais régner avec bienveillance peut\nrapidement atteindre ses limites, car\nle monde est un royaume bien cruel.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x08\x06クロム\nJe ne sais guère comment vous accompagner\ndans vos réflexions, mais si vous avez besoin\nsimplement d'une oreille attentive, je suis là.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06クロム\nQuand le malheur s'abat sur nous, se confier\nà un ami est parfois le meilleur des remèdes.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nAh, Chrom, vous tombez bien. J'allais\ncommencer à m'entraîner. Ça vous dit,\nun petit duel pour s'échauffer ?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06クロム\nRien ne me ferait plus plaisir, Saphir. En garde !\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nJ'ai beau être une guerrière, je me demande\nquand même combien de ceux que j'ai connus\nseraient encore à mes côtés sans cette guerre.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06クロム\nOn ne peut pas faire revenir les morts, mais\nje ne demande qu'à vous aider à protéger\nceux qui sont encore parmi nous.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nDites, si on allait faire un tour en ville ?\nBoire un coup et trinquer à l'amitié.\nÇa serait amusant.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06クロム\nC'est fort aimable à vous de le proposer, mais\navez-vous réalisé que je suis incapable de boire\nquoi que ce soit, ni même de tenir une tasse ?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nEt alors ? C'est pas grave. Ça empêche pas de\npasser un bon moment. Invitez aussi Daraen !\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06クロム\nSoit, vous m'avez convaincu. Je viendrai avec\nDaraen et on s'offrira une virée tous ensemble.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nVous nous avez tant aidé depuis votre\narrivée, Daraen et vous. Nous vous\nsommes tous très reconnaissants.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06クロム\nNous ne faisons que vous prêter nos forces.\nLa capacité d'un Emblème à œuvrer pour la\npaix dépend entièrement de son porteur.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nLe Dragon déchu de votre monde, celui que\nvous avez affronté avec Daraen... Était-il\nmaléfique ? J'aimerais que vous m'en parliez.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06クロム\nJe crains que ce soit une trop longue histoire\npour aujourd'hui, mais je ferai appel à Daraen\npour m'aider à vous la narrer une autre fois.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x00\x0C\x06ルフレ\x023\n\x0E\x03\x02\x0A\x08ヴェイル\nJe suis tellement heureuse de vous voir, Daraen.\nÊtes-vous venu me parler du Dragon déchu ?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06ルフレ\nOui. Celui de notre monde a ravagé des\ncontinents entiers et plongé les peuples dans\nle désespoir. Nous avons triomphé, mais...\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06クロム\nLa situation n'était pas si manichéenne qu'il\ny paraissait, car la personne ayant servi\nd'avatar au Dragon déchu m'était très chère.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nJe me demande si ce Dragon déchu a\nsouffert aussi... Merci de m'avoir conté\nson histoire.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nMessire Chrom, je tiens à m'excuser de mes\npiètres aptitudes en matière de conversation.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06クロム\nNe vous inquiétez pas. Je ne suis pas\nparticulièrement doué non plus.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nVous devez adorer la nourriture épicée.\nDaraen a failli cracher du feu rien qu'en\ncontemplant votre déjeuner.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nVous m'en voyez contrit. Dorénavant,\nje m'assurerai de me tenir éloigné de\nvotre bracelet pour les repas.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nDame Veyle a connu plus de chagrins qu'à\nson tour. C'est pour cette raison que j'ai\nfait le serment de me battre pour elle.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nAvec votre aide, Messire Chrom, j'ai espoir\nen un avenir meilleur.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06クロム\nLe chemin sera ardu, mais je resterai\nà vos côtés.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06クロム\nPeu importe quel obstacle se dressera sur\nle chemin de la paix, nous le surmonterons\nensemble.\x0E\x04\x00\x00
