MID_TUT_CATEGORY_TITLE_Battle	Batailles
MID_TUT_HUB_FLEAMARKET_0	À la brocante, vous découvrirez des objets\nintrouvables dans les commerces habituels.
MID_TUT_HUB_FLEAMARKET_1	Les articles proposés à la vente changent\nau cours du temps, alors pensez à y jeter\nun œil régulièrement.
MID_TUT_HUB_FORTUNE_OPEN	Le cabinet de prédictions est ouvert.
MID_TUT_HUB_FORTUNE_TITLE	Prédictions
MID_TUT_HUB_FORTUNE_0	Dans son cabinet de prédictions, Seadall tirera\nles cartes pour vous révéler votre avenir.
MID_TUT_HUB_FORTUNE_1	Le cabinet est uniquement ouvert le soir,\nalors passez-y après le coucher du soleil.
MID_TUT_HUB_PROFILE_OPEN	Vous pouvez à présent accéder aux archives.
MID_TUT_HUB_CAPERIDGE_DETAIL_TITLE	Combats d'épreuve
MID_TUT_HUB_CAPERIDGE_DETAIL_0	Tous les objets utilisés sont restaurés à la fin\nd'une épreuve. Vos alliés retrouvent aussi\nleur état d'avant l'épreuve.
MID_TUT_HUB_CAPERIDGE_DETAIL_1	Vous obtiendrez de l'expérience\net d'autres récompenses pour les batailles\nterminées à la fin de l'épreuve.
MID_TUT_HUB_CAPERIDGE_DETAIL_2	Les modifications apportées à votre armée\nn'étant pas permanentes, n'hésitez pas à\nlâcher la bride !
MID_TUT_CHALLENGE_TITLE	Tourmente
MID_TUT_CHALLENGE_0	L'objectif d'une épreuve de Tourmente\nest de venir à bout de plusieurs cartes\nde bataille d'affilée.
MID_TUT_CHALLENGE_1	Pour chaque bataille que vous terminez,\nvous obtenez des matériaux ainsi que\nde l'expérience pour les alliés y ayant pris part.
MID_TUT_CHALLENGE_2	Vous pouvez choisir la difficulté d'une épreuve\nlors de la sélection de la carte. Plus la difficulté\nest élevée, meilleures sont les récompenses.
MID_TUT_RELAY_TITLE	Relais
MID_TUT_RELAY_0	L'objectif consiste à gagner une bataille dans\nlaquelle les joueurs contrôlent tour à tour une\narmée alliée, comme dans une course de relais.
MID_TUT_RELAY_1	Choisissez Nouvelle épreuve pour dépenser\nun ticket et commencer une nouvelle épreuve\nde Relais.
MID_TUT_RELAY_2	Choisissez Reprendre pour prendre la suite\nd'un autre joueur.
MID_TUT_RELAY_3	Vous obtenez des récompenses si un joueur finit\nla bataille. Choisissez Voir résultats pour revoir\nla façon dont se sont déroulées vos épreuves.
MID_TUT_RELAY_ENTRY_PANEL_TITLE	Entrées
MID_TUT_RELAY_ENTRY_PANEL_0	Un maximum de cinq alliés peuvent être\ndéployés sur une entrée et sur les quatre\ncases qui l'entourent.
MID_TUT_RELAY_ENTRY_PANEL_1	Les entrées latentes sur une carte peuvent\ns'activer lorsqu'un allié se tient sur l'une\nd'elles et attend.
MID_TUT_RELAY_ENTRY_PANEL_2	Lorsqu'une entrée est activée, les joueurs qui\nreprennent votre partie peuvent l'utiliser pour\nse déployer. Activez-en autant que possible !
MID_TUT_RELAY_DATA_TAKEOVER_TITLE	Passage de relais
MID_TUT_RELAY_DATA_TAKEOVER_0	Après avoir joué un nombre prédéfini de tours,\nvous devez passer le contrôle d'une épreuve\nde Relais selon la méthode de votre choix.
MID_TUT_RELAY_DATA_TAKEOVER_1	Les épreuves peuvent être reprises de façon\npublique (n'importe qui peut les reprendre) ou\nprivée (la saisie d'un identifiant est obligatoire).
MID_TUT_RELAY_DATA_TAKEOVER_2	Une fois votre épreuve reprise, vous pouvez\nchoisir Voir résultats pour découvrir comment\ns'est déroulée la suite de la bataille.
MID_TUT_RELAY_NEWDATA_TITLE	Nouvelle épreuve de Relais
MID_TUT_RELAY_NEWDATA_0	Vous pouvez commencer un nouveau Relais\net être le premier à déployer des unités sur\nle terrain.
MID_TUT_RELAY_NEWDATA_1	Choisissez une carte parmi celles\nqui vous sont proposées.
MID_TUT_RELAY_NEWDATA_2	Les préparatifs commencent une fois la carte\nchoisie. Sélectionnez « Combattre ! » pour\ndépenser votre ticket de Relais et commencer.
MID_TUT_RELAY_TAKEOVER_TITLE	Reprise
MID_TUT_RELAY_TAKEOVER_0	Vous pouvez aussi reprendre l'épreuve d'un\nautre joueur. Il y a deux manières de trouver\nune épreuve à reprendre.
MID_TUT_RELAY_TAKEOVER_1	Aléatoire : reprendre une épreuve sélectionnée\naléatoirement.
MID_TUT_RELAY_TAKEOVER_2	Saisir identifiant : saisissez un identifiant\nde reprise pour reprendre l'épreuve d'un\njoueur en particulier.
MID_TUT_RELAY_TAKEOVER_3	Une fois l'épreuve choisie, sélectionnez\n« Combattre ! » pour commencer.
MID_TUT_RELAY_FINISH_TITLE	Consulter les résultats
MID_TUT_RELAY_FINISH_0	Vous pouvez voir l'issue des Relais auxquels\nvous avez pris part. Si une épreuve est terminée,\nvous pouvez aussi récupérer les récompenses.
MID_TUT_RELAY_FINISH_1	Vous pouvez également visionner les actions\ndes autres joueurs. Si une bataille est en cours,\nvous pouvez la regarder jusqu'au point actuel.
MID_TUT_RELAY_FINISH_2	Vous pouvez récupérer des récompenses\nmême si vous perdez, mais une victoire\nen octroie de meilleures.
MID_TUT_MATCH_TITLE	Multivers
MID_TUT_MATCH_0	Dans les épreuves du Multivers, vous affrontez\nles armées d'autres joueurs sur des cartes de\nvotre choix ou de votre conception.
MID_TUT_MATCH_1	Sélectionnez Bataille rapide pour choisir\nune carte qui vous plaît et commencer\nle combat immédiatement.
MID_TUT_MATCH_2	Choisissez Bataille perso. pour créer et envoyer\nvotre carte sur le réseau, puis la relier à celles\nd'autres joueurs et commencer le combat.
MID_TUT_MATCH_3	Quel que soit le mode choisi, vous obtiendrez\ndes récompenses à l'issue de la bataille.
MID_TUT_MATCH_EASY_TITLE	Bataille rapide
MID_TUT_MATCH_EASY_0	Choisissez une carte, envoyez une armée et\naffrontez-en une autre. Choisissez l'adversaire\navec Aléatoire, Ami ou Saisir identifiant.
MID_TUT_MATCH_EASY_1	Aléatoire : commencez une bataille avec\nun autre joueur sélectionné aléatoirement.
MID_TUT_MATCH_EASY_2	Ami : lancez l'assaut sur une carte envoyée\nsur le réseau par l'un de vos amis.
MID_TUT_MATCH_EASY_3	Saisir identifiant : combattez sur une carte\nspécifique pour laquelle vous disposez\nd'un identifiant.
MID_TUT_MATCH_SERIOUS_TITLE	Bataille personnalisée
MID_TUT_MATCH_SERIOUS_0	Créez et envoyez votre propre carte sur\nle réseau, ou reliez votre carte à celle\nd'un autre joueur et attaquez.
MID_TUT_MATCH_SERIOUS_1	Choisissez Personnaliser carte pour créer\nvotre champ de bataille.
MID_TUT_MATCH_EDIT_ATTACK_TITLE	Utiliser vos cartes pour le combat
MID_TUT_MATCH_EDIT_ATTACK_0	Vous pouvez commencer à utiliser vos propres\ncartes de batailles dès que vous avez fini\nde les créer.
MID_TUT_MATCH_EDIT_ATTACK_1	Choisissez Commencer pour relier votre carte à\nune carte envoyée sur le réseau par un autre\njoueur. Déployez votre armée et à l'assaut !
MID_TUT_MATCH_EDIT_ATTACK_2	Si votre carte est attaquée, vous pouvez choisir\nVoir résultats pour visionner la bataille et en\ndécouvrir l'issue.
MID_TUT_MATCH_EDIT_ATTACK_3	Testez la qualité de votre carte\ngrâce à la fonctionnalité Simulation.
MID_TUT_MATCH_ATTACK_TITLE	Commencer la bataille
MID_TUT_MATCH_ATTACK_0	Reliez votre carte à celle envoyée sur le réseau\npar un autre joueur. Envoyez une armée et\ncommencez le combat.
MID_TUT_MATCH_ATTACK_1	Aléatoire : combattez sur la carte d'un autre\njoueur choisie aléatoirement.
MID_TUT_MATCH_ATTACK_2	Ami : choisissez une carte parmi celles\nenvoyées sur le réseau par vos amis.
MID_TUT_MATCH_ATTACK_3	Saisir identifiant : battez-vous sur la carte\nd'un joueur en particulier en saisissant\nson identifiant.
MID_TUT_MATCH_EDIT_TITLE	Personnaliser les cartes
MID_TUT_MATCH_EDIT_0	Quand vous créez vos cartes de bataille,\nréfléchissez à la façon dont le terrain que vous\nplacez façonnera le déroulement de la bataille.
MID_TUT_MATCH_EDIT_1	Liste des terrains : \x0E\x08\x02\x04\x02X.\nPlacer le terrain : \x0E\x08\x02\x04\x02A.\nParcourir les terrains : \x0E\x08\x02\x04\x02L et \x0E\x08\x02\x04\x02R.
MID_TUT_MATCH_EDIT_2	Tenez compte de la force défensive de votre\ncarte. Les ennemis avancent sur votre carte\nune fois celle-ci envoyée sur le serveur.
MID_TUT_MATCH_EDIT_3	Enfin, pour constituer une équipe de défense,\nouvrez le menu avec \x0E\x08\x02\x0A\x08Plus. Vous pouvez également\ny sauvegarder votre carte.
MID_TUT_MATCH_EDIT_SAVE_TITLE	Constituer des équipes de défense
MID_TUT_MATCH_EDIT_SAVE_0	Vous pouvez personnaliser le placement\ndes membres de votre équipe de défense,\nainsi que leurs paramètres et équipement.
MID_TUT_MATCH_EDIT_SAVE_1	Changez le type de déplacement d'un allié\nen plaçant votre curseur dessus, puis en\nappuyant sur \x0E\x08\x02\x04\x02A.
MID_TUT_MATCH_EDIT_SAVE_2	Les unités engagées dans votre équipe\nde défense ne peuvent pas être déployées\ndans votre groupe de raid.
MID_TUT_MATCH_EDIT_SAVE_3	Lorsque vous avez fini de placer le terrain\net votre équipe de défense, choisissez\nSauvegarder.
MID_TUT_MATCH_EDIT_SAVE_4	Choisissez Terminer\nlorsque vous avez fini.
MID_TUT_MATCH_REPLAY_TITLE	Voir résultats
MID_TUT_MATCH_REPLAY_0	Si un joueur lance l'assaut sur une carte\nque vous avez envoyée sur le réseau,\nvotre équipe de défense agira.
MID_TUT_MATCH_REPLAY_1	Si l'une de ces batailles défensives a lieu,\nvous pouvez en découvrir l'issue.
MID_TUT_MATCH_REPLAY_2	Observez comment le combat s'est déroulé\nen le visionnant.
MID_TUT_MATCH_REPLAY_3	Vous pouvez recevoir des récompenses\nmême en cas de défaite, mais une victoire\nen offre de meilleures.
MID_TUT_MATCH_MOCKCOMBAT_TITLE	Simulation
MID_TUT_MATCH_MOCKCOMBAT_0	Testez les cartes que vous avez créées pour\nvoir si elles sont bien adaptées au combat.
MID_TUT_MATCH_MOCKCOMBAT_1	Envoyez une armée à l'assaut de votre propre\ncarte pour tester la robustesse de vos défenses.
MID_TUT_MATCH_MOCKCOMBAT_2	Si vous trouvez qu'un point doit être amélioré,\nfaites les ajustements nécessaires avec\nPersonnaliser carte.
MID_TUT_TIPS_Marth	Emblème Marth
MID_TUT_TIPS_Siglud	Emblème Sigurd
MID_TUT_TIPS_Celica	Emblème Celica
MID_TUT_TIPS_Micaiah	Emblème Micaiah
MID_TUT_TIPS_Roy	Emblème Roy
MID_TUT_TIPS_Lin	Emblème Lyn
MID_TUT_TIPS_Ike	Emblème Ike
MID_TUT_TIPS_Lucina	Emblème Lucina
MID_TUT_TIPS_Leaf	Emblème Leif
MID_TUT_TIPS_Kamui	Emblème Corrin
MID_TUT_TIPS_Eirik	Emblème Eirika
MID_TUT_TIPS_Ephraim	Emblème Ephraim
MID_TUT_TIPS_Byleth	Emblème Byleth
MID_TUT_TIPS_TUTORIAL	Les bases
MID_TUT_TIPS_ITEM	Objets
MID_TUT_TIPS_WEAPON	Armes
MID_TUT_TIPS_KIZUNA	Exploration
MID_TUT_TIPS_HUB	Somniel
MID_TUT_TIPS_GMAP	Carte du monde
MID_TUT_TIPS_ENCOUNTER	Escarmouches
MID_TUT_TIPS_UNIT_SKILL	 (Technique : \x0E\x01\x00\x00)
MID_TUT_TIPS_GOD_SKILL	 (Technique d'Emblème : \x0E\x01\x00\x00)
MID_TUT_TIPS_UNIT_ITEM	 (Arme unique : \x0E\x01\x00\x00)
MID_TUT_TIPS_GOD_ITEM	 (Arme de fusion : \x0E\x01\x00\x00)
MID_TIPS_TUTORIAL_1	Consultez les tutoriels dans le menu Système.
MID_TIPS_TUTORIAL_2	Activez et désactivez les animations de combat\ndans le menu Système.
MID_TIPS_TUTORIAL_3	Appuyez sur \x0E\x08\x02\x06\x04ZL sur la carte de bataille\npour voir la portée d'attaque de tous les ennemis.
MID_TIPS_TUTORIAL_4	Placez le curseur sur un ennemi et appuyez\nsur \x0E\x08\x02\x04\x02A pour voir son rayon de danger.
MID_TIPS_TUTORIAL_5	Terminez la phase joueur à tout moment en sélectionnant Finir le tour.
MID_TIPS_TUTORIAL_6	Maintenez \x0E\x08\x02\x04\x02Y enfoncé durant une conversation\npour la passer rapidement.
MID_TIPS_TUTORIAL_7	À 100 points d'expérience, un allié passe au niveau supérieur\net voit ses caractéristiques augmenter.
MID_TIPS_TUTORIAL_8	Appuyez sur \x0E\x08\x02\x04\x02X pour voir des informations\ndétaillées sur les objets ou les techniques.
MID_TIPS_TUTORIAL_9	Consultez des informations détaillées sur les unités en plaçant\nle curseur sur ces dernières et en appuyant sur \x0E\x08\x02\x0C\nMinus.
MID_TIPS_TUTORIAL_10	Maintenez \x0E\x08\x02\x06\x04ZR enfoncé pendant une bataille pour modifier l'affichage\nde la mini-carte ou le type d'information d'unité à l'écran.
MID_TIPS_TUTORIAL_50	Appuyez sur \x0E\x08\x02\x06\x04ZR sur la carte de bataille pour afficher\ndes informations additionnelles concernant les unités.
MID_TIPS_TUTORIAL_11	La vitesse (Vit) d'une unité diminuera si le poids (Pds) de son arme\nest supérieur à sa constitution (Cst).
MID_TIPS_TUTORIAL_12	Avec une chance (Cha) élevée, vous subirez moins de coups critiques.
MID_TIPS_TUTORIAL_13	Placez-vous dans les buissons ou les bois pour augmenter\nvos chances d'esquiver les attaques ennemies.
MID_TIPS_ITEM_0	Restaurez des PV avec une potion ou Soin.
MID_TIPS_ITEM_1	Potions et bâtons ont un nombre d'utilisations limité.\nIls disparaissent une fois leur compteur à 0.
MID_TIPS_TUTORIAL_14	Sélectionnez Combat auto pour choisir une stratégie\net laisser les unités combattre toutes seules.
MID_TIPS_TUTORIAL_15	Brisez la garde des ennemis en utilisant l'avantage d'arme : épées contre haches,\nhaches contre lances et lances contre épées.
MID_TIPS_TUTORIAL_51	Attaquer avec un art brisera la garde des ennemis\nutilisant des arcs, des tomes et des dagues.
MID_TIPS_TUTORIAL_16	Les ennemis dont la garde est brisée ne peuvent pas contre-attaquer avant\nle prochain combat, ce qui vous permet de les attaquer en toute sécurité.
MID_TIPS_TUTORIAL_17	La garde enchaînée ne protège pas contre les attaques de fusion.
MID_TIPS_SKILL_0	Augmenter votre niveau de lien accroît le nombre de techniques disponibles et\naméliore les caractéristiques d'une unité lors d'un engagement ou d'une fusion.
MID_TIPS_SKILL_1	La jauge de fusion se remplit lorsque vous combattez.
MID_TIPS_SKILL_28	Attendez sur une case contenant de l'énergie d'Emblème\npour remplir la jauge de fusion d'une unité.
MID_TIPS_SKILL_2	Lorsqu'elle est utilisée par des dragons, l'attaque de fusion\nde l'Emblème Marth, Adrénaline du guide, inclut des attaques supplémentaires.
MID_TIPS_ITEM_2	Lorsqu'une unité est équipée d'un art, l'attaque physique (Atq phys) dépend de\ndeux caractéristiques : la force (Frc) et la magie (Mag).
MID_TIPS_TUTORIAL_18	Vos alliés ont des techniques uniques.\nAppuyez sur \x0E\x08\x02\x04\x02X pour en consulter les détails.
MID_TIPS_TUTORIAL_19	Rendez-vous dans le menu Sélection d'unités si vous voulez\nconsulter les classes et les niveaux des alliés.
MID_TIPS_TUTORIAL_20	Lorsque vos alliés combattent côte à côte,\nils gagnent des points de soutien.
MID_TIPS_TUTORIAL_21	Changez l'arme d'un allié sélectionné avec \x0E\x08\x02\x04\x02L ou \x0E\x08\x02\x04\x02R.
MID_TIPS_TUTORIAL_22	Les ennemis avec l'icône \x0E\x08\x02\x12\x10DropItem laissent tomber un objet\nlorsque vous les vainquez.
MID_TIPS_ITEM_3	Les arcs sont efficaces contre les unités volantes.
MID_TIPS_ITEM_4	Les unités cuirassées ont une défense (Déf) élevée,\nmais sont vulnérables aux attaques magiques.
MID_TIPS_OTHER_33	Vous pouvez réduire la difficulté du jeu en approchant de votre lit et\nen sélectionnant Difficulté.
MID_TIPS_TUTORIAL_24	Si vous visitez une maison avant qu'un ennemi l'atteigne,\nvous recevrez peut-être un cadeau.
MID_TIPS_TUTORIAL_25	Les unités dans un fort ou sur des cases de protection récupèrent des PV\nà chaque tour, et leur garde ne peut pas être brisée par l'avantage d'arme.
MID_TIPS_TUTORIAL_27	\x0E\x06\x03\x00 et les unités adjacentes peuvent utiliser le convoi\npour stocker et retirer des objets durant la bataille.
MID_TIPS_TUTORIAL_28	Gagnez de l'EXP de lien pour déverrouiller des dialogues avec\nles Emblèmes, lesquels augmentent votre niveau de lien.
MID_TIPS_TUTORIAL_29	Gagnez des points de soutien pour déverrouiller des dialogues\nentre alliés, lesquels augmentent leur niveau de soutien.
MID_TIPS_TUTORIAL_30	Lorsque les niveaux de soutien des alliés augmentent, ils voient\nleurs caractéristiques s'améliorer quand ils se tiennent côte à côte.
MID_TIPS_TUTORIAL_32	Le symbole \x0E\x08\x02\x18\x16EquipCancel apparaît sur l'icône d'arme d'un ennemi\nsi vous pouvez briser sa garde avec votre attaque.
MID_TIPS_TUTORIAL_33	Les ennemis dotés de \x0E\x08\x02 \x1EBalloonCritical portent facilement des coups critiques.
MID_TIPS_TUTORIAL_34	Revenez plusieurs actions en arrière et modifiez certains choix\navec le cristal temporel draconique.
MID_TIPS_ITEM_5	Attaquez des adversaires éloignés avec des javelots et des hachettes,\nen plus des arcs et de la magie.
MID_TIPS_ITEM_6	Le tome Colère peut uniquement attaquer les ennemis adjacents,\nmais il fait mouche à tous les coups.
MID_TIPS_OTHER_0	Récupérez des fragments de lien en parlant aux alliés\nqui ont brillé au combat.
MID_TIPS_OTHER_1	Vous pouvez utiliser les cristaux et ingrédients que vous trouvez\npour améliorer des armes et préparer des repas.
MID_TIPS_OTHER_2	Dans la salle des Emblèmes, vous pouvez utiliser\ndes fragments de lien pour créer des anneaux de lien.
MID_TIPS_OTHER_3	Appuyez sur \x0E\x08\x02\x04\x02X pour vous rendre\ninstantanément à votre destination.
MID_TIPS_OTHER_4	Si vous offrez un cadeau particulièrement bien choisi à un allié,\nvous recevrez des points de soutien supplémentaires.
MID_TIPS_OTHER_6	Changez la musique de fond à l'aide de la boîte à musique.
MID_TIPS_OTHER_7	Dans votre chambre, vous pouvez écouter de la musique ou vous remémorer\ndes conversations et des événements importants.
MID_TIPS_OTHER_8	Si vous allez vous coucher dans votre chambre,\nun allié viendra peut-être vous réveiller.
MID_TIPS_OTHER_9	Utilisez des PT ou des fragments de lien dans la salle des Emblèmes\npour hériter de techniques d'Emblèmes ou créer des anneaux de lien.
MID_TIPS_OTHER_10	D'après la rumeur, l'esprit protecteur de Somniel produit des fragments de lien.\nComment... Eh bien, c'est une toute autre question.
MID_TIPS_OTHER_11	Visez un score élevé dans Vol sur wyverne\npour gagner des fragments de lien bonus.
MID_TIPS_OTHER_12	Après une séance d'entraînement physique, \x0E\x06\x03\x00 bénéficie de\ncaractéristiques légèrement améliorées pour la bataille suivante.
MID_TIPS_OTHER_32	Vous pouvez vendre plusieurs objets à la fois\nen les sélectionnant avec \x0E\x08\x02\x06\x04ZR.
MID_TIPS_TUTORIAL_35	Si un ennemi atteint un coffre au trésor avant vous,\nvous pouvez en récupérer le contenu en le vainquant.
MID_TIPS_TUTORIAL_36	Pour franchir une porte, démolissez-la\nou utilisez l'ordre Ouvrir porte d'un voleur.
MID_TIPS_ITEM_8	Augmentez les caractéristiques d'un allié durant une bataille\navec un objet de renforcement, comme un tonique PV.
MID_TIPS_ITEM_9	Le caballucide et les armes telles que les haches polaires\nsont efficaces contre la cavalerie.
MID_TIPS_OTHER_13	Les animaux que vous laissez brouter à Somniel\npeuvent laisser des choses pour vous.
MID_TIPS_OTHER_15	Des escarmouches et des batailles d'entraînement apparaissent parfois\nsur la carte du monde. Prenez-y part pour gagner des écus et de l'expérience.
MID_TIPS_OTHER_16	Gagnez de l'expérience et renforcez vos liens\nen affrontant alliés et Emblèmes dans l'arène.
MID_TIPS_OTHER_17	Les alliés prenant part aux batailles d'entraînement\ngagnent encore plus d'expérience après les avoir terminées.
MID_TIPS_TUTORIAL_39	Les dragons reçoivent des effets ajoutés en cas de fusion.
MID_TIPS_TUTORIAL_40	Les unités de soutien utilisent des attaques enchaînées\npour soutenir leurs alliés au combat.
MID_TIPS_TUTORIAL_41	La cavalerie a une plus grande mobilité.
MID_TIPS_TUTORIAL_42	Les unités mystiques ignorent le bonus d'esquive (Esq) de terrain\nde l'ennemi si elles attaquent avec de la magie.
MID_TIPS_TUTORIAL_43	Les unités adeptes qi peuvent utiliser la garde\nenchaînée pour protéger les alliés adjacents.
MID_TIPS_TUTORIAL_44	Les unités furtives gagnent le double des bonus habituels\nd'esquive (Esq) liés aux effets de terrain.
MID_TIPS_TUTORIAL_45	Les unités volantes peuvent se déplacer\nsans être affectées par le terrain.
MID_TIPS_TUTORIAL_46	L'avantage d'arme ne peut pas être utilisé\npour briser la garde des unités cuirassées.
MID_TIPS_TUTORIAL_47	Augmentez votre niveau de lien avec les Emblèmes afin\nde gagner les aptitudes requises pour changer de classe.
MID_TIPS_ITEM_10	Un ennemi utilisant une arme de courte portée ne peut pas\ncontre-attaquer si vous l'attaquez à distance.
MID_TIPS_ITEM_11	Attaquer avec des dagues inflige du poison.
MID_TIPS_ITEM_12	Le cuiracide et les marteaux sont efficaces\ncontre les unités cuirassées.
MID_TIPS_OTHER_14	Après avoir cuisiné, un chef emballera parfois un repas\nque vous pourrez utiliser pour récupérer des PV.
MID_TIPS_OTHER_19	Lorsque vous commandez un repas au café, vous pouvez ajouter\ndes ingrédients supplémentaires pour améliorer le résultat.
MID_TIPS_OTHER_20	Le verger est rempli d'ingrédients de cuisine\nque vous pouvez récolter.
MID_TIPS_OTHER_21	Gagnez des fragments de lien en accomplissant les exploits\nfigurant sur le tableau d'affichage.
MID_TIPS_OTHER_22	Utilisez le tableau d'affichage pour faire des dons aux régions d'Elyos. Des dons\ngénéreux augmentent votre niveau de dons et peuvent vous rapporter des récompenses.
MID_TIPS_OTHER_30	Les ennemis rares sont plus susceptibles d'apparaître lors\nd'escarmouches dans des régions au niveau de dons élevé.
MID_TIPS_OTHER_31	Trouvez d'autres matériaux durant les phases d'exploration\nen augmentant votre niveau de dons dans cette région.
MID_TIPS_OTHER_23	Sur les cartes d'escarmouche à faible visibilité, les ennemis rapportent\nsouvent beaucoup d'expérience et de grandes richesses.
MID_TIPS_SKILL_38	Le seul moyen d'augmenter la précision avec un bâton\nest d'acquérir des techniques de maîtrise du bâton.
MID_TIPS_OTHER_34	Utilisez votre carte pour échanger des profils avec vos amis dans la tour des épreuves.
MID_TIPS_TUTORIAL_48	Attention aux ennemis engagés avec un Emblème Noir. Lorsque leur jauge\nde fusion clignote, cela signifie que leur attaque de fusion est prête.
MID_TIPS_TUTORIAL_52	Les alliés fusionnés bénéficient de dégâts réduits\nlorsqu'ils subissent des attaques de fusion ennemies.
MID_TIPS_TUTORIAL_49	Continuez d'entraîner une unité ayant atteint le niveau maximum\nen commençant au niveau 1 avec un scolaris.
MID_TIPS_ITEM_13	Si vous ne soignez pas le poison avec un antidote ou un bâton Vitalis,\nl'effet perdurera pendant toute la durée de la bataille.
MID_TIPS_ITEM_14	Lorsque des alliés atteignent le niveau 10, ils peuvent\npasser à une classe avancée à l'aide d'un magister.
MID_TIPS_ITEM_15	Les armes ayant un effet de repoussement\nattaquent toujours en dernier.
MID_TIPS_OTHER_24	Les poissons que vous attrapez dans l'étang\nfont de savoureux ingrédients à cuisiner.
MID_TIPS_ITEM_16	Les alliés peuvent passer à des classes de types différents à l'aide d'un scolaris.
MID_TIPS_ITEM_17	Portez des coups critiques plus souvent avec les armes\nFer létal, Lance létale et Hache létale.
MID_TIPS_OTHER_37	Si vous assignez la classe Dragon divin à \x0E\x06\x03\x00, vous pourrez pratiquer\nle vol sur wyverne depuis l'arrière-cour.
MID_TIPS_OTHER_26	La brocante propose des objets insolites\nque vous ne pouvez acheter nulle part ailleurs.
MID_TIPS_OTHER_27	On raconte qu'il existe des endroits en Elyos où des épreuves\nvous permettent de renforcer vos liens avec les Emblèmes.
MID_TIPS_SKILL_29	L'attaque de fusion d'Ike, Grand Éther, peut dissiper des effets tels\nque les flammes et les miasmes à l'endroit de l'impact.
MID_TIPS_SKILL_22	L'arme de fusion de Byleth change\nen fonction du type d'unité fusionnée.
MID_TIPS_SKILL_25	Utilisez la technique Veine dragunaire de Corrin pour ajouter\ndes effets spéciaux au terrain, qui remplaceront les effets existants.
MID_TIPS_OTHER_28	Le cabinet de prédictions est uniquement ouvert la nuit.
MID_TIPS_OTHER_29	Combattez dans la tour des épreuves pour gagner des matériaux spéciaux\npermettant d'améliorer les armes de fusion.
MID_TIPS_ITEM_18	Les armes telles que l'Épée héros et la Lance héros exécutent\ndeux attaques consécutives si vous initiez le combat.
MID_TIPS_ITEM_19	Quand vous serez prêt à offrir l'Anneau du Pacte à une personne qui vous est chère,\nvous le trouverez dans une commode de votre chambre.
MID_TIPS_GOD_0	Prince d'Altea, un pays en Akaneia, un continent d'un autre monde.\nDescendant de la même lignée que le héros Anri.
MID_TIPS_GOD_1	Après avoir vaincu le Dragon d'ombre avec ses amis,\nil fut connu sous le nom de Roi-Héros.
MID_TIPS_GOD_2	Fils du duc de Chalphy dans un royaume appelé Grannvale\nen Jugdral, un continent d'un autre monde.
MID_TIPS_GOD_3	Descendant du croisé Baldr, ce chevalier noble\nhérita d'une épée sacrée .
MID_TIPS_GOD_4	Princesse du pays prospère de Zofia en Valentia,\nun continent d'un autre monde.
MID_TIPS_GOD_5	Elle combattit aux côtés du héros Alm contre le dieu déchu qui compromettait\nla paix de son monde, mais fut avant tout connue pour son cœur bienveillant.
MID_TIPS_GOD_6	Membre d'un groupe de combattants de la paix\nen Tellius, un continent d'un autre monde.
MID_TIPS_GOD_7	Elle utilisa ses pouvoirs mystérieux pour affronter une déesse\nqui cherchait à juger son monde tout entier.
MID_TIPS_GOD_8	Noble de la maison Pherae qui vivait en Elibe, un continent d'un autre monde.\nDétenteur de la Lame du Sceau.
MID_TIPS_GOD_9	Il dirigea une armée à la place de son père malade,\nafin de s'opposer aux ennemis de son pays.
MID_TIPS_GOD_10	Bretteuse originaire de Sacae, une région de plaines herbeuses\nen Elibe, un continent d'un autre monde.
MID_TIPS_GOD_11	Elle fut élevée comme une nomade\nignorant tout de son ascendance noble.
MID_TIPS_GOD_12	Chef des mercenaires de Greil en Tellius,\nun continent d'un autre monde.
MID_TIPS_GOD_13	Son talent incroyable à l'épée et son honnêteté\nle firent passer de simple mercenaire à héros renommé.
MID_TIPS_GOD_14	Princesse d'Ylisse, un Saint-Royaume d'un autre monde.\nSon œil gauche porte la marque de la Sainte-Lignée.
MID_TIPS_GOD_15	Son sens aigu de la justice l'a poussée à voyager dans le temps\net à se battre pour prévenir un avenir sombre.
MID_TIPS_GOD_16	Prince héritier de Leonster, un royaume dans la région de Thracia\nen Jugdral, un continent d'un autre monde.
MID_TIPS_GOD_17	Il se battit courageusement pour libérer\nThracia de la domination impériale.
MID_TIPS_GOD_18	Membre de la famille royale de deux pays d'un autre monde,\nnée à Hoshido et élevée à Nohr.
MID_TIPS_GOD_19	Bien que dotée du pouvoir des premiers dragons, elle dut\nfaire un choix terrible lorsque ses deux patries entrèrent en guerre.
MID_TIPS_GOD_20	Princesse de Renais, pays en Magvel, un continent d'un autre monde.\nElle hérita d'une des Pierres sacrées.
MID_TIPS_GOD_21	Le courageux prince de Renais,\nqui affronta le Roi-démon aux côtés de sa sœur jumelle Eirika.
MID_TIPS_GOD_22	Un jeune mercenaire qui devint professeur au monastère\nde Garreg Mach en Fódlan, un pays d'un autre monde.
MID_TIPS_GOD_23	Il fut un bon enseignant pour ses étudiants,\nqu'il guida tout au long de la guerre.
MID_TUT_NAVI_M004_TIMECRYSTAL	Le cristal temporel draconique est maintenant\ndisponible.
