MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nJe dois dire que vous avez fait de remarquables\nprogrès. Vos talents se sont vraiment améliorés.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nMerci pour le coup de main pendant la dernière\nbataille. Ça vous ennuie si je vous consacre une\nprière, histoire d'exprimer ma gratitude ?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEt pourquoi ne pas nous livrer un petit duel\nà la place ? Cela me ferait davantage plaisir !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nNous avons tous quelque chose que nous\ndésirons protéger. Pour moi, c'est l'église.\nEt pour vous ?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nUn ami et moi avons prêté serment de nous\nprotéger l'un l'autre, au péril de notre vie\ns'il le fallait.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nCe serment s'est rapidement étendu à d'autres\namis. Et désormais, il s'appliquera également\nà vous.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nOh, c'est la chose la plus agréable que j'ai\nentendue depuis longtemps. Je jure de vous\nprotéger moi aussi, Messire Hector.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nTous ces combats auxquels vous avez pris\npart font le sel de votre armure. Pourrais-je\ny goûter ?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVous risquez d'avoir mal au ventre, si vous\nmangez mon armure. Mais si vous voulez\ngoûter à ma force, affrontons-nous en duel !\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVous êtes aussi à l'aise avec votre couteau\nqu'un grand bretteur. Vous feriez un\nadversaire redoutable.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nCe couteau n'est pas une arme, mais l'outil\nde tout artiste culinaire. J'apprécie toutefois\nvotre compliment à sa juste valeur.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nJe passe la majorité de mon temps à concevoir\nde nouveaux plats. Est-ce vraiment acceptable\nde la part d'un vassal ?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMes vassaux étaient pour le moins\nparticuliers. Mais je n'en aurais jamais\nvoulu d'autre.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nJe pense que si un lien de confiance vous unit,\nvous pouvez venir à bout des situations les\nplus difficiles.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nVraiment ? Je suis heureux de vous l'entendre\ndire. Pour vous remercier, je vais vous\npréparer un festin olfactif.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nMon imagination me joue peut-être des tours,\nauquel cas je te présente mes excuses, mais...\nNe t'ai-je pas déjà rencontrée ?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nHm... Je ne pense pas que vous fassiez partie\nde mes clients. Si vous me disiez ce que vous\navez acheté, peut-être, et à quel endroit ?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nMon métier est plein de surprises ! Certains\narticles peuvent partir comme des petits pains\nun jour, et me rester sur les bras le lendemain.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nLes gens, et surtout leur force, ne cessaient\nde me surprendre au cours de mes voyages.\nC'est un bien vaste monde, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nJ'ai l'impression qu'on se complétait à la\nperfection, lors de notre dernier combat ! Et\nsi on marquait ce jour d'une pierre blanche ?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAvec joie. C'est le genre d'événement spécial\ndont on devrait se souvenir toute notre vie.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nOn dirait que ce n'est pas la première fois que\nvous vivez ça. Vous avez d'autres dates qui\nsont importantes pour vous ?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nCertainement. Je n'oublierai jamais le jour\noù j'ai conclu un pacte avec l'un de mes amis.\nTiens, et si nous faisions de même, toi et moi ?\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nVous avez des muscles pas croyables.\nC'est très intéressant, pour un docteur.\nÇa vous embête si j'examine vos bras ?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAucunement, mais je doute que ça\nt'apporte grand-chose, je n'ai rien\nd'un spécimen exceptionnel...\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nTes compétences médicales me laissent\nsans voix, Jean. Dans mon monde, nous\nt'aurions déjà enrôlé.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nMerci, c'est très gentil de votre part.\nJe me demande si je me serais bien\ndébrouillé, là-bas...\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nC'est cruel, la guerre. Peu importe le\nnombre de patients que je soigne, des\nnouveaux blessés arrivent tous les jours.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nC'est vrai. Nous sommes parvenus à ramener\nla paix autrefois, mes alliés et moi-même,\nmais au prix de nombreuses vies.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\n\x0E\x03\x02\x0A\x08ヘクトル\nNéanmoins, nous devons tout faire pour limiter\nles pertes autant que possible. Chaque personne\nsauvée est en elle-même une victoire.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nC'est vrai, Hector. Je ferai de mon mieux\npour y arriver et protéger tout le monde !\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nOooh, regardez-moi cette armure ! Elle offre\nune protection optimale, sans trop restreindre\nles mouvements !\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nComment avez-vous fait pour vous approcher\nautant sans que je m'en aperçoive ? Vous êtes\naussi furtive que le meilleur de mes espions.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nComment vous faites pour trancher la pierre\ncomme si c'était du beurre, Hector ?\nVotre hache est forgée dans un alliage spécial ?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nLa technique est tout aussi importante que\nl'arme elle-même. Je vous ferai peut-être\nune démonstration, à l'occasion.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nC'est agréable de se battre à vos côtés, Hector.\nJ'ai l'impression de ne plus avoir à craindre\nla moindre attaque de flanc.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJ'ai l'habitude des combats en groupe. J'avais\nun ami avec lequel nous nous battions presque\ntoujours dos à dos.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nVoilà qui me plairait ! Je pourrai peut-être\ntenir le rôle de cet ami, si vous me dites\ncomment m'y prendre.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nExcellente idée. Nous pourrons ainsi toujours\nnous couvrir mutuellement, sur le champ\nde bataille.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nJ'ai vu comme vous m'observiez pendant que\nje dansais. Voilà que je captive des Emblèmes,\nmon entraînement porte ses fruits !\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVous vous mouvez avec une telle élégance...\nJe réfléchissais à la possibilité de m'en\ninspirer au combat.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVous êtes capable de lire l'avenir,\nn'est-ce pas ? Sauriez-vous prédire\nles mouvements de l'ennemi ?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nCela impliquerait de m'exposer à leurs attaques\npendant quelques instants. Seriez-vous prêt à\nme protéger pendant que je tire les cartes ?\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nJ'ai perdu mes parents quand j'étais\njeune. Parlez-moi de votre enfance,\nHector. Comment était-elle ?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJ'ai moi aussi perdu mes parents. C'est\nmon frère aîné qui m'a élevé, jusqu'à ce\nqu'il disparaisse à son tour...\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nQuand je vois l'homme que vous êtes devenu,\nje pense qu'il a rempli son rôle admirablement.\nJe danserai peut-être en son honneur, un jour.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nUne danse ? Pour lui ? Ce serait formidable,\ncela lui aurait beaucoup plu. Merci, Seadall.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nLe fonctionnement des Bracelets d'Emblèmes\nm'intrigue au plus haut point. Auriez-vous\nl'obligeance de me laisser vous examiner ?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJe doute que cela vous apprenne quoi que ce\nsoit sur les bracelets... Et cette lueur dans vos\nyeux m'inquiète quelque peu.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nDans mon royaume, l'homme qu'on tenait pour\nle plus sage était aussi le plus âgé. La sagesse\nvient bel et bien avec les années, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nJe ne saurais l'affirmer, mais il faut admettre\nque le temps s'écoule bien vite quand je suis\ntout à mes recherches.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nJ'ai décidé d'étudier la magie dans le but\nde mettre fin à la guerre, mais il m'arrive\nde me demander si j'ai fait le bon choix.\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJ'ai entrepris une quête de puissance pour les\nmêmes raisons. Je pensais alors que la force\nse suffisait à elle-même.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nJ'ai compris que le plus important, ce sont les\nalliés dont on s'entoure. Aussi grande soit ma\nforce, je ne peux rien accomplir seul.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nUn enseignement précieux, s'il en est.\nJ'aurais beaucoup à apprendre de vos\nexpériences passées.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nJ'aimerais bien m'essayer à votre style\nde combat, Hector. Vous pouvez me filer\nun ou deux tuyaux ?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJ'en serais ravi. Mais ne baissez surtout pas\nvotre garde. Quand je m'entraîne, je ne fais\npas semblant !\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nÀ mon avis, vous vous amuseriez bien aux\ntournois de Brodia. Ça cogne comme il faut.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nC'est en effet le type de spectacle que\nj'affectionne. Chez moi, je passais davantage\nde temps dans l'arène qu'au château.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nComment vous faites pour être aussi\nfort, Hector ? C'est quoi, votre secret\nd'entraînement ?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJe n'en ai pas, mais ma rivalité avec Eliwood\nm'a toujours poussé à donner le meilleur\nde moi-même.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nOn s'entraînait ensemble tous les deux ou trois\nmois. C'était un bretteur hors pair. Je devais\nsans cesse me dépasser pour lui tenir tête.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nJ'ai l'impression que cette rivalité vous a fait\nprogresser tous les deux, en fait. Il faudrait que\nje me dégotte un rival de cet acabit, moi aussi !\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nDites-moi, avez-vous l'habitude\nde côtoyer des dragons ?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMa foi, oui. Il m'est arrivé de partir en campagne\navec des dragons, dans mon monde, et je crois\npouvoir affirmer que j'en connais beaucoup.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJe vous en prie, continuez de nous prêter\nmain-forte. Je veux faire tout ce qui est en\nmon pouvoir pour faire cesser ces souffrances.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJe m'y engage. Savez-vous que vous me\nrappelez une amie chère ? Elle était pure\net charitable, comme vous.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nVous aviez un frère aîné, n'est-ce pas ?\nSa présence vous rendait-elle heureux ?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHm, je ne me suis jamais posé la question\nen ces termes, mais je n'aurais pu envisager\nde vivre sans lui.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nVous semblez en être convaincu au plus\nprofond de votre âme. Vous l'aimiez\nbeaucoup, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nOui. Sans lui, je ne serais pas ici.\nJe me battrai avec plus d'ardeur que\njamais pour honorer sa mémoire !\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nMessire Hector, vous êtes un homme honorable.\nRéprouvez-vous l'idée de travailler avec un\nancien ennemi ?\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAbsolument pas. Vous avez fait ce que vous\nconsidériez être votre devoir. Et c'est quelque\nchose que je ne comprends que trop bien.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nOn m'a ordonné de prendre un jour de congé,\nmais je ne sais que faire de tout ce temps libre.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCommencez déjà par bien dormir, sans\ntoutefois négliger l'entraînement.\nQue diriez-vous d'un duel entre amis ?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nMauvier, je n'ai pu m'empêcher de remarquer\nque vous étiez le premier à vous jeter dans\nla bataille lorsqu'un allié était en danger.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nIl ne s'agit pas là d'un choix délibéré.\nJe ne peux tout simplement rester les bras\ncroisés quand d'autres sont vulnérables.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nMais on pourrait prononcer les mêmes paroles\nà votre sujet, Messire Hector. Vous êtes toujours\nlà pour aider ceux qui en ont besoin.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nUn jour, j'ai fait le serment, avec un ami,\nde tout faire pour protéger nos proches.\nAujourd'hui encore, je tiens à tenir parole.\x0E\x04\x00\x00
