MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nVotre présence me remonte toujours le moral,\nMicaiah. Je pense que c'est ce doux sourire\nque vous portez en permanence.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nOui, j'en serais heureuse. Ces âmes ne nous\naccorderont pas leur pardon, mais je veux\ntout de même prier pour elles.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nBunet, allez-vous au jardin ? Verriez-vous un\ninconvénient à ce que je vous y accompagne ?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nVous aimez réellement les fleurs, n'est-ce pas ?\nVenez avec moi. Profitons de ce que le jardin\na à nous offrir.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nOh, mais qu'avez-vous là, Bunet ?\nEst-ce quelque chose de particulier pour\nun plat que vous préparez ?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nCe sont des fleurs comestibles. Il est difficile\nde les faire pousser, mais elles n'en sont pas\nmoins délicieuses dans le thé ou la salade.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x06\x04ボネ\nPour être un grand chef, il faut parfaitement\nconnaître les saveurs. Toutes, sans aucune\nexception.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nHi hi ! On sent vraiment que vous avez\nla passion de votre emploi.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nAbsolument ! C'est pour cela que je brûle\nde connaître la saveur de votre fabuleuse\nchevelure argentée.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nEh bien... Je suppose qu'elle n'a pas de saveur\npuisqu'elle est immatérielle. Votre curiosité\nme va toutefois droit au cœur.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06アンナ\nMicaiah ! Vous n'allez jamais croire ce que\nj'ai en stock ! Venez jeter un coup d'œil,\nvous ne le regretterez pas !\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nHi hi, d'accord, d'accord. Vous êtes une\nmarchande jusqu'au bout des ongles, pas vrai ?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nÇa m'impressionne de voir que vous arrivez\nà faire tourner une affaire toute seule, Anna.\nEt à votre âge, en plus !\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nL'âge n'a rien à voir ! Je suis née pour vendre,\net je vends depuis que je suis née !\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nÇa fait un certain temps que vous maugréez,\nAnna. Quelque chose ne va pas ?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nOuais. Les ventes sont en pleine déconfiture.\nFaut que je remédie à ça, et vite.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nJe sais ! Vous allez prédire ce qui se vendra\nà l'avenir, et moi je vais en faire des stocks\nmonstres ! Je suis géniale !\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nHi hi, on peut toujours essayer. Mais ce genre\nde choses ne tourne pas toujours comme on\nl'espère.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ジャン\nVous pouvez soigner les autres sans avoir\nbesoin de médicament ou de bâton, pas vrai ?\nC'est incroyable.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nMerci. Mais ça me coûte beaucoup, ce n'est\npas quelque chose que je peux faire tout le\ntemps.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nC'est incroyable de voir un garçon de votre âge\nsi doué en médecine.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nJ'ai encore beaucoup à apprendre, mais ça me\nfait plaisir si vous pensez que je suis sur la\nbonne voie.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nJean ? Vous pleurez ?\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nPardon, je voulais pas que vous voyiez ça...\nJ'ai perdu un patient qui avait été blessé sur\nle champ de bataille. J'ai pas été assez bon.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nEt en plus, j'arrive pas à arrêter de pleurer !\nPourquoi je peux pas être déjà grand ?\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nUne telle épreuve vous rendra plus fort.\nVous deviendrez un formidable docteur, Jean.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ユナカ\nMaintenant que j'ai tourné la page, je compte\nbien me consacrer uniquement à vous, Micaiah !\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nCe n'est pas nécessaire, Yunaka. Je suis\ncontente que ce soit vous qui m'ayez trouvée.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous ne cessez de m'épier en restant dans\nl'ombre, Yunaka. C'est un peu perturbant.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nDésolée. Je pourrais prétendre que c'est pour\nadmirer votre beauté, mais la vérité, c'est que\nj'ai la vieille habitude d'être toujours à l'affût.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ユナカ\nVous n'arrêtez pas de sourire bêtement quand\nvous me regardez. Je vous amuse tant que ça ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nCe n'est pas ça... Vous me rappelez un ami.\nIl m'était très cher.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nEt qu'est-ce qui vous fait penser à lui ?\nEst-il bon pour les imitations ou quelque\nchose dans ce genre ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nC'est votre façon de marcher. Vous vous\ndéplacez avec tant de légèreté qu'on ne\nsait jamais où vous vous trouvez.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nIl y a tant de grâce dans la façon dont vous\ndansez, Seadall. Je ne pourrais jamais me\nmouvoir comme vous le faites.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nAutorisez-moi à vous l'enseigner, je vous prie.\nUn jour, vous voudrez peut-être danser avec\nune personne particulièrement chère.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVos danses... Comment dire... C'est comme si\nchaque pas était empli de bonté.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nPersonne ne m'a jamais dit ça. Votre technique\nSacrifice est elle aussi emplie de bonté, Micaiah.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nC'est la première fois que quelqu'un me tire\nles cartes ! Alors ? Que signifie celle avec\nla coupe ?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nC'est le Roi du Graal, il décrit votre caractère.\nIl dit : « Vous êtes pleine de bonté. »\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nIl dit également : « Vous cherchez le bien-être\ndes autres mais vous êtes trop exigeante avec\nvous-même. »\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nJe ne le fais pas exprès. Mais je tâcherai d'être\nplus attentive à moi-même. Merci, Seadall.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nLindon ? Pourquoi me regardez-vous ainsi ?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nHa ha, excusez-moi. Je me disais juste qu'il\nest vain de vouloir juger de la puissance d'un\nmage selon son apparence.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous emmenez ce portait de votre femme\npartout où vous allez, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nNous étions toujours ensemble, depuis notre\nmariage jusqu'à son trépas. De cette façon,\nnous sommes encore ensemble aujourd'hui.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nCe gâteau a l'air délicieux. C'est vous\nqui l'avez fait ?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nHé hé, vous êtes assez futée pour reconnaître\nun talent quand vous en voyez un. J'ai préparé\nce gâteau avec la magie de Foudre, à vrai dire.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nLes gens ne voient la magie que comme une\narme, mais elle peut aussi être utile dans la vie\nde tous les jours.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nC'est une très belle idée. Je me demande si\nje pourrais trouver un emploi de ce type pour\nma propre magie...\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nザフィーア\nC'est loin d'être simple quand on est au front.\nSi vous le sentez pas, restez derrière moi,\nd'accord ?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nNe vous en faites pas pour moi. J'ai l'habitude\nde mener les troupes depuis la première ligne.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous ne vous entraînez pas aujourd'hui,\nSaphir ?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nNan, aujourd'hui, c'est repos. Il faut bien\nque ces muscles se reposent.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous avez l'air bien pressée, Saphir. Cela\nne vous ressemble pas. Où allez-vous ?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nザフィーア\nLe prince Diamant m'a convoquée.\nIl a pêché un poisson énorme et il faut que\nje donne un coup de main pour le cuisiner.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nJ'ignorais que vous étiez un cordon bleu !\nJe suis vraiment impressionnée !\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nHa ha ! J'ai grandi dans un village de pêcheurs.\nLa poiscaille, ça me connaît. Pour le reste,\nvous pouvez oublier.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJe dois me racheter pour toutes les horribles\nchoses que j'ai faites. M'aiderez-vous ? Vous\nbattrez-vous à mes côtés ?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, Veyle. Bien entendu. Vous êtes l'une des\nnôtres à présent.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nVous avez un petit frère, n'est-ce pas ?\nJe me demande ce que ça fait...\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nEh bien, à proprement parler, ce n'est pas\nvraiment mon frère. Mais il n'y a rien que je\nne ferais pour lui.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJe sens en vous une solitude qui m'est familière.\nPourquoi ? Vous ne m'apparaissez pas comme\nle genre de personne à vivre seule.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, j'ai été seule pendant très longtemps.\nJe vivais parmi les ombres en cachant un secret.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nPuis j'ai rencontré une personne qui a changé\nma vie et m'a sauvée des ténèbres.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nJe comprends. J'ai aussi rencontré quelqu'un\nqui a changé ma vie. Nous avons beaucoup\nen commun, vous ne croyez pas ?\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06モーヴ\nJe dois expier le fait d'avoir utilisé votre pouvoir\nà de mauvaises fins. Je vous demande une\nchose : sauvez Dame Veyle.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nJe crois qu'elle préférerait que quelqu'un\nd'autre soit sauvé, plutôt qu'elle.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06モーヴ\nJe n'ai de cesse de me tourmenter. Aurais-je\npu venir en aide à Dame Veyle plus tôt ?\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nVous étiez à ses côtés quand elle en avait\nle plus besoin. Je sais que cela a énormément\ncompté pour elle.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nEst-ce de vous que Veyle tient son penchant\npour les plats extrêmement pimentés ?\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nC'est possible, j'avoue ne pas y avoir vraiment\nprêté attention.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nIl est vrai que je lui ai offert un bonbon\népicé juste à son réveil...\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nElle a toujours l'air enchantée, la bouche\npleine de bonbons. C'est dur de ne pas\nsourire en la voyant ainsi !\x0E\x04\x00\x00
