MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nIch bin ja so glücklich, mit \x0E\x0A\x008\x1Aeinem anderen\x1Aeiner anderen\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin Freundschaft zu schließen.\nWir haben uns bestimmt viel zu erzählen!\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04チキ\nIch habe schlecht geträumt... Ich hatte wirklich\ngedacht, die Albträume würden verschwinden,\nda ich nun nicht mehr allein bin.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nMan müsste sich seine Träume selbst aussuchen\nkönnen! Hey, wollen wir etwas spielen, damit Ihr\nauf andere Gedanken kommt?\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04チキ\nHihihi. Ihr wisst immer, wie Ihr mich aufheitern\nkönnt! Was spielen wir denn heute?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nEin Emblem und eine Wyrmgöttin? Emblem Tiki,\nEuch gehört meine ganze Ergebenheit.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04チキ\nOh, du meine Güte! Du musst doch nicht so\nförmlich sein, Pandreo. Und sag einfach Tiki\nzu mir.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nDein Tanz ist so anmutig, Pandreo!\nNächstes Mal würde ich auch gerne mittanzen.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nOh! Du, äh... hast das gesehen? Das ist mir jetzt\netwas peinlich... Aber ich freue mich, dass es dir\ngefallen hat.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nHey, Tiki! Nachher steigt eine wilde Party.\nMöchtest du auch kommen?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04チキ\nOooh, ja, gerne! Ich liebe Festlichkeiten!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nIch wusste, du bist mit an Bord! Bringen wir die\nMenge zum Lächeln! Aruuu!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04チキ\nJa! Ich liebe es, wenn alle lächeln! Und du\nmusst mir unbedingt beibringen, wie man\ndieses seltsame Geräusch macht...\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04ボネ\nHm... Ihr riecht ganz anders, als \x0E\x0A\x00\x10\x06der\x06die \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin,\n\x0E\x0A\x00\x10\x06den\x06die ich kenne.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04チキ\nOh! Ich wusste gar nicht, dass ich überhaupt\nirgendwie rieche!\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nHast du einen grünen Daumen, Bunet? Ich habe\ngesehen, dass du neulich einigen Pflanzen\nWasser gegeben hast.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nDas ist mein Ingredienzengarten. Dort gibt es\nBlumen, die haben den gleichen Duft wie Ihr.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04ボネ\nMeinen Eltern gehörte ein Gasthaus, aber das\nwurde von Banditen angegriffen und zerstört.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nVergebt mir, Tiki... Ich wollte Euch nicht mit\nmeinen Gefühlen belasten. Es fällt mir nur so\nleicht, mit Euch zu reden.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04チキ\nDas ist doch in Ordnung! Ich weiß es zu\nschätzen, dass du deine Geschichte mit mir\ngeteilt hast.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04チキ\nKopf hoch, Bunet. Ich weiß, du wirst deine\nEltern stolz machen! Ich glaube an dich.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nWie?! Das ist ja Anna! Du bist aber klein\ngeworden. Oh, jetzt verstehe ich! Du bist gar\nnicht die Anna, die ich kenne.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nKLEIN? Wie unhöflich. Ich bin fast so groß wie\ndu. Aber als Zeichen meiner Freundlichkeit\ndarfst du mich Lady Anna nennen.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06アンナ\nMöchtest du mir in meinem Laden helfen?\nWenn wir beide hier sind, wird der bestimmt\nsehr beliebt.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04チキ\nIch? In einem Laden arbeiten? Oh, das klingt\nnach Spaß! Wenn ich das mit dir zusammen\nmachen kann, Lady Anna, versuche ich es mal!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06アンナ\nGlückwunsch! Heute findet bei uns eine ganz\nbesondere Aktion statt! Denn heute ist ein\nbesonderer Feiertag!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04チキ\nWie? Was? Ein Feiertag? Welcher? Ich muss\nes wissen!\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nIch habe einen Feiertag nur für uns beide er-\nschaffen. Um zu feiern, dass das Band zwischen\nuns wirklich, wirklich stark geworden ist.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04チキ\nUnser Band... Das klingt großartig! Ich werde\ndiesen Tag niemals vergessen!\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nWir sehen gleich alt aus, aber du lebst schon\nsehr lang, nich' wahr? Dann bist du älter als ich.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04チキ\nIch lebe schon sehr lange, aber ich bin noch\nnicht lange wieder wach. Mach dir darüber\nkeine Gedanken – lass uns Freunde sein!\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nIch bin etwas schüchtern, und hoffe, ich kann\nvon dir lernen, wie man selbstbewusst ist. Du\nschließt schnell Freundschaften, nich' wahr?\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04チキ\nJa, denn ich habe einfach jeden von euch gern.\nIch liebe es, mit euch zu reden und euch\nzuzuhören!\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nObwohl du noch nicht so lange wieder wach\nbist, bist du einfach unglaublich. Du allein bist\nschon so stark.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x06\x04チキ\nAber du strengst dich doch auch allein an und\ngibst alles, oder, Jean? Ich finde das wirklich\nbeeindruckend!\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nDanke. Ich muss noch viel lernen... aber ich\ngebe mir Mühe. Bald werde ich auf eigenen\nBeinen stehen, du wirst schon sehen!\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x06\x04チキ\nOh ja! Aus dir wird bestimmt ein unglaublich\nguter Arzt, Jean. Und ich werde dir auf deinem\nWeg helfen, wo ich kann!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ユナカ\nDu musst es doch total leid sein, dass dir jeder\nständig sagt, wie superniedlich du bist, Tiki.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04チキ\nHihihi. Nein, nein. Du kannst mich so oft\nniedlich nennen, wie du willst!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nHe, Yunaka, was sagst du hierzu? Superduper!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nOhooo! Beruhige dich, mein Herz. Das war\nja unglaublich!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ユナカ\nDu hast eine Art an dir, die andere aufmuntert.\nImmer, wenn ich dich sehe, fühle ich mich\ngleich besser.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04チキ\nIch bin gerne mit anderen zusammen. Alleinsein\nbringt mich zum Weinen.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nDich auch? Das kann ich nachvollziehen.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04チキ\nAber nun, da wir uns beide haben, müssen wir\nuns darüber nie wieder Gedanken machen, hab\nich recht?\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08セアダス\nSelbst eine Wyrmgöttin aus einer anderen Welt\nkann tanzen... Ich muss den Sternen für dieses\nGlück danken.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04チキ\nDen Sternen danken? Oh, ich liebe Sterne! Ihr\nFunkeln sieht so fröhlich aus. Meint Ihr nicht\nauch?\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nIhr könnt wahrsagen, nicht wahr, Seadall?\nKönnt Ihr das auch für mich tun?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nSelbstverständlich. ...L'étoile in aufrechter\nPosition. Euer ehrliches Herz wird in eine\nstrahlende Zukunft führen.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMein Herz beginnt zu rasen, wenn ich Euch\ntanzen sehe. Dann möchte ich auch gerne\ntanzen.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nWenn meine Vorstellung Euch berührt, dann bin\nich glücklich. Mein Meister lehrte mich diesen\nTanz. Er ist etwas Besonderes für mich.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nIch würde Euch gerne einen weiteren, ganz\nbesonderen Tanz zeigen. Um meine Dankbar-\nkeit für unsere Freundschaft zu zeigen.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x06\x04チキ\nEhrlich? Ein ganz besonderer Tanz? Das macht\nmich glücklich. Lasst uns jeden Tag zusammen\ntanzen!\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nWas habt Ihr da alles, Lindon? Das duftet\nwirklich gut!\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nIch backe mithilfe von Donnermagie einen\nKuchen. Wollt Ihr mir dabei helfen?\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08リンデン\nIhr erinnert mich an meine Kinder, als diese\nnoch klein waren. Mittlerweile sind sie natürlich\nschon erwachsen.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x06\x04チキ\nIch bin sicher, Eure Kinder sind bestimmt gut\ngeraten. Ich hoffe, ich werde so sein wie Eure\nKinder, wenn ich erwachsen geworden bin!\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nIhr seid wie Ban-Ban. Er war wie ein Großvater\nzu mir!\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nIch kann verstehen, warum das so ist. Ich habe\nviele Enkelkinder.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nUnd sie sind wie Ihr, Tiki. Bezaubernd und\nvoller Lebensfreude. Vielleicht werde ich sie\neines Tages wiedersehen...\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x06\x04チキ\nDas werdet Ihr! Diejenigen, die Ihr liebt, sind\nniemals weit von Euch entfernt. Sie sind stets\nin Eurem Herzen!\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nEs sollte mich nicht schockieren, dass Ihr so\nstark für Euer Alter seid, Tiki. Immerhin seid\nIhr eine Wyrmgöttin.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x06\x04チキ\nIch danke Euch, Saphir! Ich gebe mein Bestes!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nMein Dorf war bekannt für seine Fischerei.\nMögt Ihr Fische und Meerestiere?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x06\x04チキ\nOh ja! Ich mag jede Sorte Fleisch. Und Gemüse.\nAber jetzt, als Emblem, esse ich natürlich gar\nnichts mehr!\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch habe gehört, dass Ihr sehr lange allein wart.\nEs muss schwer gewesen sein ohne jegliche\nStütze an Eurer Seite.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x06\x04チキ\nDas war beängstigend. Aber nun seid Ihr alle\nda. Nun muss ich nicht mehr traurig sein!\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nHehehe. Das stimmt. Solltet Ihr Euch jemals\nwieder einsam fühlen, ruft nach mir und ich\nkomme in Windeseile zu Euch.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x06\x04チキ\nDas werde ich auch für Euch tun, Saphir,\njederzeit! Das ist ein Versprechen!\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIch weiß, du bist eine Wyrmgöttin, und ich\nbin ein Dämonendrache. Aber... Können wir\ntrotzdem befreundet sein, ja?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x06\x04チキ\nNatürlich! Ich würde sehr gerne mit dir be-\nfreundet sein, Veyle. Du musst mir alles über\ndich erzählen!\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nWenn ich mich mit dir unterhalte, vergesse ich\ndie Zeit. Ich möchte, dass der Moment niemals\nendet.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x06\x04チキ\nIch auch nicht, ich auch nicht! Mir geht es\ngenauso! Es gibt so vieles, über das ich mit\ndir reden möchte!\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIch möchte, dass wir Freundinnen werden, Tiki.\nIch hoffe, das ist nicht zu anmaßend von mir.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x06\x04チキ\nKeineswegs! Ich mag dich sehr! Daher möchte\nich ganz viel Zeit mit dir verbringen.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nDanke, dass du das gesagt hast. Das macht\nmich wirklich glücklich. Wirst du immer meine\nFreundin sein?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x06\x04チキ\nAuf jeden Fall, das verspreche ich dir! Wir\nwerden Freundinnen sein! Auf immer und\nimmer – und bis in alle Ewigkeit!\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06モーヴ\nIch habe unverzeihliche Frevel begangen, aber\nich bin bereit, alles zu tun, um Euer Vertrauen\nzu gewinnen.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x06\x04チキ\nIhr seid einer von uns, Mauvier. Ich vertraue\nEuch bereits!\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nIch spreche sehr gerne mit Euch, Mauvier.\nEs macht mir Freude, Euch alles Mögliche\nzu erzählen.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nIhr müsst mich nicht loben. Ich genieße es\neinfach, Euren Geschichten zuzuhören.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06モーヴ\nMilady Veyle hat mir aufgetragen, mich auszu-\nruhen. Ich habe nicht die leiseste Ahnung, was\nich nun mit mir anfangen soll.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x06\x04チキ\nHmm... Wie wäre es, wenn wir gemeinsam\nentspannen, indem wir die Wolken beobachten\nund uns ein wenig unterhalten?\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nWenn Ihr noch mehr Geschichten zu erzählen\nhabt, höre ich sehr gerne zu.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x06\x04チキ\nIch habe noch viele Geschichten für Euch. Aber\nich möchte auch Eure Geschichten hören!\x0E\x04\x00\x00
