MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIhr macht gute Fortschritte dort draußen auf\ndem Schlachtfeld. Eure Fähigkeiten haben sich\nwirklich verbessert.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nHey, Hector, hast du einen Moment? Ich will\nmal sehen, ob ich etwas über Strategien für\nkleinere Einheiten von dir lernen kann.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSicher. Ich würde mich freuen, meine Erfahrung\nmit dir zu teilen.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nIch freue mich schon auf den Tag, wenn alles\nwieder friedlich ist und ich wieder reisen kann.\nWarst du in deiner Heimatwelt auch auf Reisen?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch bin hauptsächlich während des Krieges\ngereist. Es war nicht so einfach, aber es war\ndennoch auch eine gute Erfahrung.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nIch würde alles für Timerra tun. Du kennst\ndas Gefühl bestimmt, du hattest doch auch\neinen Bruder.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIhr steht euch wirklich nahe, nicht wahr? Und\nwas mich angeht... Mein Bruder war derjenige,\nder geholfen hat.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nSogar als ich ihn verließ, um einen Freund zu\nretten, war er es, der mir dies ermöglichte.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nOh, dein Bruder scheint unglaublich gewesen\nzu sein. Ich kenne ihn nicht, aber ich mag ihn!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nWir sollten eine Party veranstalten und feiern,\ndass Ihr Euch uns angeschlossen habt. Seid\nIhr dabei? Dann dekoriere ich die Kirche!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAlso das hatte ich von einem Mann der Kirche\njetzt nicht erwartet. Du und Serra hättet euch\nsehr gut verstanden.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nVielen Dank für Eure Hilfe in der letzten\nSchlacht. Würde es Euch etwas ausmachen,\nwenn ich ein Gebet zum Dank spreche?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWie wäre es stattdessen mit einem Übungs-\nkampf? Der würde mir mehr gefallen!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nWir alle haben etwas, das wir beschützen\nwollen. Bei mir ist es die Kirche. Und bei Euch?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMein Freund und ich legten einen Schwur\nab, uns gegenseitig mit unserem Leben zu\nbeschützen, sollte dies jemals nötig sein.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nDieser Schwur wurde bald auf weitere Freunde\nausgeweitet. Und nun weite ich ihn auf dich\naus.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nOooh, das ist das Netteste, was ich seit Langem\ngehört habe! Ich schwöre, Euch ebenfalls zu\nbeschützen, Lord Hector.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nEure Rüstung bekam durch unzählige\nSchlachten ihre Würze... Dürfte ich von ihrem\nexquisiten Geschmack mal kosten?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWenn du meine Rüstung isst, verdirbst du dir\nnur deinen Magen. Wenn du aber meine Stärke\nerfahren willst, lass uns kämpfen!\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nDu gehst mit dem Messer um wie der beste\nSchwertkämpfer mit seiner Klinge. Du bist\nein würdiger Gegner.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nDieses Messer ist keine Waffe, sondern das\nHandwerkszeug eines Kochkünstlers... Doch\nich weiß Euer Kompliment zu schätzen.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nIch verbringe die Tage meistens damit, mir über\nneue Speisen Gedanken zu machen. Ich frage\nmich... Ist das für einen Getreuen angebracht?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMeine Getreue waren alle etwas eigentümlich.\nAber sie waren unersetzlich.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nMeiner Meinung nach kannst du die schwersten\nZeiten überstehen – wenn euch ein Band des\nVertrauens verbindet.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nWirklich? Ich bin froh, dass Ihr mir das gesagt\nhabt. Bitte erlaubt mir, Euch ein Festmahl\nder kulinarischen Düfte zuzubereiten.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nBilde ich mir das ein oder kann es sein... dass\nwir uns schon früher einmal begegnet sind?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nHmm? Ich kann mich an dich nicht erinnern.\nWo und wann hast du denn was bei mir\ngekauft?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nIm Handelsgeschäft gibt es viele Überra-\nschungen! Dinge, die sich an einem Ort gut\nverkaufen, können woanders Ladenhüter sein.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAuf meinen Reisen war ich oft überrascht, wie\nstark die Leute in manchen Orten waren. Die\nWelt ist bunt, was?\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nIch fühlte in der letzten Schlacht eine echte\nVerbundenheit zwischen uns. Wollen wir den\nheutigen Tag zu unserem Feiertag erklären?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nGerne. Besondere Anlässe wie dieser sollten\newig gefeiert werden!\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nDas klingt, als ob du bereits einen besonderen\nAnlass hast. Hast du einen anderen Feiertag,\nHector?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHabe ich. Ich werde den Tag niemals vergessen,\nan dem ich mit meinem Freund zusammen einen\nSchwur ablegte. Warum tun wir das nicht auch?\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nAls Arzt finde ich Eure vorbildliche Muskulatur\nwirklich interessant. Dürfte ich wohl Eure Arme\nuntersuchen?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNur zu. Aber jemanden wie mich zu studieren,\nfinde ich jetzt nicht wirklich spannend...\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nDie Art, wie du mit Heilmitteln umgehst,\nerstaunt mich, Jean. In meiner Heimatwelt\nhätten wir dich mit Sicherheit rekrutiert.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nVielen Dank, es freut mich, das zu hören. Ich\nfrage mich, ob ich in Eurer Welt erfolgreich\ngewesen wäre.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nDer Krieg ist grausam. Egal, wie viele ich\nheile, die Zahl der Patienten nimmt nicht ab.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDas stimmt. Meine Verbündeten und ich haben\nes geschafft, den Frieden wiederherzustellen.\nAber es kostete uns viele Leben.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\n\x0E\x03\x02\x0A\x08ヘクトル\nDennoch, wenn wir uns weiter Mühe geben,\nkönnen wir die Zahl der Verluste verringern. Nur\nein einziger weniger ist ein Sieg.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nSo ist es! Ihr habt recht, Hector. Ich werde\nmein Bestes geben, um dieses Ziel zu erreichen\nund Euch zu beschützen!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nOooh, sieh sich einer diese Rüstung an!\nDie Panzerung gibt eine gute Deckung und\ndie Geschübe engen einen nicht zu stark ein!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWie bist du so nah an mich herangekommen,\nohne dass ich es bemerkt habe? Du bist genau-\nso eine Schleichkatze wie mein bester Spion.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nWie kommt es, Hector, dass Eure Axt sogar\nSteine teilt, als wären sie aus Butter? Besteht\nsie aus einer speziellen Legierung?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDie Technik ist dabei genauso wichtig wie die\nWaffe selbst. Vielleicht zeige ich es dir irgend-\nwann einmal.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nIch arbeite gerne mit Euch, Hector. Ich habe\ndann stets das Gefühl, von allen Seiten\ngesichert zu sein.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch bin es gewohnt, in Gruppen zu kämpfen.\nMein bester Freund und ich standen im Kampf\nstets Rücken an Rücken.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nDas klingt gut! Wenn Ihr mir zeigt, wie das geht,\nkönnte ich für Euren Freund einspringen.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nDie Idee gefällt mir. So können wir beide uns\nin einer Schlacht stets gegenseitig beschützen.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nMir ist aufgefallen, dass Ihr in letzter Zeit\nmeinem Tanz zuseht. Ich muss mich verbessert\nhaben, wenn ich sogar ein Emblem fesseln kann.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEuer Tanz ist elegant... Aber ich habe mich\ntatsächlich gefragt, ob ich ihn in meinen\nKampfstil einbinden kann.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIhr könnt die Zukunft voraussagen, stimmt das?\nKönnt Ihr auch die Bewegungen der Gegner\nvorhersehen?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nIch müsste während der Angriffe aus den\nKarten lesen. Würdet Ihr mich in der Schlacht\nbeschützen, während ich die Karten lege?\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nIch verlor schon in sehr jungen Jahren meine\nEltern. Wie seid Ihr aufgewachsen, Hector?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch verlor meine Eltern ebenfalls. Mein älterer\nBruder hat sich danach um mich gekümmert.\nBis ich auch ihn verlor...\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nIch kann sehen, dass er sich gut um Euch\ngekümmert hat. Vielleicht tanze ich heute ihm\nzu Ehren.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nEin Tanz für ihn? Das wäre großartig. Ich bin\nsicher, das hätte ihm gefallen. Ich danke Euch,\nSeadall.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nIch würde zu gerne wissen, wie die Emblem-\nArmringe funktionieren. Dürfte ich Euch wohl\nmal untersuchen?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch weiß nicht, was Euch das über die Armringe\nsagen soll... Außerdem gefällt mir der Ausdruck\nin Euren Augen nicht.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIn meiner Heimatwelt gab es einen Erzweisen,\nder bereits sehr alt war. Weisheit kommt\nwirklich erst mit dem Alter, hm?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nDarüber weiß ich nichts. Aber die Zeit scheint\nwie im Fluge zu vergehen, wenn ich in meine\nStudien vertieft bin.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nZuerst habe ich mich der Magie gewidmet, weil\nich hoffte, den Krieg damit beenden zu können.\nIch frage mich oft, ob das die richtige Wahl war.\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAuch ich strebte aus diesem Grund nach Stärke.\nIch stellte damals Stärke über alles andere.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nDoch bald lernte ich, dass Verbündete viel\nwichtiger sind. Egal, wie stark ich auch bin,\nallein erreiche ich mein Ziel nicht.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nDas ist eine wertvolle Erkenntnis. Ich bin sicher,\naus Euren Erfahrungen viel lernen zu können.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch würde Euren Kampfstil sehr gerne mal\nausprobieren, Hector. Würdet Ihr mir das ein\noder andere zeigen?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEs wäre mir ein Vergnügen. Aber achtet gut\nauf Eure Deckung. Wir werden mit vollem\nTempo trainieren!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch bin sicher, Euch würden die Kampfturniere\nin Brodia gefallen. Sie können recht fordernd\nsein.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nKlingt, als seien sie genau nach meinem\nGeschmack. In meiner Heimatwelt verbrachte\nich mehr Zeit in der Arena als im Schloss.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nWie seid Ihr so stark geworden, Hector?\nGibt es irgendein besonderes Geheimnis bei\nEurem Training?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEigentlich nicht. Ich würde sagen, das liegt an\nmeiner freundschaftlichen Rivalität mit Eliwood,\ndie mich dazu brachte, ausgiebig zu trainieren.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nAlle paar Monate haben wir uns in einem Kampf\nmiteinander gemessen. Er war unfassbar talen-\ntiert – es war nicht leicht für mich, mitzuhalten.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nIhr habt Euch also gegenseitig angespornt. Ich\nsollte mir auch so einen Rivalen suchen!\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nSeit Ihr den Umgang mit Drachen eigentlich\ngewohnt?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNun, in meiner Heimatwelt begleiteten mich\nDrachen auf meinen Reisen, also ja. Wo ich so\ndarüber nachdenke – ja, ich kenne einige.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nBitte leiht uns auch weiterhin Eure Stärke. Ich\nmöchte tun, was immer ich auch kann, um\njene zu retten, die leiden.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDas werde ich. Wisst Ihr, Ihr erinnert mich an\neine enge Freundin. Ihr seid beide rein und\nsanftmütig.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIhr hattet einen älteren Bruder, nicht wahr?\nWart Ihr glücklich, wenn er mit Euch zusammen\nwar?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHmm. Ich habe mich niemals gefragt, ob ich\nglücklich war, aber ich konnte mir ein Leben\nohne ihn gar nicht vorstellen.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nEs ist unglaublich, mit welcher Gewissheit Ihr\ndas sagt. Ihr habt ihn wirklich sehr geliebt,\nnicht wahr?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nOh, ja. Ihm ist es zu verdanken, dass ich nun\nhier sein kann – und in seinem Namen werde\nich noch härter kämpfen als jemals zuvor!\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nIhr seid ein Mann der Ehre, Sir Hector. Stellt\nes ein Problem für Euch da, mit einem ehe-\nmaligen Feind zusammenzuarbeiten?\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNein. Ihr habt getan, was Euch richtig erschien.\nIch verstehe das nur zu gut.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nIch wurde angewiesen, mich heute auszuruhen.\nAber ich habe keine Ahnung, was ich mit der\nZeit anfangen soll.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nZunächst einmal: Schlaft ausreichend. Aber\nvergesst dennoch Euer Training nicht. Hey, wie\nwäre es mit einem freundschaftlichen Duell?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nEs ist unübersehbar, dass Ihr der Erste seid,\nder sich in den Kampf stürzt, sobald ein\nVerbündeter in Gefahr ist, Mauvier.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nIch entscheide mich nicht bewusst dazu. Ich\nkann einfach nicht danebenstehen und zusehen,\nwährend andere in Gefahr sind.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nDas Gleiche kann man auch über Euch sagen,\nSir Hector. Ihr seid stets zur Stelle, um\njenen in Not zu helfen.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nMein bester Freund und ich legten einst einen\nSchwur ab, dass wir unsere Freunde stets\nbeschützen würden. Daran halte ich fest.\x0E\x04\x00\x00
