MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nDu bist wirklich stark, Roy. Es wundert mich\nnicht, dass man dich Brodia anvertraut hat.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ロイ\nMein Haar sieht aus wie eine Chilischote?\nDanke... denke ich.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nIch habe mich von Euch für ein neues Gericht\ninspirieren lassen, Roy. Bitte, seht es Euch an.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ロイ\nLass mich raten – es sind Chilischoten darin?\nDie rote Farbe lässt eindeutig darauf schließen.\nOooh, das sieht wirklich scharf aus!\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nRoy, seht doch einmal. Die Farbe dieser Blume\nist wirklich bezaubernd, nicht wahr?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ロイ\nJa, in der Tat. Äußerst bezaubernd. Ist dies\ndeine Lieblingsblume?\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nEs ist die Blüte der Chilipflanze. Ich dachte,\ndass Ihr sie vielleicht sehen wollt, weil Ihr\ndie Schote ja nicht probieren könnt.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ロイ\nDas ist sehr fürsorglich von dir, Bunet. Danke,\ndass du mir geholfen hast, wenigstens im Geiste\nden Geschmack der Chili zu erleben.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nHe, Roy! Ich hab großartige Waren auf Lager!\nWenn du was kaufst, gebe ich dir vielleicht\nsogar Rabatt.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x06\x04ロイ\nDas ist sehr nett von dir, aber ich bin ein\nEmblem und habe darum kein Geld dabei.\nTut mir leid.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nIch hab gehört, dass ein Fest geplant ist. Gehen\nwir zusammen hin? Das wird bestimmt lustig!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04ロイ\nEin Fest klingt nach einer großartigen Gelegen-\nheit, die Leute zur Abwechslung einmal im\nFrieden zu erleben. Ich komme gerne mit!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nOooh... Das ist übel.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04ロイ\nWas hast du? Du siehst aus, als hättest du ein\nVermögen verloren.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nIch dachte, dieses ganze Zeug würde sich\nverkaufen wie geschnitten Brot, aber es sind\nalles Ladenhüter. Was mach ich nur?!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04ロイ\nWie ein Händler einst zu mir sagte: „Zeit ist\nGeld“. Je schneller wir Freunde um Hilfe\nbitten, desto besser!\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nMit Euch an meiner Seite, Roy, können wir\nnoch 'ne Menge mehr Leute retten!\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04ロイ\nIch werde versuchen, deinen Erwartungen\ngerecht zu werden. Hoffentlich kann ich im\nKampf genug bewirken.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nRoy, würdet Ihr sagen, dass ich auf dem\nSchlachtfeld besser geworden bin?\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, mit Sicherheit. Tatsächlich muss ich mich\nsehr anstrengen, um mithalten zu können.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDein medizinisches Können war eine große\nHilfe. Man merkt, dass du dafür gebüffelt hast.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nDanke, Roy! Ich muss aber noch viel lernen,\nbevor ich 'n richtiger Arzt bin.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x06\x04ロイ\nNa, jetzt stellst du aber dein Licht unter den\nScheffel. In unserem Kampf für den Frieden\nwerden wir dein Können brauchen.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nIhr habt recht! Ich werd weiter lernen und\nhart arbeiten, um meine Heimatinsel stolz\nzu machen!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nMit Euch an meiner Seite, Roy, fühle ich mich,\nals könnte mir niemand das Wasser reichen!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04ロイ\nIch könnte dasselbe zu dir sagen. Ich denke,\ndass wir beide ein furchterregendes Gespann\nsind, Yunaka.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nKann ich mir mal Euer Schwert näher ansehen,\nRoy? Etwas interessiert mich daran.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x06\x04ロイ\nSicher, sieh es dir ruhig an. Man nennt es\n„Binding Blade“.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nVerzeiht die eitle Frage, Roy, aber haltet Ihr\nmich für nützlich?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04ロイ\nAber gewiss. Für mich ist es sonnenklar, dass\nsich alle auf deine Fähigkeiten verlassen – auf\ndem Schlachtfeld und auch abseits davon.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nGlaubt Ihr das wirklich? Das verdanke ich aber\nnur Euch! Ich bin so dankbar für alles, was Ihr\nfür mich getan habt!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04ロイ\nHab Zutrauen zu dir, Yunaka. Du leistest\ngroßartige Arbeit und sorgst nebenbei auch\ndafür, dass wir nicht die gute Laune verlieren.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nEs war uns vorherbestimmt, gemeinsam zu\nkämpfen, Roy. Ich würde dies gerne zelebrieren,\nindem ich Euch einen Tanz vorführe.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04ロイ\nIch fühle mich geehrt, Seadall. Man sagte mir,\ndu seist ein herausragender Tänzer. Nun kann\nich mich mit eigenen Augen davon überzeugen.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nSeht Euch dieses belegte Brot an! Üppiger als\ndas, was ich sonst vor einem Tanz esse. Saftiger\nSchinken! Soll ich es wagen?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x06\x04ロイ\nHahaha, du bist der Wahrsager, Seadall.\nSag du es mir!\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nIch deutete gerade die Zukunft und ich sah...\nich sah unsere Freunde leiden. Ich will das\nnicht.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x06\x04ロイ\nNiemand wünscht sich Leiden oder Krieg.\nAber unsere Freunde kämpfen, um eines Tages\nin Frieden leben zu können.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nDann muss ich dafür sorgen, dass der Frieden\neinzieht. Tanzt Ihr mit mir auf dem Schlachtfeld,\nRoy?\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x06\x04ロイ\nJa. Ich werde deinem wunderschönen Tanz\nmeine ganze Stärke leihen, um unsere Freunde\nzu beschützen.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リンデン\nWelche Art von Magie lockt wohl ein Emblem\naus seinem Ring hervor? Vielleicht sollte ich\ndazu ein wenig experimentieren.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x06\x04ロイ\nIch weiß nicht, ob mir der Klang von\n„experimentieren“ gefällt...\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIst das ein weiteres Buch? Ihr lest wirklich\ngerne, nicht wahr?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nIn der Tat. Selbst in meinem Alter kann man\nnoch sehr viel aus Büchern lernen. Wünscht Ihr,\ndass ich es Euch vorlese?\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nLindon! Ich habe soeben einen lauten Krach\ngehört. Ist alles in Ordnung?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nOh, das war nur ein fehlgeschlagenes magisches\nExperiment! Es hat jedoch immerhin zu neuen\nErkenntnissen geführt, schätze ich.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x06\x04ロイ\nDie müssen erst mal warten – das Feuer wird\nsich ausbreiten, wenn wir es nicht rasch\nlöschen!\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nDas ist unzweifelhaft. Roy, Eure Aufgabe ist es,\nherauszufinden, wie wir das Feuer kontrollieren\nkönnen. Ich hole derweil etwas Wasser.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch bin geehrt, dass man mir Brodias\nEmblem-Ring anvertraut hat. Lasst uns ein\npaar Schädel einschlagen, Roy.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x06\x04ロイ\nRichtig, Saphir. Wir sollten uns jedoch auf die\nSchädel konzentrieren, die es auch verdient\nhaben.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIhr fischt mit einer interessanten Methode,\nSaphir. Die meisten Leute verwenden eine\nAngel dafür.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nWozu soll ich mich mit diesem Unsinn abgeben,\nwenn ich sie auch mit bloßen Händen erwische?\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nザフィーア\nIhr habt mir Stärke verliehen, um mein Land und\nmeine Freunde zu verteidigen, Roy. Das werde\nich niemals vergessen.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x06\x04ロイ\nEs ist wahr, dass ich Euch etwas Stärke\ngeliehen habe, Saphir. Ihr solltet mir jedoch\nnicht alles zuschreiben.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x06\x04ロイ\nIhr hattet immer die Stärke, für Eure Freunde\nund Euer Land zu kämpfen. Ich habe Euch nur\ngeholfen.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nHahaha, ist ja gut, bitte hört auf, sonst werde\nich noch rot. Machen wir einfach weiter.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRoy, ich will alles in meiner Macht stehende\ntun, um dieser Welt den Frieden zu bringen.\nWerdet Ihr mir helfen?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x06\x04ロイ\nGewiss, Veyle. Meine Stärke gehört Euch,\nso lange Ihr sie braucht.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRoy, seht einmal! Ich habe noch nie eine Speise\ngesehen, die so rot ist. Sie ist sicher äußerst\nlecker und äußerst scharf.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x06\x04ロイ\nAber Veyle... Dieser Anblick, dieser Geruch,\ndieses Brennen – ich glaube nicht, dass\nirgendjemand das wirklich essen sollte.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nDanke für Eure Hilfe im Kampf, Roy, und dass\nIhr Eure Stärke mit mir geteilt habt.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x06\x04ロイ\nIhr müsst mir nicht danken, Veyle. Ich möchte\nnur sicher sein, dass ich Eure Erwartungen\nerfülle.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nHelft mir, Gutes für die Leute dieser Welt zu\ntun. Das ist alles, was ich verlange.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x06\x04ロイ\nDas werde ich tun. Ich werde an Eurer Seite\nbleiben, bis alle Träume, die Ihr für diese\nWelt habt, wahr geworden sind.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06モーヴ\nLord Roy der Embleme, die Ehre, an Eurer Seite\nzu kämpfen, erfüllt mich mit Stolz.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x06\x04ロイ\nMir geht es mit Euch ebenso. Es ist wirklich\naußergewöhnlich, auf einen Kameraden so\nstolz sein zu dürfen.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nTrainiert Ihr abermals? Bitte erwägt, eine\nPause zu machen. Es ist ungesund, sich zu\nüberanstrengen.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nEine... Pause? Was sollte man denn in einer\nPause tun?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIm Einsatz an Eurer Seite habe ich einen Mann\nmit sanftem Herzen kennengelernt, auch wenn\nIhr anderer Ansicht zu sein scheint.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nIch kann die Schwachen nicht leiden sehen –\nwissend, dass ich die Stärke haben mag, sie\nzu erretten.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x06\x04ロイ\nViele würden dem zustimmen, doch nur wenige\nnehmen sich diese Worte so zu Herzen wie Ihr.\nDafür habt Ihr meine Hochachtung.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nDanke dafür. Ihr habt mich daran erinnert, dass\nnicht alle meine Entscheidungen Fehler waren.\x0E\x04\x00\x00
