MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nEs ist seltsam... Auch wenn wir noch nicht lange\ngemeinsam kämpfen, so verstehen wir einander\ndoch schon gut.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nMeine kleine Schwester ist auch Klerikerin,\nund genauso lebhaft wie du. Ihr würdet euch\nglänzend verstehen.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nSie ist mit Euch verwandt, also muss sie ja toll\nsein. Wenn sie hier wäre, würde ich ihr eine\nriesige Feier ausrichten!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パンドロ\nGibt es in Eurer Welt auch Wyrmgötter? Sind\nsie genauso wie \x0E\x0A\x00B\x1Cunser Wyrmgott"unsere Wyrmgöttin?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06クロム\nNicht wirklich. Eher Objekte der Anbetung,\nmeist ohne körperliche Form.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06クロム\nEs scheint, als sei die einzige Gemeinsamkeit\nder Wyrmgötter über Raum und Zeit hinweg\nder Name.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nJa... Da frage ich mich, ob das für den\nDämonendrachen ebenfalls gilt. Wir haben\neine Menge Geschichten zu vergleichen!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nHmm, diese saftige blaue Farbe... Ihr wirkt\neher wie das Dessert als wie ein Hauptgang.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06クロム\nIst das ein... Kompliment? Wenn ja, sollte ich dir\nauch Daraens Farbe nennen, so als Referenz?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nIch muss wissen, ob der Emblem-Armring\nanders schmeckt als die Emblem-Ringe.\nDarf ich mal lecken?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06クロム\nWas? Nein! Da ist doch Daraen noch drin!\nErnsthaft, einer wie du ist mir noch nie\nbegegnet.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nEines Tages möchte ich das Gasthaus meiner\nEltern wiedereröffnen. Aber dazu muss ich\nmeine Fähigkeiten verbessern.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06クロム\nAh, du bist also Koch. Deswegen also achtest\ndu so auf Präsentation und Aromen.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nWenn ich ein Gericht entwerfen soll, das von\ndem Band zwischen Euch und Daraen inspiriert\nist, muss ich Euren Armring kosten. Bittebitte?\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06クロム\nWie wäre es, wenn wir uns auf den Sieg im\nKampf konzentrieren? Danach können wir den\nFrieden und das Gasthaus wiederherstellen.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nWillkommen! Ich bereite gerade noch den Laden\nvor. Bist du aber ein motivierter Kunde, dass du\ndich schon vor der Eröffnung draußen anstellst!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06クロム\nBist du... Anna? Nein, das kann nicht sein.\nDas bilde ich mir ein.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nIch habe gehört, dir geht schnell vieles kaputt.\nAlso: Kein Einkaufsbummel für dich, bis die\nAnti-Chrom-Maßnahmen implementiert sind!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06クロム\nKeine Sorge. Allein vom Ansehen werde ich\nja wohl nichts zerbrechen. ...Hoffentlich.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nHe, du hast Schwestern, stimmt's, Chrom?\nVermisst du sie nicht?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06クロム\nIch frage mich oft, was sie wohl tun, aber\nwenn ich meine Pflicht erfüllt habe, werde\nich sie sicher bald sehen.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nEin schöner Gedanke. Manchmal frage ich mich,\nwie es allen geht und ob sie sich Sorgen um\nmich machen.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06クロム\nVon seinen Geschwistern getrennt zu sein ist\nschwer. Wenn du dich einsam fühlst, sind\nDaraen und ich für dich da.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nIch weiß, du bist noch ein Kind, aber du bist\ntrotzdem so klein. Wie meine kleine Schwester.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nNennt mich nich' klein. Ich wachs noch!\nIch hol Euch schon noch ein, klar?\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nDein medizinisches Talent ist erstaunlich, Jean.\nDaraen wird bestimmt auch beeindruckt sein.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nIch würde gerne mit Eurem Taktiker sprechen.\nEr kann mir sicher einiges über angewandte\nMedizin auf dem Schlachtfeld beibringen.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nEiner meiner Gefährten konnte einfache\nHeiltränke brauen, aber deine Fähigkeiten\nsind bemerkenswert.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nWirklich? Medizin aus einer anderen Welt...\nJetzt bin ich neugierig. Welche Kräuter wurden\ndafür benutzt?\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06クロム\nEr hat oft Magenbeschwerden behandelt.\nDie Kräuter, die er verwendete, waren grün und\nrau...\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nGrüne, raue Kräuter gibt es hier jede Menge.\nSuchen wir sie. Keine Pause, bis wir welche\nfinden!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ユナカ\nDanke, dass Ihr mir den Hals gerettet habt.\nIch war fast vollständig umzingelt!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06クロム\nKeine Ursache. Wie hast du dich eigentlich in\ndiese Position überhaupt hineinmanövriert?\nWas hattest du vor?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nDu hast da eine beeindruckende Sammlung\nan seltenen Waffen. Was machst du denn\nmit ihnen?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nAch, eigentlich gar nichts. Ich mag einfach nur\nscharfe Dinge. Hey, darf ich mir mal Euer\nSchwert ansehen?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nDu bist keine gewöhnliche Soldatin, Yunaka.\nDas sehe ich schon eine ganze Weile lang.\nWer bist du wirklich?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nIch? Niemand Besonderes. Nur ein Mädchen,\ndas spitze Dinge mag und andere gerne mal\nbeeindruckt, um zu kichern.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06クロム\nIch will dich nicht bedrängen. Aber wenn du\njemals über etwas reden möchtest, bin ich\nfür dich da.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nAch, das passt schon. Aber ich weiß den\nGedanken zu schätzen, Chrom. Danke.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nDu bist ein Tänzer? Ich hatte mal eine\nschüchterne Freundin, die bestimmt gerne\ndein Erfolgsgeheimnis wüsste.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nDann teilt dieser Person mit, dass jeder werden\nkann, was er will. Die Karten haben gesprochen.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08セアダス\nDie Sterne stehen heute günstig, um Neues\nzu erfahren. Erzählt Ihr mir von der Kunst des\nWahrsagens in Eurer Welt?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06クロム\nIch erinnere mich an eine Art Blumen-\nWahrsagerei und einen... Kompatibilitätstest,\nden ein komischer alter Mann angeboten hat.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nDein Tanz ist geradezu hypnotisierend.\nDu hast sicher lange und hart trainiert,\num solche Fähigkeiten zu meistern.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nNatürlich ging es nicht ohne fleißiges Studieren\nund viel Konzentration. Doch es war mein ver-\nstorbener Mentor, der mich das Tanzen lehrte.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nIch möchte es ihm danken, indem ich mein\nPublikum verzaubere, ob auf dem Schlachtfeld\noder abseits davon.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06クロム\nIch bin sicher, dass dein Mentor von deinem\nTanz voller Seele ebenso beeindruckt ist\nwie ich.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nHmm... Nur noch eine Zutat, und alles passt,\naber ich kann sie einfach nirgendwo finden.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06クロム\nIch sage es nur ungern, aber ich glaube, Ihr\nhaltet sie schon die ganze Zeit in Eurer Hand.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nMagie ist auch außerhalb des Kampfes nützlich,\nwisst ihr? Man kann damit hervorragend Kuchen\nbacken.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06クロム\nEs ist beeindruckend, welche kreativen\nAnwendungsgebiete Ihr für die Magie findet.\nIhr seid wahrlich ein Experte.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nMein König war seinem Volk überaus ergeben.\nSelbst während er leiden musste, war sein\nVolk ihm das Wichtigste.\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nAber auch ein guter Herrscher hat seine\nGrenzen. Die Welt kann ein grausamer\nOrt sein.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x08\x06クロム\nIch weiß nicht, ob ich helfen kann, aber wenn\nIhr ein Ohr braucht, will ich es Euch gerne\nleihen und zuhören.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06クロム\nManchmal schlägt das Unglück zu, und alles,\nwas man tun kann, ist, sich auf einen Freund\nzu stützen.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nHey, Chrom, Ihr kommt genau richtig. Ich wollte\ngerade trainieren. Lust auf einen Kampf zum\nAufwärmen?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06クロム\nDas ist Musik in meinen Ohren, Saphir.\nLegen wir los!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch weiß, ich bin Soldatin, aber ich frage mich\ntrotzdem, wie viele meiner Bekannten ohne\ndiesen Krieg noch am Leben wären.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06クロム\nWir können die Gefallenen nicht zurückholen.\nAber ich helfe Euch gerne, jene zu beschützen,\ndie noch leben.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nHe, warum gehen wir nicht in die Stadt? Wir\nholen uns was zu trinken und stoßen auf unsere\nFreundschaft an. Das wird großartig.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06クロム\nDas ist sicher nett gemeint, aber Ihr wisst\nschon, dass ich nichts trinken und noch nicht\neinmal einen Becher halten kann, oder?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nAch, ist doch egal. Hauptsache, wir machen uns\neine schöne Zeit. Und bringt Daraen mit.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06クロム\nGut, überredet. Ich schnappe mir Daraen, und\nwir gehen richtig schön feiern.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIhr und Daraen habt so vielen Leuten geholfen,\nwährend Ihr hier wart. Wir schulden Euch\nso viel.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06クロム\nWir leihen nur unsere Stärke. Die Fähigkeit\neines Emblems, Gutes zu tun, hängt ganz\nvon seinem Träger ab.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nWar Euer Dämonendrache böse? Ich würde\ngerne von dem Exemplar hören, gegen das Ihr\nund Daraen gekämpft habt. \x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06クロム\nDas ist zu viel, als dass ich allein es erzählen\nkönnte. Doch nächstes Mal bitte ich Daraen,\nmir mit dieser Geschichte zu helfen.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x00\x0C\x06ルフレ\x023\n\x0E\x03\x02\x0A\x08ヴェイル\nIch bin so froh, Euch zu sehen, Daraen.\nSeid Ihr hier, um mir von Eurem\nDämonendrachen zu erzählen?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06ルフレ\nJa. Unser Dämonendrache hat Kontinente\nzerstört und Verzweiflung verbreitet.\nLetztlich waren wir siegreich, jedoch...\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06クロム\nEs war komplizierter als nur Gut und Böse.\nDas Gefäß des Dämonendrachen war uns\nin Freundschaft verbunden.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nIch frage mich, ob dieser Dämonendrache auch\ngelitten hat... Vielen Dank, dass Ihr mir von ihm\nerzählt habt.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nVerzeiht mir, Sir Chrom, doch Konversation zu\nbetreiben ist nicht gerade eine meiner Stärken.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06クロム\nKeine Sorge. Ich bin auch nicht gerade der\nGesprächigste.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nIhr scheint scharfes Essen zu lieben. Allein\nder Anblick Eures Mittagessens trieb Daraen\nund mir die Tränen in die Augen.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nVerzeiht, ich werde meine Mahlzeiten in Zukunft\nnicht mehr in der Nähe Eures Armrings zu mir\nnehmen.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nHerrin Veyle hat mehr als genug Trauer\ndurchleben müssen. Deswegen habe ich\ngeschworen, für sie zu kämpfen.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nMit Eurer Hilfe, Sir Chrom, hege ich die\nHoffnung auf eine Zukunft, die heller strahlt\nals die Gegenwart.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06クロム\nDer Weg wird nicht leicht, aber ich werde\nEuch auf Schritt und Tritt begleiten.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06クロム\nWas immer sich uns auf unserem Weg zum\nFrieden entgegenstellt – wir werden es\ngemeinsam überwinden.\x0E\x04\x00\x00
