MSID_Hp_5	KP +5
MSID_H_LueurEngage_Dragon	Initiiert die Einheit den Kampf und\nbesiegt sie den Gegner, erhält der\nBündnispartner +4 auf alle Status-\nwerte, während sie verbunden sind.\nDrache: Zusätzlich +1 auf alle Werte.
MSID_H_LueurEngage_Coop	Initiiert die Einheit den Kampf und\nbesiegt sie den Gegner, erhält der\nBündnispartner +4 auf alle Status-\nwerte, während sie verbunden sind.\nAssistent: Zusätzlich +2 auf Stä.
MSID_H_LueurEngage_Horse	Initiiert die Einheit den Kampf und\nbesiegt sie den Gegner, erhält der\nBündnispartner +4 auf alle Status-\nwerte, während sie verbunden sind.\nBerittene: Zusätzlich +2 auf Beh.
MSID_H_LueurEngage_Covert	Initiiert die Einheit den Kampf und\nbesiegt sie den Gegner, erhält der\nBündnispartner +4 auf alle Status-\nwerte, während sie verbunden sind.\nVerstohlene: Zusätzlich +2 auf Ges.
MSID_H_LueurEngage_Heavy	Initiiert die Einheit den Kampf und\nbesiegt sie den Gegner, erhält der\nBündnispartner +4 auf alle Status-\nwerte, während sie verbunden sind.\nGepanzerte: Zusätzlich +2 auf Ver.
MSID_H_LueurEngage_Fly	Initiiert die Einheit den Kampf und\nbesiegt sie den Gegner, erhält der\nBündnispartner +4 auf alle Status-\nwerte, während sie verbunden sind.\nFlieger: Zusätzlich +2 auf Res.
MSID_H_LueurEngage_Magic	Initiiert die Einheit den Kampf und\nbesiegt sie den Gegner, erhält der\nBündnispartner +4 auf alle Status-\nwerte, während sie verbunden sind.\nMystische: Zusätzlich +2 auf Mag.
MSID_H_LueurEngage_Prana	Initiiert die Einheit den Kampf und\nbesiegt sie den Gegner, erhält der\nBündnispartner +4 auf alle Status-\nwerte, während sie verbunden sind.\nQi-Adept: Zusätzlich +2 auf Glk.
MSID_LueurEngageAtk	Drachenschlag
MSID_H_LueurEngageAtk	Erlaubt 2 Angriffe gegen einen\nbenachbarten Gegner – mit einem\nSchwert und einem mächtigen\nMagiestrahl.
MSID_H_LueurEngageAtk_Dragon	Erlaubt 2 Angriffe gegen einen\nbenachbarten Gegner – mit einem\nSchwert und einem mächtigen\nMagiestrahl.\nDrache: Fügt Schaden +20 % zu.
MSID_H_LueurEngageAtk_Coop	Erlaubt 2 Angriffe gegen einen\nbenachbarten Gegner – mit einem\nSchwert und einem mächtigen\nMagiestrahl. – Assistent: +X auf den\nSchwertangriff (X = 20 % der Stä.)
MSID_H_LueurEngageAtk_Magic	Erlaubt 2 Angriffe gegen einen\nbenachbarten Gegner – mit einem\nSchwert und einem mächtigen\nMagiestrahl. – Mystische: +X auf den\nMagiestrahl (X = 20 % der Mag.)
MSID_H_LueurEngageAtk_Prana	Erlaubt 2 Angriffe gegen einen\nbenachbarten Gegner – mit einem\nSchwert und einem mächtigen\nMagiestrahl.\nQi-Adept: Bricht den Gegner.
MSID_H_LueurEngageAtk_CMD	Schwert/Magie als Kombo.
MSID_LueurEngageAtk_p	Bündnisschlag
MSID_H_LueurEngageAtk_p	Erlaubt der Einheit und ihrem\nBündnispartner einen Schwertangriff\ngefolgt von einem Magiestrahl\nauf benachbarten Gegner.
MSID_H_LueurEngageAtk_p_Dragon	Erlaubt der Einheit und ihrem\nBündnispartner einen Schwertangriff\ngefolgt von einem Magiestrahl\nauf benachbarten Gegner.\nDrache: Fügt Schaden +20 % zu.
MSID_H_LueurEngageAtk_p_Coop	Erlaubt der Einheit und ihrem\nBündnispartner einen Schwertangriff\ngefolgt von einem Magiestrahl\nauf benachbarten Gegner.\nAssistent: Stä. +20 % auf Schwert.
MSID_H_LueurEngageAtk_p_Magic	Erlaubt der Einheit und ihrem\nBündnispartner einen Schwertangriff\ngefolgt von einem Magiestrahl\nauf benachbarten Gegner.\nMystische: Mag. +20 % auf Ma.strahl.
MSID_H_LueurEngageAtk_p_Prana	Erlaubt der Einheit und ihrem\nBündnispartner einen Schwertangriff\ngefolgt von einem Magiestrahl\nauf benachbarten Gegner.\nQi-Adept: Bricht den Gegner.
MSID_H_LueurEngageAtk_p_CMD	Angriff mit Bündnispartner.
MSID_PrivateSkill_Lueur	Göttl. Inspiration
MSID_H_PrivateSkill_Lueur	Benachbarte Verbündete fügen\n+3 Schaden zu und erleiden\n-1 Schaden.
MSID_PrivateSkill_Vandre	Weiße Pflicht
MSID_H_PrivateSkill_Vandre	Befindet sich die Einheit neben\n\x0E\x0A\x00\x10\x06dem\x06der \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin, erhalten beide\nKrit. +5 im Kampf.
MSID_PrivateSkill_Clan	Grüner Glaube
MSID_H_PrivateSkill_Clan	Befindet sich die Einheit neben\n\x0E\x0A\x00\x10\x06dem\x06der \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin, erhalten beide\nTrf. +10 im Kampf.
MSID_PrivateSkill_Fran	Roter Jubel
MSID_H_PrivateSkill_Fran	Befindet sich die Einheit neben\n\x0E\x0A\x00\x10\x06dem\x06der \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin, erhalten beide\nAw. +10 im Kampf.
MSID_PrivateSkill_Alfred	Selbstverbesserer
MSID_H_PrivateSkill_Alfred	Verwendet die Einheit „Warten“,\nohne anzugreifen oder Items zu\nverwenden, erhält sie Stä. +2\nfür 1 Zug.
MSID_PrivateSkill_Boucheron	Zu Tränen gerührt
MSID_H_PrivateSkill_Boucheron	Beteiligt sich ein Verbündeter\nwährend des Kampfes dieser Einheit\nan einem Koop-Schlag, fügt die\nEinheit +2 Schaden zu.
MSID_PrivateSkill_Atie	Energiegeladen
MSID_H_PrivateSkill_Atie	Verwendet die Einheit ein Item, um\nKP zu heilen, erhält sie Stä. +2 für\n1 Runde.
MSID_PrivateSkill_Celine	Sanfte Blume
MSID_H_PrivateSkill_Celine	Erholungsitems, die von Verb. im\nUmfeld von 2 Feldern verwendet\nwerden, heilen KP +50 %.
MSID_PrivateSkill_Chloe	Feenvolk
MSID_H_PrivateSkill_Chloe	Sind im Umkreis von 2 Feldern\n1 männlicher Verbündeter und\n1 weibliche Verbündete benachbart,\nfügt die Einheit +2 Schaden zu.
MSID_PrivateSkill_Louis	Bewunderung
MSID_H_PrivateSkill_Louis	Sind im Umkreis von 2 Feldern\n2 weibliche Verbündete benachbart,\nerleidet die Einheit -2 Schaden im\nKampf.
MSID_PrivateSkill_Diamand	Fairer Kampf
MSID_H_PrivateSkill_Diamand	Initiiert die Einheit den Kampf,\nerhalten sie und der Gegner Trf. +15,\nund der Gegner kann einen\nGegenangriff ausführen.
MSID_PrivateSkill_Umber	Ehrgeiziger Held
MSID_H_PrivateSkill_Umber	Befinden sich keine Einheiten im\nUmkreis von 1 Feld zur Einh. oder\nihrem Gegner, erhält sie Trf. +20\nund erleidet Aw. -10 im Kampf.\n
MSID_PrivateSkill_Jade	Meditation
MSID_H_PrivateSkill_Jade	Verwendet die Einheit „Warten“,\nohne anzugreifen oder Items zu\nverwenden, erhält sie Res. +2 für\n1 Zug.
MSID_PrivateSkill_Staluke	Ich beschütze dich
MSID_H_PrivateSkill_Staluke	Wird ein Verbündeter innerhalb von\n2 Feldern angegriffen, erhält die\nEinheit Stä. +3 für 1 Runde.
MSID_PrivateSkill_Lapis	Geteilte Ausbeute
MSID_H_PrivateSkill_Lapis	Befindet sich innerhalb 1 Feldes\num die Einheit ein Verbündeter,\nerhält sie Trf./Aw. +10 und erleidet\nKrit. -10.
MSID_PrivateSkill_Citrinica	Großzügigkeit
MSID_H_PrivateSkill_Citrinica	Verwendet diese Einheit ein Heil-\nmittel, wird auch bei benachbarten\nVerbündeten die gleiche Menge KP\nwiederhergestellt.
MSID_PrivateSkill_Ivy	Zielstrebigkeit
MSID_H_PrivateSkill_Ivy	Während eines Kampfes mit einem\nGegner, mit dem die Einheit davor\nzuletzt gekämpft hat, erhält die\nEinheit Trf. +20.
MSID_PrivateSkill_Zelkova	Nicht so... ganz...
MSID_H_PrivateSkill_Zelkova	Initiiert der Gegner den Kampf,\nerleidet dieser Trf. -10.
MSID_PrivateSkill_Kagetsu	Blendender Blitz
MSID_H_PrivateSkill_Kagetsu	Initiiert die Einheit den Kampf,\nfügt sie dem Gegner im Kampf\nAw. -10 zu.
MSID_PrivateSkill_Hortensia	Großes Ego
MSID_H_PrivateSkill_Hortensia	Verwendet die Einheit einen\nHeilstab, erhält sie Rw. +1.
MSID_PrivateSkill_Rosado	Pure Niedlichkeit
MSID_H_PrivateSkill_Rosado	Ist der Gegner männlich, fügt die\nEinheit ihm im Kampf Aw. -20 zu.
MSID_PrivateSkill_Goldmary	Lieblicher Seufzer
MSID_H_PrivateSkill_Goldmary	Ist der Gegner männlich, fügt die\nEinheit ihm im Kampf Trf. -20 zu.
MSID_PrivateSkill_Misutira	Solmer Lärmtröte
MSID_H_PrivateSkill_Misutira	Gegner im Umkreis von 3 Feldern\nerleiden Krit. -5.
MSID_PrivateSkill_Merin	Ritter-Eskorte
MSID_H_PrivateSkill_Merin	Befinden sich mindestens 2 weib-\nliche Verbündete im Umkreis von\n2 Feldern, erhalten die Einheit und\ndiese Verbündeten Trf./Aw. +5.
MSID_PrivateSkill_Panetone	Blutige Wut
MSID_H_PrivateSkill_Panetone	Sind die KP der Einheit nach dem\nKampf unter 100 %, erhält sie\nKrit. +10, solange ihre KP unter\n100 % bleiben.\n
MSID_PrivateSkill_Fogato	Charmeur
MSID_H_PrivateSkill_Fogato	Während eines Kampfes mit einem\nGegner, mit dem die Einheit davor\nzuletzt gekämpft hat, fügt die Einheit\ndem Gegner Krit. -10 zu.
MSID_PrivateSkill_Pandoro	Partylöwe
MSID_H_PrivateSkill_Pandoro	Verleiht einen Bonus auf Trf. und\nAw. = 3x die Anzahl der Verbün-\ndeten und Gegner im Umkreis von\n2 Feldern.
MSID_PrivateSkill_Bonet	Nachschlag?
MSID_H_PrivateSkill_Bonet	Nimmt die Einheit eine Ration\nzu sich, kann sie eventuell die\ngleiche Speise noch mal erhalten.\nChance in % = Glk.
MSID_PrivateSkill_Anna	Bombengeschäft
MSID_H_PrivateSkill_Anna	Die Einheit erhält eventuell 500 G,\nwenn sie einen Gegner besiegt.\nChance in % = Glk.
MSID_PrivateSkill_Jean	Expertise
MSID_H_PrivateSkill_Jean	Verleiht der Einheit einen erhöhten\nStatuswertezuwachs beim Level Up.
MSID_PrivateSkill_Yunaka	Kunst des Tötens
MSID_H_PrivateSkill_Yunaka	Befindet sich die Einheit auf einem\nGelände, das ihr einen Aw.-Bonus\ngewährt, erhält sie Trf. +15.
MSID_PrivateSkill_Seadas	Mysteriöser Tanz
MSID_H_PrivateSkill_Seadas	Zu Beginn der Runde werden bei\nVerbündeten im Umkreis von\n2 Feldern zur Einheit 10 % ihrer\nmaximalen KP wiederhergestellt.
MSID_PrivateSkill_Linden	Waffenexperte
MSID_H_PrivateSkill_Linden	Ist die Einheit im Kampf mit einer\nWaffe ausgerüstet, deren Level\nniedriger ist als der der gegnerischen\nWaffe, erhält sie im Kampf Krit. +20.
MSID_PrivateSkill_Saphir	Siegeswille
MSID_H_PrivateSkill_Saphir	Sind die KP der Einheit bei Kampf-\nbeginn ≦ 50 %, erhält sie im Kampf\nTrf./Aw. +20.
MSID_PrivateSkill_Veyre	Dämonenschutz
MSID_H_PrivateSkill_Veyre	Benachbarte Verbündete fügen +1\nSchaden zu und erleiden -3 Schaden.
MSID_PrivateSkill_Mauve	In Gedanken
MSID_H_PrivateSkill_Mauve	Verwendet die Einheit „Warten“,\nohne anzugreifen oder Items zu\nverwenden, erhält sie Ver. +2 für\n1 Zug.
MSID_JobSkill_SwordMaster	Durchlauf
MSID_H_JobSkill_SwordMaster	Erlaubt der Einheit, einen benach-\nbarten Gegner anzugreifen und sich\ndanach auf das Feld gegenüber dem\nGegner zu bewegen.
MSID_H_JobSkill_SwordMaster_CMD	Angriff & durch Gegner laufen.
MSID_JobSkill_BraveHero	Tapferer Helfer
MSID_H_JobSkill_BraveHero	Sind die KP der Einheit = 100 %,\nwährend die Einheit einen Koop-\nSchlag ausführt, greift sie zweimal\nan.
MSID_JobSkill_Halberdier	Zangenangriff
MSID_H_JobSkill_Halberdier	Initiiert die Einheit den Kampf, wenn\nsich ein Verbündeter auf der gegen-\nüberliegenden Seite des Gegners\nbefindet, führt sie einen Folgeangriff\naus, sofern die Waffe es zulässt.
MSID_JobSkill_RoyalKnight	Reparatur
MSID_H_JobSkill_RoyalKnight	Hat die Einheit mindestens 11 KP\nund befindet sich neben einem\nVerbündeten, der nach dem Kampf\nunter „Bruch“ leidet, opfert sie\n10 KP u. entfernt d. „Bruch“-Status.
MSID_JobSkill_Berserker	Schmetterschlag+
MSID_H_JobSkill_Berserker	Führt die Einheit einen Schmetter-\nschlag aus, stößt sie das Ziel\n2 Felder weit weg (statt 1 Feld).
MSID_JobSkill_Warrior	Gnadenlos
MSID_H_JobSkill_Warrior	Die Einheit fügt Gegnern mit dem\nStatus „Bruch“ +50 % Schaden zu.
MSID_JobSkill_Sniper	Konzentration
MSID_H_JobSkill_Sniper	Verleiht der Einheit im Kampf gegen\neinen Gegner, der nicht kontern\nkann, Krit. +10.
MSID_JobSkill_BowKnight	Zielsicherheit
MSID_H_JobSkill_BowKnight	Initiiert die Einheit den Kampf,\nohne sich vorher bewegt zu haben,\nerhält sie im Kampf Trf. +40.
MSID_JobSkill_General	Rochade
MSID_H_JobSkill_General	Erlaubt der Einheit, den Platz mit\neinem benachbarten Verbündeten\nzu tauschen.
MSID_H_JobSkill_General_CMD	Den Platz mit Verb. tauschen.
MSID_JobSkill_GrateKnight	Verteidigungshilfe
MSID_H_JobSkill_GrateKnight	Befindet sich die Einheit zwischen\neinem Verbündeten und einem\nGegner, verringert sich ihr erlittener\nSchaden im Kampf gegen diesen\nGegner um 3.
MSID_JobSkill_Paladin	Drehung
MSID_H_JobSkill_Paladin	Erlaubt es der Einheit, sich auf\ndie gegenüberliegende Seite eines\nbenachbarten Verbündeten zu\nbewegen.
MSID_H_JobSkill_Paladin_CMD	Neben einen Verb. ziehen.
MSID_JobSkill_WolfKnight	Lahmheit
MSID_H_JobSkill_WolfKnight	Initiiert die Einheit den Kampf und\nverwendet dabei ein Messer, fügt sie\ndem Gegner Bew. -2 für 1 Runde zu.
MSID_JobSkill_GriffinKnight	Freier Weg
MSID_H_JobSkill_GriffinKnight	Das Feld, auf dem sich die Einheit\nbefindet, und benachbarte Felder\nerhalten Bewegungskosten von 1\nfür alle Verbündeten.
MSID_JobSkill_DragonKnight	Luftangriff
MSID_H_JobSkill_DragonKnight	Initiiert die Einheit den Kampf von\neinem Feld aus, das vom Gegner\nnicht besetzt werden kann, erhält sie\nim Kampf Ges. +5.
MSID_JobSkill_Thief	Passieren
MSID_H_JobSkill_Thief	Die Einheit wird in ihrer Bewegung\nnicht durch Gegner behindert.
MSID_JobSkill_Sage	Magieharmonie
MSID_H_JobSkill_Sage	Initiiert die Einheit den Kampf und\nverwendet dabei ein Buch, erhält\nsie Angr. +X.\nX = Anzahl der benachbarten\nVerbündeten mit Buch.
MSID_JobSkill_MageKnight	Chaosstil
MSID_H_JobSkill_MageKnight	Initiiert die Einheit den Kampf und\nverwendet eine andere Schadensart\nals der Gegner (physischer/\nmagischer Schaden), erhält sie\nim Kampf Ges. +3.
MSID_JobSkill_MasterMonk	Weite Heilung
MSID_H_JobSkill_MasterMonk	Wird die Einheit durch einen Stab\ngeheilt, werden bei allen benachbar-\nten Verbündeten 50 % der KP\nwiederhergestellt, die die Einheit\nerhalten hat.
MSID_JobSkill_HighPriest	Selbstheilung
MSID_H_JobSkill_HighPriest	Die Einheit kann Heilstäbe auf sich\nselbst anwenden.
MSID_JobSkill_DragonKing	Göttlicher Geist
MSID_H_JobSkill_DragonKing	Die Bündnisleiste der Einheit wird\num einen Schritt verringert.
MSID_JobSkill_ShadowPrincess	Dämonengeist
MSID_H_JobSkill_ShadowPrincess	Zu Beginn jeder Runde füllt sich die\nBündnisleiste um +1.
MSID_JobSkill_ShadowDragon	Dunkler Geist
MSID_H_JobSkill_ShadowDragon	Zu Beginn der Runde reduziert sich\ndie Bündnisleiste von Gegnern\ninnerhalb von 2 Feldern um -1.
MSID_JobSkill_Avenir	Goldener Lotus
MSID_H_JobSkill_Avenir	Während des Kampfes kann der\nphysische Schaden, der erlitten\nwird, um 50 % reduziert sein.\nChance in % = Beh.
MSID_JobSkill_Fleurage	Ignus
MSID_H_JobSkill_Fleurage	Während des Kampfes können\nMagieattacken 50 % der Stä. hinzu-\ngewinnen – oder 50 % der Mag. den\nanderen Attacken hinzugefügt\nwerden. Chance in % = Beh.
MSID_JobSkill_Successeur	Sonne
MSID_H_JobSkill_Successeur	Die Einheit kann KP = 50 % des\nzugefügten Schadens erhalten.\nChance in % = Beh.
MSID_JobSkill_Tirailleur	Mond
MSID_H_JobSkill_Tirailleur	Der Kampf kann so verlaufen, als ob\nder Gegner Ver./Res. -50 % erlitten\nhätte.\nChance in % = Beh.
MSID_JobSkill_Lindwurm	Zupackende Leere
MSID_H_JobSkill_Lindwurm	Greift die Einheit mit einem Buch\nan, kann sie zusätzlichen Schaden\n= 50 % des gegnerischen Mag.-Werts\nzufügen.\nChance in % = Beh.
MSID_JobSkill_Sleipnir	Weltenbaum
MSID_H_JobSkill_Sleipnir	Verwendet die Einheit einen Stab,\nkann es sein, dass die Anwendung\nnicht als verbraucht gezählt wird.\nChance in % = Beh.
MSID_JobSkill_Pitchfork	Sandsturm
MSID_H_JobSkill_Pitchfork	Greift die Einheit mit einer physi-\nschen Attacke an, kann der Schaden\nmit 150 % von Ver. statt Stä. zuge-\nfügt werden. Chance in % = Beh.
MSID_JobSkill_Cupido	Gleichfalls
MSID_H_JobSkill_Cupido	Kontert die Einheit, kann sie\nzusätzlichen Schaden zufügen\n= 50 % des erlittenen Schadens.\nChance in % = Beh.
MSID_JobSkill_Melusine	Seelenklinge
MSID_H_JobSkill_Melusine	Greift die Einheit mit einem Schwert\nan, berechnet sich der zugefügte\nSchaden anhand des Durchschnitts-\nwerts der gegnerischen Ver. und\nRes.
MSID_JobSkill_Dancer	Derwischtanz
MSID_H_JobSkill_Dancer	Setzt die Einheit „Tanzen“ ein,\nerhält das Ziel Beh./Ges./Glk. +3 für\n1 Runde.
MSID_MarthRing_Sheeda	Mitgefühl
MSID_H_MarthRing_Sheeda	Initiiert der Gegner den Kampf und\nsind die KP der Einheit ≦ 50 %,\nerleidet sie Schaden -5.
MSID_MarthRing_Nabarl	Tödliche Klinge
MSID_H_MarthRing_Nabarl	Initiiert die Einheit den Kampf mit\neinem Schwert, erhält sie Krit. +10\nim Kampf.
MSID_SigludRing_Celice	Kampferfahrung
MSID_H_SigludRing_Celice	Initiiert die Einheit den Kampf und\nbesiegt einen Gegner, erhält sie jedes\nMal Krit. +1. Der Bonus gilt bis zum\nEnde der Schlacht. (Max. +10)
MSID_SigludRing_Diadora	Heilung
MSID_H_SigludRing_Diadora	Die Einheit erholt sich in jeder\nRunde um 5 KP.
MSID_CelicaRing_Alm	Windfeger
MSID_H_CelicaRing_Alm	Initiiert die Einheit den Kampf mit\neinem Schwert, kann der Gegner\neventuell nicht kontern.\nChance in % = Glk.
MSID_CelicaRing_Mae	Großer Donner
MSID_H_CelicaRing_Mae	Setzt die Einheit Donner,\nElfendonner oder Thoron ein, fügt\nsie Schaden + 20 % zu.
MSID_MicaiahRing_Sothe	Verderben
MSID_H_MicaiahRing_Sothe	Kann die KP des Gegners auf 1\nreduzieren.\nChance in % = halbe Beh.\n(Bestimmte Gegner sind gegen\ndiesen Effekt immun.)
MSID_MicaiahRing_Erincia	Barmherzigkeit
MSID_H_MicaiahRing_Erincia	Fügt die Einheit dem Gegner einen\neigentlich tödlichen Schaden zu,\nüberlebt dieser mit 1 KP.
MSID_RoyRing_Lilina	Wütendes Feuer
MSID_H_RoyRing_Lilina	Verwendet die Einheit Feuer, Elfen-\nlicht oder Bolganone, fügt sie\nSchaden +20 % zu.
MSID_RoyRing_Dieck	Starker Arm
MSID_H_RoyRing_Dieck	Ist die Einheit mit einer Schmetter-\nwaffe ausgerüstet, erhält sie\nTrf. +20.
MSID_LeafRing_Fin	Arkanum
MSID_H_LeafRing_Fin	Würde die Einheit durch einen\nAngriff besiegt werden, kann sie dem\ngegn. Angriff ausweichen.\nChance in % = Glk. (Max. 50 %)
MSID_LeafRing_Olwen	Fataler Donner
MSID_H_LeafRing_Olwen	Initiiert die Einheit den Kampf,\nwährend sie mit Donner ausgerüstet\nist, kann sie einen 2. Angriff ausfüh-\nren. (Ausgenommen: Elfendonner\nund Thoron.)
MSID_LucinaRing_Chrom	Wahre Regentin
MSID_H_LucinaRing_Chrom	Fügt allen Fähigkeiten, die eine\n„Chance“ beinhalten, +5 % zu dieser\nChance hinzu.
MSID_LucinaRing_Lissa	Hände auflegen
MSID_H_LucinaRing_Lissa	Heilt die Einheit einen Verbündeten\nmit einem Stab, werden beim Ziel\n+5 KP wiederhergestellt.
MSID_LinRing_Eliwod	Mitziehen
MSID_H_LinRing_Eliwod	Erlaubt es der Einheit, sich 1 Feld\nvon einem benachbarten Verbün-\ndeten zu entfernen und diesen\nmitzuziehen.
MSID_H_LinRing_Eliwod_CMD	Einh. & Verb. über 1 Feld ziehen.
MSID_LinRing_Nino	Giga-Excalibur
MSID_H_LinRing_Nino	Initiiert die Einheit den Kampf mit\nExcalibur, fügt sie Schaden +20 %\nzu.
MSID_IkeRing_Senerio	Wind-Adept
MSID_H_IkeRing_Senerio	Initiiert die Einheit den Kampf,\nwährend sie mit Wind ausgerüstet\nist, kann sie zweimal angreifen.\nChance in % = Beh. (Gilt nicht für\nElfenwind und Excalibur.)
MSID_IkeRing_Wayu	Stoß
MSID_H_IkeRing_Wayu	Erlaubt es der Einheit, einen\nbenachbarten Verbündeten mit\ngeringerer Fig. 1 Feld\nzurückzustoßen.
MSID_H_IkeRing_Wayu_CMD	Leichteren Verb. 1 Feld weit\nstoßen.
MSID_BylethRing_Edelgard	Leuchtende Blume
MSID_H_BylethRing_Edelgard	Initiiert die Einheit den Kampf,\nfriert sie den Gegner ein.\nChance in % = zugefügter\nGesamtschaden.
MSID_BylethRing_Dimitri	Paraselene
MSID_H_BylethRing_Dimitri	Erlaubt der Einheit, sich nach der\nAusführung einer Attacke gegen\neinen benachbarten Gegner 1 Feld\nvom Gegner zu entfernen.
MSID_H_BylethRing_Dimitri_CMD	Angreifen, dann wegbewegen.
MSID_BylethRing_Claude	Windgott
MSID_H_BylethRing_Claude	Sind die KP der Einheit = 100 %,\nerhält sie mit dem Bogen Reich-\nweite +1.
MSID_KamuiRing_Marks	Ritterlichkeit
MSID_H_KamuiRing_Marks	Initiiert die Einheit den Kampf und\nsind die KP des Gegners = 100 %,\nfügt sie +2 Schaden zu und erleidet\n-2 Schaden.
MSID_KamuiRing_Ryoma	Bushido
MSID_H_KamuiRing_Ryoma	Wenn der Lv. der Einheit höher ist\nals der des Gegners, erhält sie im\nKampf Krit. +10, fügt +2 Schaden zu\nund erleidet -2 Schaden.
MSID_EirikRing_Marica	Exitus
MSID_H_EirikRing_Marica	Trifft die Einheit den Gegner mit\neinem kritischen Treffer, wird der\nGegner sofort besiegt.\nChance in % = 30. (Ausnahme:\nBestimmte mächtige Gegner.)
MSID_EirikRing_Heanius	Volltreffer
MSID_H_EirikRing_Heanius	Initiiert die Einheit den Kampf,\nlandet sie garantiert einen Treffer.\nChance in % = Beh.
MSID_SpecialRing_Alfonse	Agr. anspornen
MSID_H_SpecialRing_Alfonse	Verleiht benachbarten Verbündeten\nAgr. +2.
MSID_SpecialRing_Sharena	Ver. stärken
MSID_H_SpecialRing_Sharena	Verleiht benachbarten Verbündeten\nfür 1 Zug Ver. +2 zu Beginn der\nSpielerphase.
MSID_SpecialRing_Anna	Res. ansporn.
MSID_H_SpecialRing_Anna	Verleiht benachbarten Verbündeten\nRes. +2.
MSID_SombreBarrier1	Dämonenwall
MSID_H_SombreBarrier1	Barriere, von Dunklen Emblemen\nerrichtet. Hebt „Effektiv gegen:\nDämonendrachen“ auf und verhin-\ndert für die Einheit 50 % des zu\nerleidenden Schadens.
MSID_SombreBarrier2	Dämonenwall+
MSID_H_SombreBarrier2	Barriere, von Dunklen Emblemen\nerrichtet. Hebt „Effektiv gegen:\nDämonendrachen“ auf und verhin-\ndert für die Einheit 70 % des zu\nerleidenden Schadens.
MSID_SombreBarrier3	Dämonenwall++
MSID_H_SombreBarrier3	Barriere, von Dunklen Emblemen\nerrichtet. Hebt „Effektiv gegen:\nDämonendrachen“ auf und verhin-\ndert für die Einheit 85 % des zu\nerleidenden Schadens.
MSID_SombreBarrier4	Dämonenwall+++
MSID_H_SombreBarrier4	Barriere, von Dunklen Emblemen\nerrichtet.\nHebt „Effektiv gegen: Dämonen-\ndrachen“ auf und verhindert allen\nSchaden für die Einheit.
MSID_SombreBarrier1_Normal	Dunkler Wall
MSID_H_SombreBarrier1_Normal	Barriere, von Dunklen Emblemen\nerrichtet. Verhindert für die Einheit\n20 % des zu erleidenden Schadens.
MSID_SombreBarrier2_Normal	Dunkler Wall+
MSID_H_SombreBarrier2_Normal	Barriere, von Dunklen Emblemen\nerrichtet. Verhindert für die Einheit\n40 % des zu erleidenden Schadens.
MSID_SombreBarrier3_Normal	Dunkler Wall++
MSID_H_SombreBarrier3_Normal	Barriere, von Dunklen Emblemen\nerrichtet. Verhindert für die Einheit\n60 % des zu erleidenden Schadens.
MSID_SombreBarrier4_Normal	Dunkler Wall+++
MSID_H_SombreBarrier4_Normal	Barriere, von Dunklen Emblemen\nerrichtet. Verhindert für die Einheit\n80 % des zu erleidenden Schadens.
MSID_ChainAttackDamageWeaken	Bandbrecher
MSID_H_ChainAttackDamageWeaken	Reduziert die Genauigkeit von\ngegnerischen Koop-Schlägen auf\n30 %. Reduziert erlittenen Schaden.
MSID_SnakeVenom	Vergiftete Klinge
MSID_H_SnakeVenom	Initiiert die Einheit den Kampf,\nfügt sie dem Gegner nach dem\nKampf Schaden = X zu.\n(X = 20 % der max. KP des\nGegners.)
MSID_SighOfDeath	Wilder Hieb
MSID_H_SighOfDeath	Initiiert die Einheit den Kampf,\nerleiden Gegner im Umkreis von\n2 Feldern nach dem Kampf Schaden.\nSchadenshöhe = jeweils 20 %\nihrer max. KP.
MSID_SwordKilling	Schwertbrecher
MSID_H_SwordKilling	Sind die KP der Einheit zu Beginn\ndes Kampfes ≧ 50 % und ist der\nGegner mit einem Schwert ausgerüs-\ntet, kann die Einheit einen Folgean-\ngriff ausführen, der Gegner nicht.
MSID_LanceKilling	Lanzenbrecher
MSID_H_LanceKilling	Sind die KP der Einheit zu Beginn\ndes Kampfes ≧ 50 % und ist der\nGegner mit einer Lanze ausgerüstet,\nkann die Einheit einen Folgeangriff\nausführen, der Gegner nicht.
MSID_AxeKilling	Axtbrecher
MSID_H_AxeKilling	Sind die KP der Einheit zu Beginn\ndes Kampfes ≧ 50 % und ist der\nGegner mit einer Axt ausgerüstet,\nkann die Einheit einen Folgeangriff\nausführen, der Gegner nicht.
MSID_MagicKilling	Zauberbrecher
MSID_H_MagicKilling	Sind die KP der Einheit zu Beginn\ndes Kampfes ≧ 50 % und ist der\nGegner mit einem Buch ausgerüstet,\nkann die Einheit einen Folgeangriff\nausführen, der Gegner nicht.
MSID_BowKilling	Bogenbrecher
MSID_H_BowKilling	Sind die KP der Einheit zu Beginn\ndes Kampfes ≧ 50 % und ist der\nGegner mit einem Bogen ausgerüs-\ntet, kann die Einheit einen Folgean-\ngriff ausführen, der Gegner nicht.
MSID_KnifeKilling	Messerbrecher
MSID_H_KnifeKilling	Sind die KP der Einheit zu Beginn\ndes Kampfes ≧ 50 % und ist der\nGegner mit einem Messer ausgerüs-\ntet, kann die Einheit einen Folgean-\ngriff ausführen, der Gegner nicht.
