MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nEs tut gut, dass wir reden können, nachdem\nich so eine lange Zeit schweigend über Euch\ngewacht habe, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nDu und deine Schwester steht euch recht nah,\nnicht wahr? Ihr vertraut euch, auch wenn ihr\nvoneinander getrennt seid.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nJepp, meine Familie steht sehr eng zusammen.\nGanz egal, wo wir auch sind, in unseren Herzen\nsind wir stets miteinander verbunden.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nWie ich hörte, hat Timerra das ganze Königin-\nreich bereist und draußen gelagert. Bist du\nauch schon mal auf diese Weise gereist?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nSicher. Ich bin früher als Wächter herumgereist.\nEin Freund aus der Zeit denkt, ich würde genau\nwie der Prinz aussehen.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nDie meisten aus dem Volk kennen die königliche\nFamilie nur von Porträts. Sie wissen nicht, dass\nich der Prinz bin.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06マルス\nAh, und du hast sie auch noch nicht darüber\naufgeklärt. Du bist in der Tat ein sehr unge-\nwöhnlicher Prinz, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nDich habe ich also neulich singen gehört. Du\nhast eine schöne Stimme. Ich würde gerne mehr\nhören.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nLord Marth! Ihr habt zugehört?! Ich habe ein\nGebet an \x0E\x0A\x00\x10\x06den\x06die \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin gesungen, das ist\nalles.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nDie Ringkammer ist recht trostlos, oder?\nIch könnte das ganz leicht mit wenigen\nUmgestaltungen ändern.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06マルス\nDas ist eine gute Idee. Du hast die Kirche deiner\nFamilie ebenfalls neu gestaltet, richtig? Wie ich\nhörte, wurde das positiv aufgenommen.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nIch hätte niemals gedacht, dass ich mal an der\nSeite eines Drachen kämpfen würde. Ein Leben\nin Verehrung führt dazu? Seltsames Schicksal.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06マルス\nIst es das Schicksal, das uns leitet? Ich kann es\nnicht mit Sicherheit sagen, aber es fühlt sich an,\nals habe uns das Schicksal zusammengeführt.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nUnd dafür bin ich dankbar! Wir müssen bald\nein Festessen veranstalten, es sei denn, dies\nwäre respektlos.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06マルス\nGewiss nicht. Ich würde gerne an einem Fest\nteilnehmen, vor allem, wenn ich dich dann\nwieder singen hören kann.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIch habe mir sagen lassen, dass du die köstlich-\nsten Gerichte zubereitest. Du bist also ein Koch\nund ein Ritter? Das ist wahrlich beeindruckend.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nKochen ist meine Leidenschaft. Vielleicht könnt\nIhr mir ja eines Tages ein Rezept aus Eurer Welt\nbeibringen?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x06\x04ボネ\nEmbleme seien nicht in der Lage, etwas zu\nessen, so sagte man mir. Ich bedaure, dass\nich Euch nicht zu einem Mahl einladen kann.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06マルス\nDas muss es nicht, Bunet. Zu sehen, wie\nalle deine Kochkünste genießen, wird mir\nFreude genug sein.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nWie ich hörte, versuchst du, das Gasthaus\ndeiner Eltern wiederaufzubauen. Es wurde von\nBanditen zerstört?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nJa. Ich erlebte schreckliche Zeiten. Aber mein\nlieber Freund Fogado... er war meine Rettung.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nEr machte mich zu seinem persönlichen Koch\nund Ritter. Ich schulde dem Prinzen mein\nganzes Leben.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06マルス\nAlso seid ihr beide durch Essen und Freund-\nschaft verbunden. Das sind wirklich wunderbare\nBande.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIch war besorgt, wie du dich wohl im Kampf\nschlagen würdest, aber du hast dich als zuver-\nlässige Verbündete bewiesen, Anna.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nIch bin ziemlich gut im Umgang mit der Axt,\nvon all dem Holz, das ich schlage. Und für dich\nheißt es Lady Anna!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nDu sollest mal in mein Dorf kommen, wenn all\ndas Kämpfen vorbei ist! Wir schmeißen dann\neine große Party für dich!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06マルス\nEs würde mich freuen zu sehen, woher du\nstammst. Ich habe gehört, dort fände jeden Tag\nein Fest statt.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nGute Neuigkeiten! Heute ist der offizielle\n„Marth-Anna-Freundschaftstag“!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06マルス\nEin Ereignis, das man sich merken sollte. Aber\nwarum ein Feiertag?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nWeil das bedeutet, dass eine Party stattfinden\nwird! Außerdem hilft es mir dabei, dich niemals\nzu vergessen!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06マルス\nNun, ich fühle mich geehrt, gefeiert zu werden.\nAber ich würde mich auch ohne Feiertag liebe-\nvoll an dich erinnern.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nEs ist mein Traum, Arzt zu sein, so wie mein\nVater. Die Leute werden auch nach dem Krieg\nkrank.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06マルス\nIch bin sicher, du wirst ein hervorragender Arzt,\nJean. Ich kann es kaum erwarten, bis dein\nTraum sich erfüllt.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nIch weiß, dass ich noch kein richtig ausgebil-\ndeter Arzt bin, aber ich werde hier für mich\neinen Platz finden. Es muss einen geben.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06マルス\nEs erstaunt mich, wie geschickt du sogar die\nschwersten Verletzungen behandelst. Wir\nalle setzen auf dich, Jean.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nPuuuh... Jeder ist so schonungslos mit sich\nim Kampf. Ich komme bei all den Verletzungen\nkaum nach.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06マルス\nIch verstehe, dass es schwer für dich ist. Aber\nman muss über sich hinauswachsen, um die\nHerausforderung zu bestehen, so wie du es tust.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nDas stimmt. Und es ist ja nicht so, als würde ich\nnicht für etwas kämpfen. Meine Heimat, die\nTeefelder, meine Freunde...\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06マルス\nDu gibst uns, was uns im Krieg vorwärts gehen\nlässt. Wir schätzen deine Arbeit sehr.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIhr verwendet manchmal recht ungewöhnliche\nWörter, Yunaka. Wo genau habt Ihr die aufge-\nschnappt?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, nirgends. Ich bin einzigartig! Wollt Ihr es\nmal ausprobieren? Sprecht mir nach...\nSuperduper!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nSagt mir... Glaubt Ihr, dass es so etwas wie\neinen Neustart gibt?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06マルス\nJeder hat es in sich, sich zu ändern. Alles, was\nes braucht, ist Entschlossenheit, damit es\npassiert.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nSagt, Marth... Was würdet Ihr tun, wenn Ihr\nerfahrt, dass ich in der Vergangenheit etwas\nSchreckliches getan habe?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06マルス\nNichts. Es steht mir nicht zu, Eure Vergangen-\nheit zu beurteilen, Yunaka. Ich vertraue der\nPerson, die Ihr jetzt seid.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nIhr vertraut mir? Was habe ich denn jemals\ngetan, um das zu verdienen?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06マルス\nJemand von schlechtem Charakter würde so\neine Frage niemals so ernsthaft stellen.\nDas genügt mir.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nDanke, dass Ihr Corrins Ring beschützt habt,\nSeadall. Wenn ich es richtig verstehe, so seid\nIhr ein berühmter Tänzer.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nIch muss zugeben, dass ich einen gewissen\nRuf dahingehend besitze. Aber die Karten sagen\nmir, dass auch Ihr ziemlich berühmt seid, Marth.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nIch liebe es, Orte zu besuchen, an denen ich\nnoch nie zuvor war. Sagt mir, Marth, wie ist\nes dort, wo Ihr herkommt?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06マルス\nEs ist gar nicht so verschieden von der Welt\nhier, wirklich. Es ist schön dort. Ich hatte dort\neine Freundin, die so wie Ihr für uns getanzt hat.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nMein Tanz ist fast so gut wie der meines\nMeisters. Und doch fühle ich mich seiner noch\nnicht würdig.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x08\x06マルス\nEuer Meister muss ein unglaublicher Tänzer\ngewesen sein. Das erkenne ich an der Art, wie\nIhr Euch bewegt.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nEr hat mir so viel gegeben. Aber er ist zu den\nSternen am Himmel gegangen – und ich werde\nihm niemals etwas zurückgeben können.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06マルス\nEuer Tanz erfreut jeden um Euch herum – und\ndies wird sicherlich sogar von den Sternen aus\nzu sehen sein.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIch hörte, dass Ihr ein exzellenter königlicher\nSoldat seid. Ich bin dankbar, Euch an meiner\nSeite zu haben.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nJede Seele hier hilft dabei mit, Elusia Frieden\nzurückzubringen. Auch ich muss meinen Teil\nbeitragen!\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08リンデン\nWenn Ihr meiner Fähigkeiten bedürft, lasst es\nmich wissen. Mithilfe von Donner Törtchen zu\nbacken, ist eine Spezialität von mir!\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06マルス\nWas für eine faszinierende Art, Magie zu\nverwenden! Eure Talente werden selbst in\nFriedenszeiten gefragt sein.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIst das ein Porträt, was Ihr Euch da anseht?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nJa, es zeigt meine verstorbene Frau. Ich habe\nes stets bei mir, wo immer ich auch bin.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nIst sie nicht bezaubernd? Ich bin stolz, dass ich\ndieser wunderbaren Frau die besten Jahre\nmeines Lebens geschenkt habe.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06マルス\nDas solltet Ihr auch sein. Ich kann meine\nLiebste im Moment nicht sehen, aber ich fühle\nsie, ihre Verbindung mit mir.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIhr habt Brodia schon so lange verteidigt. Ich\nverlasse mich auf Eure Erfahrung.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nザフィーア\nIhr kämpft nun mit uns, das bedeutet, Ihr kämpft\nauch für Brodia. Ihr könnt meine Dankbarkeit\nvoraussetzen.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nWürdet Ihr wohl irgendwann mal mit mir einen\nÜbungskampf bestreiten? Ich möchte mit dem\nstärksten Gegner trainieren.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06マルス\nRuft mich einfach, wann immer Ihr wollt. Es\nwäre mir eine Ehre.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nIch bin einem Fischerdorf aufgewachsen. Ein\nfriedlicher Ort... Bis Elusia einfiel und meine\nFamilie tötete.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06マルス\nIch kenne diesen Schmerz gut. Ist das der\nGrund, warum Ihr eine königliche Soldatin\ngeworden seid?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nNein, das war schon immer mein Traum. Ich\nhätte mir gewünscht, dass meine Eltern mich\nso sehen könnten, aber... hier bin ich.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06マルス\nDie Gefühle für Eure Familie haben zu unserem\nTreffen geführt – und dafür bin ich dankbar.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nIch danke Euch dafür, Marth, dass Ihr an meiner\nSeite kämpft. Vor allem, wenn man bedenkt,\nwas ich vorher getan habe.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06マルス\nEntschuldigt Euch nicht. Ihr habt einen guten\nCharakter. Von nun an werden wir gemeinsam\nkämpfen.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nManchmal frage ich mich schon, ob es wirklich\nin Ordnung für mich ist, hier zu sein. Was ist...\nwenn ich dazu bestimmt bin, allein zu sein?\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06マルス\nOh Veyle, stellt Euer Hiersein niemals infrage.\nJedem von uns seid Ihr lieb und teuer.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nEndlich weiß ich, wie es sich anfühlt, glücklich\nzu sein, Marth. Zum ersten Mal in meinem\nLeben fühle ich mich dazugehörig.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06マルス\nIhr habt so viel durchgemacht. Aber nun seid\nIhr umgeben von Verbündeten und Freunden.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nIch danke Euch für die netten Worte. Ich hoffe\neinfach... dass auch Ihr in mir eine Freundin\nseht.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x08\x06マルス\nDas tue ich. Und unsere Freundschaft wird\newig währen. Ihr werdet niemals wieder allein\nsein, Veyle.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nIch bin dankbar für Eure Loyalität. Mit Euch an\nmeiner Seite kann ich für meine Vergehen\nbüßen.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06マルス\nIhr seid ein Krieger mit aufrechtem Herzen.\nIch bin stolz, mit Euch gemeinsam für den\nFrieden zu kämpfen.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nIch komme aus dem Königreich Firene. Dort\nhabe ich gelernt, jene zu wertschätzen, die mir\nnahe sind.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06マルス\nGenau diese Gefühle haben Veyle vor der\nDunkelheit gerettet. Ich bin froh, dass du hier\nbist.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nMilady Veyle ist in letzter Zeit gut gelaunt.\nDieser Ort tut ihr sichtlich gut.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06マルス\nVeyle kann sich glücklich schätzen, Eure\nFreundschaft und Unterstützung zu haben.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nWir haben so viel mehr Verbündete als in der\nVergangenheit – und dafür bin ich sehr dankbar.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06マルス\nDie Bande, die wir heute knüpfen, bereiten den\nWeg in unsere Zukunft. Wir werden den Weg\ngemeinsam gehen, mein Freund.\x0E\x04\x00\x00
