MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nChe strano... Non è da molto che combattiamo\nassieme, eppure sento che ci capiamo.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nHo sentito che sei un po' brusco e maldestro.\nNon ti avvicinare! La mia merce non è ancora\na prova di Chrom!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06クロム\nOh, non preoccuparti. Non romperei niente\nstando solo a guardare... Almeno credo.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nTu hai delle sorelle, vero, Chrom? Non ti\nmancano?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06クロム\nPenso spesso a loro, ma spero di poterle\nrivedere un giorno. Il dovere prima di tutto,\nperò.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nBen detto. Anche io mi domando spesso come\nstiano le mie sorelle e se sono in pensiero per\nme.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06クロム\nNon dev'essere facile trovarti lontana dalla tua\nfamiglia. Se ti senti sola ci siamo io e Daraen,\nricordatelo.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nSo che sei un bambino, ma sei particolarmente\npiccino. E delicato, come mia sorella.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nNon sono piccino! Sono in fase di crescita e ben\npresto sarò alto come te, capito?\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nIl tuo talento in medicina è impressionante,\nJean. Scommetto che anche Daraen ne rimarrà\ncolpito.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nMi piacerebbe molto sentire cosa ha da dire il\ntuo stratega. Potrebbe insegnarmi molto sulla\nmedicina di campo.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nUno dei miei compagni sapeva preparare dei\nmedicinali, ma ammetto che la tua maestria è\ninsuperabile.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nWow, davvero? Delle medicine di un altro\nmondo... Sono proprio curioso. Quali erbe\nusava?\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06クロム\nDelle erbe verdi e un po' lanose... Servivano\na preparare una medicina per lo stomaco.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nDi erbe verdi e lanose ce ne sono molte in giro.\nAndiamo a cercarle! Niente pause finché non\nle avremo trovate!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ユナカ\nVi ringrazio per avermi salvato la pelle, Chrom.\nEro praticamente circondata!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06クロム\nNon c'è problema. Ma come hai fatto a ritrovarti\nin quella situazione? Cosa stavi combinando?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nLa tua collezione di armi rare è invidiabile.\nCosa te ne fai di tutte quelle armi?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, niente. Sono solo appassionata di oggetti\nappuntiti. A proposito, potrei dare un'occhiata\nalla vostra spada?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nNon sei una guerriera qualunque, Yunaka. Me\nne sono accorto da un po'. Ma chi sei, allora?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nIo? Nessuno di speciale. Sono solo una ragazza\nche ama le armi e si diverte a fare imitazioni.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06クロム\nVa bene. Non volevo immischiarmi. Sappi, però,\nche se hai voglia di confidarti con qualcuno, io\nci sono.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nOh, sto a posto così. Ma grazie del pensiero,\nChrom.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nSei un ballerino? Conoscevo una persona timida\nche avrebbe fatto carte false per scoprire il\nsegreto del tuo successo.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nDi' a questa persona che chiunque può\ndiventare ciò che vuole. L'ho letto nelle carte.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08セアダス\nOggi le stelle sono propizie all'apprendimento.\nPotresti insegnarmi le tecniche di divinazione\ndel tuo mondo?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06クロム\nDunque, c'era chi leggeva il futuro nei fiori...\ne poi c'era uno strano vecchio che valutava\nla compatibilità delle unità.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nLa tua danza ha un non so che di affascinante.\nDevi esserti allenato molto per padroneggiarla.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nHo studiato tanto, con grande impegno.\nMa è stato il mio defunto mentore a insegnarmi\na danzare.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nE per ripagarlo, voglio incantare il mio\npubblico sia in battaglia, sia sul palco.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06クロム\nSono sicuro che la bellezza della tua danza\narrivi anche al tuo mentore.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nMmmh... Un ultimo ingrediente e ho finito, se\nsolo riuscissi a ricordarmi dove l'ho messo.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06クロム\nPerdonami, ma credo che tu ce l'abbia in mano.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nLa magia non è utile solo in battaglia, può avere\ngli impieghi più disparati, come cuocere le torte.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06クロム\nÈ incredibile quanti usi creativi tu abbia trovato.\nSei un grande esperto in materia, ne deduco.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08リンデン\nIl mio re era estremamente devoto al popolo. Ci\nha sempre messi al centro delle sue priorità,\npersino alla fine dei suoi giorni.\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nPurtroppo, ci sono cose di fronte a cui anche\nuna buona guida può ben poco. Il mondo sa\nessere un luogo crudele.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x08\x06クロム\nNon so se posso fare molto a riguardo, ma se\nhai bisogno di sfogarti, ti ascolto.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06クロム\nA volte, nelle avversità, l'unica consolazione\nè poter contare sui propri amici.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nEhi, Chrom, capiti a fagiolo. Stavo per iniziare\nl'allenamento. Ti va un duello di riscaldamento?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06クロム\nMusica per le mie orecchie, Saphir. In guardia!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nSono una soldata, certo, ma mi domando come\nsarebbe la mia vita senza la guerra. Forse, molte\npersone sarebbero ancora vive.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06クロム\nPurtroppo non possiamo riportare in vita i\ncaduti, ma prometto che ti aiuterò a proteggere\nchi è ancora tra noi.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nザフィーア\nPerché non facciamo un salto in città?\nPotremmo brindare alla nostra amicizia.\nSarebbe divertente.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06クロム\nApprezzo l'idea, ma sai che non posso bere o\nneanche tenere in mano un bicchiere, vero?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nE che problema c'è? Possiamo comunque\npassare del tempo assieme. Invitiamo anche\nDaraen, già che ci siamo.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06クロム\nVa bene, mi hai convinto. Vado a chiamare\nDaraen e poi possiamo uscire un po'.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nNel vostro tempo qui tra noi, tu e Daraen avete\ngià aiutato moltissime persone. Ve ne siamo\nriconoscenti.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06クロム\nNon siamo noi emblemi a decidere come usare\nil nostro potere. Non facciamo altro che\nprestarlo a chi ci controlla.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nVorrei che mi parlassi del Drago Maligno che\nsconfiggeste tu e Daraen. Era malvagio?\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06クロム\nQuesta è una storia che richiede tempo.\nLa prossima volta porterò anche Daraen,\ncosì mi aiuterà a raccontarla.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x00\x0C\x06ルフレ\x023\n\x0E\x03\x02\x0A\x08ヴェイル\nMi fa piacere vederti, Daraen. Sei qui per\nparlarmi del Drago Maligno?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06ルフレ\nSì. Il nostro Drago Maligno aveva distrutto interi\ncontinenti, seminando panico e disperazione.\nAlla fine lo sconfiggemmo, ma...\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06クロム\nNon era una semplice dicotomia tra bene e\nmale. Il Drago Maligno dimorava nel corpo di\nun caro amico.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nMi domando se anche quel Drago Maligno abbia\nsofferto... Vi ringrazio per avermi raccontato\nquesta storia.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nMi scuso in anticipo, ser Chrom. Le\nconversazioni non sono il mio forte.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06クロム\nNon preoccuparti, neanche io sono bravo con le\nchiacchiere.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nSembra che ti piaccia il cibo piccante, eh?\nIl tuo pasto di oggi ha fatto lacrimare gli occhi\na me e Daraen.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nAh, chiedo scusa. Terrò il bracciale lontano\nda quello che mangio, la prossima volta.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle ha vissuto tanti momenti dolorosi.\nEcco perché ho giurato di combattere per lei.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nE grazie al tuo aiuto, ser Chrom, spero che\nil futuro sia più radioso del presente.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06クロム\nNon sarà un percorso facile, ma ti starò accanto\na ogni passo.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06クロム\nE se troveremo degli ostacoli tra noi e la pace,\nli elimineremo insieme a testa bassa.\x0E\x04\x00\x00
