MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSei il cuore di questo gruppo. Mi impegnerò\naffinché non ti accada nulla di male.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nOh, hai incontrato le mie sorelle? Se vuoi\ncoccolarmi, compra qualcosa della mia merce!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nE così usi l'ascia, Anna? Anch'io. Eheh. Siamo\nfatte l'una per l'altra, a quanto pare.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nLe asce sono ottime armi, ma si possono usare\nanche per tagliare la legna! Il risparmio è\ngarantito!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVendi parecchi oggetti interessanti, Anna.\nPurtroppo, non ho denaro con me.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nUna donna d'affari come me non può regalare\nniente, ma gli emblemi non hanno soldi. Uhm...\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nAh, ecco! Raccontami storie sul tuo mondo.\nTroverò un modo per farci soldi, prima o poi.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06カミラ\nAllora, ti racconterò delle storie che possano\nessere di gradimento per la tua clientela.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDev'essere faticoso fare da medico per un\nesercito intero! Se hai bisogno di aiuto, chiedi\npure.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nCamilla, hai qualche abilità di cura? Potrei\navere bisogno di te, quando sono a corto di\nenergie.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTi ammalerai se continui ad affaticarti così.\nÈ importante concedersi un po' di riposo.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nSarebbe davvero un guaio se si ammalasse il\ndottore. Mi berrò un tè con calma, allora. Vuoi\ntenermi compagnia?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ジャン\nTi prendi sempre cura di me. Grazie mille. Così\nposso concentrarmi ancora di più sul mio sogno\ndi diventare un bravo medico.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06カミラ\nPer me è sempre un piacere prendermi cura dei\nbambini. Sono sicura che diventerai un medico\nfantastico.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06カミラ\nCerca solo di non strafare. Se ti senti stanco,\nnon avere paura di chiedermi aiuto.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nSei bravissima ad assicurarti che mi prenda il\ndovuto riposo. Ho molto da imparare da te.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nSiete formidabile in battaglia, Camilla. Dovrò\nrimboccarmi le maniche, se voglio stare al\npasso!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06カミラ\nAmmiro la tua dedizione, ma non sminuirti.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nNon mi stanco mai di sentire i vostri racconti\nsul Nohr. Mi viene da piangere, di fronte a tanto\neroismo!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06カミラ\nMi fa piacere che ti piacciano le mie storie.\nMa ora perché non mi racconti qualcosa tu?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nUna delle mie attendenti era un'ex assassina.\nDietro la sua aria austera, si nascondeva una\ngrande gentilezza.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nDovete essere di vedute aperte, se avete\nassunto un'assassina. Ma come mai vi è venuta\nin mente proprio ora?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06カミラ\nNessun motivo in particolare. Non sembri\nentusiasta di parlare di te, quindi stavo solo\ncercando di riempire il silenzio.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nOh... che gentile da parte vostra. Non mi viene\nfacile parlare del mio passato, ma forse potrei\nprovarci.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nInteressante la tua tecnica di divinazione.\nFai delle offerte di cibo e leggi le carte, dico\nbene?\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nOh, in realtà cercavo di prevedere cosa mi\nsuccederebbe mangiando tutto quel cibo.\nDi solito non faccio offerte.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nBisogna fornire il giusto nutrimento al proprio\ncorpo. A me piacciono la carne e la frutta.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nNon temere, assumo la giusta quantità di\nenergia. Ecco, lascia che ti mostri quanto può\nessere vivace la mia danza.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nLa tua danza è appassionata, ma al contempo\ndelicata. Mi ricorda uno spettacolo a cui\nassistetti in Nohr.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nAllora esisteva il teatro, nel tuo mondo.\nSei brava a ballare, Camilla?\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x08\x06カミラ\nMe la cavo. Una delle mie sorelle era persino\npiù brava. Sapeva anche cantare molto bene.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08セアダス\nRaccontami di lei mentre danziamo. Anche se\nsei un emblema, possiamo ballare insieme.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nMi incuriosiscono i fenomeni naturali del tuo\nmondo. Potrei farti qualche domanda?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06カミラ\nMa certo. Mi fa piacere che le mie conoscenze\nsul Nohr siano utili alla tua ricerca. Da dove\ncominciamo?\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nSo che tieni molto alla tua famiglia. Vuoi vedere\nla mia? Ho qui un ritratto.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06カミラ\nQuesta era tua moglie? Sembra adorabile. Sono\ncontenta che tu abbia questo bellissimo ritratto\nper richiamarla alla memoria.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nHo una domanda sulla magia della gravità che\npadroneggia tuo fratello... È vera quella cosa\nsugli alberi?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x08\x06カミラ\nParli di Brynhildr? Sì, quando la usava\nnascevano dei meli nelle vicinanze.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nIncredibile. Ora sarei proprio curioso di scoprire\nse le mele di quegli alberi sarebbero buone per\nfare una torta.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06カミラ\nNon ci ho mai pensato, ma se rivedrò mio\nfratello gli chiederò di darmi delle mele.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nザフィーア\nPiacere di conoscerti, Camilla. Io sono Saphir,\nun tempo mercenaria, ora soldata reale.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06カミラ\nPiacere mio. Sono proprio contenta di lavorare\ncon una persona così forte e competente.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nザフィーア\nDimmi un po'. Com'è che una principessa come\nte riesce a essere così efferata in battaglia?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06カミラ\nDirei che mi viene naturale. Quando vedo le\npersone a cui tengo in pericolo, vado su tutte\nle furie.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSi sa che i mercenari combattono per soldi.\nMi chiedevo... Ti lasceresti corrompere dal\nnemico?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nザフィーア\nForse in una situazione diversa, ma non in\nquesta. Non è da me chiudere un occhio di\nfronte alla malvagità.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nLa forza richiede virtù. Più divento forte, più\nè importante che io sia dalla parte giusta.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06カミラ\nNoto con piacere che il tuo cuore è forte tanto\nquanto il resto del corpo. Mi hai convinta, mi\nfido di te.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nEra da un po' che speravo di scambiare due\nparole con te. Sui fratelli, su di te... su tutto.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヴェイル\nNe sarei proprio contenta! Abbiamo tanto di cui\nparlare. Da cosa cominciamo?\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nCon te sento di poter parlare di tutto. Spero solo\ndi non darti fastidio...\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06カミラ\nChe fastidio? No, ci mancherebbe. Anche a\nme piace chiacchierare con te, e non mi\nstancherei mai di farlo.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nApprezzo sempre di più le nostre conversazioni,\nCamilla. Non saprei più farne a meno.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06カミラ\nSembra quasi una frase degna di Corrin... Non\ntemere. Non me ne vado da nessuna parte.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06カミラ\nUna volta coltivato, un legame è per sempre, a\nprescindere dalla distanza. Ricordatelo.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nVa bene... me ne ricorderò. E mi ricorderò anche\ndi te, Camilla. Ormai sei una mia cara amica.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nSe avessi dei problemi a combattere accanto a\nun traditore, lo capirei, lady Camilla.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06カミラ\nOh, non è così, non temere. Mi fido di te, ma se\nci tradirai sappi che la mia vendetta sarà\nraccapricciante.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nMi viene stranamente semplice aprirmi con te.\nStai usando qualche magia, per caso?\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06カミラ\nNo, assolutamente. Ho solo molta esperienza\nnell'ascoltare gli altri. Prego, approfittane\nquanto vuoi.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nSei proprio saggia, lady Camilla. Credo che\ndipenda da tutte le avversità che dovesti\naffrontare.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06カミラ\nSarei saggia, eh? Ma che complimento gentile.\nAnche tu non sei estraneo alle avversità, però.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06カミラ\nSe vuoi che tutti siano felici, Mauvier, forse\ndovresti cominciare da te stesso.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nHo un luogo dove riposare e più amici di quanti\nne meriti. Mi considero già estremamente\nfortunato.\x0E\x04\x00\x00
