MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nMi fa piacere che possiamo parlare un po',\ndopo che ho vegliato su di te così a lungo,\n\x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nQuando la guerra finirà devi venire a visitare\nil mio villaggio! Faremo una bella festa per te!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06マルス\nMi piacerebbe vedere da dove vieni. Ho sentito\nche ogni giorno c'è una festa dalle tue parti.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nBuone notizie! Oggi si celebra l'anniversario\ndell'amicizia tra Anna e Marth!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06マルス\nUna ricorrenza degna di essere festeggiata.\nMa come mai vuoi farne un giorno festivo?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nPerché così possiamo fare una festa!\nE poi mi aiuterà a non dimenticarti mai!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06マルス\nBeh, sono onorato di essere festeggiato.\nMa anche senza una festività, io non ti\ndimenticherò mai.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nSogno di seguire le orme di mio padre e\ndiventare un dottore. Anche quando finirà\nla guerra, la gente continuerà ad ammalarsi.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06マルス\nDiventerai sicuramente un bravo medico, Jean.\nAspetto il giorno in cui potrai realizzare il tuo\nsogno.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nSo che non posso ancora essere considerato\nun dottore a tutti gli effetti. Ma qui almeno\nposso rendermi utile.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06マルス\nRiesci a curare abilmente anche le ferite più\ngravi. Contiamo tutti su di te, Jean.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nStanno tutti combattendo al massimo delle\nloro forze. Riesco a fatica a curare tutti i feriti.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06マルス\nCapisco che sia difficile per te, ma metticela\ntutta, proprio come stanno facendo loro.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nCerto, anch'io ho qualcosa per cui combattere.\nLa mia casa, i miei campi di tè, i miei amici...\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06マルス\nSenza le tue cure non potremmo andare avanti.\nApprezziamo tutti il tuo lavoro, Jean.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nHai uno strano modo di parlare, Yunaka.\nViene da un luogo in particolare?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, da nessuna parte. Io sono unica! Volete\nprovare? Ripete insieme a me... "Yurrà!"\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nDitemi... Credete che nella vita sia possibile\nricominciare da capo?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06マルス\nTutti hanno il potenziale per cambiare. Quello\nche serve è la determinazione per farlo.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nSentite, Marth, cosa fareste se scopriste che ho\nfatto cose deplorevoli nel mio passato?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06マルス\nNiente. Non sta a me giudicare il tuo passato,\nYunaka. Ho fiducia nella persona che conosco\nadesso.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nAvete fiducia in me? Cosa ho fatto mai per\nmeritarmela?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06マルス\nUna persona spregevole non farebbe una\ndomanda del genere con così tanta franchezza.\nE questo mi basta.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nGrazie per esserti occupato dell'anello di Corrin,\nSeadall. E così sei un famoso ballerino.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nAmmetto che ho una buona fama. Ma le stelle\nmi dicono che anche tu sei famoso, Marth...\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nMi piace visitare luoghi che non ho mai visto.\nDimmi, Marth, com'è il tuo mondo?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06マルス\nNon tanto diverso da qui, in realtà. È un bel\nposto. Avevo anche un'amica che ballava per\nnoi come fai tu.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nCredo di aver quasi raggiunto il livello del mio\nmaestro per quanto riguarda la danza. Tuttavia,\nnon mi sento ancora alla sua altezza.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x08\x06マルス\nIl tuo maestro doveva essere un ballerino\ndavvero incredibile. Si vede da come ti muovi.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nMi ha dato così tanto. Ora è lassù tra le stelle e\nnon potrò mai ripagarlo per i suoi insegnamenti.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06マルス\nLa tua danza porta gioia intorno a te e di sicuro\nanche lui lo può vedere da lassù.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nMi hanno detto che sei un bravo soldato reale.\nTi sono grato di combattere al mio fianco.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nTutti qui fanno del loro meglio per riportare\nla pace in Elusia. Anch'io devo fare la mia parte.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08リンデン\nSe hai bisogno delle mie abilità, dimmi pure.\nCuocere dolci con la magia del tuono è la mia\nspecialità!\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06マルス\nQuante applicazioni affascinanti si possono\ntrovare per la magia! Il tuo talento sarà molto\nrichiesto, anche in tempi di pace.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nÈ un ritratto quello che stai osservando?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nSì, un ritratto della mia compianta moglie.\nLo porto sempre con me, dovunque vada.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nNon trovi che sia bella? Sono orgoglioso di\naver passato gli anni migliori della mia vita\ncon questa donna meravigliosa.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06マルス\nCome è giusto che sia. Anche io non posso\nvedere la persona che amo, ma la sento sempre\nvicina, legata a me.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nÈ da molto tempo che difendi la Brodia.\nFarò affidamento sulla tua esperienza.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nザフィーア\nOra sei dei nostri e ciò significa che difendi\nanche la Brodia. Te ne sono grata.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nTi andrebbe di fare un duello con me?\nMi piace allenarmi con gli avversari più forti.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06マルス\nChiamami pure quando vuoi. Sarebbe un onore.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nSono cresciuta in un villaggio di pescatori.\nUn posto molto tranquillo... finché non arrivò\nl'Elusia e uccise la mia famiglia.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06マルス\nConosco questo dolore. È per questo che\ndecidesti di diventare una soldata reale?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nNo, è sempre stato il mio sogno. Vorrei che\ni miei genitori fossero vivi per vedermi adesso...\nMa non c'è molto da fare.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06マルス\nL'amore per la tua famiglia ti ha guidata fino\na me e di questo sono molto felice.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nGrazie, Marth, per combattere al mio fianco.\nSoprattutto considerati i miei trascorsi.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06マルス\nNon scusarti. Sei una brava persona. D'ora in\navanti combatteremo insieme.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nA volte mi domando se ho diritto a stare qui.\nForse dovrei stare sola...\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06マルス\nOh, Veyle, non mettere in discussione il tuo\nposto qui. Sei preziosa per tutti noi.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nFinalmente so cosa significa essere felici, Marth.\nPer la prima volta nella vita, sento di aver\ntrovato il mio posto.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06マルス\nHai affrontato tante difficoltà. Ma ora sei\ncircondata da alleati e amici.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nGrazie per le tue parole gentili. Spero solo...\nche anche tu mi consideri un'amica.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x08\x06マルス\nCerto. E la nostra amicizia durerà per sempre.\nNon dovrai mai più essere sola, Veyle.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nTi ringrazio per la tua lealtà. Con te al mio\nfianco, potrò espiare il mio passato.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06マルス\nSei un guerriero con un buon cuore e sono\norgoglioso di unirmi alla vostra causa.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nIo vengo dal regno di Firene. Lì ho imparato\nad apprezzare le persone che mi sono vicine.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06マルス\nSentimenti come questo hanno salvato Veyle.\nMi fa piacere averti qui.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle sembra di buon umore ultimamente.\nQuesto posto le fa bene.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06マルス\nVeyle è fortunata ad avere la tua amicizia\ne il tuo supporto.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nAbbiamo molti più compagni di prima.\nNon potrei desiderare di meglio.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06マルス\nI legami di oggi sono la base per costruire il\nnostro futuro. Lo realizzeremo insieme, Mauvier.\x0E\x04\x00\x00
