MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMi fa davvero piacere stringere amicizia con un\naltro Drago Divino. Abbiamo così tanto da dirci!\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nSembriamo coetanei, ma tu hai molti più anni\ndi me, vero?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04チキ\nHo vissuto a lungo, è vero, ma non tutto\nquel tempo l'ho trascorso da sveglia. Non\nfare caso alla mia età, diventiamo amici!\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nSono timido, ma spero di imparare qualcosa\nda te. Tu fai amicizia con tutti, vero?\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04チキ\nMi piace la gente, tutto qui. E non ho problemi\nné a parlare né ad ascoltare!\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nNon sei stata sveglia a lungo, ma sei riuscita\na diventare una forza della natura. Sei fortissima\nanche da sola.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x06\x04チキ\nAnche tu ti dai molto da fare, e senza aiuto.\nTrovo che sia ammirevole!\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nGrazie. Ho ancora molto da imparare... ma\nl'impegno non mi manca. Presto diventerò\ngrande, vedrai!\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x06\x04チキ\nSarai un bravo dottore, Jean, me lo sento.\nE sarò testimone del tuo successo!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ユナカ\nSarete stanca di sentirvi dire che siete graziosa,\nTiki.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04チキ\nIhih... No, dai. Se vuoi dirmelo, non farti\nproblemi!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nSenti qua, Yunaka, che te ne pare?\nYurrà!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nOooh! Ho il batticuore. Siete stata incredibile!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ユナカ\nRiuscite sempre a trasmettere allegria.\nQuando vi vedo, mi sento meglio.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04チキ\nSono felice solo quando sono in mezzo alla\ngente. Quando sono sola, mi viene da piangere.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nAh, succede anche a voi? Come vi capisco...\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04チキ\nBeh, ora ci possiamo aiutare a vicenda.\nNon dovremo più preoccuparci di essere sole.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08セアダス\nPersino il Drago Divino di un altro mondo può\nballare... Dovrò ringraziare le stelle per la buona\nsorte.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04チキ\nRingraziare le stelle? Io adoro le stelle!\nMi piace come brillano, così vivaci, vero?\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nSai leggere il futuro, vero, Seadall?\nMi faresti le carte?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nNaturalmente. Uhm... La Stella, dritta.\nIl tuo cuore sincero ti condurrà verso un futuro\nradioso.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nQuando ti vedo ballare, il mio cuore batte\nall'impazzata. Mi viene voglia di unirmi alla\ndanza.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nSono lieto che la mia danza ti trasmetta tutto\nciò. L'ho imparata dal mio maestro, per questo\nmi è molto cara.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nVorrei mostrartene un'altra altrettanto speciale,\nper farti capire quanto apprezzi la nostra\namicizia.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x06\x04チキ\nOh, davvero? Una danza speciale! Che gioia!\nBalliamo insieme ogni giorno, d'ora in poi!\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nCos'hai lì, Lindon? Sento un buon profumo!\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nSto preparando una torta con la magia del\ntuono. Vuoi aiutarmi?\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08リンデン\nMi ricordi un po' i miei figli quando erano\npiccoli. Ora sono tutti cresciuti, ovviamente.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x06\x04チキ\nSono sicura che siano delle brave persone.\nSpero di diventare come loro, da grande!\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nAssomigli a Ban-Ban. È come un nonno per me!\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nNon me ne stupisco affatto. Ho molti nipoti,\ninfatti.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nE sono proprio come te, Tiki. Allegri e pieni\ndi vita. Forse un giorno li rivedrò...\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x06\x04チキ\nMa certo che li rivedrai! E poi, i tuoi cari\nnon sono mai lontani, sono sempre dentro\nal tuo cuore!\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nNon dovrei meravigliarmi di quanto tu sia forte\nnonostante il tuo aspetto così giovane, Tiki.\nIn fondo sei un Drago Divino.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x06\x04チキ\nGrazie, Saphir! Faccio del mio meglio!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nAl mio villaggio si pescava del pesce\nbuonissimo. Ti piace il pesce?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x06\x04チキ\nCerto, e anche la carne. E non dimentichiamo\nle verdure. Ma ora che sono un emblema,\nnon posso mangiare!\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nHo saputo che sei rimasta sola a lungo.\nDev'essere stata dura, senza nessuno\nal tuo fianco.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x06\x04チキ\nEra spaventoso, per certi versi. Ma ora ho\ntutti voi. Non sarò più triste!\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nEheh. Proprio così. Se ti senti sola, fai un\nfischio. Correremo da te in un attimo.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x06\x04チキ\nLo stesso vale per te, Saphir!\nTe lo prometto!\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nTu appartieni alla stirpe dei Draghi Divini, io\na quella dei Draghi Maligni. Vuoi ugualmente\nessere mia amica?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x06\x04チキ\nMa certo! Mi piacerebbe davvero,\nVeyle. Raccontami tutto di te!\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nQuando sono con te, perdo la cognizione del\ntempo. È che non mi stanco mai di parlare.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x06\x04チキ\nLo stesso vale per me! Ci sono così tante\ncose di cui vorrei discutere!\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nVorrei tanto essere tua amica, ma spero di non\npeccare di presunzione.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x06\x04チキ\nMa certo che no! Mi trovo bene con te. Voglio\npassare del tempo assieme.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nGrazie... Ne sono felice.\nSaremo amiche per sempre?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x06\x04チキ\nSì, lo prometto! Per sempre, fino alla fine\ndei tempi!\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06モーヴ\nHo commesso dei peccati imperdonabili, ma\nsono disposto a tutto pur di ottenere la tua\nfiducia.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x06\x04チキ\nSei uno di noi, Mauvier. Mi fido già di te!\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMi piace parlare con te, Mauvier. Posso\nraccontarti di tutto.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nNon c'è bisogno di convenevoli. Mi piace\nascoltare le tue storie, tutto qui.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle mi ha ordinato di riposare, ma\nnon ho idea di come si faccia.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x06\x04チキ\nMmmh... Che ne dici se ci rilassiamo, guardiamo\nle nuvole e chiacchieriamo un po'?\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nSe hai altre storie da raccontare, le ascolto\ncon piacere.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x06\x04チキ\nNe ho moltissime, ma vorrei sentirne\nanche qualcuna delle tue!\x0E\x04\x00\x00
