MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nNon ho mai visto un potere come il tuo, il potere\ndi evocare gli emblemi... Vorrei farlo mio.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nNon sembri molto più grande di me, eppure sei\ncosì tranquilla in battaglia. Ti ammiro per\nquesto.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNon dovresti... E comunque, non sono una\nbambina.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nSei sicura di riposare abbastanza? Il riposo è\nimportante, altrimenti si rischia di farsi del male.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMmmh... E come dovrei fare a riposarmi?\nVuoi prenderti una pausa con me?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nVorrei tanto essere più forte in battaglia. Come\nfaccio a diventare come te, Veronica?\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nCerto che sei strano... Vuoi diventare come me.\nSecondo me sei già forte grazie ai tuoi tanti\namici.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nAnche tu ne hai. Io ti considero un'amica.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nOh... Allora anche io ti considererò mio amico.\nCosì diventeremo più forti insieme.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLa tua parlantina non è un problema, Yunaka,\nma potresti solo... parlare più lentamente?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, scusatemi! È che ho così tanto da dire,\ne così poco tempo per farlo!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ユナカ\nSalve, Veronica! Yurrà! Oggi mi sento\nscoppiettante. E voi, tutto bene?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nA volte quando parlo con te, mi sembra di avere\ndavanti una folla intera.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ユナカ\nSapete, il silenzio e la solitudine non fanno per\nme. Ma forse voi preferite la tranquillità, eh?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNon direi. Detesto stare da sola e il rumore non\nmi dà poi così fastidio.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nAh, davvero? Ma allora dovreste provare a fare\nun po' di chiasso, una volta tanto. Ecco, dite\n"yurrà"!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSembra... divertente, ma non credo di essere\npronta. Potremmo provare insieme.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nSei un ballerino, vero? Mi fai tornare in mente\ni festival di arti sceniche dell'Askr.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nSembra proprio il tipo di festival a cui mi\npiacerebbe assistere.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nNon capisco. Quando balli non riesco a toglierti\ngli occhi di dosso. Chissà perché...\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nAttirare l'attenzione di un altro è il miglior\ncomplimento che ci sia. Che gran soddisfazione.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08セアダス\nPer ringraziarti di tutto quello che fai, ti leggerò\nil futuro. Vediamo... Il Giudizio?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nGiudizio? Oh, cosa vorrà dire...? Se è qualcosa\ndi brutto, non voglio saperlo.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nSignifica "liberazione" o "risveglio". Vuol dire\nche puoi diventare ancora più forte.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSe lo dicono le carte, allora... Desidero davvero\ndiventare più forte, e con il tuo aiuto ci riuscirò.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08リンデン\nAmmira, Veronica. Osserva come riesco a bollire\nquesto intruglio di erba e pietre con un bel...\nTuono!\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTremo al pensiero che un giorno tu possa essere\nevocato nei panni di un eroe.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08リンデン\nForse non si direbbe a vedermi, ma un tempo\nero nella guardia reale. Ma parlami del tuo\ncastello. Vorrei sapere com'era.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSe vuoi posso raccontarti qualcosa, ma in\ncambio voglio sentire anche cos'hai da dirmi tu.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLindon, sembri la persona giusta a cui chiedere.\nSecondo te quali sono le qualità di un buon\nsovrano?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nDipende dal luogo e dal tempo. Il tuo mondo è\nmolto diverso da questo, no?\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nGià, credo che sia così.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nLa tua domanda non ha una risposta lineare, ci\nsono molte variabili da considerare. Per fortuna,\nil tempo non ti manca.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nザフィーア\nConta pure su di me, Veronica. Sarò solo una\nsoldata, ma sono brava a proteggere la gente.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nApprezzo la tua offerta. Spero che avremo\nanche occasione di chiacchierare un po'.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nSei una brava combattente, Saphir. Vorrei che\nmi appartenessi.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nSono al servizio della Brodia ora, ma avrei\naccettato volentieri quando ero una mercenaria.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nザフィーア\nNon posso dire di combattere per il gusto di\nfarlo, ma è necessario per porre fine alla guerra.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nHai ragione. Più la guerra prosegue, più persone\nperdono la vita. Non possiamo permetterlo.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nMi fa piacere sentirtelo dire. I nobili dovrebbero\nsempre mettere il popolo al centro dei propri\npensieri.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nGrazie. E visto che tu fai parte del popolo, ci\nterrei a conoscerti meglio...\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nSo che combattesti contro un gruppo chiamato\nGuardiani di Askr. Chi erano?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNon è una storia allegra, ma se vuoi te la\nracconto...\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nPrima di venire qui ero sola. Ora non più.\nMi piace questo posto.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNeanche a me piace stare da sola. La tua\ncompagnia mi conforta...\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nMi piacerebbe conoscerti meglio, Veronica.\nMagari... potremmo anche diventare amiche!\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVuoi essere mia amica? Davvero? Farebbe\npiacere anche a me.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nMa allora ogni tanto sorridi anche tu. Ti dona\nquesta espressione allegra. Spero che, d'ora in\npoi, sorriderai più spesso!\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nNe sono sicura, con un'amica come te.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06モーヴ\nNon sono ancora del tutto sicuro che un vecchio\nnemico del Drago Divino come me sia il\nbenvenuto qui.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nUna volta mi trovai in una situazione simile. È\ncomplicato quando dei vecchi nemici diventano\nalleati.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06モーヴ\nPer il bene di lady Veyle, posso solo augurarmi\ndi avere fatto la scelta giusta nel momento\ncruciale.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSecondo me sì. Veyle ha fatto molta strada.\nUn po' la invidio...\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nSono contenta di averti al mio fianco, Mauvier.\nSe penso che un giorno ti perderò, mi sento\ntriste.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nIn quanto mortale, prima o poi dovrò\nabbandonarti. È inevitabile. Ma fino a quel\nmomento, potrai contare su di me.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nAnche quando non ci sarò più, il nostro legame\ncontinuerà, se tu lo vorrai.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nAllora lo salvaguarderò per sempre.\x0E\x04\x00\x00
