MSID_Hp_5	PS +5
MSID_H_PrivateSkill_Goldmary	Se il nemico è maschio, subisce\nClp -20 durante lo scontro.
MSID_PrivateSkill_Misutira	Frastuono solmico
MSID_H_PrivateSkill_Misutira	Infligge Trpl -5 ai nemici nel raggio\ndi 3 spazi.
MSID_PrivateSkill_Merin	Scorta cavalleresca
MSID_H_PrivateSkill_Merin	Se nel raggio di 2 spazi ci sono 2 o\npiù alleate femmine, l'unità e le\nalleate ottengono Clp/Scv +5.
MSID_PrivateSkill_Panetone	Furia sanguinosa
MSID_H_PrivateSkill_Panetone	Conferisce Trpl +10 se i PS\ndell'unità non sono al massimo.
MSID_PrivateSkill_Fogato	Fascino
MSID_H_PrivateSkill_Fogato	Se l'unità si scontra nuovamente con\nl'ultimo nemico affrontato, il nemico\nsubisce Trpl -10.
MSID_PrivateSkill_Pandoro	Gran festa
MSID_H_PrivateSkill_Pandoro	Conferisce bonus a Clp e Scv pari al\ntriplo del numero di alleati e nemici\nnel raggio di 2 spazi.
MSID_PrivateSkill_Bonet	Bis culinario
MSID_H_PrivateSkill_Bonet	Mangiando un pasto, l'unità\npuò ottenerne un altro uguale.\nProbabilità: Fort%.
MSID_PrivateSkill_Anna	Soldi facili
MSID_H_PrivateSkill_Anna	L'unità può ottenere 500 monete\nquando sconfigge un nemico.\nProbabilità: Fort%.
MSID_PrivateSkill_Jean	Competenza
MSID_H_PrivateSkill_Jean	Quando l'unità passa a un nuovo\nlivello, i parametri di base crescono\npiù facilmente.
MSID_PrivateSkill_Yunaka	Arte dell'uccisione
MSID_H_PrivateSkill_Yunaka	Conferisce Trpl +15 se l'unità\nattacca da un terreno con bonus Scv.
MSID_PrivateSkill_Seadas	Danza segreta
MSID_H_PrivateSkill_Seadas	All'inizio del turno, gli alleati nel\nraggio di 2 spazi dall'unità\nrecuperano il 10% dei loro PS max.
MSID_PrivateSkill_Linden	Intuito armigero
MSID_H_PrivateSkill_Linden	Se l'unità usa un'arma di livello\nminore del nemico, ottiene Trpl +20\ndurante lo scontro.
MSID_PrivateSkill_Saphir	Voglia di vincere
MSID_H_PrivateSkill_Saphir	Se l'unità ha il 50% dei PS o meno,\nottiene Clp/Scv +20 durante lo\nscontro.
MSID_PrivateSkill_Veyre	Protezione maligna
MSID_H_PrivateSkill_Veyre	Se c'è un alleato adiacente, l'alleato\ninfligge 1 punto di danno in più e\nl'unità subisce 3 punti di danno\nin meno.
MSID_PrivateSkill_Mauve	Contemplazione
MSID_H_PrivateSkill_Mauve	Se l'unità attende senza attaccare\no usare strumenti, ottiene Dif +2\nper 1 turno.
MSID_JobSkill_SwordMaster	Sorpasso
MSID_H_JobSkill_SwordMaster	Usa il comando per attaccare un\nnemico adiacente e spostarti sullo\nspazio dalla parte opposta.
MSID_H_JobSkill_SwordMaster_CMD	Attacca e attraversi il nemico.
MSID_JobSkill_BraveHero	Rinforzo valoroso
MSID_H_JobSkill_BraveHero	Se l'unità ha i PS al massimo e\nsferra un attacco concatenato,\nattacca 2 volte.
MSID_JobSkill_Halberdier	Tenaglia
MSID_H_JobSkill_Halberdier	Se l'unità inizia lo scontro e sullo\nspazio opposto del nemico c'è un\nalleato dell'unità, l'unità sferra\nsempre un attacco doppio (se l'arma\nlo consente).
MSID_JobSkill_RoyalKnight	Ritempramento
MSID_H_JobSkill_RoyalKnight	Se l'unità ha 11 o più PS e un alleato\nadiacente è in stato di breccia dopo\nlo scontro, l'unità perde 10 PS per\nrimuovere lo stato di breccia\ndell'alleato.
MSID_JobSkill_Berserker	Schianto+
MSID_H_JobSkill_Berserker	Se l'unità sferra un attacco schianto,\nspinge il nemico di 2 spazi invece di\n1.
MSID_JobSkill_Warrior	Spietatezza
MSID_H_JobSkill_Warrior	Se l'unità attacca un nemico che\nha subito l'effetto breccia, infligge\n+50% di danni.
MSID_JobSkill_Sniper	Concentrazione
MSID_H_JobSkill_Sniper	Se il nemico non può contrattaccare,\nl'unità ottiene Trpl +10.
MSID_JobSkill_BowKnight	Tiro letale
MSID_H_JobSkill_BowKnight	Se l'unità inizia lo scontro senza\nprima muoversi, ottiene Clp +40.
MSID_JobSkill_General	Inversione
MSID_H_JobSkill_General	Usa il comando per scambiarti di\nposto con un alleato adiacente.
MSID_H_JobSkill_General_CMD	Scambia posto con un alleato.
MSID_JobSkill_GrateKnight	Difesa comune
MSID_H_JobSkill_GrateKnight	Se l'unità si trova tra un alleato e il\nnemico, durante lo scontro con quel\nnemico il danno subito dall'unità\nè ridotto di 3.
MSID_JobSkill_Paladin	Perno
MSID_H_JobSkill_Paladin	Usa il comando per spostarti sul\nlato opposto di un alleato adiacente.
MSID_H_JobSkill_Paladin_CMD	Scavalca un alleato.
MSID_JobSkill_WolfKnight	Sgambetto
MSID_H_JobSkill_WolfKnight	Se l'unità inizia lo scontro con un\ncoltello, infligge Mov -2 al nemico\nper 1 turno.
MSID_JobSkill_GriffinKnight	Moto assistito
MSID_H_JobSkill_GriffinKnight	Lo spazio dell'unità e gli spazi\nadiacenti hanno un costo di\nmovimento di 1 per gli alleati.
MSID_JobSkill_DragonKnight	Incursione
MSID_H_JobSkill_DragonKnight	Se l'unità inizia lo scontro da uno\nspazio in cui il nemico non può\nentrare, ottiene Vel +5 durante\nlo scontro.
MSID_JobSkill_Thief	Passaggio
MSID_H_JobSkill_Thief	I nemici non bloccano i movimenti\ndell'unità.
MSID_JobSkill_Sage	Armonia magica
MSID_H_JobSkill_Sage	Se l'unità inizia lo scontro con un\ntomo, l'Att aumenta di un numero\npari agli alleati adiacenti con tomi.
MSID_JobSkill_MageKnight	Paradosso
MSID_H_JobSkill_MageKnight	Se l'unità inizia lo scontro e attacca\ncon modalità (fisica/magica) opposta\nal nemico, ottiene Vel +3.
MSID_JobSkill_MasterMonk	Cura diffusa
MSID_H_JobSkill_MasterMonk	Se l'unità viene curata con un\nbastone, gli alleati adiacenti\nrecuperano il 50% dei PS\nrecuperati dall'unità.
MSID_JobSkill_HighPriest	Cura di sé
MSID_H_JobSkill_HighPriest	L'unità può usare i bastoni curativi\nsu sé stessa.
MSID_JobSkill_DragonKing	Spirito divino
MSID_H_JobSkill_DragonKing	Il valore massimo della barra\ndell'unione dell'unità è ridotto di 1.
MSID_JobSkill_ShadowPrincess	Spirito maligno
MSID_H_JobSkill_ShadowPrincess	All'inizio di ogni turno, la barra\ndell'unione dell'unità si riempie di 1.
MSID_JobSkill_ShadowDragon	Spirito oscuro
MSID_H_JobSkill_ShadowDragon	All'inizio del turno, la barra\ndell'unione dei nemici entro 2 spazi\nsi svuota di 1.
MSID_JobSkill_Avenir	Loto dorato
MSID_H_JobSkill_Avenir	Dimezza il danno subito con gli\nattacchi fisici. Probabilità: Des%.
MSID_JobSkill_Fleurage	Ignis
MSID_H_JobSkill_Fleurage	Gli attacchi magici ottengono bonus\npari a metà di Forz. Gli altri attacchi,\nla metà di Mag. Probabilità: Des%.
MSID_JobSkill_Successeur	Sole
MSID_H_JobSkill_Successeur	L'unità recupera PS pari a metà del\ndanno inflitto. Probabilità: Des%.
MSID_JobSkill_Tirailleur	Luna
MSID_H_JobSkill_Tirailleur	Dimezza la Dif/Res del nemico\nattaccato. Probabilità: Des%.
MSID_JobSkill_Lindwurm	Vuoto riflesso
MSID_H_JobSkill_Lindwurm	Se l'unità attacca con il tomo, può\ninfliggere danno extra pari a metà di\nMag del nemico. Probabilità: Des%.
MSID_JobSkill_Sleipnir	Albero del mondo
MSID_H_JobSkill_Sleipnir	Se l'unità usa un bastone, non\nconsuma il numero di usi a\ndisposizione. Probabilità: Des%.
MSID_JobSkill_Pitchfork	Tempesta di sabbia
MSID_H_JobSkill_Pitchfork	Se l'unità sferra un attacco fisico,\nil danno si calcola con il 150% di\nDif, invece che di Forz.\nProbabilità: Des%.
MSID_JobSkill_Cupido	Specchio riflesso
MSID_H_JobSkill_Cupido	Se l'unità contrattacca, può\ninfliggere danno extra pari a metà\ndel danno subito. Probabilità: Des%.
MSID_JobSkill_Melusine	Lamanima
MSID_H_JobSkill_Melusine	Se l'unità attacca con la spada, il\ndanno è calcolato con la media di\nDif e Res del nemico.
MSID_JobSkill_Dancer	Danza speciale
MSID_H_JobSkill_Dancer	Se l'unità usa Danza su un alleato,\nl'alleato riceve Des/Vel/Fort +3\nper 1 turno.
MSID_MarthRing_Sheeda	Simpatia
MSID_H_MarthRing_Sheeda	Se l'unità ha il 50% dei PS o meno\ne il nemico inizia lo scontro, l'unità\nsubisce 5 punti in meno di danno.
MSID_MarthRing_Nabarl	Lama mortale
MSID_H_MarthRing_Nabarl	Se l'unità inizia lo scontro usando\nla spada, ottiene Trpl +10.
MSID_SigludRing_Celice	Saggezza in campo
MSID_H_SigludRing_Celice	Ogni volta che l'unità inizia\nlo scontro e sconfigge il nemico,\nottiene Trpl +1 (cumulabile) fino\nalla fine della battaglia (max +10).
MSID_SigludRing_Diadora	Guarigione
MSID_H_SigludRing_Diadora	Fa recuperare 5 PS a ogni turno.
MSID_CelicaRing_Alm	Ventata
MSID_H_CelicaRing_Alm	Se l'unità attacca con la spada,\nl'avversario non può contrattaccare.\nProbabilità: Fort%.
MSID_CelicaRing_Mae	Gran tuono
MSID_H_CelicaRing_Mae	Se l'unità usa le armi Tuono, Tuono\nd'elfo o Thoron, infligge +20% di\ndanno.
MSID_MicaiahRing_Sothe	Sciagura
MSID_H_MicaiahRing_Sothe	Può ridurre i PS del nemico a 1.\nProbabilità: 1/2 Des.\n(Alcuni nemici sono immuni.)
MSID_MicaiahRing_Erincia	Grazia
MSID_H_MicaiahRing_Erincia	Se l'unità infligge un colpo così\nforte da sconfiggere il nemico,\nil nemico sopravvive con 1 PS.
MSID_RoyRing_Lilina	Inferno
MSID_H_RoyRing_Lilina	Se l'unità usa Fuoco, Fuoco d'elfo\no Bolganone, infligge +20% di danno.
MSID_RoyRing_Dieck	Braccio forte
MSID_H_RoyRing_Dieck	Se l'unità usa un'arma con capacità\ndi schianto, ottiene Clp +20.
MSID_LeafRing_Fin	Miracolo
MSID_H_LeafRing_Fin	Se l'unità sta per essere sconfitta,\npuò schivare l'attacco nemico.\nProbabilità: Fort%. (Max 50%)
MSID_LeafRing_Olwen	Tuono potente
MSID_H_LeafRing_Olwen	Se l'unità inizia lo scontro con\nTuono, può effettuare un secondo\nattacco. (Esclusi Tuono d'elfo e\nThoron.)
MSID_LucinaRing_Chrom	Supremazia
MSID_H_LucinaRing_Chrom	Incrementa del 5% la probabilità di\nattivazione delle abilità con\nprobabilità di attivazione.
MSID_LucinaRing_Lissa	Toccasana
MSID_H_LucinaRing_Lissa	Se l'unità cura un alleato con un\nbastone, +5 ai PS recuperati\ndall'alleato.
MSID_LinRing_Eliwod	Ripiegamento
MSID_H_LinRing_Eliwod	Usa il comando per indietreggiare\ndi 1 spazio, trascinando sul proprio\nvecchio spazio l'alleato adiacente.
MSID_H_LinRing_Eliwod_CMD	Unità e alleato indietreggiano.
MSID_LinRing_Nino	Excalibur mega
MSID_H_LinRing_Nino	Se l'unità inizia lo scontro con\nExcalibur, infligge +20% di danno.
MSID_IkeRing_Senerio	Adepto del vento
MSID_H_IkeRing_Senerio	Se l'unità inizia lo scontro con\nVento, attacca due volte.\nProbabilità = Des%. (Non vale con\nVento d'elfo ed Excalibur.)
MSID_IkeRing_Wayu	Spinta
MSID_H_IkeRing_Wayu	Usa il comando per spingere di 1\nspazio un alleato di costituzione\npiù leggera della propria.
MSID_H_IkeRing_Wayu_CMD	Spingi di 1 spazio un alleato\npiù leggero.
MSID_BylethRing_Edelgard	Fiore scintillante
MSID_H_BylethRing_Edelgard	Se l'unità inizia lo scontro, congela\nil nemico. Probabilità pari al valore\ndel danno inflitto.
MSID_BylethRing_Dimitri	Paraselenio
MSID_H_BylethRing_Dimitri	Usa il comando per sferrare un\nattacco a un nemico adiacente\ne poi far allontanare l'unità\ndi 1 spazio dal nemico.
MSID_H_BylethRing_Dimitri_CMD	Attacca e retrocedi.
MSID_BylethRing_Claude	Dio del vento
MSID_H_BylethRing_Claude	Se l'unità ha i PS al 100%, ottiene\nraggio +1 con l'arco.
MSID_KamuiRing_Marks	Cavalleria
MSID_H_KamuiRing_Marks	Se l'unità attacca un nemico che ha\ni PS al 100%, infligge 2 punti di\ndanno in più e subisce 2 punti di\ndanno in meno.
MSID_KamuiRing_Ryoma	Bushido
MSID_H_KamuiRing_Ryoma	Se l'unità ha un livello superiore al\nnemico, ottiene Trpl +10, infligge\n2 punti di danno in più e subisce\n2 punti di danno in meno.
MSID_EirikRing_Marica	Flagello
MSID_H_EirikRing_Marica	Se l'unità sferra un colpo triplo,\nsconfigge il nemico.\nProbabilità: 30%.\n(Esclusi alcuni nemici potenti.)
MSID_EirikRing_Heanius	Colpo certo
MSID_H_EirikRing_Heanius	Se l'unità inizia lo scontro,\ngli attacchi vanno a segno\nsicuramente.\nProbabilità = Des%.
MSID_SpecialRing_Alfonse	Migliora Att
MSID_H_SpecialRing_Alfonse	Conferisce Att +2 agli alleati\nadiacenti.
MSID_SpecialRing_Sharena	Fortifica Dif
MSID_H_SpecialRing_Sharena	All'inizio della fase giocatore,\nconferisce Dif +2 agli alleati\nadiacenti.
MSID_SpecialRing_Anna	Migliora Res
MSID_H_SpecialRing_Anna	Conferisce Res +2 agli alleati\nadiacenti.
MSID_SombreBarrier1	Barriera maligna
MSID_H_SombreBarrier1	Una barriera creata dagli emblemi\noscuri. Annulla l'efficacia contro i\nDraghi Maligni e riduce il danno\nsubito del 50%.
MSID_SombreBarrier2	Barriera maligna+
MSID_H_SombreBarrier2	Una barriera creata dagli emblemi\noscuri. Annulla l'efficacia contro i\nDraghi Maligni e riduce il danno\nsubito del 70%.
MSID_SombreBarrier3	Barriera maligna++
MSID_H_SombreBarrier3	Una barriera creata dagli emblemi\noscuri. Annulla l'efficacia contro i\nDraghi Maligni e riduce il danno\nsubito del 85%.
MSID_SombreBarrier4	Barriera maligna+++
MSID_H_SombreBarrier4	Una barriera creata dagli emblemi\noscuri. Annulla l'efficacia contro i\nDraghi Maligni e riduce il danno\nsubito a 0.
MSID_SombreBarrier1_Normal	Barriera oscura
MSID_H_SombreBarrier1_Normal	Una barriera creata dagli emblemi\noscuri. Riduce il danno subito del\n20%.
MSID_SombreBarrier2_Normal	Barriera oscura+
MSID_H_SombreBarrier2_Normal	Una barriera creata dagli emblemi\noscuri. Riduce il danno subito del\n40%.
MSID_SombreBarrier3_Normal	Barriera oscura++
MSID_H_SombreBarrier3_Normal	Una barriera creata dagli emblemi\noscuri. Riduce il danno subito del\n60%.
MSID_SombreBarrier4_Normal	Barriera oscura+++
MSID_H_SombreBarrier4_Normal	Una barriera creata dagli emblemi\noscuri. Riduce il danno subito\ndell'80%.
MSID_ChainAttackDamageWeaken	Spezzalegame
MSID_H_ChainAttackDamageWeaken	La precisione degli attacchi\nconcatenati nemici è sempre al 30%.\nIl danno subito è ridotto.
MSID_SnakeVenom	Colpo velenoso
MSID_H_SnakeVenom	Se l'unità inizia lo scontro, infligge\nal nemico danni pari al 20% dei suoi\nPS massimi.
MSID_SighOfDeath	Colpo selvaggio
MSID_H_SighOfDeath	Se l'unità inizia lo scontro, infligge\nai nemici nel raggio di 2 spazi danni\npari al 20% dei loro PS massimi.
MSID_SwordKilling	Spezzaspada
MSID_H_SwordKilling	Se l'unità ha i PS al 50% o più, e il\nnemico usa la spada, l'unità sferra\nun attacco doppio, il nemico no.
MSID_LanceKilling	Spezzalancia
MSID_H_LanceKilling	Se l'unità ha i PS al 50% o più, e il\nnemico usa la lancia, l'unità sferra\nun attacco doppio, il nemico no.
MSID_AxeKilling	Spezzascia
MSID_H_AxeKilling	Se l'unità ha i PS al 50% o più, e il\nnemico usa l'ascia, l'unità sferra\nun attacco doppio, il nemico no.
MSID_MagicKilling	Spezzatomo
MSID_H_MagicKilling	Se all'inizio dello scontro l'unità\nha i PS al 50% o più e il nemico\nusa il tomo, l'unità può sferrare\nun attacco doppio, il nemico no.
MSID_BowKilling	Spezzarco
MSID_H_BowKilling	Se l'unità ha i PS al 50% o più, e il\nnemico usa l'arco, l'unità sferra\nun attacco doppio, il nemico no.
MSID_KnifeKilling	Spezzacoltello
MSID_H_KnifeKilling	Se l'unità ha i PS al 50% o più, e il\nnemico usa il coltello, l'unità sferra\nun attacco doppio, il nemico no.
MSID_PranaKilling	Spezzarte
MSID_H_PranaKilling	Se l'unità ha i PS al 50% o più\nall'inizio dello scontro e il nemico\nusa un'arte, l'unità sferra un attacco\ndoppio, il nemico no.
MSID_PowerSeal	Sigillaforza
MSID_H_PowerSeal	Se l'unità inizia lo scontro,\ndopo lo scontro, il nemico subisce\nForz -6. (La penalità si riduce di 1\nogni turno.)
MSID_MagicSeal	Sigillamagia
MSID_H_MagicSeal	Se l'unità inizia lo scontro,\ndopo lo scontro, il nemico subisce\nMag -6. (La penalità si riduce di 1\nogni turno.)
MSID_DefenseSeal	Sigilladifesa
MSID_H_DefenseSeal	Se l'unità inizia lo scontro,\ndopo lo scontro, il nemico subisce\nDif -6. (La penalità si riduce di 1\nogni turno.)
MSID_SpeedSeal	Sigillavelocità
MSID_H_SpeedSeal	Se l'unità inizia lo scontro,\ndopo lo scontro, il nemico subisce\nVel -6. (La penalità si riduce di 1\nogni turno.)
MSID_MagicDefenseSeal	Sigillaresistenza
MSID_H_MagicDefenseSeal	Se l'unità inizia lo scontro,\ndopo lo scontro il nemico subisce\nRes -6. (La penalità si riduce di 1\nogni turno.)
MSID_DemonStance	Posa fiera
MSID_H_DemonStance	Se il nemico inizia lo scontro,\nl'unità ottiene Forz +6.
MSID_VajraStance	Posa decisa
MSID_H_VajraStance	Se il nemico inizia lo scontro,\nl'unità ottiene Dif +6.
MSID_SwallowStance	Posa saetta
MSID_H_SwallowStance	Se il nemico inizia lo scontro,\nl'unità ottiene Vel +6.
MSID_MingMirrorStance	Posa scudo
MSID_H_MingMirrorStance	Se il nemico inizia lo scontro,\nl'unità ottiene Res +6.
MSID_Deadline	Vita e morte
MSID_H_Deadline	L'unità infligge 10 punti di danno\nin più e subisce 10 punti di danno\nin più.
MSID_EnhancedCompatibility	Adepto triangolo
MSID_H_EnhancedCompatibility	Se l'unità usa un'arma in vantaggio,\nsferra sempre un attacco doppio.\nSe l'unità usa un'arma in svantaggio,\nil nemico sferra sempre un attacco\ndoppio.
MSID_CatBites	Bestia all'angolo
MSID_H_CatBites	Se l'unità ha i PS al 50% o meno,\nottiene Trpl +30.
MSID_SelfDestruction	Autodistruzione
MSID_H_SelfDestruction	Se l'unità ha i PS al 50% o meno\nall'inizio della fase giocatore,\ninfligge danno pari al 50% dei PS\nmax ai nemici entro 2 spazi e\nmuore.
MSID_BreakInvalid	Antibreccia
MSID_H_BreakInvalid	L'unità non subisce l'effetto breccia.
MSID_Immovable	Antispostamento
MSID_H_Immovable	L'unità non può essere spostata con\nle abilità, con l'effetto schianto, ecc.
MSID_CurseOfNihility	Vacuità
MSID_H_CurseOfNihility	Il nemico non guadagna esperienza\ncombattendo contro questa unità.
MSID_ClearStreamHit	Colpo del duellante
MSID_H_ClearStreamHit	Se l'unità inizia lo scontro, ottiene\nScv +30.
MSID_SwallowHit	Colpo saetta
MSID_H_SwallowHit	Se l'unità inizia lo scontro, ottiene\nVel +5.
MSID_DemonHit	Colpo mortale
MSID_H_DemonHit	Se l'unità inizia lo scontro, ottiene\nTrpl +20.
MSID_BadBirdHit	Colpo sicuro
MSID_H_BadBirdHit	Se l'unità inizia lo scontro, ottiene\nClp +40.
MSID_VajraHit	Colpo corazzato
MSID_H_VajraHit	Se l'unità inizia lo scontro, subisce\n10 punti di danno fisico in meno.
MSID_MingMirrorHit	Colpo scudo
MSID_H_MingMirrorHit	Se l'unità inizia lo scontro, subisce\n20 punti di danno magico in meno.
MSID_FrenzyHit	Colpo spirito
MSID_H_FrenzyHit	Se l'unità manda a segno un attacco,\ndopo lo scontro la barra dell'unione\ndel nemico si svuota di 5.
MSID_EffectResistance	Fermezza
MSID_H_EffectResistance	Riduce i danni da efficacia contro\nl'unità.
MSID_EffectInvalid	Irremovibile
MSID_H_EffectInvalid	Annulla i danni da efficacia contro\nl'unità.
MSID_Expert_1	Veterano
MSID_H_Expert_1	Impedisce all'unità di subire lo stato\ndi breccia. Riduce i danni da\nefficacia contro l'unità.
MSID_Expert_2	Veterano+
MSID_H_Expert_2	Impedisce all'unità di subire lo stato\ndi breccia. Annulla i danni da\nefficacia contro l'unità.
MSID_SkillSuccession	Eredita abilità
MSID_H_SkillSuccession	L'unità può ereditare le abilità\ndall'emblema.
MSID_EngageContinueTurn	Legame forte
MSID_H_EngageContinueTurn	L'unità resta in stato di unione per\n1 turno in più.
MSID_EngageCount	Sinergia profonda
MSID_H_EngageCount	Il valore massimo della barra\ndell'unione dell'unità è ridotto di 1.
MSID_RefineGodWeapon_Effect_Fly	Efficace: volanti
MSID_RefineGodWeapon_Effect_Horse	Efficace: cavalleria
MSID_RefineGodWeapon_Effect_Armor	Efficace: corazzati
MSID_RefineGodWeapon_Effect_Dragon	Efficace: draghi
MSID_RefineGodWeapon_Effect_Morph	Efficace: aberrazioni
MSID_H_Effect_Fly	Subisce efficacia contro le unità\nvolanti.
MSID_H_Effect_Horse	Subisce efficacia contro le unità\na cavallo.
MSID_H_Effect_Armor	Subisce efficacia contro le unità\ncorazzate.
MSID_H_Effect_Dragon	Subisce efficacia contro i draghi.
MSID_H_Effect_Morph	Subisce efficacia contro le\naberrazioni.
MSID_H_Effect_EvilDragon	Subisce efficacia contro i Draghi\nMaligni.
MSID_H_Effect_Mediuth	Gli attacchi di Marth hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Duma	Gli attacchi di Celica hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Loptous	Gli attacchi di Sigurd hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Veld	Gli attacchi di Leif hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Idenn	Gli attacchi di Roy hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Nergal	Gli attacchi di Lyn hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Fodeth	Gli attacchi di Erika o Ephraim hanno\nefficacia extra contro questa unità.
MSID_H_Effect_Ashnard	Gli attacchi di Ike hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Astarte	Gli attacchi di Micaiah hanno\nefficacia extra contro questa unità.
MSID_H_Effect_Gimle	Gli attacchi di Lucina hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Hydra	Gli attacchi di Corrin hanno efficacia\nextra contro questa unità.
MSID_H_Effect_Nemesis	Gli attacchi di Byleth hanno efficacia\nextra contro questa unità.
