MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リュール\nSoren, possiamo parlare? Vorrei che mi\nraccontassi qualcosa del tuo mondo.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nSignifica che la guerra si è inasprita.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nSe può consolarti, dubito che andrà avanti\nancora a lungo. Presto avrai di nuovo del tempo\nper te.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nLa fine della guerra sarebbe la cosa più\nauspicabile. Continuiamo a fare del nostro\nmeglio e speriamo in bene.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ユナカ\nMe la cavo bene con le imitazioni. Volete che vi\nfaccia il Drago Divino?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nSembra un'abilità utile. Dovresti usarla sul\ncampo di battaglia.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nNel mio gruppo di mercenari c'era qualcuno\ncome te. Aveva il dono di riuscire a celarsi alla\nvista altrui.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nMa cosa dite? Io non mi nascondo mica.\nAl massimo, passo inosservata. Non so proprio\ndi che parlate!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ユナカ\nGuardatemi, Soren! Sono qui, proprio davanti\na voi!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nTi vedo. E cosa staresti facendo, di preciso?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nVi sto dimostrando che non mi nascondo.\nEccomi qui, alla luce del giorno. Impossibile non\nnotarmi!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nDi sicuro sto cambiando opinione su di te.\nForse era questo il tuo obiettivo.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セアダス\nOh, che sospiro. C'è qualcosa che ti turba?\nSe vuoi posso leggerti le carte, che ne dici?\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nPasso. Non credo in questo genere di cose.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セアダス\nTra il ballo, le carte e le battaglie... non ho un\nattimo di pausa. Non vedo l'ora di tirare un po'\nil fiato, quando la guerra sarà finita.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nChe la guerra finisca... non riesco neanche\na immaginarlo.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セアダス\nUhm... Il buon cibo è sempre una distrazione...\nSecondo te posso assaggiarne un pochino?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNon capisco che problemi ti fai. Il cibo serve\na dare energia, non è qualcosa da godersi.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nEh?! Se lo dici con tale serietà, potrei persino\ncrederti!\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nInfatti ero serio. Comunque, vedrai che andrà\ntutto bene. In combattimento, una mente ben\nnutrita è più concentrata.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nAncora? Ma quante volte mi chiami al giorno?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nPer favore, Soren, è importante. Mi serve un\naltro mago che mi aiuti a cuocere le mele!\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nÈ successo qualcosa? Di che hai bisogno?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nOh, eccoti. C'è bisogno di due colpi di Tuono\nsincronizzati per cuocere i dolci e tu sei l'unico\ndi cui mi fidi.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リンデン\nSoren? Soren! Puoi venire un attimo ad\naiutarmi?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nUn altro dei tuoi esperimenti? Stai abusando\ndel mio tempo.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nMa non del mio, senza contare che non me ne\nresta molto. Su, non farti pregare.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nE va bene, ma non mi prendo responsabilità\nse dai di nuovo fuoco a tutto.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nザフィーア\nSembri un tipo precisino, Soren. Scommetto\nche togli sempre tutte le lische dal pesce.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nL'argomento non è di mio interesse.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nザフィーア\nAlleniamoci assieme. Non ho ancora ben\nafferrato la portata delle tue capacità.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nCome vuoi. Anch'io ho bisogno di valutare le\ntue abilità.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nザフィーア\nLa volta scorsa l'hai avuta vinta tu, ma a questo\ngiro non avrai la stessa fortuna. Voglio la\nrivincita!\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nOra non ho tempo. Domandamelo di nuovo tra\nun'ora.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nPer essere uno che non si cura molto degli altri,\nti prendi comunque il tempo di dedicarti a loro.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nLo faccio per il nostro esercito. È importante\ncogliere l'occasione di affinare le proprie\ntecniche.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nMi fa piacere che tu combatta assieme a noi.\nSai, credevo che non mi avresti accettata.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nUn giudizio affrettato non ti porta da nessuna\nparte. Più alleati si hanno, più forte è l'esercito.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nCi sono volte in cui penso a mio padre e mi\nlascio cogliere dalla tristezza. Il che può\ninfluenzare la mia prestazione in campo.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nViene da chiedersi se sia meglio avere genitori\nche ci fanno soffrire, o non averne affatto.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nSpesso combatti distrattamente. Se continui\nsu questa strada, dovrò toglierti dallo\nschieramento.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0A\x08ヴェイル\nPerdonami, cercherò di fare meglio la prossima\nvolta.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nLasciami in campo, voglio rendermi utile.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nSe ti perdessimo, sarebbe obiettivamente uno\nsvantaggio per tutti, quindi impara a controllarti.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06モーヴ\nGrazie per avere accettato me e lady Veyle\nsenza indugio. Se ho capito bene, un tempo\neravamo nemici.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nSarebbe da sciocchi rifiutare risorse e\ninformazioni. Sono lieto di avervi nelle nostre\nfila.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06モーヴ\nAll'inizio non volevi accettare la richiesta di\naiuto del Drago Divino. Cosa ti ha spinto a\ncambiare idea?\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nLa sua insistenza, direi. Ma ora che sono qui\nnon vedo motivi per non impegnarmi al\nmassimo.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06モーヴ\nNon lasci trasparire spesso le tue emozioni,\nma ho notato che ti lasci andare di più con\ncoloro di cui ti fidi.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nSarà, ma non lo faccio apposta.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nComunque si potrebbe dire lo stesso di te o di\nchiunque abbia qualcuno a cui tiene, se è per\nquesto.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nIn effetti, hai ragione. Non so come tu abbia\nfatto, ma sei riuscito a rigirare il discorso su\ndi me...\x0E\x04\x00\x00
