MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nHai una forza considerevole, Roy. Non mi\nstupisce che ti avessero affidato alla Brodia.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nCon te al nostro fianco, Roy, so che salveremo\nancora più persone!\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04ロイ\nCercherò di non deluderti. Farò del mio meglio\nper fare la differenza.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nRoy, secondo te sto migliorando in battaglia?\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04ロイ\nSì, assolutamente. Ora dovrò impegnarmi\nancora di più se voglio stare al passo.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nLe tue conoscenze in campo medico sono un\naiuto prezioso. Si vede che hai studiato molto.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nGrazie, Roy! Mi aspetta ancora una lunga\nstrada per diventare un vero dottore.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x06\x04ロイ\nNon essere così modesto. Abbiamo bisogno\ndelle tue doti per combattere per la pace.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nSì! Continuerò a studiare e a impegnarmi per\nrendere orgogliose le persone della mia isola!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nCon voi al mio fianco, Roy, sento di non avere\npiù nulla da temere.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04ロイ\nVale anche per me. Insieme saremo una squadra\nimbattibile, Yunaka.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nPotrei dare un'occhiata alla vostra spada, Roy?\nC'è una cosa che mi incuriosisce.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x06\x04ロイ\nCerto, guarda pure. Si chiama "Spada dei sigilli".\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nPerdonate la domanda impertinente, Roy, ma\nvoi pensate che io sia utile?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04ロイ\nMa certo. È evidente come tutti qui contano su\ndi te, dentro e fuori dal campo di battaglia.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nLo pensate davvero? Oh, è tutto merito vostro!\nVi sono così grata per tutto quello che avete\nfatto per me!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04ロイ\nDevi darti il giusto credito, Yunaka. Sei molto\nbrava. E ci trasmetti sempre tanta allegria.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nEra destino che combattessimo insieme, Roy.\nPer festeggiare, vorrei mostrarti una danza.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04ロイ\nNe sono onorato, Seadall. Ho sentito che sei un\nballerino di talento. Finalmente posso vederti\nall'opera.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nGuarda che panino! Che prosciutto! Di solito\nnon mi concedo questi lussi prima di ballare.\nLo mangio o non lo mangio?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x06\x04ロイ\nAhahahah. Sei tu quello che legge il futuro.\nDevi dirmelo tu.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nStavo leggendo il futuro e ho visto... i nostri\ncompagni in mezzo a grandi sofferenze.\nNon voglio che accada.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x06\x04ロイ\nNessuno vuole la sofferenza o la guerra.\nMa i nostri alleati combattono affinché,\nun giorno, potremo tutti vivere in pace.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nAllora farò di tutto perché questa pace diventi\nrealtà. Roy, danzeresti al mio fianco sul campo\ndi battaglia?\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x06\x04ロイ\nSì. Metterò tutto il mio potere nella tua danza\nmeravigliosa per proteggere i nostri amici.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リンデン\nQuale magia permette a un emblema di uscire\ndal suo anello? Forse potrei fare qualche\nesperimento.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x06\x04ロイ\nNon so se mi piace il modo in cui dici\n"esperimento"...\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nUn altro libro? Ti piace proprio leggere, non è\nvero?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nProprio così. Anche alla mia età c'è molto da\nimparare dai libri. Vuoi che ti legga qualcosa?\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nLindon! Ho appena sentito un forte rumore.\nVa tutto bene?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nOh, era solo un esperimento di magia che\nnon è andato bene. Sbagliando si impara!\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x06\x04ロイ\nLasciamo perdere! Se non ci sbrighiamo\na spegnerlo, il fuoco si propagherà!\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nCerto. Roy, tu cerca di tenere a bada le fiamme\nmentre io vado a cercare dell'acqua.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nザフィーア\nSono onorata di ricevere la forza dell'emblema\nbrodiano. Li distruggeremo tutti, Roy.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x06\x04ロイ\nVa bene, ma facciamo in modo di distruggere\nsolo chi se lo merita.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIl tuo modo di pescare è molto interessante,\nSaphir. Tutti usano una canna da pesca e una\nlenza.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nPerché perdere tempo con queste cose\nquando posso pescare a mani nude?\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nザフィーア\nMi hai dato la forza per proteggere il mio paese\ne i miei compagni, Roy. Non lo dimenticherò\nmai.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x06\x04ロイ\nCerto ti ho aiutato, Saphir, ma non attribuire\na me tutto il merito.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x06\x04ロイ\nHai sempre avuto dentro di te la forza per\ncombattere per la tua terra e i tuoi amici.\nIo ti ho solo dato una mano.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nEheheh. Va bene, va bene, ma ora basta\no mi farai arrossire. Rimettiamoci al lavoro!\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRoy, voglio fare tutto quanto in mio potere\nper riportare la pace in questo mondo. Mi\naiuterai?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x06\x04ロイ\nCerto, Veyle. La mia forza è tua finché ne\navrai bisogno.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRoy, guarda! Non avevo mai visto del cibo così\nrosso prima d'ora! Scommetto che è molto\npiccante e delizioso.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x06\x04ロイ\nMa Veyle... l'aspetto, l'odore, la piccantezza!\nNon credo che sia commestibile.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nGrazie per il tuo aiuto sul campo di battaglia,\nRoy, e per aver condiviso con me la tua forza.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x06\x04ロイ\nNon devi ringraziarmi, Veyle. Spero solo di\nriuscire a soddisfare le tue aspettative.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nVoglio fare il possibile per il bene della gente di\nquesto mondo. Aiutami. Questo è tutto ciò che\nchiedo.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x06\x04ロイ\nLo farò. Starò al tuo fianco fino a quando tutti\ni tuoi sogni per questo mondo si saranno\navverati.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06モーヴ\nLord Roy degli emblemi. È un onore combattere\nal tuo fianco.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x06\x04ロイ\nVale lo stesso per me. È raro poter essere\ncosì orgogliosi di un compagno d'armi.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nTi alleni di nuovo? Dovresti fare una pausa.\nNon fa bene alla salute sforzarsi troppo.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nUna pausa...? Cosa si fa durante una pausa?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nCombattendo al tuo fianco, ho capito che sei\nun uomo buono e gentile, checché tu ne dica.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nNon sopporto vedere i deboli soffrire, sapendo\nche potrei avere la forza per salvarli.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x06\x04ロイ\nIn molti sarebbero d'accordo, ma pochi\nprenderebbero a cuore queste parole come\nfai tu. Hai tutto il mio rispetto.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nGrazie. Mi hai ricordato che non tutte le mie\nscelte sono sbagliate.\x0E\x04\x00\x00
