MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVedo che stai facendo progressi. Le tue abilità\nmigliorano a vista d'occhio, lasciatelo dire.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nSecondo me ciò che più conta è la fiducia\nreciproca. Solo così si possono superare\nle situazioni difficili.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nLo pensi davvero? Mi fa piacere sentirtelo dire.\nTi meriti un banchetto olfattivo.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nScusa se te lo chiedo, ma... sbaglio o ci siamo\ngià incontrati da qualche parte?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nMh... Non mi sembri un cliente. Ti ricordi\ncos'hai comprato e dove?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nIl commercio ha molti misteri! A volte dei\nprodotti si vendono bene in un posto, ma in un\naltro no.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAnche le persone sono sorprendenti. Nei miei\nviaggi ne incontravo di fortissime. Il mondo è\nbello perché è vario, no?\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nNella nostra ultima battaglia, il nostro rapporto\nsi è rafforzato. Che ne dici di celebrare questo\ngiorno ogni anno?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVa bene. Le occasioni speciali sono un modo\nper creare dei ricordi duraturi!\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nDa come ne parli, sembra che tu ne abbia molte.\nHai delle ricorrenze speciali, Hector?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nSì. Ad esempio, non dimenticherò mai il giorno\nin cui feci una promessa al mio amico.\nVuoi fare un voto di amicizia con me?\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nPosso esaminare le tue braccia? Dal punto di\nvista medico, mi interesserebbe osservare la\ntua muscolatura esemplare.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVa bene. Non so che interesse tu possa trovarci,\nma fai pure...\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIl tuo talento medico mi lascia senza parole,\nJean. Se fossimo nel mio mondo, ti avremmo\nreclutato, poco ma sicuro.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nGrazie, mi fa piacere. Chissà se lì avrei avuto\nsuccesso.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nLa guerra è proprio crudele. Curo un ferito\ndietro l'altro, ma non fanno altro che arrivarne\ndi nuovi.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nGià. Io combattei con l'aiuto di amici e alleati,\nma la pace arrivò a costo di molte vite.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\n\x0E\x03\x02\x0A\x08ヘクトル\nL'importante è ridurre al minimo le perdite.\nRiuscire a salvare anche solo una vita è già\nuna grande conquista.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nGiusto! Hai proprio ragione, Hector. Allora mi\nimpegnerò per proteggere tutti, anche te!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nWow, che bella armatura! Offre un'ottima\ncopertura, senza essere eccessivamente stretta!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCome hai fatto a spuntare così all'improvviso?\nSei più furtiva delle mie spie.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nCome fate a spaccare le pietre come fossero\nburro, Hector? La vostra ascia è fatta di una\nlega speciale, per caso?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nLa tecnica è importante tanto quanto l'arma.\nSe vuoi ti farò vedere.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nÈ un piacere collaborare con voi, Hector.\nNon sento più tanto il bisogno di guardarmi\nle spalle.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSono abituato a combattere con degli alleati.\nAvevo un amico che era la mia ombra sul campo\ndi battaglia.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nInteressante! Se volete, potrei prendere il suo\nposto. Basta che mi diciate come fare.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nOttima idea. Così potremo coprirci le spalle\na vicenda in battaglia.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nHo notato che mi osservavi danzare. Se sono\nriuscito ad affascinare un emblema, significa\nche il mio talento sta crescendo.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHai dei movimenti eleganti quando balli, certo...\nma in realtà stavo considerando come sfruttarli\nin battaglia.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nTu sai leggere il futuro, vero? Per caso riesci\nanche a prevedere i movimenti del nemico?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nSarei troppo esposto al pericolo sul campo\ndi battaglia. Ma forse potresti coprirmi tu\nmentre leggo le carte?\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nIo persi entrambi i genitori quando ero piccolo.\nE tu? Che infanzia hai avuto, Hector?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAnch'io persi i genitori. Fu mio fratello a\nprendersi cura di me, finché non se ne andò\nanche lui...\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nBasta guardarti per capire che è stato un gran\nfratello per te. Potrei eseguire una danza in suo\nonore.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nUna danza per lui? Ahah, sarebbe fantastico.\nSono sicuro che avrebbe apprezzato, Seadall.\nGrazie.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nMi incuriosisce il funzionamento dei bracciali\ndegli emblemi. Mi permetti di esaminarti?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon vedo cosa potresti scoprire... e quello\nsguardo mi piace poco.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nNel mio mondo c'era un saggio incredibilmente\nanziano. Dev'essere vero che la saggezza va\ndi pari passo con gli anni.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nNon saprei. Ciò che so è che, quando studio,\nil tempo scivola via senza che neanche me ne\naccorga.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nAll'inizio speravo di riuscire a porre fine alla\nguerra con la magia, ecco perché intrapresi\nquesta carriera. Avrò fatto bene?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIo scelsi di perseguire la forza per lo stesso\nmotivo. Ai tempi, credevo che la forza fisica\nfosse tutto.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nBen presto compresi che gli alleati erano più\nimportanti di qualsivoglia forza. Da soli non\nsi va da nessuna parte, per quanto forti.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nMi sembra una lezione preziosa. Potrei imparare\nmolto da te e dalle tue esperienze.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nNon mi spiacerebbe provare qualcuna delle tue\nmosse, Hector. Ti va di mostrarmene un paio?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCon piacere. Ma non abbassare mai la guardia,\nsarà un allenamento a tutta velocità!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nSecondo me ti piacerebbero i tornei che\nabbiamo in Brodia. Sono piuttosto intensi.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSembra il tipo di eventi fatto per me. Nel mio\nmondo, passavo più tempo nell'arena che al\ncastello.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nCome hai fatto a diventare così forte, Hector?\nHai qualche segreto nei tuoi allenamenti?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNiente di speciale. Forse è merito della rivalità\ncon il mio amico Eliwood. Ci spronavamo a\nvicenda.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nFacevamo spesso dei duelli e lui era così abile\nche dovevo dare fondo a tutte le mie energie\nper tenergli testa.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nQuindi vi spronavate a vicenda a migliorare.\nDovrei trovare anch'io un compagno così!\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nMi chiedevo... Sei abituato ad avere a che fare\ncon i draghi?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBeh, nel mio mondo ho viaggiato con dei draghi,\nquindi direi di sì. Ne conoscevo un bel po',\na ben pensarci.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nTi prego, continua a fornirmi il tuo supporto.\nVoglio fare il possibile per aiutare chi soffre.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon temere. Sai, mi ricordi una mia amica. Era\ngentile e pura di cuore proprio come te.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nAvevi un fratello maggiore, vero? Eri felice\ndi averlo?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nUhm, non mi sono mai chiesto se mi rendesse\nfelice... però non avrei mai potuto immaginare\nla mia vita senza di lui.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nMi piace il tono sicuro con cui lo dici.\nGli eri molto affezionato, eh?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nGià. Sono qui per lui, e combatterò al massimo\ndelle mie forze in suo onore!\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nSei un uomo retto, lord Hector. Non è difficile\nper te trovarti in squadra con un vecchio\nnemico?\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo. Hai fatto ciò che ritenevi opportuno.\nE, credimi, lo capisco perfettamente.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nMi è stato detto di prendermi un giorno di\nriposo, ma non so come impegnare il tempo.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIntanto tira il fiato e dormi un po'. Ma non\ntrascurare l'attività fisica. Che ne dici di un bel\nduello?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nNon ho potuto fare a meno di notare che sei il\nprimo ad accorrere quanto un alleato è in\ndifficoltà, Mauvier.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nNon lo faccio apposta. Non riesco a stare a\nguardare, quando gli altri sono in pericolo.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nMa anche tu non sei da meno, lord Hector. Sei\nsempre disponibile ad aiutare gli altri.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nUna volta strinsi un patto con un amico.\nGiurammo di proteggere i nostri alleati a ogni\ncosto e ora tengo fede a quella promessa.\x0E\x04\x00\x00
