MID_TUT_CATEGORY_TITLE_Battle	戦闘
MID_TUT_RELAY_2	「引き継ぐ」を選ぶと\n誰かのプレイを引き継いでプレイします
MID_TUT_RELAY_3	「結果確認」を選ぶと\n自分が参加したデータのリプレイを見ることができ\n戦いが完了していた場合は、報酬を受け取れます
MID_TUT_RELAY_ENTRY_PANEL_TITLE	エントリーパネル
MID_TUT_RELAY_ENTRY_PANEL_0	味方は「エントリーパネル」の上と\nその周囲の4つのマスに\n最大5人まで出撃させることができます
MID_TUT_RELAY_ENTRY_PANEL_1	マップの中には、起動していない\nエントリーパネルが、いくつもあり\nその上に味方を待機させると起動できます
MID_TUT_RELAY_ENTRY_PANEL_2	起動すると、後を引き継いだプレイヤーが\nそこから味方を出撃させられるようになるので\nできるだけ起動させておくと良いでしょう
MID_TUT_RELAY_DATA_TAKEOVER_TITLE	データの引き継ぎ
MID_TUT_RELAY_DATA_TAKEOVER_0	決められたターン数をプレイしたら\n続きを他のプレイヤーに託して\n引き継ぎ方法を設定します
MID_TUT_RELAY_DATA_TAKEOVER_1	引き継ぎ方法には以下の2種類があります\n「公開」誰でも引き継ぐことができる\n「非公開」IDを取得し、それを入力して引き継ぐ
MID_TUT_RELAY_DATA_TAKEOVER_2	引き継いだ後、どんな戦いが行われたのか\n勝ったのか、負けたのかといった結果は\n「結果確認」で見ることができます
MID_TUT_RELAY_NEWDATA_TITLE	新しく始める
MID_TUT_RELAY_NEWDATA_0	新しくデータを作り\nマップの始めから試練を開始します
MID_TUT_RELAY_NEWDATA_1	「マップ情報」を見ながら\n始めたいマップを選んでください
MID_TUT_RELAY_NEWDATA_2	マップを選ぶと出撃準備となり\nそこで「戦闘開始」を選ぶと\nチケットを支払い、試練が始まります
MID_TUT_RELAY_TAKEOVER_TITLE	引き継ぐ
MID_TUT_RELAY_TAKEOVER_0	誰かのデータを引き継いで\nマップの途中から試練をプレイします\n引き継ぎ方は「ランダム」と「ID入力」があります
MID_TUT_RELAY_TAKEOVER_1	「ランダム」では、他のプレイヤーのデータが\n自動で選ばれ、それを引き継いでプレイします
MID_TUT_RELAY_TAKEOVER_2	「ID入力」では、IDを入力して\n特定のプレイヤーのデータを\n引き継いでプレイをすることができます
MID_TUT_RELAY_TAKEOVER_3	「戦闘開始」を選ぶと試練が始まります
MID_TUT_RELAY_FINISH_TITLE	結果確認
MID_TUT_RELAY_FINISH_0	自分が参加した「繋戦の試練」のデータを見て\nプレイ状況を確認することができます\n完了していた場合は報酬を得ることができます
MID_TUT_RELAY_FINISH_1	自分や他のプレイヤーの\nリプレイを見ることも可能です\n（未完了の場合は、途中まで見られます）
MID_TUT_RELAY_FINISH_2	報酬は、敗北しても獲得できますが\n勝つことでより良いものが手に入ります
MID_TUT_MATCH_TITLE	異界の試練
MID_TUT_MATCH_0	選んだマップや、エディットしたマップで\n他のプレイヤーの部隊と対戦できる試練です
MID_TUT_MATCH_1	「お手軽対戦」は、好きなマップを選んで\nそこで対戦を行います
MID_TUT_MATCH_2	「本格対戦」は、自分でマップをエディットして\nそれを公開したり、自分のマップを誰かが公開した\nマップと繋いで対戦を行ったりします
MID_TUT_MATCH_3	どちらの場合でも、対戦後に報酬を\n貰うことができます
MID_TUT_MATCH_EASY_TITLE	お手軽対戦
MID_TUT_MATCH_EASY_0	好きなマップを選んで、攻撃部隊を出撃させ\n他のプレイヤーの部隊と対戦を行います\n相手は「ランダム」「フレンド」「ID入力」から選べます
MID_TUT_MATCH_EASY_1	「ランダム」では、対戦を行う部隊が\n自動で選ばれます
MID_TUT_MATCH_EASY_2	「フレンド」では\nフレンド登録したプレイヤーの部隊が表示され\nその中から対戦する部隊を選ぶことができます
MID_TUT_MATCH_EASY_3	「ID入力」では\nIDを入力して、特定のプレイヤーの部隊と\n対戦することができます
MID_TUT_MATCH_SERIOUS_TITLE	本格対戦
MID_TUT_MATCH_SERIOUS_0	マップをエディットして公開したり\n自分のマップを他のプレイヤーが公開したマップと繋いで\n対戦を行ったりします
MID_TUT_MATCH_SERIOUS_1	まずは「マップエディット」で\n自分のマップを作成しましょう
MID_TUT_MATCH_EDIT_ATTACK_TITLE	エディットしたマップで対戦
MID_TUT_MATCH_EDIT_ATTACK_0	マップをエディットしたら、それを使って\n対戦を行うことができます
MID_TUT_MATCH_EDIT_ATTACK_1	「対戦開始」を選ぶと、自分がエディットしたマップと\n他のプレイヤーが公開したマップを繋いで\nそこに攻撃部隊を出撃させ、対戦が始まります
MID_TUT_MATCH_EDIT_ATTACK_2	防衛戦が行われていた場合は\n「結果の確認」でその結果を確認し\nリプレイを見ることができます
MID_TUT_MATCH_EDIT_ATTACK_3	「模擬戦」を選ぶと\n自分のエディットしたマップを相手に\nテストプレイを行い、出来映えを確認することができます
MID_TUT_MATCH_ATTACK_TITLE	対戦開始
MID_TUT_MATCH_ATTACK_0	他のプレイヤーが公開したマップに自分のマップを繋ぎ\n攻撃部隊を送り込んで対戦を行うことができます
MID_TUT_MATCH_ATTACK_1	「ランダム」では、他のプレイヤーの\nマップが自動で選ばれ、対戦を行います
MID_TUT_MATCH_ATTACK_2	「フレンド」では\nフレンド登録したプレイヤーのマップが表示され\nその中から対戦したいマップを選ぶことができます
MID_TUT_MATCH_ATTACK_3	「ID入力」では\nIDを入力して、特定のプレイヤーのマップで\n対戦することができます
MID_TUT_MATCH_EDIT_TITLE	マップエディット
MID_TUT_MATCH_EDIT_0	対戦に使うマップを作成します\n戦い方を考えて、マップに様々な\n地形を配置しましょう
MID_TUT_MATCH_EDIT_1	\x0E\x08\x02\x04\x02Xで地形リストを開き\n\x0E\x08\x02\x04\x02Aで配置することができます\n（\x0E\x08\x02\x04\x02L\x0E\x08\x02\x04\x02Rで直接選ぶこともできます）
MID_TUT_MATCH_EDIT_2	作成したマップを保存すると敵が攻めてきて\n「防衛戦」が発生することがあります\n防衛時のことも考慮して作成を行いましょう
MID_TUT_MATCH_EDIT_3	防衛戦用の「防衛部隊」の設定と\n作成したマップの保存を行うには\n\x0E\x08\x02\x0A\x08Plusでメニューを開きます
MID_TUT_MATCH_EDIT_SAVE_TITLE	防衛部隊の設定とマップ保存
MID_TUT_MATCH_EDIT_SAVE_0	防衛戦の発生時に自動で戦う「防衛部隊」は\nメニューからユニットを編成し\n装備や配置を変更して、設定します
MID_TUT_MATCH_EDIT_SAVE_1	味方にカーソルを合わせて\x0E\x08\x02\x04\x02Aを押すと\n行動タイプも変更できます
MID_TUT_MATCH_EDIT_SAVE_2	「防衛部隊」に設定したユニットは\n「攻撃部隊」に加えることができなくなるので\n注意しましょう
MID_TUT_MATCH_EDIT_SAVE_3	地形も防衛部隊も配置を完了したら\n「マップ保存」を選んで\n作成したマップを保存しましょう
MID_TUT_MATCH_EDIT_SAVE_4	「エディット終了」を選べば\nマップエディットを完了します
MID_TUT_MATCH_REPLAY_TITLE	結果の確認（リプレイ）
MID_TUT_MATCH_REPLAY_0	エディットしたマップを公開しておくと\nそこへ他のプレイヤーが攻撃をしかけてきて\n「防衛戦」が発生することがあります
MID_TUT_MATCH_REPLAY_1	「防衛戦」が発生していた場合は\nその勝敗を確認することができます
MID_TUT_MATCH_REPLAY_2	どんな戦いが行われていたのか\nリプレイを見ることもできます
MID_TUT_MATCH_REPLAY_3	報酬は、敗北しても獲得できますが\n勝つことで、より良いものが手に入ります
MID_TUT_MATCH_MOCKCOMBAT_TITLE	模擬戦
MID_TUT_MATCH_MOCKCOMBAT_0	自分のエディットしたマップをテストプレイし\n出来映えを確認することができます
MID_TUT_MATCH_MOCKCOMBAT_1	自分のマップに攻撃部隊を送り込み\n防衛部隊と対戦を行います
MID_TUT_MATCH_MOCKCOMBAT_2	改善すべき点が見つかったら\n「マップエディット」でマップを調整しましょう
MID_TUT_TIPS_Marth	紋章士マルス
MID_TUT_TIPS_Siglud	紋章士シグルド
MID_TUT_TIPS_Celica	紋章士セリカ
MID_TUT_TIPS_Micaiah	紋章士ミカヤ
MID_TUT_TIPS_Roy	紋章士ロイ
MID_TUT_TIPS_Lin	紋章士リン
MID_TUT_TIPS_Ike	紋章士アイク
MID_TUT_TIPS_Lucina	紋章士ルキナ
MID_TUT_TIPS_Leaf	紋章士リーフ
MID_TUT_TIPS_Kamui	紋章士カムイ
MID_TUT_TIPS_Eirik	紋章士エイリーク
MID_TUT_TIPS_Ephraim	紋章士エフラム
MID_TUT_TIPS_Byleth	紋章士ベレト
MID_TUT_TIPS_TUTORIAL	基礎知識
MID_TUT_TIPS_ITEM	消費アイテム
MID_TUT_TIPS_WEAPON	武器
MID_TUT_TIPS_KIZUNA	散策
MID_TUT_TIPS_HUB	ソラネル
MID_TUT_TIPS_GMAP	ワールドマップ
MID_TUT_TIPS_ENCOUNTER	遭遇戦
MID_TUT_TIPS_UNIT_SKILL	（\x0E\x01\x00\x00の個人スキル）
MID_TUT_TIPS_GOD_SKILL	（\x0E\x01\x00\x00の紋章士スキル）
MID_TUT_TIPS_UNIT_ITEM	（\x0E\x01\x00\x00の専用武器）
MID_TUT_TIPS_GOD_ITEM	（\x0E\x01\x00\x00のエンゲージ武器）
MID_TIPS_TUTORIAL_1	一度見た指南は「システム」の「指南」でいつでも確認することができる
MID_TIPS_TUTORIAL_2	戦闘アニメのオン・オフは「システム」の「環境設定」で切り替えられる
MID_TIPS_TUTORIAL_3	戦闘マップで\x0E\x08\x02\x06\x04ZLを押すと敵全員の攻撃範囲を表示できる
MID_TIPS_TUTORIAL_4	敵にカーソルを合わせて\x0E\x08\x02\x04\x02Aを押すと危険範囲が表示される
MID_TIPS_TUTORIAL_5	未行動の味方が残っていても、メニューの「終了」で、自軍フェイズを終了できる
MID_TIPS_TUTORIAL_6	会話は\x0E\x08\x02\x04\x02Yを押し続けると早送りができる
MID_TIPS_TUTORIAL_7	経験値が100になるとレベルが上がり、味方の能力が上昇する
MID_TIPS_TUTORIAL_8	\x0E\x08\x02\x04\x02Xを押すと、アイテムやスキルの詳細な情報が見られる
MID_TIPS_TUTORIAL_9	ユニットにカーソルを合わせて\x0E\x08\x02\x0C\nMinusを押すと、詳細な能力が確認できる
MID_TIPS_TUTORIAL_10	戦闘マップで\x0E\x08\x02\x06\x04ZRを長押しすると、ユニット情報の種類やマップ表示を切り替えられる
MID_TIPS_TUTORIAL_50	戦闘マップで\x0E\x08\x02\x06\x04ZRを押すと、ユニットの補助情報が表示される
MID_TIPS_TUTORIAL_11	武器の「重さ」がユニットの「体格」より大きいと、その分「速さ」が下がる
MID_TIPS_TUTORIAL_12	「幸運」が高いほど、敵から必殺の一撃を受けにくくなる
MID_TIPS_TUTORIAL_13	「茂み」や「林」などの地形で戦えば、敵の攻撃が当たりにくくなる
MID_TIPS_ITEM_0	HPは「傷薬」や「ライブ」で回復することができる
MID_TIPS_ITEM_1	「傷薬」や「杖」などのアイテムは、使用できる回数が0になるとなくなってしまう
MID_TIPS_TUTORIAL_14	「おまかせ」を選ぶと、戦闘方針に合わせて味方が自動的に行動する
MID_TIPS_TUTORIAL_15	剣の敵には「槍」、槍の敵には「斧」、斧の敵には「剣」で攻撃するとブレイクできる
MID_TIPS_TUTORIAL_51	弓・魔道書・短剣を装備している敵は「体術」で攻撃するとブレイクできる
MID_TIPS_TUTORIAL_16	ブレイクさせた敵は、一度戦闘をするか、次のターンになるまで反撃ができない
MID_TIPS_TUTORIAL_17	「エンゲージ技」は、チェインガードで防ぐことができない
MID_TIPS_SKILL_0	「絆レベル」が上がると、シンクロ・エンゲージ中の能力が強化され、使用できるスキルが増える
MID_TIPS_SKILL_1	「エンゲージカウント」は戦闘を行うことで溜まる
MID_TIPS_SKILL_28	「紋章氣マス」で待機すると、エンゲージカウントが最大になる
MID_TIPS_SKILL_2	マルスのエンゲージ技「スターラッシュ」は、戦闘スタイルが【竜族】だと攻撃回数が増える
MID_TIPS_ITEM_2	体術装備時の攻撃力は「力」と「魔力」の2つの基本能力の影響を受ける
MID_TIPS_TUTORIAL_18	味方はそれぞれ役立つ固有のスキルを持っている。詳細は\x0E\x08\x02\x04\x02Xで見ることができる
MID_TIPS_TUTORIAL_19	「部隊表」を見れば、味方の兵種やレベルを一覧で確認することができる
MID_TIPS_TUTORIAL_20	味方同士が隣接している状態で戦闘を行うと、お互いの支援値がアップする
MID_TIPS_TUTORIAL_21	味方を選択中に\x0E\x08\x02\x04\x02L\x0E\x08\x02\x04\x02Rを押すと、装備する武器を切り替えることができる
MID_TIPS_TUTORIAL_22	\x0E\x08\x02\x12\x10DropItemのついた敵を倒すと、持っていたアイテムが手に入る
MID_TIPS_ITEM_3	弓は「飛行特効」を持ち、飛行する敵に大きなダメージを与える
MID_TIPS_ITEM_4	重装兵は「守備」が高く、魔法で攻撃した方がダメージを与えやすい
MID_TIPS_OTHER_33	ゲームの難易度は「マイベッド」の「難易度変更」で変更することができる
MID_TIPS_TUTORIAL_24	敵が到達する前に民家を「訪問」すると報酬がもらえる
MID_TIPS_TUTORIAL_25	「砦」や「防衛床」に待機しているユニットは、ターン毎にHPが回復し、武器相性でブレイクされない
MID_TIPS_TUTORIAL_27	\x0E\x06\x03\x00が使用できる「輸送隊」は、隣接している味方も使用できる
MID_TIPS_TUTORIAL_28	絆レベルを上げていくと「絆会話」が発生し、見ると更に絆レベルが上昇する
MID_TIPS_TUTORIAL_29	味方同士の支援値が上がると「支援会話」が発生し、見ると「支援レベル」が上昇する
MID_TIPS_TUTORIAL_30	味方同士の「支援レベル」が上昇すると、近くで戦う時に能力がアップする
MID_TIPS_TUTORIAL_32	敵をブレイクできる時は、敵の武器アイコンに\x0E\x08\x02\x18\x16EquipCancelの印がつく
MID_TIPS_TUTORIAL_33	ユニットに\x0E\x08\x02 \x1EBalloonCriticalが表示されている時は、必殺の一撃が出やすい
MID_TIPS_TUTORIAL_34	「竜の時水晶」を使うと、行動を以前の時点まで戻し、やり直すことができる
MID_TIPS_ITEM_5	弓や魔法以外にも「手槍」や「手斧」といった、離れた敵に攻撃できる武器がある
MID_TIPS_ITEM_6	魔道書「サージ」は隣接した敵しか攻撃できないが、必ず命中する
MID_TIPS_OTHER_0	戦闘で活躍した仲間と会話をすると「絆のかけら」をもらうことができる
MID_TIPS_OTHER_1	手に入れた晶石や食材は、「錬成」や「料理」に使用できる
MID_TIPS_OTHER_2	「紋章士の間」では、「絆のかけら」を使って絆の指輪を精製することができる
MID_TIPS_OTHER_3	\x0E\x08\x02\x04\x02Xを押すと、すぐにファストトラベルが使用でき、好きな場所へ移動できる
MID_TIPS_OTHER_4	「贈り物」をする時に、相手の好きな物を選ぶと支援値がよりアップする
MID_TIPS_OTHER_6	「サウンドボックス」を使うと、流れている音楽を好きなものに変更できる
MID_TIPS_OTHER_7	「マイルーム」では、支援会話を見たり、ムービーや音楽を鑑賞したりすることができる
MID_TIPS_OTHER_8	「マイベッド」で休憩すると、仲間の誰かが起こしに来てくれることがある
MID_TIPS_OTHER_9	「紋章士の間」では、「SP」や「絆のかけら」を使って「スキル継承」や「絆の指輪精製」が行える
MID_TIPS_OTHER_10	ソラネルに古くから棲む守り神は、おしりから「絆のかけら」を生み出すという噂がある
MID_TIPS_OTHER_11	「ドラゴンシューター」で高いスコアを出すと、たくさんの「絆のかけら」がもらえる
MID_TIPS_OTHER_12	「筋肉体操」をすると、次の出撃中、\x0E\x06\x03\x00の能力が少し強化される
MID_TIPS_OTHER_32	売却する物は、\x0E\x08\x02\x06\x04ZRで複数選ぶことができ、まとめて売ることができる
MID_TIPS_TUTORIAL_35	敵に宝箱の中身を奪われても、逃げる前に撃破すれば取り返すことができる
MID_TIPS_TUTORIAL_36	扉は破壊するか、シーフの「扉の鍵」コマンドを使うと通れるようになる
MID_TIPS_ITEM_8	「ＨＰの薬」などの強化アイテムは、出撃している間、味方の能力を上昇させる
MID_TIPS_ITEM_9	「ナイトキラー」などの「騎馬特効」を持つ武器は、騎馬系の敵に大きなダメージを与える
MID_TIPS_OTHER_13	ソラネルに連れ帰った動物は、「牧場」で放牧すると食材を落とすことがある
MID_TIPS_OTHER_15	ワールドマップでは「遭遇戦」や「訓練」が発生し、経験値やゴールドを得ることができる
MID_TIPS_OTHER_16	「鍛錬の間」では味方や紋章士と戦闘ができ、経験値の獲得や、絆を深めることができる
MID_TIPS_OTHER_17	「訓練」に出撃した味方は、クリア後にさらに経験値を得られる
MID_TIPS_TUTORIAL_39	戦闘スタイル【竜族】のユニットは、エンゲージ時に多彩な付加効果を得られる
MID_TIPS_TUTORIAL_40	戦闘スタイル【連携】のユニットは、味方を援護する「チェインアタック」が使える
MID_TIPS_TUTORIAL_41	戦闘スタイル【騎馬】のユニットは、移動できる距離が長い
MID_TIPS_TUTORIAL_42	戦闘スタイル【魔道】のユニットは、魔法攻撃時に、敵の地形効果による回避の＋補正を無効にする
MID_TIPS_TUTORIAL_43	戦闘スタイル【気功】のユニットは、味方を護る「チェインガード」が使える
MID_TIPS_TUTORIAL_44	戦闘スタイル【隠密】のユニットは、地形効果によって得られる回避の＋補正が2倍になる
MID_TIPS_TUTORIAL_45	戦闘スタイル【飛行】のユニットは、地形の影響を受けずに移動できる
MID_TIPS_TUTORIAL_46	戦闘スタイル【重装】のユニットは、武器相性によってブレイクされない
MID_TIPS_TUTORIAL_47	クラスチェンジに必要な素質は、「絆レベル」を上げることで紋章士から受け継ぐことができる
MID_TIPS_ITEM_10	近接武器を装備した敵に、射程の長い武器で攻撃すれば反撃を受けない
MID_TIPS_ITEM_11	短剣の攻撃でダメージを与えると、敵を「毒」状態にすることができる
MID_TIPS_ITEM_12	「アーマーキラー」などの「重装特効」を持つ武器は、重装兵に大きなダメージを与える
MID_TIPS_OTHER_14	「料理」を行うと稀にお弁当をもらう事ができ、使うとHPを回復することができる
MID_TIPS_OTHER_19	「料理」を依頼する時に、食材を追加すると成功率が上昇する
MID_TIPS_OTHER_20	「果樹園」では、料理に使用する食材を手に入れることができる
MID_TIPS_OTHER_21	「掲示板」の「実績」で、これまでの行動に応じた「絆のかけら」をもらうことができる
MID_TIPS_OTHER_22	「掲示板」の「国への投資」で多額の投資をするとレベルが上がり、お礼の品をもらえる
MID_TIPS_OTHER_30	「国への投資」でレベルが上がると、その国の遭遇戦でレアな敵の出現率が上がる
MID_TIPS_OTHER_31	「国への投資」でレベルが上がると、その国の散策時に得られる素材が増える
MID_TIPS_OTHER_23	「暗闇」のある遭遇戦は、多くの経験値やゴールドを持った敵が潜む可能性が高い
MID_TIPS_SKILL_38	杖の命中は「信仰」スキルでのみ上げることができる
MID_TIPS_OTHER_34	「神竜戦歴カード」は試練の離れで異界のフレンドたちと交流するのに役立つ
MID_TIPS_TUTORIAL_48	闇シンクロ中の敵のエンゲージカウントが点滅している時は、エンゲージ技を使用できる
MID_TIPS_TUTORIAL_52	エンゲージ中の味方は、敵のエンゲージ技を受けた時、ダメージが軽減される
MID_TIPS_TUTORIAL_49	レベルが最大になっても「チェンジプルフ」を使えばレベルを1に戻し、さらに成長させられる
MID_TIPS_ITEM_13	「毒」は出撃している間、効果が続く（毒消し薬や杖で治療できる）
MID_TIPS_ITEM_14	レベルが10になった味方は「マスタープルフ」を使って上級兵種にクラスチェンジできる
MID_TIPS_ITEM_15	「スマッシュ」効果を持つ武器で攻撃すると、必ず後攻になる
MID_TIPS_OTHER_24	「湧水の池」で魚を釣ると、料理に使用する食材にできる
MID_TIPS_ITEM_16	「チェンジプルフ」を使うと、別系統の兵種にクラスチェンジできる
MID_TIPS_ITEM_17	「キルソード」や「キラーランス」といったキラー系の武器は、必殺の一撃を出しやすい
MID_TIPS_OTHER_37	\x0E\x06\x03\x00が兵種「神竜ノ王」になったことがあれば、裏庭で「ドラゴンシューター」が遊べる
MID_TIPS_OTHER_26	「蚤の市」では、普通のお店では売っていない珍しい品物を購入できる
MID_TIPS_OTHER_27	大陸の各地には、紋章士と更なる絆を深めることができる、試練の地が存在するらしい
MID_TIPS_SKILL_29	アイクのエンゲージ技「覇克・天空」は、攻撃したマスの「炎」「瘴気」などを打ち消すことができる
MID_TIPS_SKILL_22	ベレトのエンゲージ武器は、エンゲージする味方の戦闘スタイルによって変化する
MID_TIPS_SKILL_25	カムイの「竜脈」は地形に特殊な効果を与え、既存の効果を上書きすることができる
MID_TIPS_OTHER_28	「占い小屋」は夜の間だけ利用することができる
MID_TIPS_OTHER_29	「試練の離れ」で試練に挑戦すると特別な強化素材が手に入り、エンゲージ武器を強化することができる
MID_TIPS_ITEM_18	「勇者の剣」「勇者の槍」といった勇者系の武器は、自分から攻撃すると2連続攻撃になる
MID_TIPS_ITEM_19	大切な人に「約束の指輪」を渡したい時は、マイルームのマイチェストから取り出して直接渡しに行こう
MID_TIPS_GOD_0	異界の大陸アカネイアのアリティア王国の王子。英雄アンリの血を引く
MID_TIPS_GOD_1	仲間たちと力をあわせて暗黒竜を倒し、「英雄王」と呼ばれた人物
MID_TIPS_GOD_2	異界の大陸ユグドラルの、グランベル王国シアルフィ公爵家の公子
MID_TIPS_GOD_3	聖戦士バルドの血を引き、伝説の聖剣を受け継ぐ高潔なる騎士
MID_TIPS_GOD_4	異界の大陸バレンシアにある豊穣の国ソフィアの王女
MID_TIPS_GOD_5	慈愛の心を持つ女性で、勇者アルムと共に平和を脅かす邪神と戦った
MID_TIPS_GOD_6	異界の大陸テリウスで義賊集団の一員として活躍した女性
MID_TIPS_GOD_7	神秘の力を持つ乙女で、世界を裁かんとする女神と戦った
MID_TIPS_GOD_8	異界の大陸エレブのフェレ侯爵家の公子。封印の剣の使い手
MID_TIPS_GOD_9	病床の父に代わり、軍を率いて敵国に立ち向かった聡明な少年
MID_TIPS_GOD_10	異界の大陸エレブの草原地帯、サカ地方出身の女性剣士
MID_TIPS_GOD_11	侯爵家の血を引くが、その事実を知らず遊牧民として育った少女
MID_TIPS_GOD_12	異界の大陸テリウスで、グレイル傭兵団の団長を務めた青年
MID_TIPS_GOD_13	優れた剣の腕と真っ直ぐな心を持ち、一介の傭兵から英雄となった人物
MID_TIPS_GOD_14	異界の国イーリス聖王国の王女で、左目に聖痕を持つ
MID_TIPS_GOD_15	絶望の未来を変えるため、時を遡って戦った正義感溢れる少女
MID_TIPS_GOD_16	異界の大陸ユグドラルの、トラキア地方レンスター王国の後継者
MID_TIPS_GOD_17	トラキア地方を帝国の支配から解放すべく奮戦した勇敢な王子
MID_TIPS_GOD_18	異界の国、白夜王国に生まれ、暗夜王国で育った王族
MID_TIPS_GOD_19	神祖竜の力を宿す者。相争う二つの祖国の間で、自らの道を選んだ
MID_TIPS_GOD_20	異界の大陸マギ・ヴァルの、聖石を受け継ぐ国ルネスの王女
MID_TIPS_GOD_21	妹エイリークと共に、魔王と戦ったルネス王国の勇ましき王子
MID_TIPS_GOD_22	異界の地フォドラにあるガルグ＝マク大修道院で、教師を務めた青年
MID_TIPS_GOD_23	元傭兵の教師で、教え子たちを導きながら、戦乱の時代を生きた人物
MID_TUT_NAVI_M004_TIMECRYSTAL	「竜の時水晶」が使えるようになりました
MID_TUT_NAVI_M005_FUNDS	フィレネから軍資金として\n\x0E\x01\x00\x00\x0E\x01\x01\x00Gを受け取りました
MID_TUT_NAVI_VANDRE_FUNDS	ヴァンドレから軍資金として\n\x0E\x01\x00\x00\x0E\x01\x01\x00Gを受け取りました
MID_TUT_NAVI_M008_FUNDS	ブロディアから軍資金として\n\x0E\x01\x00\x00\x0E\x01\x01\x00Gを受け取りました
MID_TUT_NAVI_M012_RESCUE	異形兵に襲われている人を助けましょう
MID_TUT_NAVI_M014_FUNDS	ソルムから軍資金として\n\x0E\x01\x00\x00\x0E\x01\x01\x00Gを受け取りました
MID_TUT_NAVI_M015_ESCAPE	セアダスを護って、マップから離脱させましょう
MID_TUT_NAVI_M020_FUNDS	イルシオンから軍資金として\n\x0E\x01\x00\x00\x0E\x01\x01\x00Gを受け取りました
MID_TUT_NAVI_M022_GET_Siglud	『聖騎士の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Celica	『慈愛の王女の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Micaiah	『暁の巫女の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Roy	『若き獅子の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Lin	『草原の公女の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Ike	『蒼炎の勇者の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Lucina	『聖王女の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Leaf	『賢王の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Kamui	『未来を選びし者の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Eirik	『碧き風空の指輪』を入手しました
MID_TUT_NAVI_M022_GET_Byleth	『導き手の指輪』を入手しました
MID_TUT_NAVI_M024_WARNING1	2ターン後に下の山道で雪崩が発生します
MID_TUT_NAVI_M024_WARNING2	2ターン後に中央の山道で雪崩が発生します
MID_TUT_NAVI_M024_WARNING3	2ターン後に上の山道で雪崩が発生します
MID_TUT_NAVI_M026_ENGAGEBREAKE	次のターンに大邪竜ソンブルの全体攻撃が発生します\nマップ内のユニットのエンゲージ状態を強制解除します
MID_TUT_NAVI_M026_BEAM_WARNING	次のターンに大邪竜ソンブルが邪竜吼号砲を放ちます\n強力な技なので、できるだけ範囲外に退避しましょう
MID_TUT_NAVI_S006_RULE	ベレトたちがマップ上の水晶を破壊します\nそれを阻止し、できるだけ多くの水晶を守りましょう\n（守った水晶の数に応じて報酬を獲得できます）
MID_TUT_NAVI_S006_BREAK	水晶が破壊されました
MID_TUT_NAVI_S006_REWARD1	水晶を多く守ったので\n報酬としてベレトから\x0E\x01\x00\x00と\x0E\x01\x01\x00を\n受け取りました
MID_TUT_NAVI_S006_REWARD2	水晶を守ったので\n報酬としてベレトから\x0E\x01\x00\x00を\n受け取りました
MID_TUT_NAVI_S006_REWARD3	水晶をあまり守ることができなかったので\n報酬はありませんでした
MID_TUT_NAVI_S015_GET	指輪を取り戻しました
MID_TUT_NAVI_S015_ENGAGERING	「約束の指輪」は一人の仲間にしか渡せません\n相手は慎重に選びましょう
