MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYou've been making some great progress out\nthere. Your skills have really improved.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nI noticed you watching my dancing. My talent\nmust be growing, if I'm captivating Emblems.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nYour dancing is elegant...but I was wondering\nif I couldn't incorporate it into my fighting.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYou can read the future with fortune-telling,\nright? Can you predict enemy movements?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nThe attacks would be coming while I divine. Will\nyou guard me while I spread the cards in battle?\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nI lost both my parents when I was young. What\nwas your upbringing like, Hector?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI also lost my parents. After that, my older\nbrother cared for me. Until I lost him...\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nI can tell he was a fine brother by looking at\nyou. Perhaps I'll dance in honor of him today.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nA dance for him? That'd be great. I'm sure he\nwould have enjoyed that. Thanks, Seadall.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nI am intrigued as to how Emblem Bracelets\nfunction. Would you allow me to examine you?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI don't see what that will tell you about the\nbracelet...and I don't like that look in your eye.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nThe wisest sage in my world was incredibly old.\nWisdom really does come with age, huh?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nI don't know about that. But time does seem to\nslip through my fingers when I'm deep in study.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nI first pursued magic in the hopes of ending the\nwar. I often wonder if I made the right choice.\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI sought power for the same reason. I used to\nthink strength was everything.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nI soon learned that allies are more important.\nNo matter how strong I am, I can't do it alone.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nThat's a valuable insight. I'm sure I could learn\nmuch by hearing more of your experiences.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nI'm inspired to give your fighting style a try,\nHector. Wanna show me a thing or two?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIt'd be my pleasure. Keep your guard up,\nthough. We're training at full speed!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nI think you'd enjoy the fighting tourneys in\nBrodia. They can get pretty intense.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSounds like my kind of event. Back home,\nI spent more time in the arena than the castle.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nHow'd you get to be so strong, Hector?\nAny special secret to your training?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNot really, but I will credit my friendly rivalry\nwith Eliwood for pushing me to train so hard.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nWe'd spar every couple of months. His skill was\nunbelievable. It took all I had to match him.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nSounds like you spurred each other on. I should\nget myself a rival like that!\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nI was wondering, are you used to interacting\nwith dragons?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWell, I traveled with dragons back in my world,\nso yes. Now that I think of it, I knew a fair few.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nPlease continue lending us your strength. I want\nto do whatever I can to save those suffering.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI will. You know, you sort of remind me of a\nclose friend. You're both so pure and kind.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nYou had a big brother, right? Did it make you\nhappy when he was around?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHmm. I never really questioned if he made me\nhappy, but I couldn't imagine a life without him.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nIt's amazing you can say that with such\ncertainty. You really loved him, didn't you?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nYeah. It's because of him that I am here, and in\nhis name, I'll fight harder than ever!\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nYou are an honorable man, Sir Hector. Is it a\nproblem for you to work with a former enemy?\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo, it isn't. You were doing what you felt you\nhad to do. I understand that all too well.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nI have been instructed to take a rest day, but\nI do not know how to spend the time.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nGet plenty of sleep, first off. But don't neglect\nexercise either. Hey, how about a friendly duel?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nI can't help but notice that you're first into the\nfray when an ally's in danger, Mauvier.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nIt is not a conscious choice. I simply cannot\nstand by when others are vulnerable.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nThe same could be said for you, Sir Hector.\nYou are always there to help those in need.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nA close friend and I once swore an oath to\nalways protect our friends. I keep it to this day.\x0E\x04\x00\x00
