MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJe n'ai jamais vu personne d'aussi puissant que\nvous. Cette capacité à invoquer des Emblèmes...\nJ'aimerais tant la posséder.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nPuisque vous insistez... Je tâcherai d'avoir\nfoi en vos paroles, Pandreo. Je comprends\nprogressivement pourquoi je me bats.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nEn matière vestimentaire, vous avez un goût\ntrès sûr. Cette tenue vous va telle la décoration\nen sucre sur un dessert.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMais... vous avez faim ? Je crains que ma\ntenue ne soit pas comestible...\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nQuels mets raffinés déguste-t-on dans votre\npays ? Je ne peux réprimer ma curiosité.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe ne me souviens pas de ce que je mangeais,\nmais je peux vous parler des thés que j'ai\npu boire, si cela vous intéresse.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nJe suis devenu le vassal de Fogado\ncar il raffolait de ma cuisine.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLa nourriture n'est toutefois pas un élément\ncrucial au combat. Pourquoi vous a-t-il donc\nchoisi ?\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nBien manger nous revitalise. Cela n'a jamais\nrendu plus fort, mais c'est en mangeant\ncorrectement qu'on se bat plus longtemps.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nC'est une philosophie assez sage. Et elle a\nen outre le mérite d'attiser ma curiosité.\nRacontez-moi d'autres histoires, je vous prie.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nTu ressembles trait pour trait à la commandante\ndes Gardiens d'Askr. Vous n'êtes peut-être\nqu'une seule et même personne...\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nOui, ben vous savez, des sœurs peuvent avoir\nla même apparence et le même nom, ça arrive !\nDites, vous voulez pas acheter quelque chose ?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06アンナ\nJ'ai rentré plein de nouveaux articles\naujourd'hui ! Si quelque chose vous\nplaît, dites-le, je vous ferai un prix !\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe n'ai besoin de rien, mais j'avais quelques\nquestions à te poser. Je suis curieuse de savoir\noù tu te procures toutes ces marchandises...\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06アンナ\nOn commence à bien se connaître, vous et moi.\nJ'ai envie de vous offrir quelque chose pour\nfêter ça, cadeau de la maison !\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nUn présent ? Rien ne me ferait plus plaisir\nque... de deviser gaiement avec toi, comme\nà notre habitude.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nC'est tout ? Dans ce cas, vous ne serez pas\ndéçue, je bavarderai avec vous chaque fois que\nl'envie vous prendra. Vous appelez, j'accours !\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nVraiment ? Je te préviens, je vais te prendre\naux mots. Et ne t'avise point de m'abandonner\nici... J'en serais profondément attristée...\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nOn dirait que vous avez le même âge que moi,\nmais vous êtes toujours très calme sur le champ\nde bataille. Je trouve ça impressionnant.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIl n'y a rien d'exceptionnel à cela, et pour\nton information, je ne suis pas une enfant.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nVous vous reposez régulièrement ? C'est\nimportant de ménager ses forces, et c'est\nle meilleur moyen d'éviter les blessures.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nHm... Je t'avoue que prendre du repos n'est pas\ndans mes habitudes, je ne saurais que faire...\nAccepterais-tu de faire une pause avec moi ?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nJ'aimerais bien être plus fort au combat.\nDites, Veronica, comment on fait pour\ndevenir comme vous ?\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTu souhaites me ressembler ? Voilà une idée\nétrange... À en juger par le nombre de tes amis,\nj'estime que tu n'as rien à m'envier.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nMais vous en avez plein, vous aussi.\nIl y a moi, déjà...\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nOh... Eh bien, je te compterai moi aussi\nparmi mes amis, et nous nous trouverons\nainsi un peu plus forts tous les deux.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nQue vous bavardiez sans arrêt ne me dérange\npas, Yunaka, mais... pourriez-vous parler un peu\nmoins vite ?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, je suis désolée ! J'ai toujours l'impression\nd'avoir tant de choses à dire, et si peu de temps\npour le faire !\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ユナカ\nSalut, Veronica ! Je suis d'une humeur top\nmoumoute, aujourd'hui. Et vous, comment\nallez-vous ?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe ne sais pas pourquoi, mais quand je discute\navec vous, j'ai parfois l'impression que je parle\nà une foule tout entière...\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ユナカ\nJe dois bien avouer que ce n'est pas trop\nmon truc, la solitude et le silence. Vous, ça\ndoit vous convenir davantage, non ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nPas vraiment, à vrai dire. Je déteste être seule,\net le bruit ne me dérange pas.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nC'est vrai ? Alors je vous conseille de faire\nun vrai boucan, une fois de temps en temps.\nTenez, criez un bon coup : « Top moumoute ! »\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nCela doit être... amusant, mais je ne pense\npas être prête. Peut-être pourrons-nous\nnous exercer ensemble.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nVous êtes danseur de vocation, n'est-ce pas ?\nVotre apparence m'évoque le festival des arts\nde la scène d'Askr.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nOh, voilà un événement auquel j'aimerais\nassister au moins une fois dans ma vie.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nC'est curieux, mais lorsque je vous regarde\ndanser, mon esprit se vide de toute pensée.\nQuel est ce prodige ?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nCaptiver la pleine et entière attention d'autrui\nest la plus belle des récompenses pour un\nartiste, et un bien beau compliment.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08セアダス\nJ'ai envie de vous remercier pour tout ce\nque vous avez fait en vous tirant les cartes.\nVoyons cela... Ha, « Le Jugement »...\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLe Jugement ? Est-ce une bonne chose ?\nSi c'est un mauvais présage, je préfère\nrester dans l'ignorance...\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nIl s'interprète comme une « libération »,\nun « éveil ». Cela signifie que vous pouvez\ndevenir encore plus forte qu'auparavant.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSi les cartes le disent, alors pourquoi pas...\nIl est vrai que j'aspire à devenir meilleure,\net j'espère y parvenir avec votre aide.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08リンデン\nObservez, Veronica. Je m'apprête à faire\nbouillir cette soupe d'herbes et de cailloux\navec une touche... de foudre !\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe tremble à l'idée qu'on puisse un jour\nvous invoquer en qualité de héros.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08リンデン\nMalgré les apparences, j'appartenais autrefois\nà la garde royale. J'aimerais que vous me\nparliez de votre château, si vous êtes d'accord.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVolontiers, à la condition que vous m'en révéliez\ndavantage sur vous-même en retour.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLindon, vous êtes un érudit versé dans de\nnombreux domaines. Pourriez-vous me dire\nce qui fait un bon monarque ?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nCela dépend fortement de l'époque et de\nl'endroit. Votre monde n'est-il pas très\ndifférent de celui-ci ?\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nOui, je suppose que vous avez raison.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nVotre question donne donc matière à d'intenses\nréflexions et à une multitude d'interprétations.\nPar chance, vous avez tout le temps du monde.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nザフィーア\nVous pouvez compter sur moi pour vous\ndéfendre, Veronica. Je suis peut-être qu'une\nsimple soldate, mais je connais mon métier.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVous m'en voyez ravie, mais j'espère que\nnous aurons également l'occasion de discuter,\ntoutes les deux.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nVous êtes douée, Saphir. J'aimerais vous\nprendre à mon service.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nJe sers maintenant le royaume de Brodia,\nmais j'aurais accepté cette offre avec plaisir\nà l'époque où j'étais mercenaire.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nザフィーア\nJe me bats pas franchement pour le plaisir,\nvous savez. Je fais juste ce qu'il faut pour\nque cette guerre se termine.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe comprends. Plus la guerre se prolonge,\nplus elle fait de victimes. C'est intolérable.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nRavie de vous l'entendre dire. Une personne\nde sang royal devrait toujours penser d'abord\net avant tout au peuple.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nMerci. Et d'ailleurs, puisque vous-même venez\ndu peuple, j'aimerais en apprendre davantage\nsur vous...\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJ'ai appris que vous aviez jadis affronté\nune faction dénommée les Gardiens d'Askr.\nQui étaient-ils ?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nC'est une histoire qui finit mal, je le crains,\nmais si cela ne vous rebute point, je vous\nla conterai volontiers...\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJ'étais si seule, avant de venir ici...\nJ'aime cet endroit car j'y ai trouvé\nla compagnie qui me manquait.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nComme vous, je ne souffre guère la solitude,\net j'en suis d'autant plus heureuse d'avoir\ncroisé votre chemin...\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJ'aimerais mieux vous connaître,\nVeronica, et qui sait... peut-être\nque nous pourrions être amies !\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVous aimeriez que nous soyons amies ?\nVraiment ? Voilà une perspective qui...\nm'emplirait de joie, à vrai dire.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nOh, j'entrevois enfin votre sourire, quel\nbonheur. J'espère voir votre visage\ns'illuminer ainsi le plus souvent possible !\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nAvec vous pour amie, je ne doute\npas que cela se produise à l'envi.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06モーヴ\nAujourd'hui encore, je me demande si, en\ntant qu'ancien ennemi du Dragon divin,\nje devrais vraiment être ici.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJ'ai connu une situation similaire. Il est\ntoujours compliqué de devenir allié avec\ndes ennemis d'antan.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06モーヴ\nPour le bien de Dame Veyle, je ne peux\nqu'espérer avoir fait ce qu'il fallait au\nbon moment.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe pense que vous avez en effet bien agi.\nElle a beaucoup évolué. D'une certaine\nmanière... je l'envie.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJe suis contente que vous soyez avec moi,\nMauvier. Et cela m'attriste de savoir qu'un\njour, nous devrons nous séparer.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nEn tant que simple mortel, je devrai en effet\nun jour vous quitter. Mais en attendant ce jour,\nvous pouvez compter sur moi.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nJe crois que même lorsque je ne serai plus là,\nnotre lien perdurera aussi longtemps que vous\nle voudrez.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSi c'est le cas, je ferai en sorte qu'il dure\nà jamais.\x0E\x04\x00\x00
