MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nJe suis vraiment contente de devenir l'amie\nd'un autre Dragon divin... Nous allons avoir\ntellement de choses à nous dire !\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04ボネ\nHmm... Vous n'avez pas le même parfum\nque le Dragon divin que je connais.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04チキ\nOh ! Je ne savais même pas que j'avais\nun parfum, tiens !\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nBunet, est-ce que vous avez la main verte ?\nJe vous ai vu en train d'arroser des plantes,\nl'autre jour.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nIl s'agissait de mon jardin d'aromates.\nD'ailleurs, certaines fleurs y dégagent\nle même parfum que vous.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04ボネ\nMes parents tenaient une auberge qui\nfut un jour détruite par des bandits.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nPardonnez-moi, Tiki. Je ne voulais pas vous\nfatiguer avec mes histoires. Vous êtes tellement\nabordable que je n'ai pu me retenir.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04チキ\nNe vous en faites pas. J'apprécie que vous\nvous soyez confié à moi.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04チキ\nAllez, Bunet, ne vous faites pas de mouron.\nJe sais que vos parents seraient fiers de vous.\nJ'ai foi en vous !\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nQuoi ?! Mais c'est Anna ! Je te trouve\nbien petite... Ah mais oui, je comprends,\ntu n'es pas la même Anna.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\n« Petite » ? Quel toupet. On fait presque la\nmême taille. Appelez-moi donc Mademoiselle\nAnna, pour vous faire pardonner.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06アンナ\nÇa vous dirait de me donner un coup de main,\nà la boutique ? Je suis sûre que ça ferait\nexploser mon chiffre d'affaire.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04チキ\nMoi, tenir la boutique ? Ça doit être amusant !\nJe veux bien essayer, Mademoiselle Anna,\nmais uniquement si tu restes avec moi !\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06アンナ\nFélicitations ! C'est jour de fête ! Nous\ncélébrons un événement très spécial !\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04チキ\nQ-Que se passe-t-il ? Quel genre de fête ?\nVite, je veux savoir !\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nC'est une fête rien que pour vous et moi,\nen l'honneur de notre amitié plus solide\nque jamais.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04チキ\nNotre amitié... Mais c'est merveilleux !\nJe fêterai ça tous les ans, sans faute !\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nOn a l'air d'avoir le même âge, mais vous avez\nvécu très, très longtemps, pas vrai ? Ça veut\ndire que vous êtes plus vieille que moi.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04チキ\nJ'ai vécu très longtemps, c'est vrai, mais je me\nsuis réveillée il y a peu. C'est sans importance,\nsoyons plutôt amis, toi et moi !\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nMoi, je suis un peu timide, alors j'espère que je\npourrai prendre exemple sur vous. Vous êtes\ncopine avec tout le monde, je parie ? \x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04チキ\nOui, parce que je vous aime tous\net que j'adore discuter avec vous !\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nVous êtes peut-être pas réveillée depuis très\nlongtemps, mais je vous trouve incroyable.\nVous êtes forte, même sans l'aide de personne.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x06\x04チキ\nMais tu travailles très dur, toi aussi,\net tout seul ! Tu m'impressionnes\nvraiment beaucoup !\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nMerci. J'ai des tas de choses à apprendre...\nMais je vais essayer, et je finirai bien par\nme débrouiller, vous allez voir !\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x06\x04チキ\nBravo ! Tu feras un merveilleux docteur, Jean.\nEt ne t'en fais pas, je serai là pour t'aider !\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ユナカ\nVous devez en avoir marre que tout le monde\nvous dise à quel point vous êtes jolie, Tiki...\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04チキ\nHi hi ! Non, non, ça va. Si vous voulez me dire\nque je suis jolie, ça ne me gêne pas du tout !\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nHé, Yunaka ! Qu'est-ce que vous en dites ?\nTop moumoute !\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nOuah ! J'ai le cœur qui s'emballe !\nC'était parfait !\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ユナカ\nVous avez le chic pour remonter le moral aux\ngens. Je me sens mieux à chaque fois que\nje vous vois.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04チキ\nCela me rend joyeuse d'avoir de la compagnie.\nEn revanche, être seule me donne toujours\nenvie de pleurer.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nVous aussi, hein ? Je ressens la même chose.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04チキ\nEh bien, nous sommes là l'une pour l'autre,\nà présent. Nous ne devrions plus avoir à nous\nen faire pour cela, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08セアダス\nMême le Dragon divin d'un autre monde est\ncapable de danser... Je remercie les étoiles\nde cette bonne fortune.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04チキ\nRemercier les étoiles ? Oh, j'adore les étoiles !\nQuand elles scintillent, c'est comme si elles\nnous souriaient. Vous n'êtes pas d'accord ?\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nEst-il vrai que vous savez prédire\nl'avenir, Seadall ? Pourriez-vous\nme dire la bonne aventure ?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nMais bien sûr. L'étoile est au zénith, cela\nsignifie que votre cœur vertueux vous ouvrira\nles portes d'un avenir radieux.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nQuand je vous vois danser, mon cœur bat\nla chamade, je meurs d'envie de me joindre\nà votre sarabande.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nJe suis heureux que vous soyez ainsi touchée\npar mon art. C'est mon professeur qui m'a\nenseigné cette danse, et je l'aime beaucoup.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nJ'aimerais créer une chorégraphie unique\npour symboliser notre amitié grandissante.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x06\x04チキ\nOuah, vraiment ? Une danse spéciale ?\nJe suis tellement heureuse ! Je veux\ndanser avec vous tous les jours !\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nQu'avez-vous donc là, Lindon ?\nÇa sent drôlement bon !\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nJe prépare un gâteau en m'aidant de la magie\nde Foudre. Voudriez-vous m'aider ?\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08リンデン\nVous me rappelez mes enfants quand ils\nétaient jeunes. Ils sont adultes maintenant,\nbien entendu.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x06\x04チキ\nJe suis sûre que vos enfants sont devenus des\npersonnes formidables. J'espère que je serai\ncomme eux en grandissant !\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nVous me faites penser à Ban-Ban. Je le\nconsidère un peu comme mon grand-père !\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nJe comprends que vous fassiez le\nrapprochement, car j'ai moi-même\nde nombreux petits enfants.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nIls sont comme vous, Tiki. Rayonnants,\ndébordants de vie. Peut-être pourrai-je\nles revoir un jour...\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x06\x04チキ\nJ'en suis sûre ! Mais les gens qu'on aime\nne sont jamais loin de nous, car ils ont une\nplace dans notre cœur !\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nÇa devrait pas tellement me surprendre que\nvous soyez aussi forte à votre âge, Tiki.\nVous êtes un Dragon divin, après tout.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x06\x04チキ\nMerci, Saphir ! Je fais de mon mieux !\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nDans le village d'où je viens, tout le monde\nraffole du poisson. Vous aimez ça, vous aussi ?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x06\x04チキ\nEt comment ! J'adore toutes les viandes et les\npoissons. Et aussi les légumes. Mais maintenant\nque je suis un Emblème, je ne mange plus rien !\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nIl paraît que vous êtes restée seule pendant\nun sacré bail... Ça a pas dû être de la tarte,\nde pouvoir compter que sur soi.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x06\x04チキ\nIl m'arrivait d'avoir un peu peur, en effet.\nMais maintenant que vous êtes tous là,\nces mauvais jours sont derrière moi !\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nHé hé ! C'est bien vrai. Si jamais vous avez\nle cafard, appelez-nous à la rescousse et\non rappliquera sur-le-champ.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x06\x04チキ\nN'hésitez pas à faire de même, Saphir !\nJe vous promets que je répondrai présente !\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJe sais que vous êtes un Dragon divin et moi\nun Dragon déchu, mais... Pensez-vous que\nnous pourrions être amies malgré tout ?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x06\x04チキ\nBien sûr, rien ne me ferait plus plaisir ! Je veux\nvous connaître dans les moindres détails, Veyle.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJe perds toute notion du temps en votre\ncompagnie, je pourrais discuter avec\nvous des heures durant.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x06\x04チキ\nMoi aussi, c'est pareil ! Je me disais exactement\nla même chose ! Il y a tant de sujets que je veux\nencore aborder avec vous !\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJ'aimerais que nous soyons amies, Tiki.\nEnfin, si ce n'est pas trop présomptueux\nde ma part...\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x06\x04チキ\nMais pas du tout ! Je vous apprécie beaucoup,\net j'ai envie de passer un maximum de temps\nen votre compagnie.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nC'est si gentil de votre part, ça me réchauffe\nle cœur. Serez-vous mon amie pour la vie ?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x06\x04チキ\nAbsolument, je vous le promets !\nNous serons amies pour l'éternité,\nà l'infini et jusqu'à la fin des temps !\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06モーヴ\nJ'ai commis des fautes impardonnables,\nmais je suis prêt à tout afin de mériter\nvotre confiance.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x06\x04チキ\nMais Mauvier, vous êtes l'un des nôtres.\nVous avez déjà ma confiance !\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nJ'aime bien vous parler, Mauvier. Je peux vous\nraconter un tas de choses, c'est assez amusant.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nAllons, inutile de chanter mes louanges.\nJ'ai apprécié vos histoires, voilà tout.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06モーヴ\nDame Veyle m'a ordonné de me reposer,\net je me retrouve complètement désœuvré.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x06\x04チキ\nHmm... Nous pourrions nous détendre en\nregardant les nuages et en discutant, non ?\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nSi vous avez davantage d'histoires à me\nraconter, je ne demande qu'à les entendre.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x06\x04チキ\nOh, j'en ai énormément. Mais j'aimerais\nbien écouter les vôtres, quand même !\x0E\x04\x00\x00
