MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nC'est bon de pouvoir vous parler après tout\nce temps passé à veiller sur vous en silence,\n\x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x06\x04ボネ\nOn m'a relaté que les Emblèmes ne mangeaient\npas. Cela m'attriste de savoir que je ne\npourrai rien vous cuisiner.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06マルス\nNe vous en faites pas, Bunet. Regarder les\nautres se régaler de vos plats sera un plaisir\nque je savourerai déjà amplement.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nJ'ai ouï dire que vous essayiez de\nreconstruire l'auberge de vos parents.\nElle a été détruite par des bandits ?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nOui. J'étais anéanti. Mais mon grand ami\nFogado... est venu à ma rescousse.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nIl a fait de moi son chef attitré et son\nchevalier. Je lui dois la vie.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06マルス\nVous êtes donc tous deux liés, tant par\nla nourriture que par l'amitié. Des liens\nadmirables s'il en est.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nJe me demandais comment vous vous en\nsortiriez sur le champ de bataille, mais vous\nêtes une alliée sur qui on peut compter, Anna.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nÀ force de couper du bois, j'ai fini par bien me\ndébrouiller avec des haches. Mais appelez-moi\n« Mademoiselle Anna » !\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nVous devriez passer par mon village quand\nla guerre sera finie. On fera la fête en votre\nhonneur !\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06マルス\nJ'aimerais voir l'endroit dont vous venez.\nOn m'a dit qu'on y célébrait chaque jour\nquelque festival.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nBonne nouvelle ! Aujourd'hui est officiellement\nle « jour de l'amitié de Marth et Anna » !\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06マルス\nUn jour à marquer d'une pierre blanche. Mais\npourquoi en faire une célébration officielle ?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nComme ça, on est sûrs qu'on y fera la fête !\nEt puis, ça m'aidera à ne jamais vous oublier.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06マルス\nEh bien, je suis honoré d'être au centre d'une\ntelle célébration. Mais même sans cela, je\npenserai toujours à vous.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nJe rêve de devenir docteur, comme mon papa.\nIl y aura toujours des gens malades, même\naprès la guerre.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06マルス\nJe suis sûr que vous ferez un très bon docteur.\nJ'ai hâte de voir le jour où vous réaliserez\nvotre rêve.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nJe sais que je suis pas encore un vrai docteur,\nmais je suis sûr qu'il y a une place pour moi.\nIl y en a forcément une.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06マルス\nJ'admire la dextérité avec laquelle vous traitez\nles blessures même les plus graves. Nous\ncomptons tous sur vous, Jean.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nFiou... tout le monde se donne tellement à fond\nque j'ai un peu de mal à suivre avec toutes ces\nblessures.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06マルス\nJe comprends que ce soit difficile pour vous.\nMais vous devez relever le défi, comme les\nautres.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nC'est vrai. Et c'est pas comme si j'avais aucune\nraison de me battre. Ma maison, les champs de\nthé, mes amis...\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06マルス\nVos efforts contribuent à faire tourner notre\nmachine de guerre. Nous sommes tous contents\nde vous avoir à nos côtés.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nVous avez des expressions tout à fait\ninhabituelles, Yunaka. À qui les avez-vous\nempruntées ?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, à personne. Je suis unique en mon genre !\nVous voulez essayer ? Dites-le en même temps\nque moi... Top moumoute !\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nDites-moi... Pensez-vous qu'il soit possible\nde prendre un nouveau départ ?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06マルス\nTout le monde a le potentiel pour changer.\nCe qui compte, c'est d'être déterminé à le faire.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nDites-moi, Marth... Que feriez-vous si\nvous découvriez que j'avais fait quelque chose\nde terrible par le passé ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06マルス\nRien. Ce n'est pas à moi de juger votre passé,\nYunaka. J'ai foi en la personne que vous êtes\nmaintenant.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nVous avez foi en moi ? Qu'est-ce que j'ai bien\npu faire pour mériter ça ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06マルス\nUne mauvaise personne ne poserait jamais\ncette question avec autant de sérieux.\nCela me suffit.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nSeadall, merci d'avoir protégé l'anneau\nde Corrin. Je crois savoir que vous êtes\nun célèbre danseur.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nJ'admets jouir d'une certaine réputation. Mais\nles étoiles m'ont dit qu'il en allait de même\npour vous, Marth.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nJ'aime découvrir des lieux que je n'ai encore\njamais vus. Dites-moi, Marth, à quoi ressemble\nl'endroit dont vous venez ?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06マルス\nCe n'est pas si différent d'ici, vraiment. C'est un\nbel endroit. J'y ai même eu un ami qui dansait\npour nous, comme vous le faites.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nJe danse presque aussi bien que mon maître\ndansait. Pourtant, je ne me sens pas digne\nde lui.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x08\x06マルス\nVotre maître devait être un danseur incroyable.\nJe le vois dans la façon dont vous bougez.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nIl m'a tant donné. Mais il a rejoint les étoiles qui\nluisent au firmament, et je ne pourrai jamais rien\nlui rendre.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06マルス\nVos danses font naître la joie autour de vous,\net cela doit sûrement se voir même depuis les\nétoiles.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nOn m'a dit que vous étiez un excellent soldat de\nla garde royale. Je vous sais gré d'être à mes\ncôtés.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nTout un chacun s'efforce de rétablir la paix\nen Elusia, ici. Je dois également faire ma part.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08リンデン\nSi vous avez besoin de mes compétences,\nfaites-moi signe. Préparer des pâtisseries\navec la magie de Foudre est ma spécialité !\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06マルス\nQuelles fascinantes utilisations de la magie\nn'a-t-on pas inventées ! Vos talents seront très\ndemandés, même en temps de paix.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nC'est un portrait que vous regardez ?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nOui, c'est celui de feu mon épouse.\nJe le garde près de moi où que j'aille.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nN'est-elle pas adorable ? Je suis fier d'avoir\ndonné les meilleures années de ma vie à\ncette femme merveilleuse.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06マルス\nVous avez raison de l'être. Je ne peux pas\ncontempler ma bien-aimée, mais je sens\nqu'elle et moi sommes toujours liés.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nVous défendez Brodia depuis longtemps.\nJe me fierai à votre expérience.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nザフィーア\nVous vous battez avec nous maintenant,\nce qui veut dire que vous vous battez aussi\npour Brodia. Je vous suis reconnaissante.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nOn pourrait se faire un petit duel, un jour ?\nJ'aime quand l'adversaire ne fait pas de\nchichis.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06マルス\nAppelez-moi quand vous voulez.\nVous affronter serait un véritable honneur.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nJ'ai grandi dans un village de pêcheurs.\nUn endroit paisible... jusqu'à ce qu'Elusia\nvienne tuer ma famille.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06マルス\nJe ne connais que trop bien cette douleur.\nEst-ce ce qui vous a motivée à devenir\nchevalier royal ?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nNan, j'ai toujours rêvé de faire ça.\nJ'aurais d'ailleurs voulu que mes parents\npuissent le voir, mais bon... C'est comme ça.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06マルス\nNous ne nous serions jamais rencontrés si vous\nn'aviez pas suivi cette voie. Je suis heureux\nqu'il en soit ainsi.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nMerci, Marth, de vous battre à mes côtés.\nSurtout après ce que j'ai fait.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06マルス\nNe vous excusez pas. Vous êtes quelqu'un\nde bon. À présent, nous combattons ensemble.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nParfois, je me demande s'il est vraiment juste\nque je sois ici. Et si... j'étais destinée à vivre\nseule ?\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06マルス\nOh Veyle, ne remettez jamais en question\nvotre place parmi nous. Tout le monde vous\nestime, ici.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJe sais enfin ce que c'est que d'être heureuse,\nMarth. Pour la première fois de ma vie, je me\nsens à ma place.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06マルス\nVous avez traversé tant d'épreuves. Mais à\nprésent, vous êtes entourée d'alliés et d'amis.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nMerci pour vos paroles. J'espère juste... que\nvous me considérez aussi comme une amie.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x08\x06マルス\nBien entendu. Et notre amitié sera éternelle.\nVous n'aurez plus jamais à être seule, Veyle.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nJe vous suis reconnaissant pour cette alliance.\nAvec vous à mes côtés, je parviendrai à\nexpier mes crimes passés.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06マルス\nVous êtes un guerrier et vous êtes juste.\nJe suis fier de rejoindre votre cause.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nJe suis originaire du royaume de Firene\noù j'ai appris qu'il fallait chérir les gens\nqui nous étaient chers.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06マルス\nCes mêmes sentiments ont sauvé Veyle\ndes ténèbres. Je suis heureux que vous\nsoyez parmi nous.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nDame Veyle est de bonne humeur, depuis\nquelque temps. Cela lui fait du bien, d'être ici.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06マルス\nVeyle a de la chance de pouvoir compter\nsur votre amitié et votre soutien.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nNos compagnons sont bien plus nombreux\nque par le passé, et j'en suis très reconnaissant.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06マルス\nLes liens que nous formons aujourd'hui\ntracent la voie de notre avenir. Ensemble,\nnous marchons sur cette voie.\x0E\x04\x00\x00
