MSID_Hp_5	PV +5
MSID_H_PrivateSkill_Jade	Confère Rés +2 à l'unité pendant\n1 tour si elle n'agit pas et utilise\nl'option Attendre.
MSID_PrivateSkill_Staluke	Grand protecteur
MSID_H_PrivateSkill_Staluke	Confère Frc +3 à l'unité pendant\n1 tour si un allié à 2 cases max se\nfait attaquer.
MSID_PrivateSkill_Lapis	Altruisme
MSID_H_PrivateSkill_Lapis	Confère Prc/Esq +10 et inflige\nCrit-10 si un allié est à 1 case\nde l'unité.
MSID_PrivateSkill_Citrinica	Philanthropie
MSID_H_PrivateSkill_Citrinica	Quand l'unité utilise un objet de\nsoin, tout allié adjacent récupère\nle même nombre de PV.
MSID_PrivateSkill_Ivy	Détermination
MSID_H_PrivateSkill_Ivy	Confère Prc +20 si l'unité affronte\nà nouveau son adversaire le plus\nrécent.
MSID_PrivateSkill_Zelkova	Mauvais *départ*
MSID_H_PrivateSkill_Zelkova	Inflige Prc -10 à l'ennemi pendant\nle combat si celui-ci l'initie.
MSID_PrivateSkill_Kagetsu	Éclair aveuglant
MSID_H_PrivateSkill_Kagetsu	Si l'unité initie le combat, inflige\nEsq -10 à l'ennemi le temps du\ncombat.
MSID_PrivateSkill_Hortensia	Charme rayonnant
MSID_H_PrivateSkill_Hortensia	Confère +1 à la portée de l'unité\nquand celle-ci utilise un bâton de\nsoin.
MSID_PrivateSkill_Rosado	Sourire troublant
MSID_H_PrivateSkill_Rosado	Inflige Esq -20 à l'ennemi pendant\nle combat si celui-ci est un homme.
MSID_PrivateSkill_Goldmary	Soupir désarmant
MSID_H_PrivateSkill_Goldmary	Inflige Prc -20 à l'ennemi pendant\nle combat si celui-ci est un homme.
MSID_PrivateSkill_Misutira	Tintamarre de Solm
MSID_H_PrivateSkill_Misutira	Inflige Crit -5 aux ennemis situés\nà 3 cases max.
MSID_PrivateSkill_Merin	Escorte courtoise
MSID_H_PrivateSkill_Merin	Quand 2 femmes alliées ou plus\nsont à 2 cases max de l'unité,\nchacune d'entre elles reçoit\nPrc/Esq +5, de même que l'unité.
MSID_PrivateSkill_Panetone	Furie sanguinaire
MSID_H_PrivateSkill_Panetone	Confère Crit +10 à l'unité si ses PV\nne sont pas au maximum.
MSID_PrivateSkill_Fogato	Séducteur
MSID_H_PrivateSkill_Fogato	Si l'unité affronte à nouveau son\nadversaire le plus récent, inflige\nCrit -10 à ce dernier.
MSID_PrivateSkill_Pandoro	Grand fêtard
MSID_H_PrivateSkill_Pandoro	Confère un bonus de Prc et d'Esq\néquivalent à 3x le nombre d'alliés\net d'ennemis à 2 cases max.
MSID_PrivateSkill_Bonet	Deuxième service
MSID_H_PrivateSkill_Bonet	Si l'unité mange un plat emporté,\nelle peut obtenir à nouveau le même\nplat. Probabilité : Cha en %.
MSID_PrivateSkill_Anna	Prix du sang
MSID_H_PrivateSkill_Anna	L'unité peut obtenir 500 écus quand\nelle terrasse un ennemi. Probabilité :\nCha en %.
MSID_PrivateSkill_Jean	Expertise
MSID_H_PrivateSkill_Jean	Les caractéristiques de l'unité\naugmentent davantage quand\nelle gagne un niveau.
MSID_PrivateSkill_Yunaka	De sang-froid
MSID_H_PrivateSkill_Yunaka	Confère Crit +15 si l'unité se trouve\nsur un terrain qui augmente l'Esq.
MSID_PrivateSkill_Seadas	Danse mystérieuse
MSID_H_PrivateSkill_Seadas	Au début d'un tour, les alliés à 2\ncases max de l'unité récupèrent\n10 % de leurs PV max.
MSID_PrivateSkill_Linden	Expertise du vétéran
MSID_H_PrivateSkill_Linden	Confère Crit +20 pendant le combat\nsi l'unité est équipée d'une arme\nd'un niveau inférieur à celle de son\nennemi.
MSID_PrivateSkill_Saphir	Volonté de vaincre
MSID_H_PrivateSkill_Saphir	Si les PV de l'unité sont à 50 % ou\nmoins au début du combat, confère\nPrc/Esq +20 le temps du combat.
MSID_PrivateSkill_Veyre	Protection déchue
MSID_H_PrivateSkill_Veyre	Les alliés adjacents infligent\n+1 point de dégâts et subissent\n-3 points de dégâts.
MSID_PrivateSkill_Mauve	Contemplation
MSID_H_PrivateSkill_Mauve	Confère Déf +2 pendant 1 tour si\nl'unité n'agit pas et utilise l'option\nAttendre.
MSID_JobSkill_SwordMaster	Franchissement
MSID_H_JobSkill_SwordMaster	Permet d'attaquer un ennemi\nadjacent, puis de se déplacer\nde l'autre côté de l'ennemi.
MSID_H_JobSkill_SwordMaster_CMD	Attaquez et dépassez l'ennemi.
MSID_JobSkill_BraveHero	Assistance vaillante
MSID_H_JobSkill_BraveHero	Si les PV de l'unité sont au max\nquand celle-ci participe à une\nattaque enchaînée, alors l'unité\nattaque 2 fois.
MSID_JobSkill_Halberdier	Prise en tenailles
MSID_H_JobSkill_Halberdier	Double frappe systématique\nsi l'unité initie le combat avec\nun de ses alliés de l'autre côté\nde l'ennemi (si l'arme le permet).
MSID_JobSkill_RoyalKnight	Reconstruction
MSID_H_JobSkill_RoyalKnight	Si les PV de l'unité sont au moins à\n11 et qu'un allié adjacent a sa garde\nbrisée après le combat, l'unité\nsacrifie 10 PV pour que l'allié\nretrouve sa garde.
MSID_JobSkill_Berserker	Repoussement +
MSID_H_JobSkill_Berserker	Quand l'unité effectue une attaque\nde repoussement, elle éloigne la cible\nde 2 cases au lieu d'1.
MSID_JobSkill_Warrior	Impitoyable
MSID_H_JobSkill_Warrior	L'unité inflige +50 % de dégâts\naux ennemis dont la garde est\nbrisée.
MSID_JobSkill_Sniper	Concentration
MSID_H_JobSkill_Sniper	Confère Crit +10 en combat\nface à un ennemi incapable\nde contre-attaquer.
MSID_JobSkill_BowKnight	Visée appliquée
MSID_H_JobSkill_BowKnight	Confère Prc +40 pendant le combat\nsi l'unité l'initie sans s'être déplacée\nau préalable.
MSID_JobSkill_General	Inversion
MSID_H_JobSkill_General	Permet de changer de place avec\nun allié adjacent.
MSID_H_JobSkill_General_CMD	Permutez avec un allié.
MSID_JobSkill_GrateKnight	Défense alliée
MSID_H_JobSkill_GrateKnight	Si l'unité se trouve entre un allié\net un ennemi, réduit de 3 les dégâts\nsubis par l'unité pendant le combat\navec cet ennemi.
MSID_JobSkill_Paladin	Traversée
MSID_H_JobSkill_Paladin	Permet de déplacer l'unité de l'autre\ncôté d'un allié adjacent.
MSID_H_JobSkill_Paladin_CMD	Placez-vous de l'autre côté\nd'un allié.
MSID_JobSkill_WolfKnight	Boitement
MSID_H_JobSkill_WolfKnight	Si l'unité initie le combat armée\nd'une dague, inflige Mvt -2\nà l'ennemi pendant 1 tour.
MSID_JobSkill_GriffinKnight	Voie dégagée
MSID_H_JobSkill_GriffinKnight	Les alliés ne dépensent qu'1 point\nde Mvt en traversant la case occupée\npar l'unité ainsi que les espaces\nadjacents.
MSID_JobSkill_DragonKnight	Attaque aérienne
MSID_H_JobSkill_DragonKnight	Si l'unité initie le combat depuis\nune case infranchissable par\nl'ennemi, confère Vit +5 pendant\nla durée du combat.
MSID_JobSkill_Thief	Passage
MSID_H_JobSkill_Thief	Les ennemis ne peuvent pas\nbloquer les mouvements de l'unité.
MSID_JobSkill_Sage	Harmonie de sort
MSID_H_JobSkill_Sage	Si l'unité initie le combat équipée\nd'un tome, confère Atq égale au\nnombre d'alliés adjacents équipés\nde tomes.
MSID_JobSkill_MageKnight	Style chaotique
MSID_H_JobSkill_MageKnight	Si l'unité initie le combat à l'aide\nd'une attaque physique contre un\nennemi équipé de magie ou vice\nversa, confère Vit +3 pendant la\ndurée du combat.
MSID_JobSkill_MasterMonk	Soins diffus
MSID_H_JobSkill_MasterMonk	Si l'unité est soignée par un bâton,\ntous les alliés adjacents récupèrent\négalement 50 % des PV restitués\nà l'unité.
MSID_JobSkill_HighPriest	Auto-guérison
MSID_H_JobSkill_HighPriest	L'unité peut se cibler elle-même\navec des bâtons de guérison.
MSID_JobSkill_DragonKing	Esprit divin
MSID_H_JobSkill_DragonKing	La jauge de fusion de l'unité\nest réduite d'un cran.
MSID_JobSkill_ShadowPrincess	Esprit déchu
MSID_H_JobSkill_ShadowPrincess	Au début de chaque tour, la jauge\nde fusion de l'unité se remplit de 1.
MSID_JobSkill_ShadowDragon	Esprit noir
MSID_H_JobSkill_ShadowDragon	Inflige -1 aux jauges de fusion\ndes ennemis situés à 2 cases\nmax au début du tour.
MSID_JobSkill_Avenir	Lotus doré
MSID_H_JobSkill_Avenir	Pendant le combat, peut diminuer\nde 50 % les dégâts physiques subis.\nProbabilité : Tec en %.
MSID_JobSkill_Fleurage	Ignition
MSID_H_JobSkill_Fleurage	Pendant le combat, peut ajouter\n50 % de Frc aux dégâts magiques\nou 50 % de Mag aux autres types\nde dégâts. Probabilité : Tec en %.
MSID_JobSkill_Successeur	Solaire
MSID_H_JobSkill_Successeur	L'unité peut récupérer 50 %\ndes dégâts infligés en PV.\nProbabilité : Tec en %.
MSID_JobSkill_Tirailleur	Lunaire
MSID_H_JobSkill_Tirailleur	Pendant une attaque, peut ignorer\nla moitié de la Déf/Rés de l'ennemi.\nProbabilité : Tec en %.
MSID_JobSkill_Lindwurm	Emprise du néant
MSID_H_JobSkill_Lindwurm	Quand l'unité attaque avec un tome,\npeut augmenter les dégâts de 50 %\nde la Mag de l'ennemi.\nProbabilité : Tec en %.
MSID_JobSkill_Sleipnir	Arbre du monde
MSID_H_JobSkill_Sleipnir	Lorsque l'unité se sert du bâton,\nson utilisation peut ne pas être\ndécomptée.\nProbabilité : Tec en %
MSID_JobSkill_Pitchfork	Tempête de sable
MSID_H_JobSkill_Pitchfork	Lors d'une attaque physique, les\ndégâts peuvent être calculés avec\n150 % de la Déf au lieu de la Frc.\nProbabilité : Tec en %.
MSID_JobSkill_Cupido	Juste retour
MSID_H_JobSkill_Cupido	En contre-attaque, l'unité peut\ninfliger des dégâts supplémentaires\négaux à la moitié des dégâts subis.\nProbabilité : Tec en %.
MSID_JobSkill_Melusine	Lame enchantée
MSID_H_JobSkill_Melusine	Quand l'unité attaque à l'épée,\nles dégâts infligés sont calculés\navec une moyenne de la Déf et\nde la Rés de l'ennemi.
MSID_JobSkill_Dancer	Chorégraphie
MSID_H_JobSkill_Dancer	Si l'unité choisit l'option Danser,\nconfère Tec/Vit/Cha +3 à l'allié\nchoisi pendant 1 tour.
MSID_MarthRing_Sheeda	Compassion
MSID_H_MarthRing_Sheeda	Si l'ennemi initie le combat et si\nl'unité a 50 % de PV ou moins, elle\nsubit 5 points de dégâts en moins.
MSID_MarthRing_Nabarl	Lame mortelle
MSID_H_MarthRing_Nabarl	Confère Crit +10 pendant\nle combat si l'unité l'initie\nen attaquant à l'épée.
MSID_SigludRing_Celice	Aguerri
MSID_H_SigludRing_Celice	Confère Crit +1 cumulable\nchaque fois que l'unité initie\nle combat et bat un ennemi\n(+10 max et dure jusqu'à la fin\nde la bataille).
MSID_SigludRing_Diadora	Guérison
MSID_H_SigludRing_Diadora	L'unité récupère 5 PV à chaque tour.
MSID_CelicaRing_Alm	Rafale
MSID_H_CelicaRing_Alm	Si l'unité initie le combat en\nattaquant à l'épée, il est possible\nque l'ennemi ne puisse pas\ncontre-attaquer.\nProbabilité : Cha en %.
MSID_CelicaRing_Mae	Grand orage
MSID_H_CelicaRing_Mae	Augmente les dégâts de 20 %\nsi l'unité utilise Foudre, Éclair\nou Thoron.
MSID_MicaiahRing_Sothe	Fléau
MSID_H_MicaiahRing_Sothe	Peut réduire les PV de l'ennemi à 1.\nProbabilité : moitié de la Tec en %.\n(Certains ennemis sont immunisés.)
MSID_MicaiahRing_Erincia	Clémence
MSID_H_MicaiahRing_Erincia	Laisse l'ennemi avec 1 PV au\nlieu de le terrasser, même si les\ndégâts sont supérieurs.
MSID_RoyRing_Lilina	Brasier
MSID_H_RoyRing_Lilina	Augmente les dégâts de 20 %\nsi l'unité utilise Feu, Inferno\nou Bolganone.
MSID_RoyRing_Dieck	Bras vigoureux
MSID_H_RoyRing_Dieck	Confère Prc +20 si l'unité est\néquipée d'une arme qui repousse\nl'ennemi.
MSID_LeafRing_Fin	Miracle
MSID_H_LeafRing_Fin	Permet d'éviter une attaque\nsur le point de vaincre l'unité.\nProbabilité : Cha en % (50 % max).
MSID_LeafRing_Olwen	Tonnerre double
MSID_H_LeafRing_Olwen	Si l'unité initie le combat équipée\nde Foudre (hors Éclair et Thoron),\nelle attaque deux fois.
MSID_LucinaRing_Chrom	Majesté
MSID_H_LucinaRing_Chrom	Augmente de 5% les chances\nd'activation de toutes les techniques\nde cette unité.
MSID_LucinaRing_Lissa	Main guérisseuse
MSID_H_LucinaRing_Lissa	Lorsque l'unité soigne un allié avec\nun bâton, +5 PV sont restitués\nà la cible.
MSID_LinRing_Eliwod	Repli
MSID_H_LinRing_Eliwod	Permet d'éloigner l'unité d'1\ncase d'un allié adjacent et\nd'emmener également l'allié.
MSID_H_LinRing_Eliwod_CMD	Fait reculer l'unité et l'allié.
MSID_LinRing_Nino	Giga Excalibur
MSID_H_LinRing_Nino	Si l'unité initie le combat avec\nExcalibur, elle inflige 20 % de\ndégâts supplémentaires.
MSID_IkeRing_Senerio	Adepte du vent
MSID_H_IkeRing_Senerio	Si l'unité initie le combat en étant\néquipée de Vent, elle peut attaquer\ndeux fois. Probabilité : Tec en %\n(hors Tempête et Excalibur).
MSID_IkeRing_Wayu	Bousculer
MSID_H_IkeRing_Wayu	Permet de pousser un allié adjacent\navec moins de Cst d'1 case.
MSID_H_IkeRing_Wayu_CMD	Poussez un allié plus petit\nd'1 case.
MSID_BylethRing_Edelgard	Fleur scintillante
MSID_H_BylethRing_Edelgard	Si l'unité initie le combat, inflige\nGel à l'ennemi. Probabilité :\ntotal des dégâts infligés en %.
MSID_BylethRing_Dimitri	Parasélène
MSID_H_BylethRing_Dimitri	Permet d'attaquer un ennemi\nadjacent, puis de s'éloigner\nde lui d'1 case après le combat.
MSID_H_BylethRing_Dimitri_CMD	Attaquez, puis éloignez-vous.
MSID_BylethRing_Claude	Vent céleste
MSID_H_BylethRing_Claude	Confère portée à l'arc +1 si les\nPV de l'unité sont à 100 %.
MSID_KamuiRing_Marks	Chevalerie
MSID_H_KamuiRing_Marks	Si l'unité initie le combat alors que\nles PV de l'ennemi sont à 100 %, elle\ninflige +2 points de dégâts et subit\n-2 points de dégâts.
MSID_KamuiRing_Ryoma	Bushido
MSID_H_KamuiRing_Ryoma	Si l'unité est d'un niveau supérieur\nà son ennemi, confère Crit +10 en\ncombat ainsi que +2 points de\ndégâts infligés et -2 de dégâts\nsubis .
MSID_EirikRing_Marica	Meurtrier
MSID_H_EirikRing_Marica	Tue instantanément l'ennemi si\nl'unité porte un coup critique.\nProbabilité : 30 %. (Certains ennemis\npuissants ne sont pas affectés.)
MSID_EirikRing_Heanius	Coup sûr
MSID_H_EirikRing_Heanius	Si l'unité initie le combat, ses\nattaques feront forcément mouche.\nProbabilité : Tec en %.
MSID_SpecialRing_Alfonse	Encens Atq
MSID_H_SpecialRing_Alfonse	Confère Atq +2 aux alliés adjacents.
MSID_SpecialRing_Sharena	Impulsion Déf
MSID_H_SpecialRing_Sharena	Confère Déf +2 pour un tour aux\nalliés adjacents en début de phase\njoueur.
MSID_SpecialRing_Anna	Encens Rés
MSID_H_SpecialRing_Anna	Confère Res +2 aux alliés adjacents.
MSID_SombreBarrier1	Barrière déchue
MSID_H_SombreBarrier1	Barrière créée par des Emblèmes\nNoirs. Annule l'efficacité contre les\nDragons déchus et réduit de 50 %\nles dégâts subis par l'unité.
MSID_SombreBarrier2	Barrière déchue +
MSID_H_SombreBarrier2	Barrière créée par des Emblèmes\nNoirs. Annule l'efficacité contre les\nDragons déchus et réduit de 70 %\nles dégâts subis par l'unité.
MSID_SombreBarrier3	Barrière déchue ++
MSID_H_SombreBarrier3	Barrière créée par des Emblèmes\nNoirs. Annule l'efficacité contre les\nDragons déchus et réduit de 85 %\nles dégâts subis par l'unité.
MSID_SombreBarrier4	Barrière déchue +++
MSID_H_SombreBarrier4	Barrière créée par des Emblèmes\nNoirs. Annule l'efficacité contre les\nDragons déchus et empêche l'unité\nde subir des dégâts.
MSID_SombreBarrier1_Normal	Barrière noire
MSID_H_SombreBarrier1_Normal	Barrière créée par des Emblèmes\nNoirs. Réduit de 20 % les dégâts\nsubis par l'unité.
MSID_SombreBarrier2_Normal	Barrière noire +
MSID_H_SombreBarrier2_Normal	Barrière créée par des Emblèmes\nNoirs. Réduit de 40 % les dégâts\nsubis par l'unité.
MSID_SombreBarrier3_Normal	Barrière noire ++
MSID_H_SombreBarrier3_Normal	Barrière créée par des Emblèmes\nNoirs. Réduit de 60 % les dégâts\nsubis par l'unité.
MSID_SombreBarrier4_Normal	Barrière noire +++
MSID_H_SombreBarrier4_Normal	Barrière créée par des Emblèmes\nNoirs. Réduit de 80 % les dégâts\nsubis par l'unité.
MSID_ChainAttackDamageWeaken	Destruction de lien
MSID_H_ChainAttackDamageWeaken	Fixe toujours à 30 % la précision\ndes attaques enchaînées ennemies\net réduit les dégâts subis par l'unité.
MSID_SnakeVenom	Frappe ciguë
MSID_H_SnakeVenom	Si l'unité initie le combat, elle inflige\ndes dégâts égaux à 20 % des PV\nmax de sa cible après le combat.
MSID_SighOfDeath	Coup sauvage
MSID_H_SighOfDeath	Si l'unité initie le combat, elle inflige\naprès le combat des dégâts aux\nennemis situés à 2 cases max,\négaux à 20 % de leurs PV max.
MSID_SwordKilling	Anti-épée
MSID_H_SwordKilling	Si l'unité a au moins 50 % de PV au\ndébut du combat et que l'ennemi\nest équipé d'une épée, l'unité peut\neffectuer une double frappe, mais\npas l'ennemi.
MSID_LanceKilling	Anti-lance
MSID_H_LanceKilling	Si l'unité a au moins 50 % de PV au\ndébut du combat et que l'ennemi\nest équipé d'une lance, l'unité peut\neffectuer une double frappe, mais\npas l'ennemi.
MSID_AxeKilling	Anti-hache
MSID_H_AxeKilling	Si l'unité a au moins 50 % de PV au\ndébut du combat et que l'ennemi\nest équipé d'une hache, l'unité peut\neffectuer une double frappe, mais\npas l'ennemi.
MSID_MagicKilling	Anti-tome
MSID_H_MagicKilling	Si l'unité a au moins 50 % de PV au\ndébut du combat et que l'ennemi\nest équipé d'un tome, l'unité peut\neffectuer une double frappe, mais\npas l'ennemi.
MSID_BowKilling	Anti-arc
MSID_H_BowKilling	Si l'unité a au moins 50 % de PV au\ndébut du combat et que l'ennemi\nest équipé d'un arc, l'unité peut\neffectuer une double frappe, mais\npas l'ennemi.
MSID_KnifeKilling	Anti-dague
MSID_H_KnifeKilling	Si l'unité a au moins 50 % de PV au\ndébut du combat et que l'ennemi\nest équipé d'une dague, l'unité peut\neffectuer une double frappe, mais\npas l'ennemi.
MSID_PranaKilling	Anti-art
MSID_H_PranaKilling	Si l'unité a au moins 50 % de PV au\ndébut du combat et que l'ennemi\nest équipé d'un art, l'unité peut\neffectuer une double frappe, mais\npas l'ennemi.
MSID_PowerSeal	Sceau force
MSID_H_PowerSeal	Si l'unité initie le combat, inflige\nFrc -6 à l'ennemi après le combat\n(pénalité réduite de 1 à chaque tour).
MSID_MagicSeal	Sceau magie
MSID_H_MagicSeal	Si l'unité initie le combat, inflige\nMag -6 à l'ennemi après le combat\n(pénalité réduite de 1 à chaque tour).
MSID_DefenseSeal	Sceau défense
MSID_H_DefenseSeal	Si l'unité initie le combat, inflige\nDéf -6 à l'ennemi après le combat\n(pénalité réduite de 1 à chaque tour).
MSID_SpeedSeal	Sceau vitesse
MSID_H_SpeedSeal	Si l'unité initie le combat, inflige\nVit -6 à l'ennemi après le combat\n(pénalité réduite de 1 à chaque tour).
MSID_MagicDefenseSeal	Sceau résistance
MSID_H_MagicDefenseSeal	Si l'unité initie le combat, inflige\nRés -6 à l'ennemi après le combat\n(pénalité réduite de 1 à chaque tour).
MSID_DemonStance	Posture féroce
MSID_H_DemonStance	Si l'ennemi initie le combat,\nconfère Frc +6 pendant le combat.
MSID_VajraStance	Posture stable
MSID_H_VajraStance	Si l'ennemi initie le combat,\nconfère Déf +6 pendant le combat.
MSID_SwallowStance	Posture foudroyante
MSID_H_SwallowStance	Si l'ennemi initie le combat,\nconfère Vit +6 pendant le combat.
MSID_MingMirrorStance	Posture gardienne
MSID_H_MingMirrorStance	Si l'ennemi initie le combat,\nconfère Rés +6 pendant le combat.
MSID_Deadline	Vivre et mourir
MSID_H_Deadline	L'unité inflige +10 points de dégâts\net subit -10 points de dégâts en\ncombat.
MSID_EnhancedCompatibility	Triadepte
MSID_H_EnhancedCompatibility	L'unité effectue toujours une double\nfrappe si son arme a l'avantage.\nDans le cas inverse, l'ennemi\neffectue toujours une double frappe.
MSID_CatBites	Bête acculée
MSID_H_CatBites	Si les PV de l'unité sont à 50 % max\nau début du combat, confère\nCrit +30 le temps de ce combat.
MSID_SelfDestruction	Autodestruction
MSID_H_SelfDestruction	Si les PV de l'unité sont à 50 % ou\nmoins au début de la phase joueur,\nl'unité meurt en convertissant 50 %\nde ses PV max en dégâts infligés\naux ennemis à deux cases max.
MSID_BreakInvalid	Indestructible
MSID_H_BreakInvalid	La garde de l'unité ne peut être\nbrisée.
MSID_Immovable	Inamovible
MSID_H_Immovable	L'unité ne peut être déplacée\npar des techniques, des armes\nde repoussement, etc.
MSID_CurseOfNihility	Ingrat
MSID_H_CurseOfNihility	Les ennemis ne gagnent pas d'EXP\nen se battant contre cette unité.
MSID_ClearStreamHit	Coup de duelliste
MSID_H_ClearStreamHit	Confère Esq +30 lorsque l'unité\ninitie le combat.
MSID_SwallowHit	Coup foudroyant
MSID_H_SwallowHit	Confère Vit +5 lorsque l'unité\ninitie le combat.
MSID_DemonHit	Coup fatal
MSID_H_DemonHit	Confère Crit +20 lorsque l'unité\ninitie le combat.
MSID_BadBirdHit	Coup inéluctable
MSID_H_BadBirdHit	Confère Prc +40 lorsque l'unité\ninitie le combat.
MSID_VajraHit	Coup blindé
MSID_H_VajraHit	Lorsque l'unité initie le combat,\nelle subit 10 points de dégâts\nphysiques en moins.
MSID_MingMirrorHit	Coup gardien
MSID_H_MingMirrorHit	Lorsque l'unité initie le combat,\nelle subit 20 points de dégâts\nmagiques en moins.
MSID_FrenzyHit	Coup spirituel
MSID_H_FrenzyHit	Quand l'unité porte une attaque,\nelle inflige -5 à la jauge de fusion\nde l'ennemi.
MSID_EffectResistance	Robuste
MSID_H_EffectResistance	Réduit les dégâts provoqués\npar les effets d'efficacité.
MSID_EffectInvalid	Inébranlable
MSID_H_EffectInvalid	Annule les dégâts provoqués\npar les effets d'efficacité.
MSID_Expert_1	Vétéran
MSID_H_Expert_1	La garde de l'unité ne peut être\nbrisée. Réduit les dégâts provoqués\npar les effets d'efficacité.
MSID_Expert_2	Vétéran +
MSID_H_Expert_2	La garde de l'unité ne peut être\nbrisée. Annule les dégâts provoqués\npar les effets d'efficacité.
MSID_SkillSuccession	Héritage technique
MSID_H_SkillSuccession	Permet à l'unité d'hériter des\ntechniques de cet Emblème.
MSID_EngageContinueTurn	Lien renforcé
MSID_H_EngageContinueTurn	La fusion entre l'unité et l'Emblème\nest prolongée d'1 tour.
MSID_EngageCount	Synergie profonde
MSID_H_EngageCount	La jauge de fusion de l'unité\nest raccourcie d'un cran.
MSID_RefineGodWeapon_Effect_Fly	Efficace : volants
MSID_RefineGodWeapon_Effect_Horse	Efficace : cavalerie
MSID_RefineGodWeapon_Effect_Armor	Efficace : cuirassés
MSID_RefineGodWeapon_Effect_Dragon	Efficace : dragons
MSID_RefineGodWeapon_Effect_Morph	Efficace : Aberrations
MSID_H_Effect_Fly	Vulnérable aux armes bénéficiant de\nl'efficacité contre les unités volantes.
MSID_H_Effect_Horse	Vulnérable aux armes bénéficiant de\nl'efficacité contre la cavalerie.
MSID_H_Effect_Armor	Vulnérable aux armes bénéficiant de\nl'efficacité contre les unités\ncuirassées.
MSID_H_Effect_Dragon	Vulnérable aux armes bénéficiant de\nl'efficacité contre les dragons.
MSID_H_Effect_Morph	Vulnérable aux armes bénéficiant de\nl'efficacité contre les Aberrations.
MSID_H_Effect_EvilDragon	Vulnérable aux armes bénéficiant de\nl'efficacité contre les Dragons\ndéchus.
MSID_H_Effect_Mediuth	Toute attaque de Marth est\nconsidérée comme efficace\ncontre cette unité.
MSID_H_Effect_Duma	Toute attaque de Celica est\nconsidérée comme efficace\ncontre cette unité.
MSID_H_Effect_Loptous	Toute attaque de Sigurd est\nconsidérée comme efficace\ncontre cette unité.
MSID_H_Effect_Veld	Toute attaque de Leif est considérée\ncomme efficace contre cette unité.
MSID_H_Effect_Idenn	Toute attaque de Roy est considérée\ncomme efficace contre cette unité.
MSID_H_Effect_Nergal	Toute attaque de Lyn est considérée\ncomme efficace contre cette unité.
MSID_H_Effect_Fodeth	Toute attaque d'Eirika et d'Ephraim\nest considérée comme efficace\ncontre cette unité.
MSID_H_Effect_Ashnard	Toute attaque d'Ike est considérée\ncomme efficace contre cette unité.
MSID_H_Effect_Astarte	Toute attaque de Micaiah est\nconsidérée comme efficace\ncontre cette unité.
MSID_H_Effect_Gimle	Toute attaque de Lucina est\nconsidérée comme efficace\ncontre cette unité.
MSID_H_Effect_Hydra	Toute attaque de Corrin est\nconsidérée comme efficace\ncontre cette unité.
MSID_H_Effect_Nemesis	Toute attaque de Byleth est\nconsidérée comme efficace\ncontre cette unité.
