MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous êtes le cœur qui anime ce groupe.\nJe ferai tout ce qui est en mon pouvoir\npour vous protéger du danger.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nJe dois retirer ce que j'ai dit la première fois.\nJe vous ai bien observé et je peux affirmer\nque vous êtes un grand homme d'Église.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nC'est la mission dont je suis investi, d'aider\nles gens. Et si ça implique de faire un peu de\nboucan de temps en temps, ainsi soit-il.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06カミラ\nHa ha ! Voilà une devise qui me plaît.\nEt puis, je suppose qu'il convient\nde vivre avec son temps.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nExactement. Ceci dit, je tâcherai quand même\nd'organiser des rassemblements plus apaisés.\nComme ça, vous pourrez vous joindre à nous !\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nLes écailles de votre wyverne sont magnifiques.\nJe me demande sans arrêt si je peux y goûter.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06カミラ\nAlors celle-là, on ne me l'avait jamais faite.\nJ'ai bien peur que si vous essayiez, vous finiriez\nvous-même en plat de résistance.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nAimez-vous cuisiner, Camilla ? J'aimerais\nbien connaître vos talents.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06カミラ\nHmm... Je crois que je me débrouille plutôt bien\navec la viande. J'arrive à la faire bleue à\nl'intérieur, mais avec une légère carbonisation.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nJ'adorerais reproduire votre cuisine. Si vous\nme donniez une recette, je devrais pouvoir\ny arriver.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06カミラ\nVous êtes un vrai chef, donc elle risque d'être\nun peu banale. Mais si c'est vraiment ce que\nvous désirez, je veux bien vous la donner.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nJe ne demande que cela. Je veux pouvoir\ngoûter tout ce qui existe, et je suis certain\nque vos plats seront succulents.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06カミラ\nJe suis vraiment honorée de l'entendre.\nEh bien soit, je vais vous guider. Quel dommage\nque je ne puisse pas le faire moi-même...\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nLa petite Anna de ce monde est mignonne à\ncroquer ! J'ai tellement envie de te cajoler.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nOh, vous avez rencontré une de mes sœurs ?\nSi vous voulez vraiment me cajoler, faites-moi\nau moins le plaisir d'acheter quelque chose !\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nJe crois savoir que tu manies la hache,\nAnna, n'est-ce pas ? Moi aussi. Ha ha,\non est vraiment faites pour s'entendre.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nLes haches peuvent servir à pourfendre\nl'ennemi, mais aussi à couper du bois !\nÇa fait des économies !\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTu as de nombreux articles qui m'intéressent,\nAnna, mais comme tu me vois là, je n'ai pas\nun sou en poche.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nUne femme d'affaires digne de ce nom peut\npas donner sa marchandise gratuitement,\nmais les Emblèmes ont pas d'argent... Hm...\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nOh, je sais ! Racontez-moi des histoires de\nvotre terre natale, je trouverais bien un moyen\nde les vendre à profit.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06カミラ\nDans ce cas, je m'efforcerai de piocher des\nrécits qui tiendront tes clients en haleine.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSoigner toute une armée ne doit pas être\nde tout repos. N'hésite pas à faire appel\nà moi si tu as besoin d'aide, docteur.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nVous savez soigner les gens, Camilla ? Si\nc'est le cas, je vous demanderai peut-être\nde me remplacer quand je suis trop fatigué.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSi tu continues à travailler aussi dur, tu vas\nfinir sur les rotules. C'est important de savoir\nprendre du repos de temps en temps.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nÇa serait quand même bête que ce soit le\ndocteur qui tombe malade, c'est vrai. Je vais\nfaire une pause. Vous prenez le thé avec moi ?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ジャン\nMerci d'avoir pris soin de ma santé,\nje vais pouvoir me concentrer sur mon\nrêve de devenir un grand docteur.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06カミラ\nC'est bien naturel de veiller sur les plus jeunes.\nJe suis convaincue que tu deviendras une vraie\nsommité un jour.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06カミラ\nMais tu dois éviter le surmenage.\nSi l'épuisement te guette, n'aie pas\npeur de m'appeler à l'aide.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nVous êtes vraiment de bon conseil, je sens que\nje vais apprendre plein de choses à vos côtés.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nVous êtes impressionnante en combat, Camilla.\nIl faut que je me donne à fond pour être à peu\nprès à la hauteur !\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06カミラ\nJ'admire l'énergie dont vous faites preuve sur\nle terrain. Ne soyez pas trop modeste non plus.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nJe ne me lasse pas d'écouter vos récits sur\nNohr. Un héroïsme aussi légendaire me fait\nmonter les larmes aux yeux !\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06カミラ\nJe suis ravie de l'entendre. Et si à présent vous\nme racontiez un peu votre propre histoire ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nL'une de mes vassales avait auparavant été\nun assassin. Elle était parfois austère, mais\nelle avait en réalité un caractère généreux.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nIl faut une belle ouverture d'esprit pour prendre\nà son service une ancienne tueuse. Qu'est-ce\nqui vous a fait penser à elle, au juste ?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06カミラ\nRien de particulier. Vous semblez réticente à\nparler de vous-même, alors c'était une façon\nde meubler la conversation.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nVoilà qui est... fort prévenant de votre part.\nJ'ai du mal à évoquer mon passé, mais\npeut-être que je finirai par y arriver.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVos techniques de divination ont piqué ma\ncuriosité. Si j'ai bien saisi, vous amassez de la\nnourriture en offrande et vous tirez les cartes ?\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nEn vérité, j'essaie de prédire ce qui m'arrivera\nsi j'engloutis toutes ces victuailles. Je ne fais\njamais d'offrandes, en temps normal.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nIl faut manger en quantités suffisantes pour\ntenir toute la journée. En ce qui me concerne,\nje privilégie la viande et les fruits.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nJe ne manque jamais d'énergie, et si vous en\nvoulez la preuve, regardez-moi donc danser.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVotre façon de danser exprime à la fois la\npassion et la délicatesse. Cela me rappelle\nun spectacle auquel j'ai assisté à Nohr.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nVous aviez donc des théâtres, dans votre\nroyaume. Vous considérez-vous comme\nune bonne danseuse, Camilla ?\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x08\x06カミラ\nJ'ai quelques notions, mais j'avais une\njeune sœur qui me surpassait aisément,\nen plus d'être une chanteuse accomplie.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08セアダス\nParlez-moi d'elle pendant que nous dansons.\nVous êtes un Emblème, mais cela ne devrait\npas nous interdire de virevolter ensemble.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nJ'aimerais m'informer sur les phénomènes\nnaturels de votre monde. Accepteriez-vous\nde répondre à quelques questions ?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06カミラ\nNaturellement, je serais ravie d'enrichir vos\nrecherches en puisant dans mes souvenirs\nde Nohr. Par quoi souhaitiez-vous commencer ?\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nJe crois savoir que votre famille compte\nénormément pour vous. Voulez-vous voir\nla mienne ? J'ai justement leurs portraits.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06カミラ\nSerait-ce votre épouse ? Elle est charmante,\net je suis heureuse que vous puissiez continuer\nà la chérir à travers cette image.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nJe suis fasciné par la magie basée sur la gravité\ndont usait votre frère. Est-ce vrai, ce qu'on dit\nau sujet des pommiers ?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x08\x06カミラ\nFaites-vous référence à Brynhildr ? En effet,\ndes pommiers poussaient alentour chaque\nfois qu'il utilisait son tome divin.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nIncroyable. Je donnerais cher pour avoir une\nchance de goûter une tarte préparée avec\nleurs fruits.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06カミラ\nMa foi, je n'y avais jamais songé. Si je le\nrevois un jour, je ne manquerai pas de lui\ndemander quelques pommes.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nザフィーア\nRavie de vous rencontrer, Camilla. Je m'appelle\nSaphir, ancienne mercenaire passée au service\nde Sa Majesté.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06カミラ\nTout le plaisir est pour moi. Je me réjouis\nde travailler avec quelqu'un d'aussi fort\net d'aussi talentueux.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nザフィーア\nJe me demandais... Comment une princesse\ncomme vous peut se montrer aussi hargneuse\nune fois sur le champ de bataille ?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06カミラ\nDisons que c'est dans mon tempérament.\nLorsque des êtres qui me sont chers sont\nen danger, je vois rouge.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nPuisque les mercenaires se battent pour de\nl'argent, je me demandais... l'ennemi pourrait-il\ns'offrir vos services en déliant sa bourse ?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nザフィーア\nSi la situation était différente, peut-être...\nMais je suis pas du genre à fermer les yeux\nface au mal incarné.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nQuand on a de la force, il faut avoir le sens\ndes valeurs. Moralité : plus je deviens balèze,\nplus je dois faire gaffe à être du bon côté.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06カミラ\nJe suis heureuse de constater que votre cœur\nest tout aussi ferme et vaillant que le reste de\nvos muscles. Vous dissipez toutes mes craintes.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nJ'espérais avoir une longue conversation\navec vous au sujet de la famille, de vous...\nDe tout et de rien, en somme.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヴェイル\nRien ne me ferait plus plaisir ! Nous avons\ntellement de choses à nous dire, par quoi\nvoulez-vous commencer ?\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nJe pourrais discuter de choses et d'autres avec\nvous pendant des heures. J'espère que vous ne\nme trouvez pas trop assommante...\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06カミラ\nAssommante ? C'est tout le contraire,\nnos conversations me passionnent et\nj'attends la suivante avec impatience.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nCamilla, j'en suis venue à grandement\napprécier nos conversations, et j'ignore\nce que je deviendrais sans elles.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06カミラ\nJe crois entendre parler Corrin... Mais\nrassurez-vous, je n'ai aucune intention\nde vous abandonner du jour au lendemain.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06カミラ\nQuand des liens sont aussi forts, ni le temps\nni la distance ne peuvent les dénouer.\nN'oubliez jamais cela.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nOui... Je tâcherai de m'en souvenir. Et je\nne vous oublierai jamais, Camilla, vous\nêtes devenue une amie chère.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nSi l'idée de vous battre aux côtés d'un traître\nvous dérange, Dame Camilla, je n'en prendrai\npas ombrage.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06カミラ\nDétrompez-vous, je vous fais confiance.\nEt si vous veniez à nous trahir, sachez que\nma vengeance aura de quoi horrifier les dieux.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nJe peux me confier à vous avec une facilité\ndéconcertante. N'emploieriez-vous pas\nquelque magie ?\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06カミラ\nBien sûr que non ! Disons simplement que j'ai\ntoujours su écouter les autres. N'hésitez pas\nà en profiter.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nVous êtes pleine de sagesse, Dame Camilla.\nCela s'explique, je crois, par toutes les épreuves\nque vous avez traversées.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06カミラ\nMoi, pleine de sagesse ? C'est un compliment\nqui me va droit au cœur, mais vous avez\nenduré autant d'épreuves que moi.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06カミラ\nVous savez, Mauvier, pour faire plaisir aux\nautres, il faut savoir commencer par se faire\nplaisir à soi-même.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nJ'ai un endroit où me reposer, et plus d'amis\nque je ne le mérite. Je considère déjà cela\ncomme une bénédiction.\x0E\x04\x00\x00
