MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJamás había visto un poder como el tuyo. Esa\ncapacidad de invocar Emblemas ha de ser mía.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nParecerte a mí... Qué anhelo tan peculiar.\nTienes muchos amigos; eso te hace más fuerte.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nTú también tienes un montón.\nDe hecho, te considero mi amiga.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nOh, pues... El sentimiento es mutuo.\nAhora somos un poco más poderosos.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nNo me desagrada que hables tanto, Yunaka,\npero ¿te importaría hacerlo más... despacio?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nDiscúlpame. ¡Es que tengo un montón de cosas\nde las que hablar y siento que me falta tiempo!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ユナカ\n¡Buenas, Veronica! Hoy me siento especialmente\nfantabulosa. ¿Qué tal tú?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nA veces no sé si estoy hablando solo contigo\no con una muchedumbre.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ユナカ\nSinceramente, la soledad y el silencio no van\nconmigo, aunque tú quizá los prefieres, ¿eh?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nA decir verdad, no es así. Detesto el aislamiento\ny no me molesta el alboroto.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\n¿En serio? Entonces, deberías soltarte la melena\nde vez en cuando. ¡Sería fantabuloso!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSuena ameno, pero aún no me veo preparada\npara ello. Quizá podríamos practicarlo.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEres bailarín, ¿no? Verte en acción me recuerda\nal festival de artes escénicas de Askr.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nParece un acontecimiento interesante.\nMe gustaría asistir algún día.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEs curioso: cuando bailas, te sigo con la mirada\nde manera inconsciente. ¿A qué se deberá?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nUn público embelesado es el mayor de\nlos cumplidos; una sensación muy gratificante.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08セアダス\nEn agradecimiento por tu contribución,\nte voy a echar las cartas. A ver... Ah, el Juicio...\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿El Juicio? ¿Qué significa?\nSi se trata de algo funesto, no quiero saberlo.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nSimboliza la liberación o el despertar. Quiere\ndecir que puedes volverte aún más fuerte.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSi lo dicen las cartas, quizá...\nDeseo ser más fuerte con tu ayuda.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08リンデン\nVeronica, ¡observa cómo cuezo este mejunje\nde hierbas y piedras con magia de trueno!\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTiemblo solo de pensar que algún día\nte puedan invocar como héroe...\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08リンデン\nAunque no lo parezca, en su día fui guarda real.\nMe gustaría saber cómo era tu castillo.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTe lo puedo contar sin problema.\nA cambio, quiero conocer mejor tu vida.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLindon, quizá tú puedas darme la respuesta:\n¿qué cualidades ha de tener un buen soberano?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nDepende de la época y el lugar.\nTu mundo es muy distinto a este, ¿no?\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nSí, supongo.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nPara responder a tu pregunta, hay que valorar\ndiversos factores. Por suerte, te sobra tiempo.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nザフィーア\nPuedes contar con mi protección, Veronica.\nAunque sea soldado rasa, me hago valer.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTe lo agradezco, aunque espero que también\ntengamos ocasión de conversar alguna vez.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nTienes talento, Saphir. Te querría a mi servicio.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nAhora me debo a Brodia, pero habría aceptado\ncon gusto la oferta en mi época de mercenaria.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nザフィーア\nNo me complace luchar por luchar, pero haré\nlo que sea necesario para poner fin a la guerra.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nCoincido contigo. Cuanto más se prolongue,\nmás víctimas se cobrará. No podemos tolerarlo.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nMe alegra que lo digas. El bienestar del pueblo\ndebería ser prioritario para la realeza.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nGracias. Entonces, dado que tú perteneces\nal pueblo, me gustaría conocerte mejor.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nTengo entendido que en su día luchaste\ncontra los Guardianes de Askr. ¿Quiénes eran?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo es una historia agradable.\nAun así, te la puedo relatar si te interesa.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nAntes de llegar aquí, estaba sola, pero ya no.\nPor eso me gusta este sitio.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nYo también detesto la soledad.\nA tu lado, no me siento tan aislada.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nMe gustaría conocerte mejor, Veronica.\nY quizá... ¡entablar una amistad!\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿Quieres que seamos amigas? ¿De veras?\nEso me llenaría de felicidad.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nConque así es tu sonrisa... ¡Qué bonita!\nEspero verla más a menudo.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nCon una amiga como tú, a buen seguro.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06モーヴ\nTodavía dudo que un viejo enemigo\ndel Dragón Divino como yo tenga sitio aquí.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nEn su día, yo me vi en una posición semejante.\nCuesta estrechar lazos con antiguos rivales.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06モーヴ\nPor el bien de lady Veyle, espero haber hecho\nlo correcto cuando la situación lo exigía.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nA mi entender, sí, porque ha llegado lejos.\nEn cierta manera... la envidio.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nMe agrada tu compañía, Mauvier. Por desgracia,\nnuestros caminos se separarán algún día.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nComo ser mortal que soy, tarde o temprano\nhabré de dejarte. Mientras tanto, aquí me tienes.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nCuando me haya ido, nuestro vínculo\nperdurará hasta que tú lo desees.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nEn tal caso, lo mantendré vivo eternamente.\x0E\x04\x00\x00
