MSID_Hp_5	PV + 5
MSID_H_PrivateSkill_Misutira	Inflige Crí - 5 a todos los enemigos\nsituados en un radio de 3 casillas.
MSID_PrivateSkill_Merin	Escolta cortés
MSID_H_PrivateSkill_Merin	Si hay 2 o más aliadas femeninas\nen un radio de 2 casillas, Gol y Esq\n+ 5 a la unidad y dichas aliadas.
MSID_PrivateSkill_Panetone	Furia sanguinaria
MSID_H_PrivateSkill_Panetone	Si la unidad no tiene el número\nmáximo de PV tras el combate,\notorga Crí + 10 mientras no recupere\ntodos sus PV.
MSID_PrivateSkill_Fogato	Fascinación
MSID_H_PrivateSkill_Fogato	Si la unidad se enfrenta de nuevo\na su rival más reciente, le inflige\nCrí - 10.
MSID_PrivateSkill_Pandoro	Gregario
MSID_H_PrivateSkill_Pandoro	Bonificación a Gol y Esq =\n3 × número de unidades rivales\ny aliadas en un radio de 2 casillas.
MSID_PrivateSkill_Bonet	Ración extra
MSID_H_PrivateSkill_Bonet	Tras comer una ración, la unidad\npuede obtener otra ración idéntica.\nProbabilidad = Sue %
MSID_PrivateSkill_Anna	Liquidación total
MSID_H_PrivateSkill_Anna	Puede obtener 500 M tras derrotar\na un enemigo. Probabilidad = Sue %.
MSID_PrivateSkill_Jean	Soltura
MSID_H_PrivateSkill_Jean	La unidad recibe mayores mejoras\nde atributos al subir de nivel.
MSID_PrivateSkill_Yunaka	Arte de matar
MSID_H_PrivateSkill_Yunaka	Si la unidad está en un terreno\nque otorga bonificación de Esq,\nobtiene Crí + 15.
MSID_PrivateSkill_Seadas	Danza arcana
MSID_H_PrivateSkill_Seadas	Al inicio del turno, los aliados\nsituados en un radio de 2 casillas\nrecuperan el 10 % de sus PV máx.
MSID_PrivateSkill_Linden	Maestro de armas
MSID_H_PrivateSkill_Linden	Si la unidad usa un arma\nde nivel inferior a la del rival,\nobtiene Crí + 20 durante el combate.
MSID_PrivateSkill_Saphir	Sed de victoria
MSID_H_PrivateSkill_Saphir	Si al inicio del enfrentamiento\nla unidad tiene el 50 % de los PV\no menos, obtiene Gol y Esq + 20\ndurante el combate.
MSID_PrivateSkill_Veyre	Favor del Caído
MSID_H_PrivateSkill_Veyre	Los aliados adyacentes infligen\ndaño + 1 y sufren daño - 3.
MSID_PrivateSkill_Mauve	Contemplación
MSID_H_PrivateSkill_Mauve	Si la unidad espera sin usar objetos\nni atacar, obtiene Def + 2 durante\n1 turno.
MSID_JobSkill_SwordMaster	Penetrar
MSID_H_JobSkill_SwordMaster	Permite atacar a un rival adyacente\ny ocupar su casilla opuesta.
MSID_H_JobSkill_SwordMaster_CMD	Ataca y sobrepasa al rival.
MSID_JobSkill_BraveHero	Refuerzo valeroso
MSID_H_JobSkill_BraveHero	Si la unidad tiene los PV máximos\nal ejecutar un ataque en cadena,\nataca 2 veces.
MSID_JobSkill_Halberdier	Sin salida
MSID_H_JobSkill_Halberdier	Si la unidad inicia el ataque contra\nun rival mientras la casilla opuesta\nestá ocupada por un aliado, asesta\nun ataque doble garantizado\n(si el arma lo permite).
MSID_JobSkill_RoyalKnight	Recomposición
MSID_H_JobSkill_RoyalKnight	Si la unidad tiene 11 o más PV\ny en una casilla adyacente hay\nun aliado que sufre el efecto ruptura,\nsacrifica 10 PV y devuelve\nal aliado a su estado normal.
MSID_JobSkill_Berserker	Golpe rotundo +
MSID_H_JobSkill_Berserker	Si asesta un golpe rotundo,\nempuja al enemigo 2 casillas\nen lugar de 1.
MSID_JobSkill_Warrior	Inmisericorde
MSID_H_JobSkill_Warrior	Si ataca a un enemigo que sufre\nel efecto ruptura, inflige + 50 %\nde daño adicional.
MSID_JobSkill_Sniper	Concentración
MSID_H_JobSkill_Sniper	La unidad obtiene Crí + 10 durante\nel combate si ataca a un rival que\nno puede contratacar.
MSID_JobSkill_BowKnight	Ojo letal
MSID_H_JobSkill_BowKnight	La unidad obtiene Gol + 40 durante\nel combate si la unidad inicia\nel enfrentamiento sin moverse antes.
MSID_JobSkill_General	Trocar
MSID_H_JobSkill_General	Permite que la unidad y un aliado\nadyacente intercambien posiciones.
MSID_H_JobSkill_General_CMD	Cambia puesto con un aliado.
MSID_JobSkill_GrateKnight	Defensa conjunta
MSID_H_JobSkill_GrateKnight	Si la unidad ocupa una casilla\nsituada entre un aliado y un\nenemigo, - 3 al daño que le inflija\nese enemigo.
MSID_JobSkill_Paladin	Teleportación
MSID_H_JobSkill_Paladin	Permite que la unidad se desplace\na la casilla opuesta de un\naliado adyacente.
MSID_H_JobSkill_Paladin_CMD	Salta la casilla de un aliado.
MSID_JobSkill_WolfKnight	Cojera
MSID_H_JobSkill_WolfKnight	Si la unidad inicia el enfrentamiento\ncon una daga, inflige Mov - 2 al rival\ndurante 1 turno.
MSID_JobSkill_GriffinKnight	Desbrozo
MSID_H_JobSkill_GriffinKnight	La casilla que ocupa la unidad\ny las adyacentes tienen un coste de\nmovimiento de 1 para sus aliados.
MSID_JobSkill_DragonKnight	Ataque aéreo
MSID_H_JobSkill_DragonKnight	Si la unidad inicia el ataque desde\nuna casilla que el rival no puede\nocupar, otorga Vel + 5 durante\nel combate.
MSID_JobSkill_Thief	Pasar
MSID_H_JobSkill_Thief	La unidad puede atravesar\nlas casillas ocupadas por rivales.
MSID_JobSkill_Sage	Coro mágico
MSID_H_JobSkill_Sage	Si la unidad inicia el enfrentamiento\ncon un grimorio, su Ata aumenta en\n1 punto por cada aliado adyacente\ncon grimorio.
MSID_JobSkill_MageKnight	Contrasentido
MSID_H_JobSkill_MageKnight	Si la unidad inicia el ataque con\nun arma física a un rival mágico\n(o viceversa), obtiene Vel + 3\ndurante el combate.
MSID_JobSkill_MasterMonk	Curación amplia
MSID_H_JobSkill_MasterMonk	Si la unidad es curada por un bastón,\nlos aliados adyacentes sanan el 50 %\nde los PV que recupere la unidad.
MSID_JobSkill_HighPriest	Autosanación
MSID_H_JobSkill_HighPriest	Permite a la unidad usar bastones\npara sanarse a sí misma.
MSID_JobSkill_DragonKing	Espíritu divino
MSID_H_JobSkill_DragonKing	El valor máximo del contador\nde fusión de la propia unidad\nse reduce en 1.
MSID_JobSkill_ShadowPrincess	Espíritu caído
MSID_H_JobSkill_ShadowPrincess	Al inicio de cada turno, + 1\nal contador de fusión de la unidad.
MSID_JobSkill_ShadowDragon	Espíritu oscuro
MSID_H_JobSkill_ShadowDragon	Al inicio de cada turno, - 1\nal contador de fusión de los rivales\nsituados en un radio de 2 casillas.
MSID_JobSkill_Avenir	Loto dorado
MSID_H_JobSkill_Avenir	Puede reducir a la mitad el daño\nfísico sufrido en combate por la\nunidad. Probabilidad = Hab %.
MSID_JobSkill_Fleurage	Apolo
MSID_H_JobSkill_Fleurage	Puede añadir el 50 % de Fue al daño\nde ataques mágicos o el 50 %\nde Mag al daño del resto de ataques.\nProbabilidad = Hab %.
MSID_JobSkill_Successeur	Helios
MSID_H_JobSkill_Successeur	La unidad puede recuperar el 50 %\ndel daño infligido en PV.\nProbabilidad = Hab %.
MSID_JobSkill_Tirailleur	Selene
MSID_H_JobSkill_Tirailleur	La unidad puede ignorar la mitad de\nla Def o Res del enemigo al atacar.\nProbabilidad = Hab %.
MSID_JobSkill_Lindwurm	Vaciado
MSID_H_JobSkill_Lindwurm	Al atacar con grimorio, puede\nincrementar el daño infligido en una\ncuantía equivalente a la mitad de la\nMag del rival. Probabilidad = Hab %.
MSID_JobSkill_Sleipnir	Gran árbol
MSID_H_JobSkill_Sleipnir	Puede no consumir ningún\nuso al emplear un bastón.\nProbabilidad = Hab %.
MSID_JobSkill_Pitchfork	Tormenta de arena
MSID_H_JobSkill_Pitchfork	Al asestar un ataque físico,\npuede calcular el daño con el 150 %\nde la Def en lugar de con la Fue.\nProbabilidad = Hab %.
MSID_JobSkill_Cupido	Rebote
MSID_H_JobSkill_Cupido	Al contratacar, puede incrementar\nel daño infligido en una cuantía\nequivalente a la mitad del daño\nsufrido. Probabilidad = Hab %.
MSID_JobSkill_Melusine	Espada espiritual
MSID_H_JobSkill_Melusine	Al atacar con espada, el daño\nse calcula con respecto al promedio\nentre la Def y la Res del rival.
MSID_JobSkill_Dancer	Danza especial
MSID_H_JobSkill_Dancer	Si la unidad usa una habilidad\nde danza, otorga al objetivo\nHab, Vel y Sue + 3 durante 1 turno.
MSID_MarthRing_Sheeda	Simpatía
MSID_H_MarthRing_Sheeda	Si el rival inicia el ataque y la unidad\ntiene el 50 % o menos de sus PV,\nesta sufre 5 puntos de daño menos.
MSID_MarthRing_Nabarl	Hoja letal
MSID_H_MarthRing_Nabarl	Otorga Crí + 10 durante el combate\nsi la unidad inicia el enfrentamiento\ncon una espada.
MSID_SigludRing_Celice	Racha letal
MSID_H_SigludRing_Celice	Otorga Crí + 1 acumulable\na la unidad cada vez que inicia\nel ataque y derrota a un rival.\n(Máx. + 10, hasta el final de\nla batalla.)
MSID_SigludRing_Diadora	Recuperación
MSID_H_SigludRing_Diadora	La unidad recupera 5 PV\nen cada turno.
MSID_CelicaRing_Alm	Aquilón
MSID_H_CelicaRing_Alm	Si la unidad inicia el enfrentamiento\ncon una espada, el rival no puede\ncontratacar. Probabilidad = Sue %.
MSID_CelicaRing_Mae	Estruendo
MSID_H_CelicaRing_Mae	Si la unidad usa Trueno, Elthunder\no Thoron, inflige + 20 % de daño\nadicional.
MSID_MicaiahRing_Sothe	Maldición
MSID_H_MicaiahRing_Sothe	Puede reducir a 1 los PV del rival.\nProbabilidad = (Hab ÷ 2) %.\n(Algunos enemigos son inmunes.)
MSID_MicaiahRing_Erincia	Piedad
MSID_H_MicaiahRing_Erincia	Si la unidad ejecuta un ataque\ncapaz de derrotar al enemigo,\neste sobrevive con 1 PV.
MSID_RoyRing_Lilina	Brasas
MSID_H_RoyRing_Lilina	Si la unidad usa Fuego, Elfire\no Bolganone, inflige + 20 %\nde daño adicional.
MSID_RoyRing_Dieck	Brazo fuerte
MSID_H_RoyRing_Dieck	Otorga Gol + 20 si la unidad\nestá equipada con un arma\ncontundente.
MSID_LeafRing_Fin	Milagro
MSID_H_LeafRing_Fin	Esquiva el ataque del enemigo si\neste provoca la derrota de la unidad.\nProbabilidad = Sue %.\n(Máx. 50 %)
MSID_LeafRing_Olwen	Trueno funesto
MSID_H_LeafRing_Olwen	Si la unidad inicia el enfrentamiento\ncon Trueno, asesta un ataque extra.\n(Elthunder y Thoron excluidos.)
MSID_LucinaRing_Chrom	Rey legítimo
MSID_H_LucinaRing_Chrom	Aumenta en un 5 % la probabilidad\nde activación de las habilidades\ncon probabilidad de activación.
MSID_LucinaRing_Lissa	Manos curativas
MSID_H_LucinaRing_Lissa	Al sanar a un aliado con un bastón,\nrestaura + 5 PV adicionales al\nobjetivo.
MSID_LinRing_Eliwod	Enroque
MSID_H_LinRing_Eliwod	Permite a la unidad alejarse\n1 casilla de un aliado adyacente\ny arrastrarlo hacia ella.
MSID_H_LinRing_Eliwod_CMD	Unidad y aliado retroceden.
MSID_LinRing_Nino	Gigaexcalibur
MSID_H_LinRing_Nino	Si la unidad inicia el enfrentamiento\natacando con Excalibur, inflige\n+ 20 % de daño adicional.
MSID_IkeRing_Senerio	Viento racheado
MSID_H_IkeRing_Senerio	Si la unidad inicia el ataque\ncon Viento, puede asestar un ataque\nextra. Probabilidad = Hab %.\n(Elwind y Excalibur excluidos.)
MSID_IkeRing_Wayu	Empujar
MSID_H_IkeRing_Wayu	Permite alejar a un aliado adyacente\ny con menor constitución a 1 casilla\nde distancia.
MSID_H_IkeRing_Wayu_CMD	Aleja 1 casilla a un aliado\nque tenga menos Con.
MSID_BylethRing_Edelgard	Flor rutilante
MSID_H_BylethRing_Edelgard	Si la unidad inicia el enfrentamiento,\npuede congelar al enemigo.\nProbabilidad = Daño infligido %.
MSID_BylethRing_Dimitri	Paraselene
MSID_H_BylethRing_Dimitri	Permite asestar un ataque a un rival\nadyacente y alejarse 1 casilla de\ndicha unidad tras el enfrentamiento.
MSID_H_BylethRing_Dimitri_CMD	Ataca y retrocede.
MSID_BylethRing_Claude	Viento celestial
MSID_H_BylethRing_Claude	Si la unidad tiene el 100 % de PV,\nse incrementa en + 1 el alcance\nde los arcos.
MSID_KamuiRing_Marks	Caballerosidad
MSID_H_KamuiRing_Marks	Si la unidad inicia el enfrentamiento\ncontra un rival que tenga el 100 %\nde los PV, inflige daño + 2\ny sufre daño - 2.
MSID_KamuiRing_Ryoma	Bushido
MSID_H_KamuiRing_Ryoma	Si la unidad tiene un nivel superior\nal rival, obtiene Crí + 10, inflige daño\n+ 2 y sufre daño - 2 en combate.
MSID_EirikRing_Marica	Letalidad
MSID_H_EirikRing_Marica	Si la unidad asesta un golpe crítico,\nderrota al enemigo al instante.\nProbabilidad = 30 %.\n(No incluye a ciertos enemigos\npoderosos.)
MSID_EirikRing_Heanius	Tiro certero
MSID_H_EirikRing_Heanius	Si la unidad inicia el enfrentamiento,\nsus ataques aciertan siempre.\nProbabilidad = Hab %.
MSID_SpecialRing_Alfonse	Mejora Ata
MSID_H_SpecialRing_Alfonse	Otorga Ata + 2 a los aliados\nadyacentes.
MSID_SpecialRing_Sharena	Impulso Def
MSID_H_SpecialRing_Sharena	Otorga Def + 2 a los aliados\nadyacentes durante 1 turno\nal inicio del turno del jugador.
MSID_SpecialRing_Anna	Mejora Res
MSID_H_SpecialRing_Anna	Otorga Res + 2 a los aliados\nadyacentes.
MSID_SombreBarrier1	Barrera maligna
MSID_H_SombreBarrier1	Barrera de Emblemas oscuros.\nAnula la eficacia contra Dragones\nCaídos y reduce al 50 % el daño\nque sufre la unidad.
MSID_SombreBarrier2	Barrera maligna +
MSID_H_SombreBarrier2	Barrera de Emblemas oscuros.\nAnula la eficacia contra Dragones\nCaídos y anula el 70 % del daño\nque sufre la unidad.
MSID_SombreBarrier3	Barrera maligna ++
MSID_H_SombreBarrier3	Barrera de Emblemas oscuros.\nAnula la eficacia contra Dragones\nCaídos y anula el 85 % del daño\nque sufre la unidad.
MSID_SombreBarrier4	Barrera maligna +++
MSID_H_SombreBarrier4	Barrera de Emblemas oscuros.\nAnula la eficacia contra Dragones\nCaídos y reduce a 0 el daño\nque sufre la unidad.
MSID_SombreBarrier1_Normal	Barrera oscura
MSID_H_SombreBarrier1_Normal	Barrera de Emblemas oscuros.\nAnula el 20 % del daño que sufre\nla unidad.
MSID_SombreBarrier2_Normal	Barrera oscura +
MSID_H_SombreBarrier2_Normal	Barrera de Emblemas oscuros.\nAnula el 40 % del daño que sufre\nla unidad.
MSID_SombreBarrier3_Normal	Barrera oscura ++
MSID_H_SombreBarrier3_Normal	Barrera de Emblemas oscuros.\nAnula el 60 % del daño que sufre\nla unidad.
MSID_SombreBarrier4_Normal	Barrera oscura +++
MSID_H_SombreBarrier4_Normal	Barrera de Emblemas oscuros.\nAnula el 80 % del daño que sufre\nla unidad.
MSID_ChainAttackDamageWeaken	Rompevínculos
MSID_H_ChainAttackDamageWeaken	Reduce al 30 % la precisión de los\nataques en cadena del rival, así\ncomo el daño sufrido por la unidad.
MSID_SnakeVenom	Ataque venenoso
MSID_H_SnakeVenom	Si la unidad inicia el ataque,\ninflige al rival un daño equivalente\nal 20 % de sus PV máximos\ntras el enfrentamiento.
MSID_SighOfDeath	Arrebato brutal
MSID_H_SighOfDeath	Si la unidad inicia el enfrentamiento,\nal concluir este, inflige a los rivales\nsituados en un radio de 2 casillas\nun daño equivalente al 20 % de sus\nPV máximos.
MSID_SwordKilling	Partesables
MSID_H_SwordKilling	Si la unidad tiene el 50 % de PV\no más al inicio del enfrentamiento\ny el enemigo usa una espada,\nla unidad puede asestar un ataque\ndoble y el enemigo no podrá.
MSID_LanceKilling	Quiebralanzas
MSID_H_LanceKilling	Si la unidad tiene el 50 % de PV\no más al inicio del enfrentamiento\ny el enemigo usa una lanza,\nla unidad puede asestar un ataque\ndoble y el enemigo no podrá.
MSID_AxeKilling	Mellahachas
MSID_H_AxeKilling	Si la unidad tiene el 50 % de PV\no más al inicio del enfrentamiento\ny el enemigo usa un hacha,\nla unidad puede asestar un ataque\ndoble y el enemigo no podrá.
MSID_MagicKilling	Rajagrimorios
MSID_H_MagicKilling	Si la unidad tiene el 50 % de PV\no más al inicio del enfrentamiento\ny el enemigo usa un grimorio,\nla unidad puede asestar un ataque\ndoble y el enemigo no podrá.
MSID_BowKilling	Rompearcos
MSID_H_BowKilling	Si la unidad tiene el 50 % de PV\no más al inicio del enfrentamiento\ny el enemigo usa un arco,\nla unidad puede asestar un ataque\ndoble y el enemigo no podrá.
MSID_KnifeKilling	Trituradagas
MSID_H_KnifeKilling	Si la unidad tiene el 50 % de PV\no más al inicio del enfrentamiento\ny el enemigo usa una daga,\nla unidad puede asestar un ataque\ndoble y el enemigo no podrá.
MSID_PranaKilling	Antiartes
MSID_H_PranaKilling	Si la unidad tiene el 50 % de PV\no más al inicio del enfrentamiento\ny el enemigo usa un arte,\nla unidad puede asestar un ataque\ndoble y el enemigo no podrá.
MSID_PowerSeal	Sellar fuerza
MSID_H_PowerSeal	Si la unidad inicia el ataque,\ninflige Fue - 6 al enemigo tras el\nenfrentamiento (el efecto se reduce\nen 1 cada turno).
MSID_MagicSeal	Sellar magia
MSID_H_MagicSeal	Si la unidad inicia el ataque,\ninflige Mag - 6 al enemigo tras el\nenfrentamiento (el efecto se reduce\nen 1 cada turno).
MSID_DefenseSeal	Sellar defensa
MSID_H_DefenseSeal	Si la unidad inicia el ataque,\ninflige Def - 6 al enemigo tras el\nenfrentamiento (el efecto se reduce\nen 1 cada turno).
MSID_SpeedSeal	Sellar velocidad
MSID_H_SpeedSeal	Si la unidad inicia el ataque,\ninflige Vel - 6 al enemigo tras el\nenfrentamiento (el efecto se reduce\nen 1 cada turno).
MSID_MagicDefenseSeal	Sellar resistencia
MSID_H_MagicDefenseSeal	Si la unidad inicia el ataque,\ninflige Res - 6 al enemigo tras el\nenfrentamiento (el efecto se reduce\nen 1 cada turno).
MSID_DemonStance	Postura feroz
MSID_H_DemonStance	Si el rival inicia el enfrentamiento,\nla unidad recibe Fue + 6 durante\nel combate.
MSID_VajraStance	Postura firme
MSID_H_VajraStance	Si el rival inicia el enfrentamiento,\nla unidad recibe Def + 6 durante\nel combate.
MSID_SwallowStance	Postura dúplice
MSID_H_SwallowStance	Si el rival inicia el enfrentamiento,\nla unidad recibe Vel + 6 durante\nel combate.
MSID_MingMirrorStance	Postura guardián
MSID_H_MingMirrorStance	Si el rival inicia el enfrentamiento,\nla unidad recibe Res + 6 durante\nel combate.
MSID_Deadline	Dar y tomar
MSID_H_Deadline	Otorga + 10 al daño infligido\ny + 10 al daño sufrido en combate.
MSID_EnhancedCompatibility	Triadepto
MSID_H_EnhancedCompatibility	Si la unidad tiene ventaja de arma,\nsiempre asesta un ataque doble.\nSi tiene desventaja, el enemigo\nsiempre asesta un ataque doble.
MSID_CatBites	Bestia acorralada
MSID_H_CatBites	Si la unidad tiene el 50 %\no menos de los PV al inicio del\nenfrentamiento, obtiene Crí + 30\ndurante el mismo.
MSID_SelfDestruction	Autodestrucción
MSID_H_SelfDestruction	Si la unidad tiene el 50 % de PV\no menos al inicio del turno del\njugador, la unidad muere y arrebata\nel 50 % de sus PV a los rivales\nsituados en un radio de 2 casillas.
MSID_BreakInvalid	Inquebrantable
MSID_H_BreakInvalid	Impide que la unidad sufra\nel efecto ruptura.
MSID_Immovable	Inamovible
MSID_H_Immovable	Impide que la unidad se mueva\na causa de habilidades, al recibir\ngolpes de armas contundentes, etc.
MSID_CurseOfNihility	Mal de ojo
MSID_H_CurseOfNihility	Impide que el enemigo acumule\nExp luchando contra la unidad.
MSID_ClearStreamHit	Duelista ágil
MSID_H_ClearStreamHit	Si la unidad inicia el enfrentamiento,\nobtiene Esq + 30 en combate.
MSID_SwallowHit	Ofensa dúplice
MSID_H_SwallowHit	Si la unidad inicia el enfrentamiento,\nobtiene Vel + 5 en combate.
MSID_DemonHit	Muerte inminente
MSID_H_DemonHit	Si la unidad inicia el enfrentamiento,\nobtiene Crí + 20 en combate.
MSID_BadBirdHit	Golpe certero
MSID_H_BadBirdHit	Si la unidad inicia el enfrentamiento,\nobtiene Gol + 40 en combate.
MSID_VajraHit	Ataque blindado
MSID_H_VajraHit	Si la unidad inicia el enfrentamiento,\nobtiene - 10 de daño físico sufrido\ndurante el combate.
MSID_MingMirrorHit	Empuje antimagia
MSID_H_MingMirrorHit	Si la unidad inicia el enfrentamiento,\nobtiene - 20 de daño mágico sufrido\ndurante el combate.
MSID_FrenzyHit	Golpe espiritual
MSID_H_FrenzyHit	Si la unidad acierta un ataque,\ninflige - 5 al contador de fusión\ndel rival.
MSID_EffectResistance	Pujanza
MSID_H_EffectResistance	Reduce el daño de la eficacia.
MSID_EffectInvalid	Impavidez
MSID_H_EffectInvalid	Anula el daño de la eficacia.
MSID_Expert_1	Galones
MSID_H_Expert_1	Impide que la unidad sufra\nel efecto ruptura. Reduce\nel daño de la eficacia.
MSID_Expert_2	Galones +
MSID_H_Expert_2	Impide que la unidad sufra\nel efecto ruptura. Anula\nel daño de la eficacia.
MSID_SkillSuccession	Legado hábil
MSID_H_SkillSuccession	La unidad puede heredar\nhabilidades de este Emblema.
MSID_EngageContinueTurn	Vínculo sólido
MSID_H_EngageContinueTurn	La unidad se mantiene fusionada\ndurante un turno adicional.
MSID_EngageCount	Gran sinergia
MSID_H_EngageCount	El valor máximo del contador de\nfusión de la unidad se reduce en 1.
MSID_RefineGodWeapon_Effect_Fly	Eficacia: Voladores
MSID_RefineGodWeapon_Effect_Horse	Eficacia: Caballería
MSID_RefineGodWeapon_Effect_Armor	Eficacia: Acorazados
MSID_RefineGodWeapon_Effect_Dragon	Eficacia: Dragones
MSID_RefineGodWeapon_Effect_Morph	Eficacia: Aberraciones
MSID_H_Effect_Fly	Vulnerable ante armas con eficacia\ncontra unidades voladoras.
MSID_H_Effect_Horse	Vulnerable ante armas con eficacia\ncontra unidades de caballería.
MSID_H_Effect_Armor	Vulnerable ante armas con eficacia\ncontra unidades acorazadas.
MSID_H_Effect_Dragon	Vulnerable ante armas con eficacia\ncontra dragones.
MSID_H_Effect_Morph	Vulnerable ante armas con eficacia\ncontra aberraciones.
MSID_H_Effect_EvilDragon	Vulnerable ante armas con eficacia\ncontra Dragones Caídos.
MSID_H_Effect_Mediuth	Los ataques de Marth son eficaces\ncontra esta unidad.
MSID_H_Effect_Duma	Los ataques de Celica son eficaces\ncontra esta unidad.
MSID_H_Effect_Loptous	Los ataques de Sigurd son eficaces\ncontra esta unidad.
MSID_H_Effect_Veld	Los ataques de Leif son eficaces\ncontra esta unidad.
MSID_H_Effect_Idenn	Los ataques de Roy son eficaces\ncontra esta unidad.
MSID_H_Effect_Nergal	Los ataques de Lyn son eficaces\ncontra esta unidad.
MSID_H_Effect_Fodeth	Los ataques de Eirika o Ephraim\nson eficaces contra esta unidad.
MSID_H_Effect_Ashnard	Los ataques de Ike son eficaces\ncontra esta unidad.
MSID_H_Effect_Astarte	Los ataques de Micaiah son eficaces\ncontra esta unidad.
MSID_H_Effect_Gimle	Los ataques de Lucina son eficaces\ncontra esta unidad.
MSID_H_Effect_Hydra	Los ataques de Corrin son eficaces\ncontra esta unidad.
MSID_H_Effect_Nemesis	Los ataques de Byleth son eficaces\ncontra esta unidad.
