MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nSiempre logras animarme, Micaiah.\nCreo que se debe a tu sonrisa.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ユナカ\nAhora que hemos pasado página, ¡pienso\ndedicarme a ti en cuerpo y alma, Micaiah!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nNo es necesario, Yunaka. Me alegra\nque fueras tú quien me encontrara.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSigues observándome desde las sombras,\nYunaka. Me pone de los nervios.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nPerdona, diría que lo hago porque eres guapa,\npero en realidad es una vieja costumbre.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ユナカ\nSiempre me miras con esa sonrisita en la cara.\n¿Tan graciosa te parezco?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nNo es eso. Me recuerdas a cierta persona\na la que tenía en gran estima...\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\n¿Qué tengo que te haga pensar en él?\n¿Se le da bien hacer imitaciones?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nTu forma de andar. Eres tan ágil\nque a veces ni oigo tus pasos.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nBailas con mucha elegancia, Seadall.\nNo sé cómo lo haces.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nPuedo enseñarte. Quizá algún día\nquieras bailar con alguien especial.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nNo sé por qué, pero, cuando bailas,\ntransmites bondad con cada movimiento.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nNunca me lo habían dicho. Aunque tu habilidad\nSacrificio sí que requiere bondad, Micaiah.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¡Es la primera vez que alguien me lee la fortuna!\n¿Qué dicen las cartas?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nEl Grial hace referencia a tu naturaleza.\nSignifica que eres una persona muy amable.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nTambién que sueles anteponer\nel bienestar de los demás al tuyo propio.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nNo es mi intención, pero intentaré\ncuidarme más. Gracias, Seadall.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Lindon? ¿Por qué me miras así?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nPerdona, estaba pensando que los magos\npoderosos nunca aparentáis serlo.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Siempre llevas contigo el retrato\nde tu mujer?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nEn vida siempre estuvimos juntos, desde que\nnos casamos. Así siento que sigue a mi lado.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nEse pastel tiene una pinta deliciosa.\n¿Lo has hecho tú?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nSabes reconocer el talento cuando lo ves.\nLo he horneado con magia de trueno.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nLa gente solo ve la magia como un arma,\npero también puede usarse en la vida diaria.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nQué maravillosa idea. Ojalá yo les encontrara\nuna utilidad parecida a mis hechizos...\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nザフィーア\nLuchar en primera línea de batalla es peligroso.\nPonte detrás de mí si lo necesitas, ¿de acuerdo?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nEstoy acostumbrada a dirigir las tropas\ndesde la vanguardia. No te preocupes por mí.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Hoy no entrenas, Saphir?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\nNo, hoy toca descanso. Hay que darles tiempo\na los músculos para que se recuperen.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Dónde vas con tanta prisa, Saphir?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nザフィーア\nEl príncipe Diamant me necesita. Ha pescado\nun pez enorme y pide ayuda para cocinarlo.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nNo sabía que tus dotes culinarias estuvieran\ntan bien valoradas. ¡Me dejas de piedra!\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nCrecí en una aldea pesquera; cocinar pescado\ny marisco se me da bien, aunque soy\nun desastre con todo lo demás.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nTengo que remediar todo el mal que he hecho.\n¿Me ayudarás? ¿Lucharás a mi lado?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nAy, Veyle. Pues claro que sí.\nAhora eres de los nuestros.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nTienes un hermano pequeño, ¿no?\nCómo será tener a alguien así en tu vida...\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nNo somos hermanos de sangre,\npero haría cualquier cosa por él.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nNoto cierta soledad en ti. ¿A qué se debe?\nNo pareces una persona solitaria.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nEstuve sola durante mucho tiempo.\nVivía en las sombras, en secreto.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nHasta que conocí a alguien muy importante\ny todo cambió. Me salvó de la oscuridad.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nYo también conocí a alguien que lo cambió\ntodo para mí. Tenemos algo en común.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06モーヴ\nSiento haber usado tu poder para hacer el mal,\npero te pido que salves a lady Veyle.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nMe parece que ella desearía que salvara\na otra persona en su lugar.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06モーヴ\nNo dejo de pensar que quizá podría haber\nayudado a lady Veyle mucho antes.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nEstuviste a su lado cuando más te necesitó.\nSé que eso significó mucho para ella.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Fuiste tú quien despertó el amor de Veyle\npor la comida terriblemente picante?\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nPodría ser. Nunca lo he pensado.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nDe hecho, le ofrecí mis caramelos picantes\nfavoritos justo cuando despertó.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nSiempre está tan feliz cuando come golosinas...\nEs imposible no sonreír al ver esa imagen.\x0E\x04\x00\x00
