MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nMe alegra poder hablar por fin contigo\ntras tanto tiempo observándote en silencio,\n\x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nEn ninguna parte, me las inventé yo.\n¿Quieres probar? Di... ¡Fantabuloso!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nDime una cosa: ¿crees que es posible\nvolver a empezar de cero?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06マルス\nTodos podemos cambiar; solo hace falta\ntener la determinación de lograrlo.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nOye, Marth, ¿qué harías si descubrieras\nque hice algo horrible en el pasado?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06マルス\nNada. No me corresponde a mí juzgar\ntu pasado, Yunaka. Confío en quien eres ahora.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\n¿Confías en mí?\nNo he hecho nada para merecerlo.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06マルス\nUna mala persona nunca diría algo así\ncon tanta seriedad. Con eso me basta.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nGracias por proteger el anillo de Corrin, Seadall.\nMe han dicho que eres un bailarín famoso.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nGozo de algo de fama. Aunque las estrellas\nme dicen que tú también gozas de gran fama.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nAdoro visitar lugares que desconozco.\nDime, Marth, ¿cómo es tu mundo?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06マルス\nNo es muy distinto a este, la verdad. Muy bello.\nIncluso tenía también una amiga bailarina.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nMi danza está casi al nivel de la de mi maestro\ny, aun así, siento que no soy digno de él.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x08\x06マルス\nTu maestro debió de ser un bailarín increíble.\nSe nota por cómo te mueves.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nMe dio muchísimo. Ahora está con las estrellas\ndel cielo y no puedo devolverle el favor.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x08\x06マルス\nTu baile transmite felicidad a quienes te rodean.\nSeguro que él puede verte desde allí arriba.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nDicen que fuiste un gran guardia real.\nEstoy contento de tenerte a mi lado.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nTodos se esfuerzan para traer la paz a Elusia.\nNo puedo quedarme de brazos cruzados.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08リンデン\nSi me necesitas, avísame. Mi especialidad\nes cocinar dulces con magia de trueno.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06マルス\n¡Qué fascinante uso de la magia!\nTu talento será útil incluso en tiempos de paz.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\n¿Es un retrato eso que observas?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nSí, de mi difunta esposa.\nLo llevo conmigo adondequiera que vaya.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\n¿A que es hermosa? Estoy orgulloso de haber\npasado los mejores años de mi vida con ella.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06マルス\nComo debe ser. Aunque no pueda ver\na mi amada, aún siento mi vínculo con ella.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nLlevas mucho tiempo defendiendo Brodia.\nMe alegra contar con tu experiencia.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0C\nザフィーア\nAhora luchas con nosotros, así que también\ndefiendes Brodia. Soy yo la que se alegra.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\n¿Querrías entrenar conmigo algún día?\nMe gusta practicar con rivales fuertes.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06マルス\nAvísame y allí estaré.\nPara mí sería un honor.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nザフィーア\nCrecí en un pueblo pesquero muy pacífico\nhasta que Elusia llegó y mató a mi familia.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x08\x06マルス\nConozco ese dolor. ¿Fue eso lo que te motivó\na convertirte en una guardia real?\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nNo, ese siempre fue mi sueño.\nOjalá mis padres pudieran verme ahora...\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06マルス\nEl amor por tu familia ha hecho posible\nque nos encontremos. Doy gracias al cielo.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nGracias por luchar a mi lado, Marth.\nSobre todo, después de lo que hice.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x08\x06マルス\nNo te disculpes. Siempre supe que en el fondo\neras buena. Desde ahora, lucharemos juntos.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nA veces me pregunto si está bien\nque yo esté aquí. Quizá debería estar sola...\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06マルス\nAy, Veyle, nunca dudes de tu presencia aquí.\nTodos te apreciamos.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nPor fin sé qué se siente al ser feliz, Marth.\nSiento que he encontrado un lugar en la vida.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06マルス\nHas pasado muchas penurias,\npero ahora estás entre amigos y aliados.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nMuchas gracias por tus amables palabras.\nEspero... que también me consideres tu amiga.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x08\x06マルス\nClaro. Nuestra amistad durará para siempre.\nNunca tendrás que volver a estar sola, Veyle.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nGracias por prestarnos tu poder. Contigo a mi\nlado, podré expiar los pecados que cometí.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06マルス\nEres un guerrero de buen corazón.\nMe enorgullece unirme a vuestra causa.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nProcedo del Reino de Firene.\nAllí aprendí a valorar a quienes me rodean.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06マルス\nEsos sentimientos salvaron a Veyle\nde la oscuridad. Me alegra que estés aquí.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle está de buen humor últimamente.\nEstar aquí es beneficioso para ella.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06マルス\nVeyle tiene mucha suerte de tenerte\ncomo amigo y como aliado.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nAhora tenemos más compañeros que nunca.\nEstoy muy agradecido por eso.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06マルス\nLos vínculos que creemos servirán de base para\nconstruir nuestro futuro. Juntos lo lograremos.\x0E\x04\x00\x00
