MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nEres muy poderoso, Roy. No me extraña\nque le confiaran tu anillo a Brodia.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nDisculpa la pregunta, Roy,\npero ¿tú crees que soy útil?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04ロイ\nClaro que sí. Confiamos en tus habilidades\ntanto dentro como fuera de la batalla.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\n¿De veras? ¡Pues es todo gracias a ti!\nNo lo podría haber logrado sin tu ayuda.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04ロイ\nNo te quites mérito, Yunaka. Trabajas bien\ny siempre mantienes una actitud positiva.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nEstábamos destinados a luchar juntos, Roy.\nPara celebrarlo, bailaré para ti.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04ロイ\nEs un honor, Seadall. He oído que eres\nun gran bailarín. Al fin podré verte en acción.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\n¡Mira este bocadillo! Es mucho más potente\nde lo que suelo comer... ¿Me atreveré?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x06\x04ロイ\nTú eres el vidente, Seadall. Dímelo tú.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nEstaba leyendo el futuro y... he visto a nuestros\namigos sufriendo. Debemos evitarlo.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x06\x04ロイ\nNuestros amigos han sacrificado su felicidad\npara que algún día todos podamos vivir en paz.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nEntonces debemos ganar como sea.\n¿Bailarás conmigo en el campo de batalla, Roy?\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x06\x04ロイ\nSí. Te prestaré todo mi poder para que tus\nhermosos bailes nos conduzcan a la victoria.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リンデン\n¿Qué tipo de magia ata un Emblema al anillo?\nQuizá podría hacer un experimento...\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x06\x04ロイ\nNo sé si me gusta cómo suena\nla palabra "experimento"...\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\n¿Es otro libro? Te gusta mucho leer.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nPues sí. Incluso a mi edad, se aprende\nmucho de los libros. ¿Quieres que te lo lea?\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\n¡Lindon! He oído un ruido espantoso.\n¿Estás bien?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nSí, era un experimento mágico que ha fallado.\nPero ¡al menos he aprendido algo nuevo!\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x06\x04ロイ\n¡Olvida eso ahora! ¡Si no hacemos algo,\nel fuego se propagará!\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nCierto. Roy, busca la forma de mantener\nel fuego a raya mientras yo voy a por agua.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nザフィーア\nEs un honor llevar el Emblema de Brodia.\nVamos a partir algunos cráneos, Roy.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x06\x04ロイ\nMuy bien, Saphir. Pero asegurémonos\nde partir solo los cráneos que lo merezcan.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nTu técnica de pesca es muy interesante,\nSaphir. La mayoría usan una caña.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0C\nザフィーア\n¿Para qué perder el tiempo si puedo\npescar con mis propias manos?\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nザフィーア\nTú me has prestado poder para defender\nmi país y a mis amigos, Roy. Nunca lo olvidaré.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x06\x04ロイ\nEs cierto que te he dado mi poder, Saphir,\npero el mérito no es solo mío.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x06\x04ロイ\nEse poder siempre ha estado dentro de ti,\nyo solo te he echado una mano.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nEstá bien, déjalo ya o harás que me sonroje.\nVolvamos al trabajo.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nRoy, quiero hacer todo lo posible\npara devolver la paz al mundo. ¿Me ayudarás?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x06\x04ロイ\nPor supuesto, Veyle. Usa mi poder\nsiempre que lo necesites.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\n¡Mira, Roy! Nunca había visto comida tan roja.\nSeguro que es muy picante y deliciosa.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x06\x04ロイ\nVeyle... por el aspecto, el olor y lo quemada\nque está, no creo que debas comértela.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nGracias por luchar a mi lado\ny prestarme tu poder, Roy.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x06\x04ロイ\nNo hay de qué, Veyle. Estoy aquí para ayudarte\nen todo lo que haga falta.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nQuiero que me ayudes a hacer cosas buenas\npara la gente de este mundo, solo eso.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x06\x04ロイ\nAsí será. Permaneceré a tu lado hasta\nque tus deseos se cumplan.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06モーヴ\nEmblema Roy, es un gran honor\nluchar a tu lado.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x06\x04ロイ\nLo mismo digo. Me siento orgulloso\nde luchar junto a otro guerrero.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\n¿Entrenando otra vez? El exceso es malo\npara la salud. Deberías tomarte un descanso.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\n¿Un descanso? ¿Qué se hace en un descanso?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nAl luchar a tu lado, he visto que eres\nuna buena persona, aunque digas lo contrario.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nNo soy bueno, es solo que no soporto\nquedarme de brazos cruzados si puedo ayudar.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x06\x04ロイ\nNo todo el mundo es capaz de ser\nasí de generoso. Tienes mi respeto.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nGracias. Me has recordado que no todas\nmis decisiones han sido erróneas.\x0E\x04\x00\x00
