MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTú eres quien mantiene unido a este grupo.\nHaré todo lo posible para protegerte.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nTu habilidad en combate es increíble, Camilla.\nTengo que darlo todo para seguirte el ritmo.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06カミラ\nSiempre hay que darlo todo en las batallas.\nPero tú también eres fuerte, no seas modesta.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nNo me canso de oír historias sobre Nohr.\n¡Son tan heroicas que lloro de la emoción!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06カミラ\nMe alegra que te gusten. Ahora, ¿por qué\nno me cuentas tú alguna de tu mundo?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nUna de mis vasallas antes fue asesina.\nEs muy estricta, pero tiene su lado amable.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nEres muy tolerante si pusiste una asesina\na tu servicio. ¿Qué te ha hecho pensar en ella?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06カミラ\nNada en especial. Parece que te cuesta hablar\nde ti misma, así que pensé en cambiar de tema.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nQué... amable. Me duele hablar de mi pasado,\npero quizá contigo haga una excepción.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nQué método de adivinación tan interesante.\n¿Debes ofrecer comida para leer las cartas?\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nNo, solo intentaba adivinar qué pasaría\nsi me comiera todo esto. Nunca hago ofrendas.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nRecuerda comer bien para reponer energías.\nA mí me encantaban la fruta y la carne.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nEstoy bien nutrido, si es lo que te preocupa.\nTe lo demostraré con mi baile.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTu danza es pasional y delicada. Me recuerda\na una actuación que vi una vez en Nohr.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nAsí que hay teatros en tu mundo...\n¿Te consideras buena bailarina, Camilla?\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x08\x06カミラ\nMe defiendo, pero tengo una hermana pequeña\nque me supera. También es una gran cantante.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08セアダス\nHáblame de ella mientras bailamos.\nAunque seas un Emblema, nos las arreglaremos.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nTengo algunas preguntas sobre los fenómenos\nnaturales de tu mundo. ¿Tienes un momento?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x08\x06カミラ\nClaro. Será un placer contribuir en tu estudio\ncon mis conocimientos. ¿Por dónde empiezo?\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nHablas a menudo de tu familia. ¿Te gustaría\nver a la mía? Tengo una imagen aquí mismo.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x08\x06カミラ\n¿Esta era tu esposa? Era muy hermosa. Qué\nbien que tengas una imagen para recordarla.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08リンデン\nMe interesa la magia de gravedad que emplea\ntu hermano. ¿Es cierto lo de los árboles?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x08\x06カミラ\n¿Te refieres a Brynhildr? Sí, cuando usa\nesa magia, crecen manzanos por la zona.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nInteresante. Quisiera descubrir a qué sabría\nun pastel hecho con esas manzanas.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x08\x06カミラ\nNunca lo he probado. Si lo vuelvo a ver,\nle pediré que me dé unas cuantas.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nザフィーア\nEs un placer conocerte, Camilla.\nSoy Saphir, guardia real y antigua mercenaria.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x08\x06カミラ\nEl placer es mío. Estoy encantada de formar\nequipo con una persona tan fuerte y experta.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nザフィーア\nDime, ¿cómo una princesa puede\nllegar a ser tan feroz en batalla?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x08\x06カミラ\nEs por mi carácter. Me enfurece\nque la gente que quiero corra peligro.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nA los mercenarios les pagan por luchar...\n¿Te cambiarías de bando por dinero?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0C\nザフィーア\nSi la situación fuera distinta... Pero no puedo\nquedarme de brazos cruzados ante el mal.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nQuiero emplear mi fuerza para hacer el bien,\npor eso es importante elegir el bando correcto.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x08\x06カミラ\nEs un alivio saber que tu corazón es igual\nde fuerte que el resto de tu cuerpo.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nEsperaba poder hablar largo y tendido contigo\nsobre la familia, sobre ti... En fin, de todo.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヴェイル\n¡Nada me gustaría más! Hay tantas cosas\nque quiero contarte. ¿Por dónde empiezo?\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nSiento que puedo contarte cualquier\ncosa, pero no quiero ser una pesada...\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x08\x06カミラ\n¡No lo eres! Disfruto de nuestras conversaciones\ny espero que sigamos teniéndolas.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nMe he acostumbrado a nuestras charlas,\nCamilla. No sé qué sería de mí sin ellas.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x08\x06カミラ\nHablas igual que Corrin...\nTranquila, no pienso apartarme de tu lado.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x08\x06カミラ\nEste vínculo que nos une durará para siempre,\nsin importar la distancia. No lo olvides.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヴェイル\nNo lo haré. Tampoco me olvidaré de ti,\nCamilla. Te has convertido en una gran amiga.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nCamilla, si te supone un problema luchar\njunto a un traidor, lo entenderé.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x08\x06カミラ\nPara nada; confío en ti. Pero, si se te ocurre\ntraicionarnos, mi venganza será terrible.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nCuriosamente, me resulta sencillo abrirme a ti.\n¿Me has hechizado con algún tipo de magia?\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06カミラ\nClaro que no, simplemente se me da bien\nescuchar. Puedes confiar en mí.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06モーヴ\nPosees mucha sabiduría, Camilla. Imagino\nque has tenido una vida muy complicada.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06カミラ\n¿Eso crees? Gracias, supongo.\nAunque tú la habrás pasado tan mal como yo.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06カミラ\nMauvier, si quieres hacer felices a los demás,\ndebes empezar por buscar tu propia felicidad.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nTengo un sitio donde dormir y más amigos\nde los que merezco. ¿Qué más puedo pedir?\x0E\x04\x00\x00
