MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リュール\nSoren, ¿podemos hablar un momento?\nMe interesaría saber más sobre tu mundo.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ユナカ\n¡Mira, Soren! Soy yo, Yunaka.\n¡Me tienes justo delante!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nYa lo veo. ¿Qué pretendes exactamente?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nDemostrarte que no me escondo. Aquí estoy,\nal descubierto. ¡No me puedes ignorar!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nEso ciertamente me obliga a cambiar de opinión\nsobre ti, aunque no sé si era tu objetivo.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セアダス\nVaya suspiro... Si te preocupa alguna cosa,\nte puedo leer las cartas.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nMe niego. No creo en la cartomancia\nni ninguna de esas tonterías.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セアダス\nEntre la danza, las cartas y la lucha, siempre\ntengo tarea. A ver si acaba la guerra y descanso.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSi acaba la guerra...\nNi siquiera alcanzo a imaginármelo.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セアダス\nLa buena comida distrae a cualquiera.\n¿Te importa que pruebe un poquito?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nCome todo lo que puedas. Es importante\npara afrontar las batallas con energía.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\n¿Cómo? Si me lo dices con esa cara\ntan seria, quizá me lo creo y todo.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nEs que hablo en serio: haces bien. Una mente\nbien nutrida se concentra mejor en combate.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\n¿Otra vez tú? ¿Cuántas veces me vas a llamar\nal cabo del día para quedarte tranquilo?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nPor favor, Soren, es importante: ¡necesito\nla ayuda de otro mago para asar manzanas!\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\n¿Ocurre algo? ¿Qué se te ofrece?\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nEste hojaldre necesita dos golpes de magia\nde trueno sincronizados y solo confío en ti.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リンデン\nSoren, ¡Soren! ¿Puedes venir un momento\na ayudarme, por favor?\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo será otro de tus experimentos...\nMe parecería malgastar el tiempo.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nPero a mí no, y tengo bastante menos que tú.\nVamos, no te hagas de rogar.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nEstá bien, pero no me hago responsable\nsi la sala se incendia de nuevo.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nザフィーア\nPareces un tipo cauto, Soren. Seguro que\nle quitas hasta la última raspa al pescado.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo me interesa esta conversación.\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nザフィーア\nOye, vamos a entrenar un poco,\nque aún no te tengo bien tomada la medida.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nEstá bien. Me servirá para calibrar\ntus habilidades igualmente.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nザフィーア\nLa última vez me venciste, pero hoy\nno se va a repetir. ¡Quiero la revancha!\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nRecuérdamelo en una hora,\nque estaré desocupado.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nPara mostrar tan poco interés por los demás,\neres muy considerado con su tiempo.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nToda ocasión de mejorar es bienvenida\ny redunda en beneficio de todo el ejército.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nGracias por luchar a nuestro lado.\nPor algún motivo, creía que no me aceptarías.\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo conviene hacer juicios precipitados.\nA más aliados, mayor capacidad de combate.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nA veces me entristece pensar en mi padre.\nLamento si eso influye en mi rendimiento.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo sé si es peor tener padres que te causen\nsufrimiento o directamente no tenerlos.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nSi te sigues precipitando en el campo de batalla,\nme veré obligado a apartarte de la vanguardia.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0A\x08ヴェイル\nLo siento.\nTrataré de hacerlo mejor la próxima vez.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nDeja que continúe luchando, por favor.\nQuiero ser útil.\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nPerderte sería un contratiempo, sin duda,\nde modo que aprende a controlarte.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06モーヴ\nGracias por aceptarnos sin reparos a lady Veyle\ny a mí. Sé que en el pasado fuimos enemigos.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nSería de necios desechar recursos\ne inteligencia. Me alegra tenerlos a bordo.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06モーヴ\nEn un principio te negaste a ayudar al Dragón\nDivino. ¿Qué te hizo cambiar de parecer?\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSu insistencia, supongo. Y, ya que estoy aquí,\nno veo motivos para no esforzarme al máximo.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06モーヴ\nAunque apenas muestras tus emociones, te noto\nmás sereno con quienes te inspiran confianza.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nQuizá, aunque no es una conducta deliberada.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nLo mismo se puede decir de ti o de cualquiera\nque tenga allegados, para el caso.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x08\x06モーヴ\nImagino que tienes razón. De algún modo,\nhas logrado darle la vuelta a mi comentario...\x0E\x04\x00\x00
