MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHas progresado mucho en el campo de batalla.\nNoto una mejora ostensible de tus habilidades.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nDesde un punto de vista médico, tu musculatura\nes ejemplar. ¿Me dejas examinar tus brazos?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAdelante, aunque no veo qué interés\npuede suscitar un tipo como yo...\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nMe asombra tu talento para la medicina, Jean.\nEn mi mundo, te habríamos reclutado seguro.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nTe agradezco el cumplido,\naunque quién sabe si habría prosperado allí.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nLa guerra es cruel. Por muchas lesiones\nque cure, no cesa el reguero de heridos.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCierto. Mis aliados y yo logramos restablecer\nla paz, pero a costa de muchas vidas.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\n\x0E\x03\x02\x0A\x08ヘクトル\nAun así, con esfuerzo, reduciremos las bajas.\nCada víctima de menos supone una victoria.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nTienes toda la razón, Héctor. ¡Haré cuanto\npueda para cumplir ese objetivo y protegerte!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\n¡Tremenda armadura! Parece muy sólida,\n¡y los faldones favorecen la movilidad!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\n¿Cómo te has acercado sin que me percatara?\nEres más sigilosa que mis mejores espías.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nPartes las piedras sin despeinarte, Héctor. ¿Tu\nhacha está forjada con una aleación especial?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nLa técnica es tan importante como el arma.\nTe puedo enseñar alguna vez.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nEs un placer luchar junto a ti, Héctor. Me siento\nmás segura contigo cubriéndome las espaldas.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEstoy habituado a combatir en grupo. Tenía\nun amigo con el que peleaba hombro a hombro.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\n¡Qué interesante! Si me dieras las indicaciones\npertinentes, quizá podría asumir yo su papel.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nBuena idea. Así nos protegeríamos mutuamente\nen el campo de batalla.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nHe notado que te interesan mis coreografías.\nIncluso un Emblema se fija en mi talento...\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nTe mueves con elegancia. Estaba pensando\nsi yo podría aprovechar esos pasos en combate.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nTú tienes dotes de adivinación, ¿verdad?\n¿Puedes prever los movimientos del enemigo?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nSi leyera las cartas en combate, sería un blanco\nvulnerable, a menos que me escudaras.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セアダス\nMis padres fallecieron cuando era pequeño.\n¿Cómo fue tu infancia, Héctor?\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nYo también me quedé huérfano y bajo la tutela\nde mi hermano... hasta que lo perdí también.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nSolo con verte, queda claro que fue un buen\nhombre. Dedicaré una danza en su memoria.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\n¿Bailarás en su honor? Estoy seguro de que\nlo habría disfrutado. Te lo agradezco, Seadall.\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nEl funcionamiento de los brazaletes Emblema\nme intriga. ¿Me permites que te examine?\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo sé de qué te serviría... y la cara que pones\ntampoco me inspira ninguna confianza.\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nEl más sabio de mi mundo era muy anciano.\nSerá verdad que la sabiduría la dan los años...\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x0A\x08リンデン\nNo sabría decirte, pero te aseguro que el tiempo\nvuela cuando me concentro en mis estudios.\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08リンデン\nAl principio me decanté por la magia para poner\nfin a la guerra, pero dudo si hice lo correcto...\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEsa misma razón me llevó a inclinarme\npor la fuerza física. Creía que era la clave.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nY pronto aprendí que los aliados importan más.\nEn solitario, ni con toda mi fuerza lograría nada.\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x0A\x08リンデン\nBuena apreciación. Seguro que puedo aprender\nmucho de tus experiencias.\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nMe agradaría probar tu estilo de lucha, Héctor.\n¿Te importa enseñarme los conceptos básicos?\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCon mucho gusto. Y no bajes la guardia;\n¡vamos a entrenar al máximo!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\nCreo que disfrutarías participando en un torneo\nde lucha de Brodia. Se ponen bastante intensos.\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nYa me lo imagino, sí. En mi tierra, pasaba\nmás tiempo en el coliseo que en el castillo.\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nザフィーア\n¿Qué has hecho para ponerte tan fuerte,\nHéctor? ¿Algún entrenamiento especial?\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo, la verdad, aunque tenía una rivalidad sana\ncon mi amigo Eliwood que me servía de acicate.\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nNos retábamos cada par de meses. Tuve que\nesforzarme mucho para mantenerme a su nivel.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x0C\nザフィーア\nParece que aquello los incentivó para mejorar.\nMe vendría bien un rival como ese.\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nQuería preguntarte una cosa:\n¿acostumbras a tratar con dragones?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBueno, sí. En mi mundo, viajaba con ellos.\nAhora que lo pienso, conocía a unos cuantos.\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nTe ruego que sigas brindándonos tu apoyo.\nDeseo ayudar como sea a los que sufren.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCuenta con ello. Me recuerdas a una amiga mía,\n¿sabes? Eres tan pura y amable como ella.\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nTenías un hermano mayor, ¿verdad?\n¿Y su compañía te hacía feliz?\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNunca me he parado a pensarlo,\npero tampoco podría concebir mi vida sin él.\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nMe sorprende la firmeza con la que lo expresas.\nResulta evidente que lo querías, ¿no es cierto?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nSí. Estoy aquí gracias a él, y pienso combatir\ncon más ganas que nunca en su honor.\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nEres un hombre íntegro, Héctor. ¿Te incomoda\ncolaborar con un antiguo enemigo?\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo. Solo hacías lo que considerabas tu deber.\nTe comprendo perfectamente.\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06モーヴ\nSe me ha ordenado tomarme un día libre,\npero no se me ocurre cómo emplear el tiempo.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAprovecha para dormir bien, pero no descuides\nel ejercicio. Oye, ¿y si nos batimos en duelo?\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHe observado que siempre acudes primero\ncuando hay algún aliado en peligro, Mauvier.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x08\x06モーヴ\nEs un acto reflejo. No puedo permanecer\nimpasible si veo a un compañero en apuros.\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nAunque se podría decir lo mismo de ti, Héctor:\nsiempre estás presto para ayudar a los demás.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nUn buen amigo y yo juramos proteger\nde por vida a nuestros aliados, y lo mantengo.\x0E\x04\x00\x00
