MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\n¡Me encanta poder hacerme amiga de otro\nDragón Divino! Tenemos tanto de que hablar...\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nGracias. Me queda mucho por aprender, pero no\nme desanimo. ¡Ya pronto saldré del cascarón!\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x06\x04チキ\nVas a ser un gran médico, Jean, y yo haré\nlo que esté en mis manos para que triunfes.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ユナカ\nImagino que estarás harta de que todos\nte repitan lo adorable que eres, Tiki.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04チキ\nJi, ji. ¡Para nada! Por mí, no escatimes\nen halagos.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\n¡Atenta, Yunaka! A ver si lo digo bien...\n¡"Fantabuloso"!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\n¡Ay, me da algo!\n¡Te quedó increíble!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ユナカ\nTienes un don para animar al prójimo.\nSolo con verte, me sube la moral.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04チキ\nEs que disfruto con la compañía de la gente.\nCuando estoy sola, me entran ganas de llorar.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\n¿Verdad? A mí me pasa lo mismo.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04チキ\nBueno, ahora que nos tenemos la una a la otra,\nproblema resuelto, ¿verdad?\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08セアダス\nHasta el Dragón Divino de otro mundo\nsabe bailar... Doy gracias a las estrellas.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04チキ\n¿A las estrellas? ¡A mí me encantan!\nParece que brillan de alegría, ¿verdad?\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nTú eres adivino, ¿verdad que sí, Seadall?\n¿Me lees las cartas?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\n¡Faltaba más! A ver... La estrella hacia arriba:\ntu corazón puro te brindará un futuro radiante.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nSe me acelera el corazón cuando te veo bailar.\nMe entran ganas de ponerme a ello yo también.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x0A\x08セアダス\nMe alegra que vibres con esa danza. La aprendí\nde mi maestro; significa mucho para mí.\x0E\x04\x00\x00
MID_GR_Seadas_A_#003	\x0E\x03\x02\x0A\x08セアダス\nQuiero enseñarte otra coreografía especial,\ndedicada a nuestra amistad.\x0E\x04\x00\x00
MID_GR_Seadas_A_#004	\x0E\x03\x02\x06\x04チキ\n¿Una coreografía especial? ¿En serio?\n¡Qué genial! ¡Bailemos juntos todos los días!\x0E\x04\x00\x00
MID_GR_Linden_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\n¿Qué tienes ahí, Lindon? Huele muy bien.\x0E\x04\x00\x00
MID_GR_Linden_C_#002	\x0E\x03\x02\x0A\x08リンデン\nEstoy haciendo un bizcocho con magia\nde trueno. ¿Me echas una mano?\x0E\x04\x00\x00
MID_GR_Linden_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08リンデン\nMe recuerdas a mis hijos de pequeños.\nYa han alcanzado la adultez, evidentemente.\x0E\x04\x00\x00
MID_GR_Linden_B_#002	\x0E\x03\x02\x06\x04チキ\nSeguro que son buena gente. ¡Ojalá me parezca\na ellos cuando sea mayor!\x0E\x04\x00\x00
MID_GR_Linden_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リンデン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMe recuerdas a Ban-Ban.\nPara mí, ¡es como si fuera mi abuelo!\x0E\x04\x00\x00
MID_GR_Linden_A_#002	\x0E\x03\x02\x0A\x08リンデン\nLo entiendo perfectamente. De hecho,\ntengo un buen número de nietos.\x0E\x04\x00\x00
MID_GR_Linden_A_#003	\x0E\x03\x02\x0A\x08リンデン\nSon como tú, Tiki: unos muchachos primorosos\ne inquietos. Ojalá vuelva a verlos algún día...\x0E\x04\x00\x00
MID_GR_Linden_A_#004	\x0E\x03\x02\x06\x04チキ\n¡Seguro que sí! Aunque nuestros seres queridos\nnunca están lejos; ¡los llevamos en el corazón!\x0E\x04\x00\x00
MID_GR_Saphir_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nNo me sorprende que una chiquitina tenga tanta\nfuerza. Al fin y al cabo, eres un Dragón Divino.\x0E\x04\x00\x00
MID_GR_Saphir_C_#002	\x0E\x03\x02\x06\x04チキ\nGracias, Saphir. ¡Se hace lo que se puede!\x0E\x04\x00\x00
MID_GR_Saphir_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nEn mi aldea se comía un pescado delicioso.\n¿A ti te gusta?\x0E\x04\x00\x00
MID_GR_Saphir_B_#002	\x0E\x03\x02\x06\x04チキ\n¡Claro! Igual que la carne y las verduras.\n¡Aunque los Emblemas no necesitamos comer!\x0E\x04\x00\x00
MID_GR_Saphir_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nザフィーア\nHe oído que pasaste mucho tiempo sola. Debió\nde ser duro eso de no poder contar con nadie.\x0E\x04\x00\x00
MID_GR_Saphir_A_#002	\x0E\x03\x02\x06\x04チキ\nFue horroroso, ¡pero ahora los tengo a ustedes\ny no hay lugar para el desconsuelo!\x0E\x04\x00\x00
MID_GR_Saphir_A_#003	\x0E\x03\x02\x0C\nザフィーア\nExacto. Si te vuelves a sentir sola,\navísanos y acudimos corriendo.\x0E\x04\x00\x00
MID_GR_Saphir_A_#004	\x0E\x03\x02\x06\x04チキ\nAquí me tienen también cuando\ny para lo que sea, Saphir. ¡Lo prometo!\x0E\x04\x00\x00
MID_GR_Veyre_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nPese a tu condición de Dragón Divino y la mía\nde Dragón Caído... ¿podemos llevarnos bien?\x0E\x04\x00\x00
MID_GR_Veyre_C_#002	\x0E\x03\x02\x06\x04チキ\n¡Pues claro! Me gustaría que nos hiciéramos\namigas, Veyle. ¡Cuéntamelo todo sobre ti!\x0E\x04\x00\x00
MID_GR_Veyre_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nCuando nos ponemos a charlar, pierdo la noción\ndel tiempo. Nunca quiero que ese lapso acabe.\x0E\x04\x00\x00
MID_GR_Veyre_B_#002	\x0E\x03\x02\x06\x04チキ\n¡A mí me pasa justo lo mismo!\n¡Tenemos tantas cosas que contarnos!\x0E\x04\x00\x00
MID_GR_Veyre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nMe gustaría que fuéramos amigas, Tiki,\nsin ánimo de parecer insolente.\x0E\x04\x00\x00
MID_GR_Veyre_A_#002	\x0E\x03\x02\x06\x04チキ\n¡Para nada! Te aprecio un montón.\n¡Por eso me gusta pasar tanto tiempo contigo!\x0E\x04\x00\x00
MID_GR_Veyre_A_#003	\x0E\x03\x02\x0A\x08ヴェイル\nGracias. Esas palabras me hacen muy feliz.\n¿Puedo contar con tu amistad eterna?\x0E\x04\x00\x00
MID_GR_Veyre_A_#004	\x0E\x03\x02\x06\x04チキ\n¡Claro, te lo prometo! ¡Seremos requeteamigas\npara siempre jamás de los jamases!\x0E\x04\x00\x00
MID_GR_Mauve_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06モーヴ\nHe cometido pecados imperdonables, pero haré\nlo que sea necesario para ganarme tu confianza.\x0E\x04\x00\x00
MID_GR_Mauve_C_#002	\x0E\x03\x02\x06\x04チキ\nEres uno de los nuestros, Mauvier.\n¡Ya confío en ti!\x0E\x04\x00\x00
MID_GR_Mauve_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMe gusta charlar contigo, Mauvier, porque\nme dejas que te cuente millones de cosas.\x0E\x04\x00\x00
MID_GR_Mauve_B_#002	\x0E\x03\x02\x08\x06モーヴ\nMi actitud no tiene nada de encomiable.\nDisfruto escuchando tus historias.\x0E\x04\x00\x00
MID_GR_Mauve_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle me ha dado descanso,\npero no sé a qué dedicar el tiempo libre.\x0E\x04\x00\x00
MID_GR_Mauve_A_#002	\x0E\x03\x02\x06\x04チキ\n¿Qué tal si pasamos el rato hablando\nmientras miramos las nubes?\x0E\x04\x00\x00
MID_GR_Mauve_A_#003	\x0E\x03\x02\x08\x06モーヴ\nSerá un placer escuchar tus relatos,\nsi te queda alguno por contarme.\x0E\x04\x00\x00
MID_GR_Mauve_A_#004	\x0E\x03\x02\x06\x04チキ\nTengo historias a montones, ¡pero a ver\nsi tú también me cuentas algo de tu vida!\x0E\x04\x00\x00
