MID_TUT_CATEGORY_TITLE_Battle	戰鬥
MID_TUT_RELAY_FINISH_1	亦可查看自己\n與其他玩家的重播記錄。\n（戰鬥結束前只會播到當前進度）
MID_TUT_RELAY_FINISH_2	即使敗北，亦可獲得獎勵，\n但勝利將會獲得更豐厚的獎勵。
MID_TUT_MATCH_TITLE	異界的試煉
MID_TUT_MATCH_0	可使用自己編輯或選擇的地圖\n與其他玩家的部隊展開對戰的試煉。
MID_TUT_MATCH_1	「輕鬆對戰」可選擇自己喜歡的地圖展開對戰。
MID_TUT_MATCH_2	「正式對戰」可公開自己編輯的地圖\n或將自己的地圖與其他玩家\n公開的地圖拼在一起對戰。
MID_TUT_MATCH_3	無論選擇哪種對戰，\n都可在對戰後獲得獎勵。
MID_TUT_MATCH_EASY_TITLE	輕鬆對戰
MID_TUT_MATCH_EASY_0	選擇喜歡的地圖，讓攻擊部隊出擊，\n與其他玩家的部隊展開對戰。\n可從「隨機」「朋友」「輸入ID」中選擇對手。
MID_TUT_MATCH_EASY_1	「隨機」：\n將自動選擇對戰的部隊。
MID_TUT_MATCH_EASY_2	「朋友」：\n將顯示朋友的部隊，\n可從中選擇對戰部隊。
MID_TUT_MATCH_EASY_3	「輸入ID」：\n輸入ID後，\n可與指定玩家的部隊展開對戰。
MID_TUT_MATCH_SERIOUS_TITLE	正式對戰
MID_TUT_MATCH_SERIOUS_0	可公開自己編輯的地圖，\n也可把自己的地圖與其他玩家\n公開的地圖拼在一起對戰。
MID_TUT_MATCH_SERIOUS_1	首先在「編輯地圖」中\n製作自己的地圖吧。
MID_TUT_MATCH_EDIT_ATTACK_TITLE	用自己編輯的地圖對戰
MID_TUT_MATCH_EDIT_ATTACK_0	編輯好地圖後，\n即可使用該地圖展開對戰。
MID_TUT_MATCH_EDIT_ATTACK_1	若選擇「開始對戰」，自己編輯的地圖\n將與其他玩家公開的地圖拼在一起，\n派遣攻擊部隊前往該地圖，就會開始對戰。
MID_TUT_MATCH_EDIT_ATTACK_2	若展開了防衛戰，\n則可從「查看結果」中\n查看該場戰事的結果及觀看重播記錄。
MID_TUT_MATCH_EDIT_ATTACK_3	若選擇「模擬戰」，\n則可測試自己編輯的地圖，\n藉此確認地圖的實際情況。
MID_TUT_MATCH_ATTACK_TITLE	開始對戰
MID_TUT_MATCH_ATTACK_0	可將自己的地圖與其他玩家公開的地圖拼在一起，\n並派出攻擊部隊開始對戰。
MID_TUT_MATCH_ATTACK_1	「隨機」：\n自動選擇其他玩家的地圖，\n並展開對戰。
MID_TUT_MATCH_ATTACK_2	「朋友」：\n將顯示朋友的地圖，\n可從中選擇對戰地點。
MID_TUT_MATCH_ATTACK_3	「輸入ID」：\n輸入ID後，\n可在指定玩家的地圖展開對戰。
MID_TUT_MATCH_EDIT_TITLE	編輯地圖
MID_TUT_MATCH_EDIT_0	可製作對戰用的地圖。\n擬定作戰方式，\n在地圖上配置各種地形吧。
MID_TUT_MATCH_EDIT_1	可用\x0E\x08\x02\x04\x02X鍵開啟地形清單，\n再用\x0E\x08\x02\x04\x02A鍵配置地形。\n（也可用\x0E\x08\x02\x04\x02L鍵、\x0E\x08\x02\x04\x02R鍵直接選擇地形）
MID_TUT_MATCH_EDIT_2	儲存製作好的地圖後，\n可能會有敵軍進攻，出現「防衛戰」。\n製作地圖時也將防衛時的情況納入考量吧。
MID_TUT_MATCH_EDIT_3	可用\x0E\x08\x02\x0A\x08Plus鍵打開選單，\n設定防衛戰用的「防衛部隊」\n或儲存製作好的地圖。
MID_TUT_MATCH_EDIT_SAVE_TITLE	設定防衛部隊及儲存地圖
MID_TUT_MATCH_EDIT_SAVE_0	「防衛部隊」會在出現防衛戰時自動戰鬥，\n可透過選單替該部隊編組單位、更改裝備及配置。
MID_TUT_MATCH_EDIT_SAVE_1	把游標對準我方單位後按下\x0E\x08\x02\x04\x02A鍵，\n還可更改行動類型。
MID_TUT_MATCH_EDIT_SAVE_2	設定為「防衛部隊」的單位\n將無法加入「攻擊部隊」，\n還請多加留意。
MID_TUT_MATCH_EDIT_SAVE_3	配置完地形及防衛部隊後，\n就選擇「儲存地圖」，\n儲存製作好的地圖吧。
MID_TUT_MATCH_EDIT_SAVE_4	選擇「結束編輯」，\n即可結束地圖的編輯。
MID_TUT_MATCH_REPLAY_TITLE	查看結果（重播記錄）
MID_TUT_MATCH_REPLAY_0	公開自己編輯的地圖後，\n其他玩家有可能會向該地圖進攻，\n此時就會出現「防衛戰」。
MID_TUT_MATCH_REPLAY_1	若出現「防衛戰」，\n可在此查看勝負結果。
MID_TUT_MATCH_REPLAY_2	亦可觀看重播記錄，\n查看當時的戰況。
MID_TUT_MATCH_REPLAY_3	即使敗北，亦可獲得獎勵，\n但勝利將會獲得更豐厚的獎勵。
MID_TUT_MATCH_MOCKCOMBAT_TITLE	模擬戰
MID_TUT_MATCH_MOCKCOMBAT_0	可測試自己編輯的地圖\n並確認地圖的實際情況。
MID_TUT_MATCH_MOCKCOMBAT_1	此時會派遣攻擊部隊前往自己的地圖，\n與防衛部隊展開對戰。
MID_TUT_MATCH_MOCKCOMBAT_2	若找到可改善之處，\n就到「編輯地圖」調整地圖吧。
MID_TUT_TIPS_Marth	紋章士馬爾斯
MID_TUT_TIPS_Siglud	紋章士西格爾特
MID_TUT_TIPS_Celica	紋章士賽莉卡
MID_TUT_TIPS_Micaiah	紋章士米卡雅
MID_TUT_TIPS_Roy	紋章士羅伊
MID_TUT_TIPS_Lin	紋章士琳
MID_TUT_TIPS_Ike	紋章士艾克
MID_TUT_TIPS_Lucina	紋章士露琪娜
MID_TUT_TIPS_Leaf	紋章士里弗
MID_TUT_TIPS_Kamui	紋章士神威
MID_TUT_TIPS_Eirik	紋章士艾莉可
MID_TUT_TIPS_Ephraim	紋章士艾夫拉姆
MID_TUT_TIPS_Byleth	紋章士貝雷特
MID_TUT_TIPS_TUTORIAL	基礎知識
MID_TUT_TIPS_ITEM	消費道具
MID_TUT_TIPS_WEAPON	武器
MID_TUT_TIPS_KIZUNA	散步
MID_TUT_TIPS_HUB	索拉涅爾
MID_TUT_TIPS_GMAP	世界地圖
MID_TUT_TIPS_ENCOUNTER	遭遇戰
MID_TUT_TIPS_UNIT_SKILL	（\x0E\x01\x00\x00的個人特技）
MID_TUT_TIPS_GOD_SKILL	（\x0E\x01\x00\x00的紋章士特技）
MID_TUT_TIPS_UNIT_ITEM	（\x0E\x01\x00\x00的專用武器）
MID_TUT_TIPS_GOD_ITEM	（\x0E\x01\x00\x00的結合武器）
MID_TIPS_TUTORIAL_1	曾經看過的指南可在「系統」中的「指南」隨時查看。
MID_TIPS_TUTORIAL_2	可在「系統」中的「環境設定」開啟或關閉戰鬥動畫。
MID_TIPS_TUTORIAL_3	在戰鬥地圖上按\x0E\x08\x02\x06\x04ZL鍵可顯示所有敵人的攻擊範圍。
MID_TIPS_TUTORIAL_4	把游標瞄準敵人後按下\x0E\x08\x02\x04\x02A鍵就會顯示危險範圍。
MID_TIPS_TUTORIAL_5	即使還有尚未行動的我方單位，只要從選單選擇「結束」就可以結束我軍的行動階段。
MID_TIPS_TUTORIAL_6	在對話時按住\x0E\x08\x02\x04\x02Y鍵即可快轉。
MID_TIPS_TUTORIAL_7	經驗值到達100就會提升等級，也會提高我方單位的能力。
MID_TIPS_TUTORIAL_8	按下\x0E\x08\x02\x04\x02X鍵就能看見道具或特技的詳細資訊。
MID_TIPS_TUTORIAL_9	將游標對準單位後按下\x0E\x08\x02\x0C\nMinus鍵就能查看詳細的能力。
MID_TIPS_TUTORIAL_10	在戰鬥地圖長按\x0E\x08\x02\x06\x04ZR鍵就可切換單位資訊的種類或地圖顯示。
MID_TIPS_TUTORIAL_50	在戰鬥地圖按下\x0E\x08\x02\x06\x04ZR鍵即可顯示單位的輔助資訊。
MID_TIPS_TUTORIAL_11	武器的「重量」大於「體格」的話，「速度」就會下降。
MID_TIPS_TUTORIAL_12	「幸運」越高，越不容易受到敵人的必殺攻擊。
MID_TIPS_TUTORIAL_13	只要在「草叢」或「林地」等地形中戰鬥，就不容易遭受敵人攻擊。
MID_TIPS_ITEM_0	HP可透過「傷藥」或「聖療」回復。
MID_TIPS_ITEM_1	「傷藥」和「杖」等道具當使用次數歸零就會消失。
MID_TIPS_TUTORIAL_14	選擇「委任」的話，我方單位就會配合戰鬥方針自主行動。
MID_TIPS_TUTORIAL_15	只要以「槍」攻擊拿劍的敵人、「斧」攻擊拿槍的敵人、「劍」攻擊拿斧的敵人就能讓對手陷入打破狀態。
MID_TIPS_TUTORIAL_51	以「體術」攻擊裝備弓、魔道書、短劍的敵人，就可使其陷入打破狀態。
MID_TIPS_TUTORIAL_16	陷入打破狀態的對手除非經過一次戰鬥或輪到下個回合，否則無法反擊。
MID_TIPS_TUTORIAL_17	連鎖防禦無法抵擋「結合技」。
MID_TIPS_SKILL_0	「牽絆等級」提升後，可提升同步或結合時的能力，增加可使用的特技。\n
MID_TIPS_SKILL_1	「結合計量條」會透過戰鬥累積。
MID_TIPS_SKILL_28	只要在「紋章氣格子」內待命，結合計量條就會累積至上限。
MID_TIPS_SKILL_2	馬爾斯的結合技「星之突擊」在與戰鬥類型為【龍族】的夥伴結合時，會增加攻擊次數。
MID_TIPS_ITEM_2	裝備體術時的攻擊力會受到「力量」和「魔力」這兩項基本能力影響。
MID_TIPS_TUTORIAL_18	我方單位皆有能派上用場的獨門的特技，詳細內容可按\x0E\x08\x02\x04\x02X鍵查看。
MID_TIPS_TUTORIAL_19	只要看「部隊表」就能一覽我方單位的兵種或等級。
MID_TIPS_TUTORIAL_20	我方單位相鄰戰鬥就會提升彼此的支援值。
MID_TIPS_TUTORIAL_21	在選擇我方單位時按下\x0E\x08\x02\x04\x02L\x0E\x08\x02\x04\x02R鍵就可替換裝備的武器。
MID_TIPS_TUTORIAL_22	打倒帶有\x0E\x08\x02\x12\x10DropItem圖示的敵人就可獲得該敵人持有的道具。
MID_TIPS_ITEM_3	弓有「克制飛行」的效果，會對飛行的敵人造成大量傷害。
MID_TIPS_ITEM_4	重裝兵的「防守」很高，魔法攻擊較容易對其造成傷害。
MID_TIPS_OTHER_33	可在「我的床」的「更改難度」中更改遊戲的難度。
MID_TIPS_TUTORIAL_24	在敵人到達前「訪問」民宅就能獲得獎勵。
MID_TIPS_TUTORIAL_25	在「堡壘」或「防衛地板」上待命的單位每回合都會回復HP，且不會因為武器屬性陷入打破狀態。
MID_TIPS_TUTORIAL_27	\x0E\x06\x03\x00及與其相鄰的我方單位可以使用「運輸隊」。
MID_TIPS_TUTORIAL_28	提升牽絆等級就會觸發「牽絆對話」，觀看後會進一步提升牽絆等級。
MID_TIPS_TUTORIAL_29	我方單位的支援值上升就會觸發「支援對話」，觀看支援對話後會提升「支援等級」。
MID_TIPS_TUTORIAL_30	若我方單位的「支援等級」提升，在該單位附近戰鬥時就會提高能力。
MID_TIPS_TUTORIAL_32	可讓敵人陷入打破狀態時，敵人的武器圖示上會顯示\x0E\x08\x02\x18\x16EquipCancel的記號。
MID_TIPS_TUTORIAL_33	當單位顯示\x0E\x08\x02 \x1EBalloonCritical圖示時，較容易使出必殺攻擊。
MID_TIPS_TUTORIAL_34	使用「龍之時水晶」就可回到行動前的時間點重新開始。
MID_TIPS_ITEM_5	除了弓和魔法之外，「標槍」和「手斧」這些武器也能攻擊遠方敵人。
MID_TIPS_ITEM_6	魔道書「浪湧」雖然只能攻擊相鄰的敵人，但必定會命中敵人。
MID_TIPS_OTHER_0	和戰鬥中表現亮眼的夥伴對話就可獲得「牽絆碎片」。
MID_TIPS_OTHER_1	獲得的晶石和食材可以用在「鍛造」或「料理」上。
MID_TIPS_OTHER_2	在「紋章士之間」可使用「牽絆碎片」精煉牽絆戒指。
MID_TIPS_OTHER_3	按下\x0E\x08\x02\x04\x02X鍵就可立即使用快捷旅行移動至想去的地方。
MID_TIPS_OTHER_4	「贈送禮物」時，若選擇對方喜歡的東西將可提升更多支援值。
MID_TIPS_OTHER_6	使用「音箱」就可以隨意更改背景音樂。
MID_TIPS_OTHER_7	在「我的房間」不僅可觀看支援對話，還可鑑賞影片和音樂。
MID_TIPS_OTHER_8	在「我的床」上休息時，有時會有夥伴來叫玩家起床。
MID_TIPS_OTHER_9	在「紋章士之間」可使用「SP」或「牽絆碎片」來「特技繼承」或「精煉牽絆戒指」。
MID_TIPS_OTHER_10	傳說自古便棲息在索拉涅爾的守護神會從尾巴生出「牽絆碎片」。
MID_TIPS_OTHER_11	在「飛龍射手」中拿下高分將可獲得許多「牽絆碎片」。
MID_TIPS_OTHER_12	做「肌肉體操」的話，下次出擊期間會稍微強化\x0E\x06\x03\x00的能力。
MID_TIPS_OTHER_32	可用\x0E\x08\x02\x06\x04ZR鍵選擇多個道具，一次販售。
MID_TIPS_TUTORIAL_35	即使敵人奪走寶箱裡的道具，只要在敵人逃跑前將其擊敗就能奪回。
MID_TIPS_TUTORIAL_36	遇到門扉地形時，只要將其破壞或使用小偷的指令「門扉鑰匙」就能通過。
MID_TIPS_ITEM_8	「HP藥」等強化道具會在出擊期間內提升我方單位的能力。
MID_TIPS_ITEM_9	「騎士殺手」等有「克制騎馬」效果的武器可對騎馬類敵人造成大量傷害。
MID_TIPS_OTHER_13	在「牧場」放養帶回索拉涅爾的動物，有時會掉落食材。
MID_TIPS_OTHER_15	世界地圖會出現「遭遇戰」或「訓練」，可獲得經驗值和金幣。
MID_TIPS_OTHER_16	在「鍛鍊之間」可以和夥伴及紋章士戰鬥來獲得經驗值和加深牽絆。
MID_TIPS_OTHER_17	參與「訓練」的我方單位在過關後能獲得更多經驗值。
MID_TIPS_TUTORIAL_39	戰鬥類型為【龍族】的單位在結合時可獲得各種附加效果。
MID_TIPS_TUTORIAL_40	戰鬥類型為【連攜】的單位能使用支援我方單位戰鬥的「連鎖攻擊」。
MID_TIPS_TUTORIAL_41	戰鬥類型為【騎馬】的單位可移動的距離較遠。
MID_TIPS_TUTORIAL_42	戰鬥類型為【魔道】的單位以魔法攻擊時，會使敵人因地形效果獲得的回避+補正無效。
MID_TIPS_TUTORIAL_43	戰鬥類型為【氣功】的單位能使用保護我方單位的「連鎖防禦」。
MID_TIPS_TUTORIAL_44	戰鬥類型為【隱密】的單位會使因地形效果獲得的回避+補正變成2倍。
MID_TIPS_TUTORIAL_45	戰鬥類型為【飛行】的單位移動時不會受地形效果影響。
MID_TIPS_TUTORIAL_46	戰鬥類型【重裝】的單位不會因為武器屬性陷入打破狀態。
MID_TIPS_TUTORIAL_47	可透過提升「牽絆等級」從紋章士身上繼承轉職的必要資質。
MID_TIPS_ITEM_10	以長射程的武器攻擊裝備近身武器的敵人就不會遭到反擊。
MID_TIPS_ITEM_11	用短劍對敵人造成傷害就可讓敵人陷入「中毒」狀態。
MID_TIPS_ITEM_12	「破甲劍」等有「克制重裝」效果的武器可對重裝兵造成大量傷害。
MID_TIPS_OTHER_14	製作「料理」偶爾可以得到便當，使用後可回復HP。
MID_TIPS_OTHER_19	請人「製作料理」時添加其他食材，就能提升料理的成功率。
MID_TIPS_OTHER_20	在「果樹園」可獲得料理用的食材。
MID_TIPS_OTHER_21	依據目前為止的行動可在「布告欄」的「成就」獲得不等的「牽絆碎片」。
MID_TIPS_OTHER_22	在「布告欄」的「投資國家」中投資高額資金就能提升等級，獲得謝禮。
MID_TIPS_OTHER_30	利用「投資國家」提升投資等級後，該國家的遭遇戰中出現稀有敵人的機率也會上升。
MID_TIPS_OTHER_31	利用「投資國家」提升投資等級後，在該國家散步時所能獲得的材料也會增加。
MID_TIPS_OTHER_23	出現「黑暗」的遭遇戰裡很可能潛伏著持有大量經驗值和金幣的敵人。
MID_TIPS_SKILL_38	杖的命中僅可依據特技「信仰」提升。
MID_TIPS_OTHER_34	在試煉別屋與異界的朋友交流時，「神龍戰歷卡」將可派上用場。
MID_TIPS_TUTORIAL_48	闇之同步的敵人可在結合計量條閃爍時使用結合技。
MID_TIPS_TUTORIAL_52	我方單位結合時若受到敵方的結合技攻擊，將會減輕傷害。
MID_TIPS_TUTORIAL_49	即使等級已達上限，也能使用「轉職證」將等級恢復成1，使能力繼續成長。
MID_TIPS_ITEM_13	「中毒」的效果會在出擊期間內持續生效。（用解毒劑或杖即可治療）
MID_TIPS_ITEM_14	我方單位等級提升至10後，便可使用「大師證」轉職成高級兵種。
MID_TIPS_ITEM_15	使用持有「猛擊」效果的武器發動攻擊必定為後攻。
MID_TIPS_OTHER_24	在「湧泉池畔」釣到的魚可以當成料理的食材。
MID_TIPS_ITEM_16	使用「轉職證」就可轉職成其他類型的兵種。
MID_TIPS_ITEM_17	「必殺劍」、「必殺槍」等必殺型武器較容易使出必殺攻擊。
MID_TIPS_OTHER_37	\x0E\x06\x03\x00的兵種變成「神龍之王」後，即可在後院遊玩「飛龍射手」。
MID_TIPS_OTHER_26	在「跳蚤市場」可以買到一般店家所沒有的珍貴商品。
MID_TIPS_OTHER_27	這片大陸的各處似乎有試煉之地，能加深與紋章士之間的牽絆。
MID_TIPS_SKILL_29	艾克的結合技「霸克・天空」可消除範圍攻擊內格子的「火焰」及「瘴氣」。
MID_TIPS_SKILL_22	與貝雷特結合的我方單位，其戰鬥類型會影響貝雷特的結合武器。
MID_TIPS_SKILL_25	神威的「龍脈」會賦予地形特殊效果，並取代原本的效果。
MID_TIPS_OTHER_28	「占卜小屋」只有晚上會營業。
MID_TIPS_OTHER_29	在「試煉別屋」挑戰試煉就可獲得特別的強化材料，強化結合武器。
MID_TIPS_ITEM_18	「勇者之劍」、「勇者之槍」等勇者型武器，若由自身發動攻擊，將連續攻擊2次。
MID_TIPS_ITEM_19	若想將「約定戒指」交給重要的人，就從我的房間中的櫃子取出戒指，直接交給對方吧。
MID_TIPS_GOD_0	異界阿卡奈亞陸地中阿利提亞王國的王子，繼承了英雄昂利的血脈。
MID_TIPS_GOD_1	和夥伴合力打倒暗黑龍，是眾人口中的「英雄王」。
MID_TIPS_GOD_2	異界尤格多拉爾陸地中格蘭貝魯王國的希亞費公爵家勳爵。
MID_TIPS_GOD_3	流有聖戰士巴爾德的血脈，是繼承傳說聖劍的高潔騎士。
MID_TIPS_GOD_4	異界瓦倫西亞陸地中豐饒之國索菲亞的公主。
MID_TIPS_GOD_5	是名慈悲為懷的女子，和勇者阿雷武一起對抗危害和平的邪神。
MID_TIPS_GOD_6	在異界堤里烏斯陸地以義賊團成員身分大顯身手的女子。
MID_TIPS_GOD_7	是名擁有神秘力量的少女，對抗了欲制裁世界的女神。
MID_TIPS_GOD_8	異界埃列布陸地的費雷侯爵家勳爵，封印之劍的主人。
MID_TIPS_GOD_9	代替臥病在床的父親，率兵對抗敵國的聰明少年。
MID_TIPS_GOD_10	來自異界埃列布陸地的草原地帶──塞迦地區的女劍士。
MID_TIPS_GOD_11	不知身上流有侯爵家的血脈，被當成遊牧民族養大的少女。
MID_TIPS_GOD_12	曾在異界堤里烏斯陸地擔任格萊爾傭兵團團長的青年。
MID_TIPS_GOD_13	擁有精湛劍術和真誠的心，從一介傭兵變成了英雄。
MID_TIPS_GOD_14	異界伊里斯聖王國的公主，左眼上有聖痕。
MID_TIPS_GOD_15	充滿正義感的少女，為了改變絕望的未來而穿越時空戰鬥。
MID_TIPS_GOD_16	異界尤格多拉爾陸地中色雷斯地區倫斯特王國的繼承人。
MID_TIPS_GOD_17	為了讓色雷斯地區擺脫帝國統治而奮戰到底的勇敢王子。
MID_TIPS_GOD_18	異界的王族，生於白夜王國，長於暗夜王國。
MID_TIPS_GOD_19	擁有神祖龍的力量，在互相爭戰的兩個祖國間選擇了自己的道路。
MID_TIPS_GOD_20	異界麥格維爾陸地中繼承聖石的路奈斯王國公主。
MID_TIPS_GOD_21	英勇的路奈斯王國王子，和妹妹艾莉可一起對抗魔王。
MID_TIPS_GOD_22	在異界芙朵拉的加爾古・瑪庫大修道院中擔任教師的青年。
MID_TIPS_GOD_23	由傭兵轉行為教師，引領著學生挺過了戰亂時代。
MID_TUT_NAVI_M004_TIMECRYSTAL	可以使用「龍之時水晶」了！
MID_TUT_NAVI_M005_FUNDS	費列聶王國提供了\n軍費\x0E\x01\x00\x00\x0E\x01\x01\x00G。
MID_TUT_NAVI_VANDRE_FUNDS	凡德雷提供了\n軍費\x0E\x01\x00\x00\x0E\x01\x01\x00G。
MID_TUT_NAVI_M008_FUNDS	布羅帝亞王國提供了\n軍費\x0E\x01\x00\x00\x0E\x01\x01\x00G。
MID_TUT_NAVI_M012_RESCUE	拯救被異形兵襲擊的人吧！
MID_TUT_NAVI_M014_FUNDS	索爾姆王國提供了\n軍費\x0E\x01\x00\x00\x0E\x01\x01\x00G。
MID_TUT_NAVI_M015_ESCAPE	保護賽安達斯，讓他自地圖平安撤離吧！
MID_TUT_NAVI_M020_FUNDS	伊爾席翁王國提供了\n軍費\x0E\x01\x00\x00\x0E\x01\x01\x00G。
MID_TUT_NAVI_M022_GET_Siglud	獲得「聖戰騎士戒指」了。
MID_TUT_NAVI_M022_GET_Celica	獲得「慈悲公主戒指」了。
MID_TUT_NAVI_M022_GET_Micaiah	獲得「拂曉巫女戒指」了。
MID_TUT_NAVI_M022_GET_Roy	獲得「幼獅戒指」了。
MID_TUT_NAVI_M022_GET_Lin	獲得「草原女爵戒指」了。
MID_TUT_NAVI_M022_GET_Ike	獲得「蒼炎勇者戒指」了。
MID_TUT_NAVI_M022_GET_Lucina	獲得「聖公主戒指」了。
MID_TUT_NAVI_M022_GET_Leaf	獲得「賢王戒指」了。
MID_TUT_NAVI_M022_GET_Kamui	獲得「選擇未來之人戒指」了。
MID_TUT_NAVI_M022_GET_Eirik	獲得「碧綠風空戒指」了。
MID_TUT_NAVI_M022_GET_Byleth	獲得「引領者戒指」了。
MID_TUT_NAVI_M024_WARNING1	2回合後下方的山路會發生雪崩。
MID_TUT_NAVI_M024_WARNING2	2回合後中間的山路會發生雪崩。
MID_TUT_NAVI_M024_WARNING3	2回合後上方的山路會發生雪崩。
MID_TUT_NAVI_M026_ENGAGEBREAKE	下個回合會出現大邪龍尚卜爾的全體攻擊，\n將強制解除地圖上各單位的結合狀態。
MID_TUT_NAVI_M026_BEAM_WARNING	大邪龍尚卜爾會在下個回合施放邪龍吼叫炮。\n此特技相當強大，盡量退到攻擊範圍外吧。
MID_TUT_NAVI_S006_RULE	貝雷特的部隊會破壞地圖上的水晶。\n阻止他們，盡可能保護好水晶吧！\n（戰鬥結束後會依據剩下的水晶數量給予獎勵）
MID_TUT_NAVI_S006_BREAK	水晶已被破壞。
MID_TUT_NAVI_S006_REWARD1	成功守住了大量水晶，\n從貝雷特手中獲得了\x0E\x01\x00\x00和\x0E\x01\x01\x00作為獎勵。
MID_TUT_NAVI_S006_REWARD2	成功守住了不少水晶，\n從貝雷特手中獲得了\x0E\x01\x00\x00作為獎勵。
MID_TUT_NAVI_S006_REWARD3	守住的水晶不多，\n未能獲得獎勵。
MID_TUT_NAVI_S015_GET	取回戒指了。
MID_TUT_NAVI_S015_ENGAGERING	「約定戒指」只能交給一位夥伴，\n要送給誰可要想清楚喔。
