MSID_Hp_5	HP+5
MSID_H_BylethRing_Edelgard	自身發動攻擊時\n一定機率使對方陷入冰封狀態\n（機率為「造成總傷害」%）
MSID_BylethRing_Dimitri	幻月
MSID_H_BylethRing_Dimitri	可使用「幻月」指令\n與相鄰敵人戰鬥後\n自身朝敵人反向移動1格
MSID_H_BylethRing_Dimitri_CMD	戰鬥後，朝敵人反向移動1格。
MSID_BylethRing_Claude	風神
MSID_H_BylethRing_Claude	自身的HP為最大值時\n弓的射程+1
MSID_KamuiRing_Marks	騎士道
MSID_H_KamuiRing_Marks	對手的HP為最大值時\n造成傷害+2、所受傷害-2
MSID_KamuiRing_Ryoma	武士道
MSID_H_KamuiRing_Ryoma	自身的等級高於對方時\n必殺+10、造成傷害+2、所受傷害-2
MSID_EirikRing_Marica	滅殺
MSID_H_EirikRing_Marica	觸發必殺攻擊時\n30%機率對敵人造成致命傷害\n（部分強敵除外）
MSID_EirikRing_Heanius	必中目標
MSID_H_EirikRing_Heanius	自身發動攻擊時，有一定機率必定命中\n（機率為「技巧」%）
MSID_SpecialRing_Alfonse	攻擊紋章
MSID_H_SpecialRing_Alfonse	使相鄰我方單位的攻擊力+2
MSID_SpecialRing_Sharena	防守鼓舞
MSID_H_SpecialRing_Sharena	我軍行動階段開始時\n相鄰我方單位的防守+2
MSID_SpecialRing_Anna	魔防紋章
MSID_H_SpecialRing_Anna	相鄰我方單位的魔防+2
MSID_SombreBarrier1	常闇之結界
MSID_H_SombreBarrier1	暗黑紋章士所製作的結界\n使邪龍有效的效果無效\n所受傷害-50%
MSID_SombreBarrier2	常闇之結界+
MSID_H_SombreBarrier2	暗黑紋章士所製作的結界\n使邪龍有效的效果無效\n所受傷害-70%
MSID_SombreBarrier3	常闇之結界++
MSID_H_SombreBarrier3	暗黑紋章士所製作的結界\n使邪龍有效的效果無效\n所受傷害-85%
MSID_SombreBarrier4	常闇之結界+++
MSID_H_SombreBarrier4	暗黑紋章士所製作的結界\n使邪龍有效的效果無效\n所受傷害為0
MSID_SombreBarrier1_Normal	闇之結界
MSID_H_SombreBarrier1_Normal	暗黑紋章士所製作的結界\n所受傷害-20%
MSID_SombreBarrier2_Normal	闇之結界+
MSID_H_SombreBarrier2_Normal	暗黑紋章士所製作的結界\n所受傷害-40%
MSID_SombreBarrier3_Normal	闇之結界++
MSID_H_SombreBarrier3_Normal	暗黑紋章士所製作的結界\n所受傷害-60%
MSID_SombreBarrier4_Normal	闇之結界+++
MSID_H_SombreBarrier4_Normal	暗黑紋章士所製作的結界\n所受傷害-80%
MSID_ChainAttackDamageWeaken	撕裂牽絆者
MSID_H_ChainAttackDamageWeaken	使敵人連鎖攻擊的\n命中率必定為30%\n並減少所受傷害
MSID_SnakeVenom	蛇毒
MSID_H_SnakeVenom	自身發動攻擊時\n對敵人造成HP最大值20%的傷害
MSID_SighOfDeath	死亡吐息
MSID_H_SighOfDeath	自身發動攻擊時\n對周圍2格內的敵人造成HP最大值20%的傷害
MSID_SwordKilling	破劍者
MSID_H_SwordKilling	HP為50%以上且敵人的武器為劍時\n自身可發動追擊但敵人無法追擊
MSID_LanceKilling	破槍者
MSID_H_LanceKilling	HP為50%以上且敵人的武器為槍時\n自身可發動追擊但敵人無法追擊
MSID_AxeKilling	破斧者
MSID_H_AxeKilling	HP為50%以上且敵人的武器為斧時\n自身可發動追擊但敵人無法追擊
MSID_MagicKilling	破魔者
MSID_H_MagicKilling	HP為50%以上且敵人的武器為魔道書時\n自身可發動追擊但敵人無法追擊
MSID_BowKilling	破弓者
MSID_H_BowKilling	HP為50%以上且敵人的武器為弓時\n自身可發動追擊但敵人無法追擊
MSID_KnifeKilling	破短劍者
MSID_H_KnifeKilling	HP為50%以上且敵人的武器為短劍時\n自身可發動追擊但敵人無法追擊
MSID_PranaKilling	破體術者
MSID_H_PranaKilling	HP為50%以上且敵人的武器為體術時\n自身可發動追擊但敵人無法追擊
MSID_PowerSeal	力量封鎖
MSID_H_PowerSeal	自身發動攻擊後\n對方的力量-6\n（效果隨時間遞減，每回合回復1）
MSID_MagicSeal	魔力封鎖
MSID_H_MagicSeal	自身發動攻擊後\n對方的魔力-6\n（效果隨時間遞減，每回合回復1）
MSID_DefenseSeal	防守封鎖
MSID_H_DefenseSeal	自身發動攻擊後\n對方的防守-6\n（效果隨時間遞減，每回合回復1）
MSID_SpeedSeal	速度封鎖
MSID_H_SpeedSeal	自身發動攻擊後\n對方的速度-6\n（效果隨時間遞減，每回合回復1）
MSID_MagicDefenseSeal	魔防封鎖
MSID_H_MagicDefenseSeal	自身發動攻擊後\n對方的魔防-6\n（效果隨時間遞減，每回合回復1）
MSID_DemonStance	鬼神架勢
MSID_H_DemonStance	受到敵人攻擊時，力量+6
MSID_VajraStance	金剛架勢
MSID_H_VajraStance	受到敵人攻擊時，防守+6
MSID_SwallowStance	飛燕架勢
MSID_H_SwallowStance	受到敵人攻擊時，速度+6
MSID_MingMirrorStance	明鏡架勢
MSID_H_MingMirrorStance	受到敵人攻擊時，魔防+6
MSID_Deadline	死線
MSID_H_Deadline	造成傷害+10\n所受傷害+10
MSID_EnhancedCompatibility	強化互克
MSID_H_EnhancedCompatibility	使用占優勢的武器攻擊時，可發動追擊\n但武器居於劣勢時，則會受到追擊
MSID_CatBites	狗急跳牆
MSID_H_CatBites	HP為50%以下時，必殺+30
MSID_SelfDestruction	自毀
MSID_H_SelfDestruction	我軍行動階段開始時，若HP為50%以下\n對周圍2格內的敵人造成傷害並自行消滅\n傷害量為自身的HP最大值的50%
MSID_BreakInvalid	打破無效
MSID_H_BreakInvalid	不會陷入打破狀態
MSID_Immovable	移動效果無效
MSID_H_Immovable	不會受到特技或猛擊等效果影響而移動
MSID_CurseOfNihility	虛無詛咒
MSID_H_CurseOfNihility	與此單位戰鬥時\n無法獲得經驗值
MSID_ClearStreamHit	清流一擊
MSID_H_ClearStreamHit	自身發動攻擊時，回避+30
MSID_SwallowHit	飛燕一擊
MSID_H_SwallowHit	自身發動攻擊時，速度+5
MSID_DemonHit	鬼神一擊
MSID_H_DemonHit	自身發動攻擊時，必殺+20
MSID_BadBirdHit	凶鳥一擊
MSID_H_BadBirdHit	自身發動攻擊時，命中+40
MSID_VajraHit	金剛一擊
MSID_H_VajraHit	自身發動攻擊時\n所受物理攻擊傷害-10
MSID_MingMirrorHit	明鏡一擊
MSID_H_MingMirrorHit	自身發動攻擊時\n所受魔法攻擊傷害-20
MSID_FrenzyHit	減氣
MSID_H_FrenzyHit	自身發動攻擊後\n對方的結合計量條-5
MSID_EffectResistance	克制耐性
MSID_H_EffectResistance	減少受到克制時的傷害
MSID_EffectInvalid	克制無效
MSID_H_EffectInvalid	不受任何克制效果影響
MSID_Expert_1	熟練者
MSID_H_Expert_1	不會陷入打破狀態\n減少受到克制時的傷害
MSID_Expert_2	熟練者+
MSID_H_Expert_2	不會陷入打破狀態\n不受任何克制效果影響
MSID_SkillSuccession	解放特技繼承
MSID_H_SkillSuccession	可在紋章士之間利用「特技繼承」\n從紋章士身上繼承特技
MSID_EngageContinueTurn	斬不斷的牽絆
MSID_H_EngageContinueTurn	結合狀態的持續回合數+1
MSID_EngageCount	默契十足
MSID_H_EngageCount	結合計量條最大值-1
MSID_RefineGodWeapon_Effect_Fly	克制飛行
MSID_RefineGodWeapon_Effect_Horse	克制騎馬
MSID_RefineGodWeapon_Effect_Armor	克制重裝
MSID_RefineGodWeapon_Effect_Dragon	克制龍
MSID_RefineGodWeapon_Effect_Morph	克制異形
MSID_H_Effect_Fly	受到克制飛行的效果影響
MSID_H_Effect_Horse	受到克制騎馬的效果影響
MSID_H_Effect_Armor	受到克制重裝的效果影響
MSID_H_Effect_Dragon	受到克制龍的效果影響
MSID_H_Effect_Morph	受到克制異形的效果影響
MSID_H_Effect_EvilDragon	受到邪龍有效的效果影響
MSID_H_Effect_Mediuth	馬爾斯的攻擊將具有克制的效果
MSID_H_Effect_Duma	賽莉卡的攻擊將具有克制的效果
MSID_H_Effect_Loptous	西格爾特的攻擊將具有克制的效果
MSID_H_Effect_Veld	里弗的攻擊將具有克制的效果
MSID_H_Effect_Idenn	羅伊的攻擊將具有克制的效果
MSID_H_Effect_Nergal	琳的攻擊將具有克制的效果
MSID_H_Effect_Fodeth	艾莉可（艾夫拉姆）的攻擊\n將具有克制的效果
MSID_H_Effect_Ashnard	艾克的攻擊將具有克制的效果
MSID_H_Effect_Astarte	米卡雅的攻擊將具有克制的效果
MSID_H_Effect_Gimle	露琪娜的攻擊將具有克制的效果
MSID_H_Effect_Hydra	神威的攻擊將具有克制的效果
MSID_H_Effect_Nemesis	貝雷特的攻擊將具有克制的效果
